Player,2012/2013 - Number of Injuries,2012/2013 - Games Missed,2013/2014 - Number of Injuries,2013/2014 - Games Missed,2014/2015 - Number of Injuries,2014/2015 - Games Missed,Total Number of Injuries (2012-2014),Total Games Missed (2012-2014),Age first concussion (2012-2014),Team(s) during concussion incidents 2012-2014,Roles during injuries,Current Age (approx.),Date of Birth,Biography,Wikipedia Url,Image
Kyle Wilson,,,1,0,,,1,0,26.37,New York Jets,Cornerback,27,30/05/1987,"Kyle Wilson (born May 30, 1987) is an American football cornerback for the New York Jets of the National Football League. He formerly played for Boise State. He was considered one of the best cornerbacks available for the 2010 NFL Draft where he was drafted by the Jets as the 29th pick in the first round. ",http://en.wikipedia.org/wiki/Kyle_Wilson_(American_football),//upload.wikimedia.org/wikipedia/commons/6/62/Kyle_Wilson_%28American_football%29.JPG
Jacob Lacey,1,2,,,,,1,2,25.38,Detroit Lions,Cornerback,27,28/05/1987,"Jacob Lacey (born May 28, 1987) is an American football cornerback who is currently a free agent. He was signed by the Indianapolis Colts as an undrafted free agent in 2009. He played college football at Oklahoma State. ",http://en.wikipedia.org/wiki/Jacob_Lacey,http://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/12993.png
Mike Iupati,,,,,1,1,1,1,27.42,San Francisco 49ers,Guard,28,12/05/1987,"Michael Iupati ( /iːjuːˈpɑːti/ or /juːˈpɑːti/ (ee-)ew-PAH-tee; born May 12, 1987) is an American football guard for the San Francisco 49ers of the National Football League (NFL). A native of American Samoa, Iupati was raised in California. He played college football for the University of Idaho, and earned consensus All-American honors. He was selected 17th overall by the 49ers in the 2010 NFL Draft. ",http://en.wikipedia.org/wiki/Mike_Iupati,//upload.wikimedia.org/wikipedia/commons/6/6a/Mike_Iupati_at_49ers_training_camp_2010-08-09_3.JPG
Jeff Cumberland,,,1,1,,,1,1,26.49,New York Jets,Tight End,28,2/05/1987,"Jeffrey Lionell Cumberland (born May 2, 1987) is an American football tight end for the New York Jets of the National Football League. He was signed as an undrafted free agent by the Jets in 2010. He played college football at Illinois. He attended Brookhaven High School.",http://en.wikipedia.org/wiki/Jeff_Cumberland,//upload.wikimedia.org/wikipedia/commons/f/f0/Greg_McElroy_enters_huddle.jpg
Chris Prosinski,,,1,0,,,1,0,26.61,Jacksonville Jaguars,Safety,28,28/04/1987,"Chris Prosinski (born April 28, 1987) is an American football safety for the Philadelphia Eagles. He played for the Jacksonville Jaguars from 2011 to 2014. He sustained an injury in a game against the Indianapolis Colts on September 21, 2014 and was waived by the Jaguars two days later. Prosinski was signed by the Eagles on November 3, 2014. He was drafted by the Jaguars as a fourth round pick in the 2011 NFL Draft. He played college football at the University of Wyoming. ",http://en.wikipedia.org/wiki/Chris_Prosinski,http://jacksonville.com/sites/default/files/imagecache/superphoto/12697064.jpg
Vance Walker,,,1,1,,,1,1,26.62,Oakland Raiders,Defensive Tackle,28,26/04/1987,"Vance Jack Walker (born April 26, 1987) is an American football defensive tackle for the Kansas City Chiefs of the National Football League (NFL). He was drafted by the Atlanta Falcons in the seventh round of the 2009 NFL Draft. He played college football for the Georgia Tech Yellow Jackets and high school football at Fort Mill High School. On March 14, 2014, he signed a three-year-deal with the Kansas City Chiefs. ",http://en.wikipedia.org/wiki/Vance_Walker,//upload.wikimedia.org/wikipedia/commons/2/2b/Vance_Walker.JPG
Donald Brown,,,,,1,3,1,3,27.48,San Diego Chargers,Linebacker,28,11/04/1987,"Donald Eugene Brown II (born April 11, 1987) is an American football running back for the San Diego Chargers of the National Football League (NFL). He was drafted by the Indianapolis Colts in the first round of the 2009 NFL Draft. He played college football at Connecticut. ",http://en.wikipedia.org/wiki/Donald_Brown_(running_back),//upload.wikimedia.org/wikipedia/commons/a/ac/Donald_Brown.JPG
O'Brien Schofield,,,,,1,0,1,0,27.58,Seattle Seahawks,Defensive End,28,3/04/1987,"O'Brien Schofield (born April 3, 1987) is an American football defensive end for the Seattle Seahawks of the National Football League (NFL). He was drafted by the Arizona Cardinals in the fourth round of the 2010 NFL Draft and played for them for three seasons. He was also a member of the Seattle Seahawks during their Super Bowl XLVII championship season. He played college football at Wisconsin. ",http://en.wikipedia.org/wiki/O'Brien_Schofield,//upload.wikimedia.org/wikipedia/commons/5/5c/O%27Brien_Schofield.jpg
Jermichael Finley,,,1,0,,,1,0,26.49,Green Bay Packers,Tight End,28,26/03/1987,"Jermichael Decorean Finley (born March 26, 1987) is an American football tight end who is currently a free agent. He was drafted by the Packers in the third round of the 2008 NFL Draft. He played college football at Texas. ",http://en.wikipedia.org/wiki/Jermichael_Finley,//upload.wikimedia.org/wikipedia/commons/3/33/Jermichael_Finley_in_2012.jpg
Earl Bennett,1,2,,,,,1,2,25.70,Chicago Bears,Wide Receiver,28,23/03/1987,"Earl Bryan Bennett (born March 23, 1987) is an American football wide receiver who is currently a free agent. He was drafted by the Chicago Bears in the third round of the 2008 NFL Draft. He played college football at Vanderbilt. ",http://en.wikipedia.org/wiki/Earl_Bennett,//upload.wikimedia.org/wikipedia/commons/1/1c/Earl_Bennett_%28cropped%29.jpg
David Reed,,,1,0,,,1,0,26.47,Indianapolis Colts,Wide Receiver,28,22/03/1987,"Brandon David Reed (born March 22, 1987) is an American football wide receiver who is currently a free agent. He was drafted by the Baltimore Ravens in the fifth round of the 2010 NFL Draft. He played college football at Utah. ",http://en.wikipedia.org/wiki/David_Reed_(American_football),//upload.wikimedia.org/wikipedia/commons/1/11/David_Reed_2011_stadium_practice.jpg
George Selvie,1,2,1,0,,,2,2,25.74,"Jacksonville Jaguars, Dallas Cowboys",Defensive End,28,6/03/1987,"George Selvie (born March 6, 1987) is an American football defensive end for the Dallas Cowboys of the National Football League (NFL). He played college football for the University of South Florida, and received consensus All-American honors. The St. Louis Rams drafted him in the seventh round of the 2010 NFL Draft, and he has also played for the Carolina Panthers and Jacksonville Jaguars. ",http://en.wikipedia.org/wiki/George_Selvie,//upload.wikimedia.org/wikipedia/commons/1/15/George_Selvie.JPG
Darrius Heyward-Bey,1,1,,,,,1,1,25.57,Oakland Raiders,Wide Receiver,28,26/02/1987,"Darrius Ramar Heyward-Bey (born February 26, 1987) is an American football wide receiver for the Pittsburgh Steelers of the National Football League (NFL). He was drafted by the Oakland Raiders seventh overall in the 2009 NFL Draft. He played college football at the University of Maryland. Heyward-Bey has also played for the Indianapolis Colts. ",http://en.wikipedia.org/wiki/Darrius_Heyward-Bey,//upload.wikimedia.org/wikipedia/commons/0/0f/Darrius_Heyward-Bey_Raiders.JPG
Tiquan Underwood,1,0,,,,,1,0,25.75,Tampa Bay Buccaneers,Wide Receiver,28,17/02/1987,"Tiquan Underwood (born February 17, 1987) is an American football wide receiver who is currently a free agent. He was drafted by the Jacksonville Jaguars in the seventh round of the 2009 NFL Draft. He played college football at Rutgers. ",http://en.wikipedia.org/wiki/Tiquan_Underwood,//upload.wikimedia.org/wikipedia/commons/0/0b/Tiquan_Underwood.JPG
Michael Johnson,,,1,1,,,1,1,26.64,Cincinnati Bengals,Defensive End,28,7/02/1987,"Michael D. Johnson (born February 7, 1987) is an American football defensive end for the Tampa Bay Buccaneers of the National Football League (NFL). He was drafted by the Cincinnati Bengals in the third round of the 2009 NFL Draft. He played college football at Georgia Tech. ",http://en.wikipedia.org/wiki/Michael_Johnson_(defensive_end),//upload.wikimedia.org/wikipedia/commons/c/c0/Michael_Johnson_%28defensive_end%29.JPG
Ramon Harewood,1,0,,,,,1,0,25.71,Baltimore Ravens,Offensive Tackle,28,3/02/1987,"Ramon Harewood (born 3 February 1987) is a Barbadian American football offensive tackle who is currently a free agent. He played college football at Morehouse College in Atlanta, Georgia, was drafted in the 6th Round of the 2010 NFL Draft, the Ravens signing him to a three-year contract. ",http://en.wikipedia.org/wiki/Ramon_Harewood,//upload.wikimedia.org/wikipedia/commons/3/32/Ramon_Harewood_Navy_Stadium_2012_Practice.jpg
Pat Angerer,,,1,0,,,1,0,26.60,Indianapolis Colts,Linebacker,28,31/01/1987,"Patrick Aaron Angerer (born January 31, 1987) is a former American football linebacker in the National Football League (NFL). He was drafted by the Indianapolis Colts in the second round of the 2010 NFL Draft. He played college football at Iowa. ",http://en.wikipedia.org/wiki/Pat_Angerer,//upload.wikimedia.org/wikipedia/commons/c/cb/Pat_Angerer.JPG
Andre Smith,,,,,1,0,1,0,27.62,Cincinnati Bengals,Offensive Tackle,28,25/01/1987,"Andre Dewayne Smith, Jr. (born January 25, 1987) is an American football offensive tackle for the Cincinnati Bengals of the National Football League (NFL). He played college football for the University of Alabama, and was recognized as a unanimous All-American. He was drafted by the Cincinnati Bengals in the first round of the 2009 NFL Draft. ",http://en.wikipedia.org/wiki/Andre_Smith_(offensive_tackle),//upload.wikimedia.org/wikipedia/commons/8/89/Andre_Smith_%28offensive_tackle%29_2013.jpg
Brian Cushing,,,1,0,,,1,0,26.68,Houston Texans,Linebacker,28,24/01/1987,"Brian Cushing (born January 24, 1987) is an American football inside linebacker for the Houston Texans of the National Football League (NFL). He played college football for the University of Southern California (USC). Cushing was selected in the first round (15th overall) of the 2009 NFL Draft by the Texans.",http://en.wikipedia.org/wiki/Brian_Cushing,//upload.wikimedia.org/wikipedia/commons/2/25/Brian_Cushing_2014.JPG
Rey Maualuga,,,1,1,,,1,1,26.77,Cincinnati Bengals,Linebacker,28,20/01/1987,"Rey Maualuga (born January 20, 1987) is an American football linebacker for the Cincinnati Bengals of the National Football League (NFL). He played college football for the University of Southern California (USC), and was recognized as a unanimous All-American. The Cincinnati Bengals chose him in the second round of the 2009 NFL Draft. ",http://en.wikipedia.org/wiki/Rey_Maualuga,//upload.wikimedia.org/wikipedia/commons/f/f9/Rey_Maualuga_Bengals.jpg
Nolan Carroll,,,1,0,,,1,0,26.78,Miami Dolphins,Cornerback,28,18/01/1987,"Nolan Alexander Carroll, Jr. (born January 18, 1987) is an American football cornerback for the Philadelphia Eagles of the National Football League (NFL). He was selected by the Miami Dolphins in the fifth round of the 2010 NFL Draft. He played college football at Maryland. ",http://en.wikipedia.org/wiki/Nolan_Carroll,//upload.wikimedia.org/wikipedia/commons/1/12/Nolan_Carroll.jpg
Reggie Walker,1,2,,,,,1,2,25.80,Arizona Cardinals,Linebacker,28,15/12/1986,"Reginald Ernest Walker (born December 15, 1986) is an American football linebacker for the San Diego Chargers of the National Football League (NFL). He played college football at Kansas State. ",http://en.wikipedia.org/wiki/Reggie_Walker_(American_football),//upload.wikimedia.org/wikipedia/commons/e/ed/Reggie_Walker_%28American_football%29.JPG
Andre Brown,1,1,1,1,,,2,2,25.81,New York Giants,Running Back,28,15/12/1986,"Andre Brown (born December 15, 1986) is an American football running back who is currently a free agent. He played college football at North Carolina State and was drafted by the New York Giants in the fourth round of the 2009 NFL Draft. ",http://en.wikipedia.org/wiki/Andre_Brown_(running_back),http://media.nj.com/giants_impact/photo/11627620-large.jpg
Christopher Owens,1,2,,,,,1,2,25.80,Atlanta Falcons,Cornerback,28,1/12/1986,"Christopher Todd Dillard Owens (born December 1, 1986) is an American football cornerback for the Kansas City Chiefs of the National Football League. Owens was drafted by the Atlanta Falcons in the third round of the 2009 NFL Draft. He played college football at San Jose State. ",http://en.wikipedia.org/wiki/Chris_Owens_(American_football),//upload.wikimedia.org/wikipedia/commons/8/8f/Chris_Owens_at_2013_Browns_training_camp.jpg
Coye Francies,1,0,,,,,1,0,25.84,Oakland Raiders,Cornerback,28,15/11/1986,"Coye Glenn Francies (born November 15, 1986) is an American football cornerback who is currently a free agent. Francies grew up in Rancho Cordova, California and played college football at American River, Oregon State, and San Jose State. In the 2009 NFL Draft, the Cleveland Browns drafted Francies in the sixth round.",http://en.wikipedia.org/wiki/Coye_Francies,//upload.wikimedia.org/wikipedia/commons/f/f8/Coye_Francies_2012-09-16.jpg
Joe Webb,,,1,0,,,1,0,27.03,Minnesota Vikings,Wide Receiver,28,14/11/1986,"Joseph Webb, Jr. (born November 14, 1986) is an American football Wide Receiver for the Carolina Panthers of the National Football League (NFL). He played college football for the UAB Blazers. He was drafted by the Minnesota Vikings in the sixth round of the 2010 NFL Draft as quarterback.",http://en.wikipedia.org/wiki/Joe_Webb,//upload.wikimedia.org/wikipedia/commons/a/a0/Joe_Webb_at_Vikings_training_camp_2011_%28cropped%29.jpg
Brandon LaFell,1,1,,,,,1,1,25.98,Carolina Panthers,Wide Receiver,28,4/11/1986,"Brandon Josiah LaFell (born November 4, 1986) is an American football wide receiver for the New England Patriots of the National Football League (NFL). He was drafted by the Carolina Panthers in the third round of the 2010 NFL Draft. He played college football at LSU. ",http://en.wikipedia.org/wiki/Brandon_LaFell,//upload.wikimedia.org/wikipedia/commons/a/a6/Brandon_LaFell_Panthers.jpg
Sidney Rice,1,0,,,,,1,0,26.25,Seattle Seahawks,Wide Receiver,28,1/09/1986,"Sidney R. Rice (born September 1, 1986) is a retired American football wide receiver who played seven seasons in the National Football League (NFL). Rice played college football at South Carolina. He was drafted by the Minnesota Vikings in the second round of the 2007 NFL Draft. ",http://en.wikipedia.org/wiki/Sidney_Rice,//upload.wikimedia.org/wikipedia/commons/b/b5/Sidney_Rice_2013.jpg
Kyle Arrington,1,0,,,,,1,0,26.21,New England Patriots,Cornerback,28,12/08/1986,"Kyle Chandler Arrington (born August 12, 1986) is an American football cornerback for the New England Patriots of the National Football League (NFL). He was signed by the Philadelphia Eagles as an undrafted free agent in 2008. He played college football at Hofstra. Arrington also played for the Tampa Bay Buccaneers. ",http://en.wikipedia.org/wiki/Kyle_Arrington,http://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/11494.png
Tracy Porter,1,2,1,0,,,2,2,26.37,"Denver Broncos, Oakland Raiders",Cornerback,28,11/08/1986,"Tracy O'Neil Porter (born August 11, 1986) is an American football cornerback for the Washington Redskins of the National Football League (NFL). He was drafted by the New Orleans Saints in the second round of the 2008 NFL Draft. He played college football at Indiana. ",http://en.wikipedia.org/wiki/Tracy_Porter,//upload.wikimedia.org/wikipedia/commons/6/6d/Tracy_Porter.JPG
Garrett Graham,2,1,,,,,2,1,26.33,Houston Texans,Tight End,28,4/08/1986,"Garrett Graham (born August 4, 1986) is an American football tight end who plays for the Houston Texans. He played college football at the University of Wisconsin-Madison. ",http://en.wikipedia.org/wiki/Garrett_Graham,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRA193306.png
Joique Bell,,,,,1,2,1,2,28.15,Detroit Lions,Running Back,28,4/08/1986,"Joique Dewayne Bell, Jr. (born August 4, 1986) is an American football running back for the Detroit Lions of the National Football League. He was signed by the Buffalo Bills as an undrafted free agent in 2010. He played college football at Wayne State. ",http://en.wikipedia.org/wiki/Joique_Bell,//upload.wikimedia.org/wikipedia/commons/4/41/Joique_Bell_warming_up_before_a_Detroit_Lions_football_game_on_2013-09-29.jpg
William Middleton,1,6,,,,,1,6,26.31,Jacksonville Jaguars,Cornerback,28,28/07/1986,"William Middleton (born July 28, 1986 in New York City ) is an American football cornerback in the National Football League (NFL). He was drafted by the Atlanta Falcons in the fifth round of the 2009 NFL Draft. He played college football at Furman. Middleton has also been a member of the Tampa Bay Buccaneers, Jacksonville Jaguars and San Diego Chargers. ",http://en.wikipedia.org/wiki/William_Middleton_(American_football),http://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/12697.png
Elbert Mack,1,1,,,,,1,1,26.35,New Orleans Saints,Cornerback,28,14/07/1986,"Elbert Mack (born July 14, 1986) is an American football cornerback who is currently a free agent. He was signed as an undrafted free agent by the Tampa Bay Buccaneers. He played college football at Troy. ",http://en.wikipedia.org/wiki/Elbert_Mack,//upload.wikimedia.org/wikipedia/commons/e/e7/Elbert_Mack.JPG
Erin Henderson,1,2,,,,,1,2,26.21,Minnesota Vikings,Linebacker,28,1/07/1986,"Erin Henderson (born July 1, 1986) is an American football linebacker who is currently a free agent in the National Football League (NFL). He was signed by the Minnesota Vikings as an undrafted free agent in 2008. He played college football at Maryland. ",http://en.wikipedia.org/wiki/Erin_Henderson,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HEN060724.png
Stephen Williams,,,1,0,,,1,0,27.19,Seattle Seahawks,Wide Receiver,28,29/06/1986,"Stephen Jacob Williams (born June 29, 1986 in Houston, Texas ) is an American football wide receiver for the Miami Dolphins of the National Football League. He was signed by the Arizona Cardinals as an undrafted free agent in 2010.",http://en.wikipedia.org/wiki/Stephen_Williams_(wide_receiver),http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL527878.png
Bradley Fletcher,,,1,1,,,1,1,27.21,Philadelphia Eagles,Cornerback,28,25/06/1986,"Bradley Fletcher (born June 25, 1986 ) is an American football cornerback for the Philadelphia Eagles of the National Football League. He was drafted by the St. Louis Rams in the third round of the 2009 NFL Draft. He played college football at Iowa. ",http://en.wikipedia.org/wiki/Bradley_Fletcher,//upload.wikimedia.org/wikipedia/commons/6/6a/Bradley_Fletcher.JPG
Josh Sitton,1,0,,,,,1,0,26.52,Green Bay Packers,Guard,28,16/06/1986,"Josh James Sitton ( /ˈsɪtən/ SIT-ən; born June 16, 1986) is an American football offensive guard for the Green Bay Packers of the National Football League (NFL). He played college football for the University of Central Florida, and was picked by the Packers in the fourth round of the 2008 NFL Draft. ",http://en.wikipedia.org/wiki/Josh_Sitton,//upload.wikimedia.org/wikipedia/commons/d/d0/Josh_Sitton_%28cropped%29.jpg
John Jerry,,,1,0,,,1,0,27.47,Miami Dolphins,Guard,28,14/06/1986,"John Jerry (born June 14, 1986) is an American football guard for the New York Giants of the National Football League (NFL). He played college football at the University of Mississippi. He was drafted by the Miami Dolphins in the third round of the 2010 NFL Draft. ",http://en.wikipedia.org/wiki/John_Jerry,http://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/13278.png
Clyde Gates,1,2,,,,,1,2,26.44,New York Jets,Wide Receiver,28,13/06/1986,"Edmond Darell ""Clyde"" Gates (born June 13, 1986) is an American football wide receiver who is currently a free agent. Gates was drafted by the Miami Dolphins as the 111th overall pick in the 2011 NFL Draft. He is the cousin of running back Bernard Scott and running back Daryl Richardson. ",http://en.wikipedia.org/wiki/Clyde_Gates,//upload.wikimedia.org/wikipedia/commons/e/ea/Clyde_Gates.jpg
Arthur Jones,,,1,1,,,1,1,27.55,Baltimore Ravens,Defensive Tackle,28,3/06/1986,"Arthur Willis Jones III (born June 3, 1986) is an American football defensive end for the Indianapolis Colts of the National Football League. He was drafted by the Baltimore Ravens in the fifth round of the 2010 NFL Draft. He played college football at Syracuse. He is also the older brother of UFC Light Heavyweight Champion Jon Jones, and New England Patriots defensive end, Chandler Jones. ",http://en.wikipedia.org/wiki/Arthur_Jones_(American_football),//upload.wikimedia.org/wikipedia/commons/6/62/Arthur_Jones_%28American_football%29.JPG
Julian Edelman,1,0,,,,,1,0,26.50,New England Patriots,Wide Receiver,28,22/05/1986,"Julian Francis Edelman (born May 22, 1986) nicknamed ""Minitron"" is an American football wide receiver and punt returner for the New England Patriots. He was drafted in the seventh round of the 2009 NFL Draft by the Patriots. He played college football for Kent State and the College of San Mateo as a quarterback. ",http://en.wikipedia.org/wiki/Julian_Edelman,//upload.wikimedia.org/wikipedia/commons/1/15/Julian_Edelman.JPG
Chris Ogbonnaya,,,1,0,,,1,0,27.37,Cleveland Browns,Running Back,29,20/05/1986,"Christopher Irem ""Chris"" Ogbonnaya ( OH-bə-NY-u; born May 20, 1986) is an American football running back for the Carolina Panthers. He was drafted by the St. Louis Rams in the seventh round of the 2009 NFL Draft. He played college football at the University of Texas. ",http://en.wikipedia.org/wiki/Chris_Ogbonnaya,//upload.wikimedia.org/wikipedia/commons/d/d8/Chris_Ogbonnaya.JPG
Barry Richardson,1,0,,,,,1,0,26.46,St. Louis Rams,Offensive Tackle,29,15/05/1986,"Barry Devon Richardson (born May 15, 1986) is a free agent American football offensive tackle. He was drafted by the Kansas City Chiefs in the sixth round of the 2008 NFL Draft. He played college football at Clemson. ",http://en.wikipedia.org/wiki/Barry_Richardson_(American_football),//upload.wikimedia.org/wikipedia/commons/b/b2/Barry_Richardson_%28American_football%29.JPG
Craig Steltz,,,1,0,,,1,0,27.53,Chicago Bears,Safety,29,7/05/1986,"Craig Joseph Steltz (born May 7, 1986) is an American football safety who is currently a free agent. He played college football for Louisiana State University (LSU), and earned consensus All-American honors. He was drafted by the Chicago Bears in the fourth round of the 2008 NFL Draft. ",http://en.wikipedia.org/wiki/Craig_Steltz,//upload.wikimedia.org/wikipedia/commons/e/e7/Craig_Steltz.jpg
Jerrell Freeman,,,1,0,,,1,0,27.45,Indianapolis Colts,Linebacker,29,1/05/1986,"Jerrell Alexander Freeman (born May 1, 1986) is a professional linebacker for the Indianapolis Colts of the National Football League. He was signed as an undrafted free agent by the Tennessee Titans in 2008. He played three seasons of football in the Canadian Football League for the Saskatchewan Roughriders; in the 2011 season, he led the CFL in tackles. Freeman played college football for the Mary Hardin-Baylor Crusaders under the direction of Coach Pete Fredenburg, and was twice named a D3football.com All-American, including being honored as the 2007 D3football.com Defensive Player of the Year.",http://en.wikipedia.org/wiki/Jerrell_Freeman,//upload.wikimedia.org/wikipedia/commons/d/da/JerrellFreemanRiders.JPG
Dan Skuta,1,0,,,,,1,0,26.39,Cincinnati Bengals,Linebacker,29,21/04/1986,"Dan Skuta (born April 21, 1986) is an American football linebacker and fullback for the San Francisco 49ers of the National Football League. He was signed by the Cincinnati Bengals as an undrafted free agent in 2009. He played college football at Grand Valley State University. ",http://en.wikipedia.org/wiki/Dan_Skuta,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SKU704190.png
Antoine Caldwell,1,0,,,,,1,0,26.49,Houston Texans,Guard,29,19/04/1986,"Antoine Caldwell (born April 19, 1986) is an American football center and guard who is currently a free agent. He played college football for the University of Alabama, and earned All-American honors. He was drafted by the Houston Texans in the third round of the 2009 NFL Draft. ",http://en.wikipedia.org/wiki/Antoine_Caldwell,//upload.wikimedia.org/wikipedia/commons/e/e0/Antoine_Caldwell_Alabama.jpg
Max Unger,,,1,1,,,1,1,27.56,Seattle Seahawks,Center,29,14/04/1986,"Maxwell McCandless Unger (born April 14, 1986) is an American football center for the Seattle Seahawks of the National Football League (NFL). He played college football for the University of Oregon, and was chosen by the Seahawks in the second round of the 2009 NFL Draft. He was the starting center for the Seahawks in Super Bowl XLVIII. ",http://en.wikipedia.org/wiki/Max_Unger,//upload.wikimedia.org/wikipedia/commons/f/f8/Max_Unger.jpg
Eugene Sims,1,1,,,,,1,1,26.54,St. Louis Rams,Defensive End,29,16/03/1986,"Eugene Sims (born March 16, 1986) is an American football player, who currently plays as a defensive end for the St. Louis Rams. ",http://en.wikipedia.org/wiki/Eugene_Sims,http://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/13457.png
Ryan Wendell,,,1,0,,,1,0,27.59,New England Patriots,Center,29,4/03/1986,"Ryan Robert Wendell (born March 4, 1986) is an American football guard and center for the New England Patriots of the National Football League (NFL). He was signed by the Patriots as an undrafted free agent in 2008. He played college football at Fresno State. ",http://en.wikipedia.org/wiki/Ryan_Wendell,//upload.wikimedia.org/wikipedia/commons/9/98/Ryan_Wendell.JPG
Brandon Flowers,,,,,1,1,1,1,28.67,San Diego Chargers,Cornerback,29,18/02/1986,"Brandon Lavar Flowers (born February 18, 1986) is an American football cornerback for the San Diego Chargers of the National Football League (NFL). He was drafted by the Kansas City Chiefs in the second round of the 2008 NFL Draft. He played college football at Virginia Tech. ",http://en.wikipedia.org/wiki/Brandon_Flowers_(American_football),//upload.wikimedia.org/wikipedia/commons/a/a6/Brandon_Flowers_%28American_football%29.JPG
Dwight Lowery,,,1,13,,,1,13,27.66,Jacksonville Jaguars,Safety,29,23/01/1986,"Dwight Larte Lowery (born January 23, 1986) is an American football safety for the Atlanta Falcons of the National Football League (NFL). He was drafted by the New York Jets in the fourth round of the 2008 NFL Draft. He played college football at San Jose State. ",http://en.wikipedia.org/wiki/Dwight_Lowery,//upload.wikimedia.org/wikipedia/commons/7/77/Dwight_Lowery.jpg
Phil Loadholt,,,1,1,,,1,1,27.78,Minnesota Vikings,Offensive Tackle,29,21/01/1986,"Philip Loadholt, Jr. (born January 21, 1986 in Honolulu, Hawaii ) is an offensive tackle for the Minnesota Vikings of the National Football League. He played college football at the University of Oklahoma. ",http://en.wikipedia.org/wiki/Phil_Loadholt,//upload.wikimedia.org/wikipedia/commons/7/72/Phil_Loadholt%2C_Clay_Matthews.jpg
Peyton Hillis,,,1,1,1,0,2,1,27.90,New York Giants,Running Back,29,21/01/1986,"Peyton Derek Hillis (born January 21, 1986) is an American football running back for the New York Giants. Hillis attended Conway High School in Conway, Arkansas and was a highly touted recruit. Hillis chose to attend the University of Arkansas in Fayetteville, Arkansas where he was primarily used as a fullback. After being drafted in the 7th round of the 2008 NFL Draft, Hillis rose to the top of the depth chart as the starting fullback for the Denver Broncos. Due to injuries to the running back corps, he became the starting running back. After spending two years in Denver, Hillis was traded to the Cleveland Browns in 2010. In 2011, Hillis won a nationwide vote which put him on the cover of EA Sports Madden NFL 12. ",http://en.wikipedia.org/wiki/Peyton_Hillis,//upload.wikimedia.org/wikipedia/commons/9/9a/Peyton_Hillis_2012.JPG
Ramon Foster,,,1,0,,,1,0,27.80,Pittsburgh Steelers,Guard,29,7/01/1986,"Ramon Foster (born January 7, 1986) nicknamed, "" The Big Ragu "", is an American football offensive lineman for the Pittsburgh Steelers of the National Football League. He is the brother of St. Louis Rams offensive lineman, Renardo Foster. He played college football at Tennessee where he played in a career total of 44 games and also earned All- SEC honors as a freshman a junior. Foster was named to the ESPN Mark May ´s 2007 ""MayDay Team"" after playing with a broken thumb throughout most of his junior season. Foster was signed by the Steelers as an undrafted free agent on April 27, 2009 after he went undrafted in the 2009 NFL Draft. Foster earned the top backup guard position on the line, with his first NFL start against the Baltimore Ravens on November 29, 2009, starting in place of the injured Chris Kemoeatu, having replaced him mid-game during the team's loss to the Kansas City Chiefs the week before. Foster made his second start on December 20, 2009 in a game against the Green Bay Packers, also due to an injury to Kemoeatu.",http://en.wikipedia.org/wiki/Ramon_Foster,//upload.wikimedia.org/wikipedia/commons/f/f2/Ramon_Foster_73_stretching_warmups_2013_cropped.jpg
Ramses Barden,1,1,,,,,1,1,26.75,New York Giants,Wide Receiver,29,1/01/1986,"Ramses Alexander Barden (born January 1, 1986) is an American football wide receiver who is currently a free agent. He played college football at Cal Poly and was drafted by the New York Giants in the third round of the 2009 NFL Draft. ",http://en.wikipedia.org/wiki/Ramses_Barden,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAR116168.png
Mike Tolbert,1,0,,,,,1,0,26.95,Carolina Panthers,Full Back,29,23/11/1985,"William Michael Tolbert or ""The Freight Train"", (born November 23, 1985) is an American football running back and fullback for the Carolina Panthers of the National Football League (NFL). He was signed by the San Diego Chargers as an undrafted free agent in 2008. He played college football for Coastal Carolina University. ",http://en.wikipedia.org/wiki/Mike_Tolbert,http://media.thestate.com/smedia/2014/01/10/23/10/100g3h.AuSt.74.jpeg
Austin Collie,1,0,,,,,1,0,26.83,Indianapolis Colts,Wide Receiver,29,11/11/1985,"Austin Kirk Collie (born November 11, 1985) is a Canadian-American football wide receiver who is currently a free agent. He was drafted by the Indianapolis Colts in the fourth round (127th overall) in the 2009 NFL Draft. He played college football for the Brigham Young University Cougars. ",http://en.wikipedia.org/wiki/Austin_Collie,//upload.wikimedia.org/wikipedia/commons/e/e3/Austin_Collie.JPG
