Video Game,Profile,Descritpion,Release Year,Users' Review (stars),Image,Genre,Theme,Platform Manufacturer(s),Platform(s),Developers
Super Smash Bros. Brawl,http://www.giantbomb.com/super-smash-bros-brawl/3030-20588/,"Strap on your fighting shoes and get ready to brawl in the first Smash Bros. game for the Wii. Super Smash Bros. Brawl is one of the best-selling Wii games, selling over 4.85 million units worldwide.",2008,4.59,http://static.giantbomb.com/uploads/scale_small/8/82063/2561025-ssb.jpg,"Action, Fighting, Brawler",Fantasy,Nintendo,Wii,"Sora, Game Arts, Toylogic, Paon Corporation, Monolith"
Superfrog,http://www.giantbomb.com/superfrog/3030-12022/,"Superfrog is a high production value, side scrolling platformer with elements taken from many other games from the same genre including Mario and Sonic the Hedgehog.",1993,,http://static.giantbomb.com/uploads/scale_small/17/174044/2605182-superfrogboxart.jpg,"Action, Platformer, Shoot 'Em Up, Gambling","Fantasy, Egyptian","Commodore, PC","Amiga, Amiga CD32, PC",Team17 Software
Syberia,http://www.giantbomb.com/syberia/3030-16965/,"Kate Walker, a successful lawyer, travels to find Hans, the sole heir to a factory and eventually ends up on a journey to find him and the once thought to be extinct Mammoths.",2002,,http://static.giantbomb.com/uploads/scale_small/1/15035/639770-syberiaboxart.jpg,Adventure,Steampunk,"Microsoft, Nintendo, Sony, PC, Android","PlayStation 2, Xbox, Nintendo DS, PlayStation Network (PS3), PC, Android",Microids
Takahashi Meijin no Bouken Jima IV,http://www.giantbomb.com/takahashi-meijin-no-bouken-jima-iv/3030-22925/,Last Adventure Island game for NES.,1994,,http://static.giantbomb.com/uploads/scale_small/1/12388/476113-adventureisland4.jpg,"Action, Platformer",,Nintendo,Nintendo Entertainment System,Hudson Entertainment
Tales of Legendia,http://www.giantbomb.com/tales-of-legendia/3030-5315/,"Tales of Legendia is the second full 3D game of the Tales Series. It follows Senel Coolidge and his sister Shirley, who get into a shipwreck and get stuck on a huge boat called the Legacy. Throughout the game you meet several different characters that will join your party.",2006,2.5,http://static.giantbomb.com/uploads/scale_small/8/87790/1837513-box_tol.png,"Action, Role-Playing","Fantasy, Anime",Sony,PlayStation 2,"Project Soul, Dagmusic, 8-4, Namco"
Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal,http://www.giantbomb.com/tales-of-monkey-island-chapter-1-launch-of-the-scr/3030-26776/,"Telltale resurrects the much-loved pirate adventure franchise with Tales of Monkey Island, a five-part episodic series continuing the adventures of Guybrush Threepwood, this being the first.",2009,4,http://static.giantbomb.com/uploads/scale_small/0/4938/1076091-1.png,Adventure,Comedy,"Apple, Nintendo, Sony, PC","Mac, Wii Shop, PlayStation Network (PS3), PC, iPhone, iPad",Telltale Games
Tales of Rebirth,http://www.giantbomb.com/tales-of-rebirth/3030-11703/,"Tales of Rebirth is the sixth main entry of Namco's Tales series of video games. Tales of Rebirth is set in a world where humans (called Humas) and Gajumas (beast people) coexist in relative peace.Rebirth breaks slightly from the series with a new take on the Linear Motion Battle System, the so-called ""Three-Line Linear Motion"" system. The player's characters and enemies are placed on three different planes and the player has the ability to switch between these planes during battle.",2004,,http://static.giantbomb.com/uploads/scale_small/0/112/178668-front.jpg,"Action, Adventure, Role-Playing",,Sony,"PlayStation Portable, PlayStation 2","Namco, Namco"
Tales of Symphonia,http://www.giantbomb.com/tales-of-symphonia/3030-21237/,Tales of Symphonia is a cel-shaded action RPG and is another game in Namco's Tales series. It expands upon the series' battle system and emphasizes on relationships with other characters by the decisions you make throughout the game.,2004,4.71,http://static.giantbomb.com/uploads/scale_small/8/87790/1837515-box_tos.png,"Action, Role-Playing","Fantasy, Anime","Sony, Nintendo","PlayStation 2, GameCube, PlayStation 3","Namco, Namco"
Tales of the Abyss,http://www.giantbomb.com/tales-of-the-abyss/3030-14210/,Tales of the Abyss is the eighth main game in the Tales series.,2005,4,http://static.giantbomb.com/uploads/scale_small/8/87790/1837485-bot_tota.png,"Action, Role-Playing","Fantasy, Anime","Sony, Nintendo","PlayStation 2, Nintendo 3DS, Nintendo 3DS eShop","Namco, 8-4, DIGITAL Hearts Co."
Tales of Vesperia,http://www.giantbomb.com/tales-of-vesperia/3030-20836/,"Tales of Vesperia is a Japanese Role-Playing Game and the first entry in the long-running ""Tales of"" franchise on seventh-generation consoles.",2008,4.53,http://static.giantbomb.com/uploads/scale_small/8/87790/1837518-box_tov.png,"Role-Playing, Action, Adventure","Fantasy, Anime","Microsoft, Sony","Xbox 360, PlayStation 3, Xbox 360 Games Store","Namco, 8-4"
Tenchu: Shadow Assassins,http://www.giantbomb.com/tenchu-shadow-assassins/3030-24617/,"The first Tenchu game to arrive on the Nintendo Wii, Tenchu: Shadow Assassins is the fourth game in the main series. Players once again reprise the roles of Rikimaru and Ayame in this stealth ninja action game.",2008,2,http://static.giantbomb.com/uploads/scale_small/3/34651/1811078-tenchu4psp.jpg,"Action, Adventure","Espionage, Martial Arts","Sony, Nintendo","PlayStation Portable, Wii","Acquire, 8-4"
The Adventures of Bayou Billy,http://www.giantbomb.com/the-adventures-of-bayou-billy/3030-12536/,"The Adventures of Bayou Billy is an action game released for the NES by Konami. The game is primarily a side-scrolling beat-em-up, but it also includes driving and shooting segments.",1988,,http://static.giantbomb.com/uploads/scale_small/9/93770/2361120-nes_adventuresofbayoubilly.jpg,"Action, Driving/Racing, Shooter, Brawler, Platformer",,Nintendo,Nintendo Entertainment System,Konami
The Black Cauldron,http://www.giantbomb.com/the-black-cauldron/3030-16268/,"Based on the novel and movie, The Black Cauldron was a graphical adventure game developed by veteran game designer Al Lowe and published by Sierra Entertainment. The game was notable for utilizing function keys instead of the common text parser system.",1986,,http://static.giantbomb.com/uploads/scale_small/0/1987/629342-black_cauldron__the___front.jpg,Adventure,Fantasy,"Commodore, Atari, Apple, PC","Amiga, Apple II, Atari ST, Apple IIgs, PC",Sierra
The Bouncer,http://www.giantbomb.com/the-bouncer/3030-11814/,"Squaresoft's first PS2 release, The Bouncer is a beat'em up that features RPG mechanics and a branching story path. It tells the tale of three bouncers that fight to rescue a girl from the clutches of a megalomaniacal CEO. The game was known for its production values, introducing a juggling physics engine and graphical techniques such as bloom lighting and depth-of-field effects.",2000,3.33,http://static.giantbomb.com/uploads/scale_small/8/87790/2116198-box_bouncer.png,"Action, Role-Playing, Brawler","Sci-Fi, Anime, Martial Arts",Sony,PlayStation 2,"Dream Factory, Squaresoft, Square EA, Square Visual Works"
The Darkness,http://www.giantbomb.com/the-darkness/3030-9201/,"On his 21st birthday, Jackie Estacado gets possessed by an entity known as The Darkness. After getting into trouble with the Mafia, Jackie finds himself on the run, trying to protect the people most important to him.",2007,3.75,http://static.giantbomb.com/uploads/scale_small/8/87790/1778769-box_darkness.png,"Action, Shooter","Horror, Fantasy","Microsoft, Sony","Xbox 360, PlayStation 3",Starbreeze Studios
The Denpa Men: They Came By Wave,http://www.giantbomb.com/the-denpa-men-they-came-by-wave/3030-39862/,"A dungeon crawler with nods to Pikmin, Dragon Quest and Pokemon. Use the 3DS camera to capture Denpa Men to build your party.",2012,,http://static.giantbomb.com/uploads/scale_small/0/8960/2350717-denpamen.jpg,Role-Playing,"Fantasy, Comedy",Nintendo,Nintendo 3DS eShop,Genius Sonority
The Legend of Heroes: Trails in the Sky,http://www.giantbomb.com/the-legend-of-heroes-trails-in-the-sky/3030-5104/,The first game in the Legend of Heroes VI Sora no Kiseki trilogy. Follow Estelle and Joshua Bright on their journey to become Senior Bracers.,2004,5,http://static.giantbomb.com/uploads/scale_small/8/87790/2484713-box_tlohtits.png,Role-Playing,Fantasy,"Sony, PC","PlayStation Portable, PlayStation 3, PC, PlayStation Network (PSP), PlayStation Vita, PlayStation Network (Vita)",Nihon Falcom
The Legend of Zelda,http://www.giantbomb.com/the-legend-of-zelda/3030-11949/,A young boy explores a huge overworld filled with enemies and dungeons to find and rescue Princess Zelda from the evil Ganon.,1986,4.33,http://static.giantbomb.com/uploads/scale_small/0/26/10169-legendofzelda-goldbox.png,"Action, Adventure",Fantasy,Nintendo,"Game Boy Advance, Nintendo Entertainment System, Wii Shop, Famicom Disk System, Nintendo 3DS eShop, Wii U",Nintendo
The Legend of Zelda Wii U (Working Title),http://www.giantbomb.com/the-legend-of-zelda-wii-u-working-title/3030-41355/,The first original installment of the Zelda series in HD on the Wii U goes back to open world design with a focus on free exploration of a large scale environment and dangerous enemies.,2015,,http://static.giantbomb.com/uploads/scale_small/8/82063/2644081-loz.jpg,"Action, Adventure",Fantasy,Nintendo,Wii U,Nintendo
The Legend of Zelda: A Link Between Worlds,http://www.giantbomb.com/the-legend-of-zelda-a-link-between-worlds/3030-42402/,The first original The Legend of Zelda game on the Nintendo 3DS and also a direct sequel to The Legend of Zelda: A Link to the Past set six generations after.,2013,5,http://static.giantbomb.com/uploads/scale_small/8/82063/2537465-albwcleanbox.jpg,"Action, Adventure","Fantasy, Medieval",Nintendo,"Nintendo 3DS, Nintendo 3DS eShop","Nintendo, Monolith, SRD"
The Legend of Zelda: A Link to the Past,http://www.giantbomb.com/the-legend-of-zelda-a-link-to-the-past/3030-10276/,"The third installment in the Zelda series makes a return to the top-down 2D gameplay found in the first game. This time around, Link needs to travel between the light and dark world in order to set things straight in the kingdom of Hyrule.",1991,4.75,http://static.giantbomb.com/uploads/scale_small/9/93770/2363926-snes_thelegendofzeldaalinktothepast.jpg,"Action, Adventure",Fantasy,Nintendo,"Super Nintendo Entertainment System, Wii Shop, Wii U","Nintendo, SRD"
The Legend of Zelda: A Link to the Past & Four Swords,http://www.giantbomb.com/the-legend-of-zelda-a-link-to-the-past-four-swords/3030-35064/,A Game Boy Advance remake of the SNES classic featuring an all new Four Swords multiplayer component.,2002,,http://static.giantbomb.com/uploads/scale_small/11/112517/1775087-legend_of_zelda_a_link_to_the_past_four_swords_nintendo.jpg,"Action, Adventure",Fantasy,Nintendo,Game Boy Advance,"Flagship, Nintendo, SRD"
The Legend of Zelda: Four Swords Adventures,http://www.giantbomb.com/the-legend-of-zelda-four-swords-adventures/3030-7856/,"Create four-player mayhem to either vanquish the evil hordes of Vaati, or to blast each other into submission using the GBA link cable.",2004,4,http://static.giantbomb.com/uploads/scale_small/8/82063/2593599-fsaclean.jpg,"Action, Adventure",Fantasy,Nintendo,GameCube,Nintendo
The Legend of Zelda: Ocarina of Time,http://www.giantbomb.com/the-legend-of-zelda-ocarina-of-time/3030-12572/,"The Legend of Zelda: Ocarina of Time is considered to be one of the greatest games of all time, due in large part to the seamless unity between traditional Zelda gameplay and the bold, artistic, 3D environment in which it is presented.",1998,4.77,http://static.giantbomb.com/uploads/scale_small/8/87790/2204862-box_tlozoot.png,"Role-Playing, Action, Adventure",Fantasy,Nintendo,"Nintendo 64, Wii Shop",Nintendo
The Legend of Zelda: Ocarina of Time 3D,http://www.giantbomb.com/the-legend-of-zelda-ocarina-of-time-3d/3030-31776/,"The Hero of Time's classic adventure gets a 3D makeover in Ocarina of Time 3D, a fully remastered and enhanced handheld version of one of the highest rated video games of all time. Also includes a mirrored version of Ocarina of Time: Master Quest, originally only available in limited quantities for the GameCube.",2011,4.8,http://static.giantbomb.com/uploads/scale_small/8/82063/2630302-oot3d.jpg,"Action, Adventure",Fantasy,Nintendo,"Nintendo 3DS, Nintendo 3DS eShop","Grezzo, Nintendo"
The Legend of Zelda: Oracle of Ages,http://www.giantbomb.com/the-legend-of-zelda-oracle-of-ages/3030-8004/,One of a pair of Zelda games released simultaneously for the Game Boy Color. Oracle of Ages gives Link the ability to travel through time.,2001,5,http://static.giantbomb.com/uploads/scale_small/8/82063/2267400-236106-zelda_ooa.jpg,"Action, Adventure",Fantasy,Nintendo,"Game Boy Color, Nintendo 3DS eShop","Flagship, Pure Sound"
The Legend of Zelda: Oracle of Seasons,http://www.giantbomb.com/the-legend-of-zelda-oracle-of-seasons/3030-5895/,"The Legend of Zelda: Oracle of Seasons is one of the two Oracle games released on the Game Boy Color. It featured the ability to change the four seasons as Link went on a quest to save the Oracle of Seasons, Din.",2001,5,http://static.giantbomb.com/uploads/scale_small/8/82063/2267399-236040-zelda_oos.jpg,"Action, Adventure",Fantasy,Nintendo,"Game Boy Color, Nintendo 3DS eShop","Flagship, Pure Sound"
The Legend of Zelda: Phantom Hourglass,http://www.giantbomb.com/the-legend-of-zelda-phantom-hourglass/3030-3666/,"The first Zelda handheld game developed by Nintendo EAD since Link's Awakening, the game continues the story of Link and his Pirates to find a new Hyrule, but are detoured by a Ghost Ship. Controlled entirely by Touch Screen, it is one of the best selling games in the series.",2007,4.2,http://static.giantbomb.com/uploads/scale_small/8/87790/1970476-box_tlozph.png,"Action, Adventure",Fantasy,Nintendo,Nintendo DS,"Nintendo, SRD"
The Legend of Zelda: Skyward Sword,http://www.giantbomb.com/the-legend-of-zelda-skyward-sword/3030-26934/,"Link descends from his floating continent home to explore the dark and dangerous world below with the help of a magical sword, in this latest instalment of the Legend of Zelda series.",2011,4.32,http://static.giantbomb.com/uploads/scale_small/8/82063/2338815-skywardcolor.jpg,"Action, Adventure","Fantasy, Medieval",Nintendo,Wii,"Nintendo, Monolith, Nintendo, SRD"
The Legend of Zelda: Spirit Tracks,http://www.giantbomb.com/the-legend-of-zelda-spirit-tracks/3030-25657/,"Set 100 years after the events of The Wind Waker and Phantom Hourglass, Spirit Tracks introduces a new Hyrule where technology has advanced to the steam age, and an evil force, long-sealed in a tower, has been freed.",2009,3.95,http://static.giantbomb.com/uploads/scale_small/8/87790/1887914-box_tlozst.png,"Action, Adventure",Fantasy,Nintendo,Nintendo DS,"Nintendo, SRD"
The Legend of Zelda: The Minish Cap,http://www.giantbomb.com/the-legend-of-zelda-the-minish-cap/3030-6145/,Link dons a talking hat named Ezlo as he sets out on a quest to save Princess Zelda and defeat the evil wizard Vaati.,2004,4.17,http://static.giantbomb.com/uploads/scale_small/8/87790/2119736-box_tloztmc.png,"Action, Adventure",Fantasy,Nintendo,"Game Boy Advance, Nintendo 3DS eShop, Wii U","Flagship, Capcom"
The Legend of Zelda: Twilight Princess,http://www.giantbomb.com/the-legend-of-zelda-twilight-princess/3030-19467/,Link must rescue Zelda in TP,2006,4.18,http://static.giantbomb.com/uploads/scale_small/8/82063/2427157-tp2.jpg,"Action, Adventure","Fantasy, Medieval",Nintendo,"GameCube, Wii",Nintendo
The Magic of Scheherazade,http://www.giantbomb.com/the-magic-of-scheherazade/3030-9011/,"One of the first action RPGs, The Magic of Scheherazade was a Culture Brain title for the NES (1989) and Famicom (1987, as Arabian Dream Scheherazade).",1987,,http://static.giantbomb.com/uploads/scale_small/9/93770/2362026-nes_magicofscheherazade.jpg,"Action, Adventure, Role-Playing, Action, Adventure","Fantasy, Medieval",Nintendo,Nintendo Entertainment System,"Culture Brain, Micro Academy, Culture Brain"
The Matrix: Path of Neo,http://www.giantbomb.com/the-matrix-path-of-neo/3030-5554/,"Play through the events of all three Matrix films as Neo, with an alternate ending written by the Wachowski brothers.",2005,4,http://static.giantbomb.com/uploads/scale_small/8/87790/1852743-box_tmpon.png,"Action, Brawler","Sci-Fi, Comedy, Cyberpunk, Martial Arts","Microsoft, Sony, PC","PlayStation 2, Xbox, PC",Shiny Entertainment
The Powerpuff Girls: Defenders of Townsville,http://www.giantbomb.com/the-powerpuff-girls-defenders-of-townsville/3030-45670/,"A Powerpuff Girls ""metroidvania"" style action game from Radiangames.",2014,,http://static.giantbomb.com/uploads/scale_small/1/18183/2609673-header.jpg,"Action, Adventure","Fantasy, Sci-Fi, Comedy","Apple, PC, Linux","Mac, PC, Linux",Radiangames
The Shoot,http://www.giantbomb.com/the-shoot/3030-30354/,"Shoot cowboys, robots, gangsters, and zombies, while trying to impress your fickle director in this rail shooter for the PlayStation Move.",2010,,http://static.giantbomb.com/uploads/scale_small/6/63119/1559078-91ohvbdhrgl._aa1500_.jpg,Shooter,"Horror, Western",Sony,PlayStation 3,Cohort Studios
The Smurfs,http://www.giantbomb.com/the-smurfs/3030-13896/,,1993,,http://static.giantbomb.com/uploads/scale_small/0/3413/236951-smurfs.jpg,"Action, Platformer",,"Nintendo, Sega","Game Boy, Genesis, Sega Master System, Nintendo Entertainment System","Atari, Bit Managers"
The Three Stooges,http://www.giantbomb.com/the-three-stooges/3030-42439/,The Stooges must save their fiancees from a mad scientist in this arcade game.,1984,,http://static.giantbomb.com/uploads/scale_small/16/164924/2472117-3arcade.png,Action,Comedy,Arcade,Arcade,Mylstar Electronics
The Tower of Druaga,http://www.giantbomb.com/the-tower-of-druaga/3030-4567/,"Players climb the tower, defeat Druaga and rescue Princess Ki in this maze-style action role-playing game from Namco.",1984,,http://static.giantbomb.com/uploads/scale_small/0/2579/1710910-doruaganotou.jpg,"Role-Playing, Action, Adventure","Fantasy, Alternate Historical","Microsoft, Nintendo, NEC, Arcade","Game Boy, MSX, Nintendo Entertainment System, TurboGrafx-16, Arcade, Wii Shop, Nintendo 3DS eShop","Namco, GAME STUDIO"
Thousand Arms,http://www.giantbomb.com/thousand-arms/3030-3762/,Thousand Arms is a JRPG game with dating sim elements. Help Meis Triumph upgrade his weapons by combining love and a red hot forge. Don't forget to use said weapons to destroy the evil robotic Dark Acolytes.,1998,4,http://static.giantbomb.com/uploads/scale_small/8/87790/2199429-box_tarms.png,Role-Playing,"Fantasy, Dating, Comedy, Steampunk, Anime",Sony,PlayStation,"Red Entertainment Corporation, TOSE"
TimeSplitters 2,http://www.giantbomb.com/timesplitters-2/3030-17246/,"TimeSplitters 2 is a frantic rush through time to rescue the Time Crystals from the evil TimeSplitters, who would like nothing more than to end mankind's existence.",2002,5,http://static.giantbomb.com/uploads/scale_small/8/87790/2151664-box_ts2.png,Shooter,"Sci-Fi, Alternate Historical, Comedy, Modern Military, Crime, Mayan","Sony, Nintendo, Microsoft","PlayStation 2, GameCube, Xbox",Crytek
Toki: Going Ape Spit,http://www.giantbomb.com/toki-going-ape-spit/3030-9823/,A platformer developed by TAD Corporation.,1989,,http://static.giantbomb.com/uploads/scale_small/9/93770/2362317-nes_toki.jpg,"Action, Platformer",Comedy,"Sega, Atari, Commodore, Nintendo, Arcade","Amiga, Genesis, Atari Lynx, Atari ST, Commodore 64, Nintendo Entertainment System, Arcade","Tad Corporation, Ocean Software, Atari, Taito Corporation, Megasoft"
Tomb Raider,http://www.giantbomb.com/tomb-raider/3030-27312/,"A young and inexperienced Lara Croft is shipwrecked on a mysterious island in an open world action-adventure game, departing from the mood of prior games in the series.",2013,4.08,http://static.giantbomb.com/uploads/scale_small/8/82063/2351232-tomb_raider.jpg,"Platformer, Action, Adventure",,"Apple, Microsoft, Sony, PC","Mac, Xbox 360, PlayStation 3, Xbox 360 Games Store, PlayStation Network (PS3), PC, Xbox One, PlayStation 4","Crystal Dynamics, Eidos, Nixxes Software, United Front Games, Square Visual Works"
Tomba! 2: The Evil Swine Return,http://www.giantbomb.com/tomba-2-the-evil-swine-return/3030-2723/,"A sequel to the original Tomba!, Tomba! 2 is a platformer adventure game released for the PlayStation in 1999.",1999,5,http://static.giantbomb.com/uploads/scale_small/8/87790/2126457-box_tomba2.png,"Action, Adventure, Platformer","Fantasy, Comedy",Sony,"PlayStation, PlayStation Network (PS3)",Whoopee Camp
Totally Rad,http://www.giantbomb.com/totally-rad/3030-12513/,"A totally righteous dude, Jake, has to save his righteous babe, Allison, from the evil Edogy in this extremely 80's NES game.",1990,3,http://static.giantbomb.com/uploads/scale_small/9/93770/2362322-nes_totallyrad.jpg,"Action, Adventure",,Nintendo,Nintendo Entertainment System,Aicom
Trampoline Terror!,http://www.giantbomb.com/trampoline-terror/3030-22753/,Trampoline Terror! Is a platform game that involves loads of floating trampolines and one gymnast who must save the princess from a destructive evil empire.,1990,,http://static.giantbomb.com/uploads/scale_small/1/11387/439196-trampoline_terror.jpg,"Action, Puzzle, Platformer",,Sega,Genesis,
True Crime: Streets of LA,http://www.giantbomb.com/true-crime-streets-of-la/3030-11153/,Activision's open world adventure game puts you in the role of an undercover Los Angeles Cop.,2003,5,http://static.giantbomb.com/uploads/scale_small/8/87790/2536378-box_tcsola.png,"Action, Driving/Racing, Fighting, Shooter","Sci-Fi, Crime, Martial Arts","Apple, Sony, Microsoft, Nintendo, PC","Mac, PlayStation 2, GameCube, Xbox, PC",Luxoflux
True Lies,http://www.giantbomb.com/true-lies/3030-1815/,True Lies is a game based off the action film of the same name starring Arnold Schwarzeneggar where he is trying to get to the bottom of a terrorist organization.,1994,,http://static.giantbomb.com/uploads/scale_small/9/93770/2364683-snes_truelies.jpg,"Action, Shooter","Espionage, Crime","Nintendo, Sega","Game Boy, Game Gear, Genesis, Super Nintendo Entertainment System",Krome Studios Melbourne
Two Worlds,http://www.giantbomb.com/two-worlds/3030-14759/,"Two Worlds is an Action Role Playing Game in which you explore the world of Antaloor, solving quests and making choices that affect the world around you.",2007,1.5,http://static.giantbomb.com/uploads/scale_small/8/87790/1814909-box_tworlds.png,"Role-Playing, Action, Adventure",Fantasy,"Microsoft, PC","Xbox 360, PC",REALITY PUMP
Uninvited,http://www.giantbomb.com/uninvited/3030-9775/,"A horror-themed point-and-click adventure game that centers around the loss of a sibling and other supernatural occurrences. It was one of the original MacVenture games, along with Deja Vu and Shadowgat",1989,,http://static.giantbomb.com/uploads/scale_small/9/93770/2387955-uninvited_fr.png,Adventure,Horror,"Apple, Atari, Commodore, Nintendo, PC","Amiga, Atari ST, Commodore 64, Mac, Nintendo Entertainment System, Apple IIgs, PC",ICOM Simulations
Vandal Hearts,http://www.giantbomb.com/vandal-hearts/3030-19905/,"Among one of the first tactical role-playing games to land on western shores, Vandal Hearts follows the trials and triumphs of Ash Lambert, and the oppressive conflict that threatens all of Sostegaria.",1996,4,http://static.giantbomb.com/uploads/scale_small/8/87790/2525278-box_vh.png,"Strategy, Role-Playing",Fantasy,"Sony, Sega","PlayStation, Saturn",Konami
Vay,http://www.giantbomb.com/vay/3030-13988/,"On the day of his wedding, the prince's bride is kidnapped by a battalion of flying robots. The prince sets off on a journey to reclaim his lost love and discover the meaning of the attack in this traditional turn-based RPG known for its stiff difficulty.",1993,,http://static.giantbomb.com/uploads/scale_small/0/1614/822758-vay_scd_us.jpg,Role-Playing,Fantasy,"Sega, Apple","Sega CD, iPhone",Sims
Vigilante,http://www.giantbomb.com/vigilante/3030-4146/,"A beat-em-up where players control a martial artist who must rescue his girlfriend, Madonna.",1988,3,http://static.giantbomb.com/uploads/scale_small/13/139866/2454688-13107301.jpg,"Action, Brawler",Crime,"Sega, Amstrad, Atari, Commodore, Microsoft, Sinclair Research, NEC, Arcade, Nintendo","Amiga, Sega Master System, Amstrad CPC, Atari ST, Commodore 64, MSX, ZX Spectrum, TurboGrafx-16, Arcade, Wii Shop",Irem
Violent Storm,http://www.giantbomb.com/violent-storm/3030-24632/,"Wade, Boris, and Kyle star in this Final Fight clone from Konami.",1993,,http://static.giantbomb.com/uploads/scale_small/5/59954/1483737-violentstorm.jpg,Brawler,,Arcade,Arcade,Konami
Wai Wai World 2: SOS Parsley-jou!,http://www.giantbomb.com/wai-wai-world-2-sos-parsley-jou/3030-33537/,Another installment in the Wai Wai World series. Once again a variety of Konami characters are playable.,1991,,http://static.giantbomb.com/uploads/scale_small/4/44493/1663780-waiwai2cover.jpg,"Action, Driving/Racing, Shooter, Puzzle, Platformer","Fantasy, Sci-Fi, Superhero",Nintendo,Nintendo Entertainment System,Konami
War of the Dead,http://www.giantbomb.com/war-of-the-dead/3030-33862/,"Released in 1987, War of the Dead is considered to be the first true survival horror game. SWAT officer Lila must rescue survivors in the demon-infested small town of Chaney’s Hill.",1987,,http://static.giantbomb.com/uploads/scale_small/9/97089/2602020-1.png,"Role-Playing, Shooter, Action, Adventure","Horror, Anime","Microsoft, NEC","MSX, TurboGrafx-16, NEC PC-8801",Fun Factory
Wario Land: Shake It!,http://www.giantbomb.com/wario-land-shake-it/3030-20963/,"Hop on platforms, solve puzzles, collect treasure, and beat baddies in the Wario Land series' first console iteration.",2008,4,http://static.giantbomb.com/uploads/scale_small/8/82063/2635994-wlsicleanbox.jpg,"Adventure, Platformer",Comedy,Nintendo,Wii,Good Feel
Will Rock,http://www.giantbomb.com/will-rock/3030-3061/,Will Rock must save his girlfriend from Zeus and his cronies in this fast-paced first-person shooter by Saber Interactive.,2003,,http://static.giantbomb.com/uploads/scale_small/0/1987/709711-will_rock_front.jpg,"Action, Shooter",Fantasy,PC,PC,Saber Interactive
Winter Voices,http://www.giantbomb.com/winter-voices/3030-33015/,Winter Voices is an episodic adventure-RPG about a girl who has hallucinations after her father dies and is not sure of her place in the world. This is her quest.,2010,,http://static.giantbomb.com/uploads/scale_small/11/117587/1647485-wintervoices_box.jpg,"Adventure, Role-Playing",Horror,"Apple, PC","Mac, PC",beyondthepillars
Wizards & Warriors,http://www.giantbomb.com/wizards-warriors/3030-6633/,"Wizards & Warriors, developed by Rare Ltd., is the first in a trilogy of games for the NES. The game features a swordsman named Kuros saving a number of damsels in distress on his way to defeat the evil wizard Malkil.",1987,4,http://static.giantbomb.com/uploads/scale_small/9/93770/2362614-nes_wizardsandwarriors.jpg,"Action, Platformer",Fantasy,Nintendo,Nintendo Entertainment System,Rare
Wrath of the Demon,http://www.giantbomb.com/wrath-of-the-demon/3030-10117/,,,,http://static.giantbomb.com/uploads/scale_small/1/17172/1190956-wofd001.png,Action,Fantasy,"Atari, Commodore, PC","Amiga, Atari ST, Commodore 64, PC",Abstrax
WWF Betrayal,http://www.giantbomb.com/wwf-betrayal/3030-24982/,"WWF Betrayal was released for the Game Boy Color in 2001. Instead of mimicking pro wrestling, it featured WWE Superstars of that era in a side-scrolling beat 'em up.",2001,,http://static.giantbomb.com/uploads/scale_small/8/87790/2139907-box_wwfb.png,"Action, Wrestling, Brawler",,Nintendo,Game Boy Color,WayForward Technologies
Xena Warrior Princess,http://www.giantbomb.com/xena-warrior-princess/3030-43220/,3D action game based on the fantasy TV-series. Xena's best friend Gabrielle must be rescued from the magic citadel. Released only as PAL version for the PS2.,2006,,http://static.giantbomb.com/uploads/scale_small/9/91051/2511327-xena_wp.jpg,Action,Fantasy,Sony,PlayStation 2,Blast Entertainment
Xena: Warrior Princess,http://www.giantbomb.com/xena-warrior-princess/3030-4973/,Control Xena in this video game adaptation of the popular television series. Use her Chakram to battle enemies in 3-D environments.,1999,,http://static.giantbomb.com/uploads/scale_small/2/20737/762486-xena.jpg,"Action, Adventure",Fantasy,Sony,PlayStation,Universal Digital Arts
Xexyz,http://www.giantbomb.com/xexyz/3030-18714/,A side-scrolling space shooter that takes place in the post-apocalyptic setting of 2777. It was released on the NES by Hudson Soft and co-developed by Atlus.,1988,,http://static.giantbomb.com/uploads/scale_small/9/93770/2362630-nes_xexyz.jpg,"Action, Platformer, Shoot 'Em Up","Fantasy, Sci-Fi",Nintendo,Nintendo Entertainment System,"Hudson Entertainment, Atlus"
Yakuza,http://www.giantbomb.com/yakuza/3030-7180/,"Yakuza, known in Japan as Ryu ga Gotoku (Like a Dragon), is an open-world action-adventure game with RPG elements, developed and published by Sega, in which you play the role of a Yakuza gangster known as Kazuma Kiryu. It was released in 2005.",2005,3,http://static.giantbomb.com/uploads/scale_small/8/87790/1856049-box_yak.png,"Role-Playing, Brawler, Action, Adventure","Dating, Crime, Martial Arts",Sony,PlayStation 2,"Amusement Vision, Sega"
Ys: The Oath in Felghana,http://www.giantbomb.com/ys-the-oath-in-felghana/3030-839/,Falcom's re-imagining of Ys III for the PC and PSP.,2005,4,http://static.giantbomb.com/uploads/scale_small/8/87790/2100013-box_ystoif.png,"Action, Role-Playing",Fantasy,"Sony, PC","PlayStation Portable, PC, PlayStation Network (PSP)",Nihon Falcom
