Character,Series,Description,Profile,Image
Amaterasu Ōmikami,Ōkami,"Amaterasu (Japanese: アマテラス?), also known as Ōkami Amaterasu (Japanese: 大神天照?), is a fictional character from Capcom s Ōkami video game. She [note 1] is a white wolf that is actually the goddess of the sun. Amaterasu also appears in the Marvel vs. Capcom series. Since debuting in Ōkami, Amaterasu has garnered mostly positive reception from both video game publications and fans, often included among the top Capcom characters, best canine characters in games, and greatest video game protagonists overall.",http://en.wikipedia.org/wiki/Amaterasu_(%C5%8Ckami),//upload.wikimedia.org/wikipedia/en/thumb/c/c2/Okami_Amaterasu.png/235px-Okami_Amaterasu.png
Christie Monteiro,Tekken,"Christie Monteiro (Japanese: クリスティ・モンテイロ, Hepburn: Kurisuti Monteiro) is a fictional character in the Tekken video game series. Along with her male counterpart, Eddy Gordo, she is one of the first playable characters of Afro-Latino descent in the series as well as in video games in general. Christie is the granddaughter of a legendary Capoeira master who taught Eddy the Afro-Brazilian art of Capoeira in prison. After his release, Eddy swears an oath to his master to teach his granddaughter, Christie, the art of Capoeira. Becoming a prodigy in only two years, Christie mainly involves herself in the The King of Iron Fist Tournaments in search for a cure for her grandfather, who has become sick during his incarceration.",http://en.wikipedia.org/wiki/Christie_Monteiro,//upload.wikimedia.org/wikipedia/en/thumb/c/c6/Christie-Monteiro.png/230px-Christie-Monteiro.png
Dark Queen (Battletoads),Battletoads,"The Dark Queen is a fictional character in the Battletoads video game series by Rare introduced in the original Battletoads in 1991. She is a mysterious ruler of evil and the supreme commander of a renegade space army consisting primarily of anthropomorphic pigs and rats, who is bent on galactic conquest. The character has received considerable attention due to her sex appeal, particularly during the early years of video gaming, as well as for being one of the first major female villains in video games.",http://en.wikipedia.org/wiki/Dark_Queen_(Battletoads),//upload.wikimedia.org/wikipedia/en/thumb/c/c7/Dark_Queen_Super_Battletoads.jpg/250px-Dark_Queen_Super_Battletoads.jpg
Jade (Mortal Kombat),Mortal Kombat,"Jade is a fictional character from the Mortal Kombat video game series. Debuting in 1993's Mortal Kombat II as an unplayable secret character that was a green palette swap of Kitana, Jade made her first playable appearance in Ultimate Mortal Kombat 3 in 1995. Since then, Jade has become a stalwart supporting character in the series, also appearing in some other media and merchandise in the extended Mortal Kombat franchise. She has received mostly positive reception, largely due to her sex appeal, and is often regarded as one of the best characters in the series in terms of gameplay.In the games, Jade's backstory is of an assassin in the service of the otherdimensional emperor Shao Kahn of Outworld. Plotwise she is linked to Princess Kitana, usually being her longtime friend and, in most of the later games, a fellow patriot of their home world of Edenia that was enslaved by the evil Shao Kahn and an ally of Earthrealm warriors. In non-game media and some of the games, she is just a minion of Shao Kahn.",http://en.wikipedia.org/wiki/Jade_(Mortal_Kombat),//upload.wikimedia.org/wikipedia/en/thumb/c/c7/Jade_%28Mortal_Kombat%29.png/230px-Jade_%28Mortal_Kombat%29.png
Aqua (Kingdom Hearts),Kingdom Hearts,"Aqua (Japanese: アクア, Hepburn: Akua), also known as Master Aqua (マスター・アクア, Masutā Akua), is a fictional character from Square Enix's video game franchise Kingdom Hearts. Having first made cameo appearances in the game Kingdom Hearts II, Aqua was introduced in the 2010 prequel Kingdom Hearts Birth by Sleep as one of the three protagonists. In the title, Aqua is introduced as a Keyblade-wielding warrior living in Land of Departure training under Master Eraqus alongside her best friends Terra and Ventus. Following the disappearance from Master Xehanort, a comrade from Eraqus, she and Terra are tasked with searching for him as while protecting the worlds from creatures known as Unversed. However, she is also told by Eraqus to watch over Terra's development and bring back Ventus who left the Land of Departure.Unlike Terra and Ventus, Aqua was the only protagonist from Birth by Sleep who did not have a base for director Tetsuya Nomura to design, and thus Nomura had pressure on how to make her appealing to gamers. While her outfit was based on Terra's, her movements were meant to contrast his and Ventus's to make her specialized in magic attacks. Aqua has been voiced by Megumi Toyoguchi in Japanese and Willa Holland in English. The character of Aqua has received mixed critics by video game publications based on her personality and role in Birth by Sleep as well as her gameplay mechanics which differed from the other characters.",http://en.wikipedia.org/wiki/Aqua_(Kingdom_Hearts),//upload.wikimedia.org/wikipedia/en/thumb/c/c8/Aquaconceptart.jpg/175px-Aquaconceptart.jpg
Lara Croft,Tomb Raider,"Lara Croft is a fictional character and the protagonist of the Square Enix (previously Eidos Interactive) video game series Tomb Raider. She is presented as a beautiful, intelligent, and athletic English archaeologist-adventurer who ventures into ancient, hazardous tombs and ruins around the world. Created by a team at UK developer Core Design that included Toby Gard, the character first appeared in the 1996 video game Tomb Raider. She has also appeared in video game sequels, printed adaptations, a series of animated short films, feature films (portrayed by Angelina Jolie), and merchandise related to the series. Official promotion of the character includes a brand of apparel and accessories, action figures, and model portrayals. Croft has also been licensed for third-party promotion, including television and print advertisements, music-related appearances, and as a spokesmodel.Core Design handled initial development of the character and the series. Inspired by Neneh Cherry and comic book character Tank Girl, Gard designed Lara Croft to counter stereotypical female characters. The company modified the character for subsequent titles, which included graphical improvements and gameplay additions. American developer Crystal Dynamics took over the series after the 2003 sequel Tomb Raider: The Angel of Darkness was received poorly. The new developer rebooted the character along with the video game series. The company altered her physical proportions, and gave her additional ways of interacting with game environments. Croft has been voiced by five actresses in the video game series: Shelley Blond (1996), Judith Gibbins (1997–98), Jonell Elliott (1999–2003), Keeley Hawes (2006–10) and Camilla Luddington (2013–present).Critics consider Lara Croft a significant game character in popular culture. She holds six Guinness World Records, has a strong fan following, and is among the first video game characters to be successfully adapted to film. Lara Croft is also considered a sex symbol, one of the earliest in the industry to achieve widespread attention. The character's influence in the industry has been a point of contention among critics; viewpoints range from a positive agent of change in video games to a negative role model for young girls.",http://en.wikipedia.org/wiki/Lara_Croft,//upload.wikimedia.org/wikipedia/en/thumb/c/cb/Lara_Croft_%282013%29.png/240px-Lara_Croft_%282013%29.png
Lightning (Final Fantasy),Final Fantasy,"Lightning (ライトニング, Raitoningu) is a fictional character from Square Enix's Final Fantasy series. She first appears as a playable character and main protagonist of the role-playing video game Final Fantasy XIII, featuring as a former sergeant in the Guardian Corps whose sister Serah has been branded as a l'Cie. In her attempt to save Serah, Lightning and others are also branded and tasked with destroying their home by the fal'Cie, a divided race of demigods who rule the worlds of Gran Pulse and Cocoon. She reappears as a supporting character in Final Fantasy XIII-2, residing in the netherworld of Valhalla as protector of the Goddess Etro. She is the sole playable character in Lightning Returns: Final Fantasy XIII, in which she sets out on a quest to save the people of her world, which is destined to end in thirteen days. She is also featured in other games within the series, most notably the crossover game Dissidia 012 Final Fantasy.Lightning was created by Motomu Toriyama, the game's director and scenario writer, and designed by Tetsuya Nomura. The idea was to create a female protagonist new to the series, who was strong, good at fighting, and less feminine than previous heroines within the franchise. Over the course of the games, she went through multiple design changes, many of which were meant to reflect her role and development in each game, particularly in Lightning Returns. Lightning's real name is Claire Farron in English and Éclair Farron (エクレール・ファロン, Ekurēru Faron) in the original Japanese-language version. She took the code name ""Lightning"" to escape her vulnerabilities and insecurities, and become a stronger person.Critical and fan reception to Lightning's character was mixed owing to her cold personality, which resulted in comparisons with Cloud Strife, another main character from the Final Fantasy franchise. Her relative absence from XIII-2 drew much criticism at the time. Opinions were also mixed about her role in Lightning Returns, where many saw her as underdeveloped and unlikable, though others found her better developed or more human than in previous games. Nevertheless, her strength across the games and her development were well received for standing out within female characters in video games.",http://en.wikipedia.org/wiki/Lightning_(Final_Fantasy),//upload.wikimedia.org/wikipedia/en/thumb/c/ce/Lightning_CG.png/180px-Lightning_CG.png
Sindel (Mortal Kombat),Mortal Kombat,"Sindel (or Queen Sindel by title) is a fictional character in the Mortal Kombat fighting game series. She made her debut in Mortal Kombat 3 with an outlandish move set involving her hair and levitation. Despite not being a main character of the game, Sindel plays a vital part in the development of the storyline.",http://en.wikipedia.org/wiki/Sindel,//upload.wikimedia.org/wikipedia/en/thumb/d/d2/Sindel-mk9.png/250px-Sindel-mk9.png
Ayane (Dead or Alive),"Dead or Alive, Ninja Gaiden","Ayane (Japanese: あやね 綾音) is a video game character in the Dead or Alive and Ninja Gaiden series by Team Ninja and Tecmo Koei. She debuted as a hidden character in the PlayStation version of the fighting game Dead or Alive in 1998, and has appeared in all of its sequels and spin-offs so far, including an appearance as the protagonist of Dead or Alive 3. In the games, Ayane is a teenage master of ninjutsu and is characterised by her complex relationship with her half-sister Kasumi, the lead character of the Dead or Alive series.Ayane is also prominently featured as a recurring supporting character in the Ninja Gaiden series since its revival in 2004 and has made multiple guest appearances in other games, especially in the extended Dynasty Warriors franchise. She is one of the most popular Tecmo characters and is one of Tecmo Koei's mascots, but has been a subject of controversies regarding her age and allegations of sexualisation.",http://en.wikipedia.org/wiki/Ayane_(Dead_or_Alive),//upload.wikimedia.org/wikipedia/en/thumb/d/d4/Ayane_%28Dead_or_Alive%29.png/256px-Ayane_%28Dead_or_Alive%29.png
Princess Peach,Mario,"Princess Peach (Japanese: ピーチ姫, Hepburn: Pīchi-hime) is a character in Nintendo's Mario franchise. Originally created by Shigeru Miyamoto, Peach is the princess of the fictional Mushroom Kingdom, which is constantly under attack by Bowser. She often plays the damsel in distress role within the series and is the lead female. She is often portrayed as Mario's love interest and has appeared in nearly all the Mario games to date; with the most notable being in Super Princess Peach where she is the main playable character.",http://en.wikipedia.org/wiki/Princess_Peach,//upload.wikimedia.org/wikipedia/en/thumb/d/d5/Peach_%28Super_Mario_3D_World%29.png/250px-Peach_%28Super_Mario_3D_World%29.png
Chloe Frazer,Uncharted,"Chloe Frazer is a fictional character in the Uncharted series. She serves as a female protagonist of the 2009 video game Uncharted 2: Among Thieves. Frazer was designed to provide a darker counterpart to series' protagonist Nathan Drake and to highlight these facets of his personality. She is voiced by Claudia Black, who did the motion capture work for the character as well. Chloe is a strong character who aggressively looks out for her own interests.In the game, she acts as part of team of thieves who are hired by a benefactor to help find the location of Marco Polo's lost fleet, and through that the location of the lost city of Shambhala and the Cintamani stone. When Drake is betrayed and imprisoned, she helps bribe his way out and infiltrates the organization of the war criminal Lazarevic, helping Drake stop his plot for immortality.Reception to Frazer has been focused on her independence and sensuality. Other reviewers have called her a unique and fun character. Black compared the character to movie adventurer Indiana Jones. Character designer Justin Richmond stated that Frazer was one of his favorite characters to create.",http://en.wikipedia.org/wiki/Chloe_Frazer,//upload.wikimedia.org/wikipedia/en/thumb/d/d6/Chloe_Frazer.png/250px-Chloe_Frazer.png
Ada Wong,Resident Evil,"Ada Wong (エイダ・ウォン, Eida Won) is a fictional character in the Resident Evil (Biohazard in Japan) horror franchise by Capcom. Introduced as a supporting character in the video game Resident Evil 2 in 1998, Ada (/ˈeɪdə/) later appeared as a player character or in supporting roles in the video games Resident Evil 4, Resident Evil: The Umbrella Chronicles, Resident Evil: The Darkside Chronicles, Resident Evil: Operation Raccoon City and Resident Evil 6. She also starred in the animated film Resident Evil: Damnation. The live-action film series' version of Ada first appeared in Resident Evil: Retribution.The character is a mysterious and ambiguous antihero figure, working for the series' villains but also helping the protagonist Leon S. Kennedy. Ada is widely regarded as one of the most popular female characters in the series alongside Jill Valentine and Claire Redfield, as well as one of the most attractive female characters in video games.",http://en.wikipedia.org/wiki/Ada_Wong,//upload.wikimedia.org/wikipedia/en/thumb/d/da/Ada_Wong.png/250px-Ada_Wong.png
Chie Satonaka,Shin Megami Tensei: Persona,"Chie Satonaka (里中 千枝, Satonaka Chie) is a fictional character from the 2008 video game Shin Megami Tensei: Persona 4. There she appears as a high school student who starts investigating a dimension labeled as the TV World alongside her friends. The kidnapping of her best friend Yukiko Amagi leads Chie to join the Investigation Team in working in a murder case where the victims are sent to the be TV World to be killed by creatures known as Shadows. Besides printed and animated adaptations of the Persona 4 game, Chie has also appeared in the fighting game Persona 4 Arena and the dungeon crawler Persona Q: Shadow of the Labyrinth.Chie has been voiced by Yui Horie in Japanese. For the English dub of Persona 4 Tracey Rooney, while Erin Fitzgerald replaced her in the other roles. Critical reception to the character has been positive due to both of her fighting and femenine traits. However, critics were differing when commenting the English voice acting from Chie featured in the games.",http://en.wikipedia.org/wiki/Chie_Satonaka,//upload.wikimedia.org/wikipedia/en/thumb/d/dc/ChieSatonaka.png/200px-ChieSatonaka.png
Ayame (Tenchu),Tenchu,"Ayame (彩女) is a player character in the Tenchu stealth game series, first introduced in Tenchu: Stealth Assassins in 1998. Ayame is one of the series' four main characters along with Rikimaru, Tesshu and Rin and is featured in all Tenchu games except of Tenchu Z.",http://en.wikipedia.org/wiki/Ayame_(Tenchu),//upload.wikimedia.org/wikipedia/en/thumb/e/e4/Ayame_%28Tenchu%29.png/255px-Ayame_%28Tenchu%29.png
Carmen Sandiego (character),Carmen Sandiego,"Carmen Sandiego is a fictional character featured in a long-running edutainment series of the same name. As a criminal mastermind and the elusive nemesis of the ACME Detective Agency, Sandiego is the principal villain of the series and head of ACME's rival organization V.I.L.E. She is an important part of the series, which originally focused on teaching geography and history (although the series later extended to mathematics and English). The character later appeared in a series of books and many other licensed products. Most of her crimes involve spectacular and often impossible cases of theft. Her full name, according to Where in the World Is Carmen Sandiego? Treasures of Knowledge, is Carmen Isabella Sandiego.There are numerous discrepancies in the various media depicting Carmen Sandiego and there are no official rules establishing a correct canon. However, the following seems to have remained consistent throughout all Carmen Sandiego media created since around the mid-1990s:In most Carmen Sandiego media, it is stated or implied that the title thief steals only for the challenge of it, although some of her V.I.L.E. minions seem to be more traditionally motivated. She often describes her schemes and the user/protagonists attempts to stop them as being a game, which they ironically are, regularly gloating that she is impossible to capture or that her plans are infallible and acting as though any efforts made against her are extremely trivial. Sometimes, she asserts that it is impossible for anyone to understand her or her motives and seems to revel at how difficult she can make it for anyone trying to figure her out.In the original Where in the World Is Carmen Sandiego? game from 1985, it is stated that Carmen is a former spy for the Intelligence Service of Monaco and that she is ""an agent, double agent, triple agent, and quadruple agent for so many countries that even she has forgotten which one she is working for,"" but this background seems to have since been abandoned. Carmen now has a different origin story which has been consistently maintained for over a decade. Typically, it is explained that she was an ace detective for the ACME Detective Agency who found catching criminals too easy and decided that outsmarting ACME itself would make for greater challenges.In both the animated TV series Where on Earth is Carmen Sandiego? and in the computer game Where in the World is Carmen Sandiego? Treasures of Knowledge, it is heavily hinted that, despite her thieving ways, she may still have some goodness left in her. The character has, however, never been depicted turning back to the ""good"" side outright, although she has often been encouraged to do so. Nevertheless, Carmen tries to maintain a reputation as a ""thief with a conscience"" in the Earth series and ACME agents who used to work closely with her are often shown to have mixed feelings about imprisoning her.In other media, however, the character seems more than willing to bring chaos and destruction upon the world. For example, many of the thefts committed in the Time game show, such as stealing the history of medicine for example, would quite clearly cause millions to die, although this is never specifically stated. In Word Detective and Math Detective, she appears to be particularly fiendish, plotting to steal the concept of natural language in the former and to make herself invincible in the latter. This inconsistency in her portrayal is never explained, but it seems reasonable to assume that not all Carmen media is set in the same universe.",http://en.wikipedia.org/wiki/Carmen_Sandiego_(character),//upload.wikimedia.org/wikipedia/en/thumb/e/ed/Carmen_Sandiego.png/250px-Carmen_Sandiego.png
Blue Mary,"Fatal Fury, The King of Fighters","Mary Ryan (マリー・ライアン, Marī Raian), better known as Blue Mary (ブルー・マリー, Burū Marī), is a video game character from both the Fatal Fury and The King of Fighters series of fighting games developed by SNK Playmore (formerly ""SNK""). Blue Mary's first appearance was in the arcade and console game Fatal Fury 3: Road to the Final Victory which introduced her as an agent who investigates two criminals known as the Jin Brothers. During the series, Mary meets Terry Bogard, and he becomes a love interest of hers. She is also featured in The King of Fighters in which she enters several consecutive 'King of Fighters' tournaments, changing teams over time. Blue Mary has also appeared in the twenty-minute featurette Memories of Stray Wolves based on the Fatal Fury series.Android 18, a character from the Dragon Ball manga was Blue Mary's model during development of the series. Her appearances in The King of Fighters owe to popularity polls developed by three video game journals: Mary being first in Gamest's poll allowed to her to become playable for The King of Fighters '97 and subsequent installments. Video game publications have commented on Blue Mary's character, praising her introduction in Fatal Fury 3 and her development through various games.",http://en.wikipedia.org/wiki/Blue_Mary,//upload.wikimedia.org/wikipedia/en/thumb/e/ef/Bluemary.png/222px-Bluemary.png
Crimson Viper,Street Fighter,"Crimson Viper (クリムゾン・ヴァイパー, Kurimuzon Vaipā), also known as simply C. Viper, or her nickname Maya (マヤ) is a character in the Street Fighter series of video games. Viper is voiced by Mie Sonozaki in Japanese, and Michelle Ruff in English.",http://en.wikipedia.org/wiki/Crimson_Viper,//upload.wikimedia.org/wikipedia/en/thumb/f/f0/CrimsonViper.png/225px-CrimsonViper.png
Aigis (Shin Megami Tensei: Persona),Shin Megami Tensei: Persona,"Aigis (アイギス, Aigisu, ""Aegis"" in The Episode of Aegis) is a character introduced in the 2006 role-playing game Shin Megami Tensei: Persona 3 by Atlus. She is an android created by the Kirijo Group. She is the last surviving model of their experimental anti-Shadow weapon. Besides possessing a wide variety of high-tech weapons, from machine guns and rocket launchers to long-range guns and ""rocket punches,"" Aigis also has acccess to the power of Persona she uses alongside the main cast to defeat the Shadows attacking mankind. Across the game, Aigis starts showing human-like traits and it is revealed the reason for her attachment to the game's protagonist whom she seeks to be safe.Aigis was created by Shigenori Soejima who despite being bothered by her inclusion in the game as a result of being android, came to find her design one of his favorites due to the amount of freedom he was provided in creating her. Aigis is voiced by Maaya Sakamoto in Japanese and Karen Strassman in English. Critical reception to the character has ranged from mixed to positive with criticism aimed to Karen's work and praise at her character development.",http://en.wikipedia.org/wiki/Aigis_(Shin_Megami_Tensei:_Persona),//upload.wikimedia.org/wikipedia/en/thumb/f/f3/AigisPersona.png/150px-AigisPersona.png
Felicia (Darkstalkers),Darkstalkers,"Felicia (フェリシア, Ferishia) is a fictional character in the Darkstalkers series of fighting games by Capcom. She is a catgirl who first appeared in the 1994 game Darkstalkers: The Night Warriors and its subsequent sequels, later appearing in other Capcom games outside of the Darkstalkers series and related media and merchandise.",http://en.wikipedia.org/wiki/Felicia_(Darkstalkers),//upload.wikimedia.org/wikipedia/en/thumb/f/f4/Darkstalkers-felicia.png/250px-Darkstalkers-felicia.png
