Id,Game,Series,Country,Details,Ban Category,Ban Status,Wikipedia Profile,Image,Summary,Developer,Publisher,Genre,Homepage
Postal II Demo Game - New Zealand,Postal II Demo Game,Postal,New Zealand,"Banned for ""the use of urine in association with degrading and dehumanising conduct, and to tend to promote and support the infliction of extreme violence and extreme cruelty.""",Graphic Violence and Cruelty,Active,https://en.wikipedia.org/wiki/Postal_2,//upload.wikimedia.org/wikipedia/en/thumb/4/4f/Postal_2_cover.png/200px-Postal_2_cover.png,"Postal 2 (stylized as Postal²) is a first-person shooter video game by Running with Scissors, and it is the sequel to the 1997 game Postal. Both are intentionally highly controversial due to high levels of violence and stereotyping. Unlike its predecessor, Postal 2 is played completely in first-person based on the Unreal Engine. Scenes of the game can be seen in the music video of the Black Eyed Peas single ""Where Is the Love?"".In 2004, New Zealand banned Postal 2 due to ""gross, abhorrent content"" (urination, high impact violence, graphic vomiting, animal cruelty, homophobia, racial/ethnic stereotypes, etc.) and Australia later banned the game due to ""excessive abhorrent content"". On May 1, 2007, Malaysia banned the game outright due to ""very high impact violence & offensive depictions of cruelty"". The game is also banned in Germany, France and temporarily banned for sale in Sweden. The games were later legally[citation needed] made available worldwide through GOG.com in 2009 and Desura in 2012, and was successfully greenlit on Steam later that year.The game received a mixed reception from critics upon its release in 2003, with some reviewers going so far as to give the game a score of zero, while others argued in favour of the game's concept and implementation. Regardless, the game was successful enough to receive several expansions and to be included in multiple compilations, and a film adaptation of the game and its predecessor was made in 2008.",Running with Scissors,Whiptail Interactive,First-person shooter,http://www.postal2.com/
RapeLay - Argentina,RapeLay,RapeLay,Argentina,"Banned because the object of the game is to stalk and rape a woman and her two daughters, at least one of whom appears to be underage.",Rape|Sex and Youth,Active,https://en.wikipedia.org/wiki/RapeLay,//upload.wikimedia.org/wikipedia/en/6/6a/Rapelay.jpg,"RapeLay (レイプレイ, Reipurei) is a 3D eroge video game made by Illusion, released on April 21, 2006 in Japan. Compared to Illusion's previous games, the main story is shorter, it features an improved 3D engine, and is mainly played through mouse control. The game centers on a male character who stalks and rapes a mother and her two daughters. Three years after its initial release, the game garnered international attention and controversy for its content. The game was subsequently banned in Argentina, Malaysia, and Thailand for ""graphic depictions of glorification of sexual violence"", and ""sexual content"".",Illusion,Illusion Soft,Eroge,
RapeLay - Indonesia,RapeLay,RapeLay,Indonesia,Excessive pornography and sexual violence.,Sex and Nudity|Sexual Violence,Active,https://en.wikipedia.org/wiki/RapeLay,//upload.wikimedia.org/wikipedia/en/6/6a/Rapelay.jpg,"RapeLay (レイプレイ, Reipurei) is a 3D eroge video game made by Illusion, released on April 21, 2006 in Japan. Compared to Illusion's previous games, the main story is shorter, it features an improved 3D engine, and is mainly played through mouse control. The game centers on a male character who stalks and rapes a mother and her two daughters. Three years after its initial release, the game garnered international attention and controversy for its content. The game was subsequently banned in Argentina, Malaysia, and Thailand for ""graphic depictions of glorification of sexual violence"", and ""sexual content"".",Illusion,Illusion Soft,Eroge,
RapeLay - New Zealand,RapeLay,RapeLay,New Zealand,"Banned because ""it promotes and supports the exploitation of young persons for sexual purposes, and the use of violence to compel a person to submit to sexual conduct.""",Sex and Youth|Graphic Violence and Cruelty|Rape,Active,https://en.wikipedia.org/wiki/RapeLay,//upload.wikimedia.org/wikipedia/en/6/6a/Rapelay.jpg,"RapeLay (レイプレイ, Reipurei) is a 3D eroge video game made by Illusion, released on April 21, 2006 in Japan. Compared to Illusion's previous games, the main story is shorter, it features an improved 3D engine, and is mainly played through mouse control. The game centers on a male character who stalks and rapes a mother and her two daughters. Three years after its initial release, the game garnered international attention and controversy for its content. The game was subsequently banned in Argentina, Malaysia, and Thailand for ""graphic depictions of glorification of sexual violence"", and ""sexual content"".",Illusion,Illusion Soft,Eroge,
Red Dead Redemption - Saudi Arabia,Red Dead Redemption,Red Dead Redemption,Saudi Arabia,"Banned due to nudity, prostitution, violence and cruelty.",Sex and Nudity|Graphic Violence and Cruelty,Active,https://en.wikipedia.org/wiki/Red_Dead_Redemption,//upload.wikimedia.org/wikipedia/en/thumb/a/a7/Red_Dead_Redemption.jpg/256px-Red_Dead_Redemption.jpg,"Red Dead Redemption is a Western action-adventure video game set in an open world environment. It is developed by Rockstar San Diego and published by Rockstar Games. It was released for the PlayStation 3 and Xbox 360 consoles on May 18, 2010. It is the second title in the Red Dead franchise, and is a spiritual successor to 2004's Red Dead Revolver. The game, set during the decline of the American Frontier in the year 1911, follows John Marston, a former outlaw whose wife and son are taken hostage by the government in ransom for his services as a bounty hunter. Having no other choice, Marston sets out to bring the three members of his former gang to justice.Red Dead Redemption is played from a third-person perspective in an open world environment, allowing the player to interact with the game world at their leisure. The player can travel the virtual world, a fictionalized version of the Western United States and Mexico, primarily by horseback and on foot. Gunfights emphasize a gunslinger gameplay mechanic called ""Dead Eye"" that allows players to mark multiple shooting targets on enemies in slow motion. The game makes use of a morality system, by which the player's actions in the game affect their character's levels of honor and fame and how other characters respond to the player. An online multiplayer mode is included with the game, allowing up to 16 players to engage in both co-operative and competitive gameplay in a recreation of the single-player setting.Upon its release, Red Dead Redemption was met with universal critical acclaim, averaging approximately 95/100 and 94% on review aggregate websites Metacritic and GameRankings respectively, making it one of the highest-rated video games of all time. Reviewers praised the game's visuals, dynamically-generated music, voice acting, gameplay, and story, and they gave it several Game of the Year awards. It has ranked highly on several ""Best Games"" lists by various publications. As of September 2011, the game has sold over 12.5 million copies. After the game's release, several downloadable content (DLC) additions were released. Red Dead Redemption: Undead Nightmare, which was also released as a standalone game, added a new single-player experience in which John Marston searches for a cure for an infectious zombie plague that has swept across the Old West. A Game of the Year Edition containing all additional content was released in October 2011.",Rockstar,Rockstar Games,Action|Adventure,http://www.rockstargames.com/reddeadredemption
Red Dead Redemption - United Arab Emirates,Red Dead Redemption,Red Dead Redemption,United Arab Emirates,"Initially banned, likely due to nudity. Ban later lifted circa two months after official release date.",Sex and Nudity,Ban Lifted,https://en.wikipedia.org/wiki/Red_Dead_Redemption,//upload.wikimedia.org/wikipedia/en/thumb/a/a7/Red_Dead_Redemption.jpg/256px-Red_Dead_Redemption.jpg,"Red Dead Redemption is a Western action-adventure video game set in an open world environment. It is developed by Rockstar San Diego and published by Rockstar Games. It was released for the PlayStation 3 and Xbox 360 consoles on May 18, 2010. It is the second title in the Red Dead franchise, and is a spiritual successor to 2004's Red Dead Revolver. The game, set during the decline of the American Frontier in the year 1911, follows John Marston, a former outlaw whose wife and son are taken hostage by the government in ransom for his services as a bounty hunter. Having no other choice, Marston sets out to bring the three members of his former gang to justice.Red Dead Redemption is played from a third-person perspective in an open world environment, allowing the player to interact with the game world at their leisure. The player can travel the virtual world, a fictionalized version of the Western United States and Mexico, primarily by horseback and on foot. Gunfights emphasize a gunslinger gameplay mechanic called ""Dead Eye"" that allows players to mark multiple shooting targets on enemies in slow motion. The game makes use of a morality system, by which the player's actions in the game affect their character's levels of honor and fame and how other characters respond to the player. An online multiplayer mode is included with the game, allowing up to 16 players to engage in both co-operative and competitive gameplay in a recreation of the single-player setting.Upon its release, Red Dead Redemption was met with universal critical acclaim, averaging approximately 95/100 and 94% on review aggregate websites Metacritic and GameRankings respectively, making it one of the highest-rated video games of all time. Reviewers praised the game's visuals, dynamically-generated music, voice acting, gameplay, and story, and they gave it several Game of the Year awards. It has ranked highly on several ""Best Games"" lists by various publications. As of September 2011, the game has sold over 12.5 million copies. After the game's release, several downloadable content (DLC) additions were released. Red Dead Redemption: Undead Nightmare, which was also released as a standalone game, added a new single-player experience in which John Marston searches for a cure for an infectious zombie plague that has swept across the Old West. A Game of the Year Edition containing all additional content was released in October 2011.",Rockstar,Rockstar Games,Action|Adventure,http://www.rockstargames.com/reddeadredemption
Requiem: Avenging Angel - Brazil,Requiem: Avenging Angel,Requiem: Avenging Angel,Brazil,Banned because of high impact violence.,Graphic Violence and Cruelty,Active,https://en.wikipedia.org/wiki/Requiem:_Avenging_Angel,//upload.wikimedia.org/wikipedia/en/thumb/f/f9/Requiem_Box_Front_NA.jpg/256px-Requiem_Box_Front_NA.jpg,Requiem: Avenging Angel is a first-person shooter developed by Cyclone Studios and published by 3DO and Ubisoft in April 1999.,Cyclone,3DO|Ubisoft,First-person shooter,http://web.archive.org/web/*/http:/www.3do.com/requiem
Reservoir Dogs - Australia,Reservoir Dogs,Reservoir Dogs,Australia,Banned because of high impact violence and disturbing scenes of torture.,Graphic Violence and Cruelty,Active,https://en.wikipedia.org/wiki/Reservoir_Dogs_(video_game),//upload.wikimedia.org/wikipedia/en/7/79/Reservoir_Dogs_Game_PS2_Front_Cover.JPG,"Reservoir Dogs is a video game based on the Quentin Tarantino film of the same name. Released in 2006, it garnered mostly mediocre reviews and caused minor controversies for its violence, being banned in Australia and New Zealand.",Volatile Games,Eidos Interactive,Third-person shooter,http://www.eidos.co.uk/gss/reservoirdogs/
Reservoir Dogs - New Zealand,Reservoir Dogs,Reservoir Dogs,New Zealand,Banned because of high impact violence and cruelty.,Graphic Violence and Cruelty,Active,https://en.wikipedia.org/wiki/Reservoir_Dogs_(video_game),//upload.wikimedia.org/wikipedia/en/7/79/Reservoir_Dogs_Game_PS2_Front_Cover.JPG,"Reservoir Dogs is a video game based on the Quentin Tarantino film of the same name. Released in 2006, it garnered mostly mediocre reviews and caused minor controversies for its violence, being banned in Australia and New Zealand.",Volatile Games,Eidos Interactive,Third-person shooter,http://www.eidos.co.uk/gss/reservoirdogs/
Risen - Australia,Risen,Risen,Australia,Banned because of sexual activity and drug use related to incentives and rewards.,Sex related to Incentives|Drug related to Incentives,Active,https://en.wikipedia.org/wiki/Risen_(video_game),//upload.wikimedia.org/wikipedia/en/4/42/Risen.jpg,"Risen is a single-player fantasy-themed action role-playing game by the German company Piranha Bytes, and published by Deep Silver.",Piranha Bytes,Deep Silver,Action|Role-playing,
Saints Row III - United Arab Emirates,Saints Row III,Saints Row,United Arab Emirates,"Banned likely due to sexual themes, excessive violence, and for the use of drugs and alcohol. Ban did not extend to digital versions of the games however.",Sex and Nudity|Graphic Violence and Cruelty|Drug and Alchool Use,Active,https://en.wikipedia.org/wiki/Saints_Row:_The_Third,//upload.wikimedia.org/wikipedia/en/9/98/Saints_Row_The_Third_box_art.jpg,"Saints Row: The Third is a comedic action-adventure video game set in an open world environment. It is developed by Volition, Inc. and published by THQ. It was released on November 15, 2011 in Australia and North America, and was released on November 18, 2011 in Europe for Microsoft Windows, PlayStation 3 and Xbox 360. It is the third title in the Saints Row series, after the release of Saints Row 2 in 2008. As in Saints Row 2, the player controls the leader of the Third Street Saints. The game world is the fictional city of Steelport, and the story focuses on the urban gang war between the Saints and the three gangs. As the gang war intensifies, STAG (Special Tactical Anti-Gang), an elite paramilitary police force led by Commander Cyrus Temple is deployed to Steelport in an attempt to disrupt the violence.",Volition,THQ,Action|Adventure,http://www.saintsrow.com/
Saints Row IV - Australia,Saints Row IV,Saints Row,Australia,"Banned because of sexual violence and drug use related to incentives/rewards. An appeal was lodged but failed.
An edited version was released lacking said content.
",Sexual Violence|Drug related to Incentives,Censored Version Released,https://en.wikipedia.org/wiki/Saints_Row_IV,//upload.wikimedia.org/wikipedia/en/thumb/5/5d/SaintsRowIV.jpg/256px-SaintsRowIV.jpg,"Saints Row IV is a comedy action-adventure video game, developed by Volition and published by Deep Silver. It was released for Microsoft Windows, PlayStation 3 and Xbox 360. It is the fourth installment in the Saints Row series, after the release of Saints Row: The Third in 2011. As in previous titles in the series, the player controls the leader of the Third Street Saints, a street gang, who has now become the president of the United States.The game takes place five years after the events of its predecessor, returning to the fictional city of Steelport, focusing on the Saints fighting an alien invasion as well as simulations of the gangs and enemies from their past.",Volition,Spike Chunsoft|Deep Silver,Action|Adventure,http://www.saintsrow.com
Saints Row IV - United Arab Emirates,Saints Row IV,Saints Row,United Arab Emirates,"Banned likely due to sexual themes, excessive violence, and for the use of drugs and alcohol. Ban did not extend to digital versions of the games however.",Sex and Nudity|Graphic Violence and Cruelty|Drug and Alchool Use,Active,https://en.wikipedia.org/wiki/Saints_Row_IV,//upload.wikimedia.org/wikipedia/en/thumb/5/5d/SaintsRowIV.jpg/256px-SaintsRowIV.jpg,"Saints Row IV is a comedy action-adventure video game, developed by Volition and published by Deep Silver. It was released for Microsoft Windows, PlayStation 3 and Xbox 360. It is the fourth installment in the Saints Row series, after the release of Saints Row: The Third in 2011. As in previous titles in the series, the player controls the leader of the Third Street Saints, a street gang, who has now become the president of the United States.The game takes place five years after the events of its predecessor, returning to the fictional city of Steelport, focusing on the Saints fighting an alien invasion as well as simulations of the gangs and enemies from their past.",Volition,Spike Chunsoft|Deep Silver,Action|Adventure,http://www.saintsrow.com
Scarface: The World is Yours - Germany,Scarface: The World is Yours,Scarface,Germany,Banned because of high impact violence and cruelty.,Graphic Violence and Cruelty,Active,https://en.wikipedia.org/wiki/Scarface:_The_World_is_Yours,//upload.wikimedia.org/wikipedia/en/thumb/f/f0/The_World_is_Yours.jpg/250px-The_World_is_Yours.jpg,"Scarface: The World Is Yours is a video game developed by Radical Entertainment and published by Sierra Entertainment. The game is based on and is a quasi-sequel to the 1983 motion picture Scarface. It was released on the PC, PlayStation 2, and Xbox on October 8, 2006 and on the Wii on June 12, 2007.",Radical Entertainment,Sierra,Action|Adventure,
Shellshock II: Blood Trails - Australia,Shellshock II: Blood Trails,Shellshock,Australia,Banned because of high impact gory violence throughout.,Graphic Violence and Cruelty,Active,https://en.wikipedia.org/wiki/Shellshock_2:_Blood_Trails,//upload.wikimedia.org/wikipedia/en/0/0f/Shellshock_2.jpg,"Shellshock 2: Blood Trails is a first-person shooter video game that is set during the Vietnam War. It was released for PC, PlayStation 3 and Xbox 360 platforms on February 13, 2009 in Europe and February 24, 2009 in North America. It was developed by Rebellion Developments and published by Eidos Interactive. It is the sequel to the 2004 video game Shellshock: Nam '67.",Rebellion Developments,Eidos Interactive,First-person shooter,
Silent Hill VI: Homecoming - Australia,Silent Hill VI: Homecoming,Silent Hill,Australia,"Banned because of a high impact torture scene involving drilling into body parts.
Konami has since modified this part of the game.",Graphic Violence and Cruelty,Censored Version Released,https://en.wikipedia.org/wiki/Silent_Hill:_Homecoming,//upload.wikimedia.org/wikipedia/en/f/f1/Silent_Hill_Homecoming.jpg,"Silent Hill: Homecoming is the sixth installment in the Silent Hill survival horror video game series, developed by Double Helix Games. The game was announced on July 11, 2007 by Konami at their E3 press conference, and was originally entitled Silent Hill V. This entry follows the journey of Alex Shepherd, a soldier returning from war, to his hometown of Shepherd's Glen, where he finds the town in disarray, and his younger brother missing. As he continues on his search to find his younger brother, he discovers more about the Order—the cult of Silent Hill—as well as the town's history, and his own past.The game was released on September 30, 2008 in North America for the PlayStation 3 and Xbox 360, and the Microsoft Windows version was released for North, Central and South America on November 6, 2008 exclusively through Valve's Steam digital content delivery service. All versions were simultaneously released in Europe, including a retail Microsoft Windows version, on February 27, 2009. The Japanese version was cancelled.",Double,Konami,Survival|Horror,http://www.konami.com/games/silent-hill:-homecoming
Silent Hill VI: Homecoming - Germany,Silent Hill VI: Homecoming,Silent Hill,Germany,Banned because of high impact violence and cruelty.,Graphic Violence and Cruelty,Active,https://en.wikipedia.org/wiki/Silent_Hill:_Homecoming,//upload.wikimedia.org/wikipedia/en/f/f1/Silent_Hill_Homecoming.jpg,"Silent Hill: Homecoming is the sixth installment in the Silent Hill survival horror video game series, developed by Double Helix Games. The game was announced on July 11, 2007 by Konami at their E3 press conference, and was originally entitled Silent Hill V. This entry follows the journey of Alex Shepherd, a soldier returning from war, to his hometown of Shepherd's Glen, where he finds the town in disarray, and his younger brother missing. As he continues on his search to find his younger brother, he discovers more about the Order—the cult of Silent Hill—as well as the town's history, and his own past.The game was released on September 30, 2008 in North America for the PlayStation 3 and Xbox 360, and the Microsoft Windows version was released for North, Central and South America on November 6, 2008 exclusively through Valve's Steam digital content delivery service. All versions were simultaneously released in Europe, including a retail Microsoft Windows version, on February 27, 2009. The Japanese version was cancelled.",Double,Konami,Survival|Horror,http://www.konami.com/games/silent-hill:-homecoming
Singles: Flirt Up Your Life - Australia,Singles: Flirt Up Your Life,Singles: Flirt Up Your Life,Australia,Banned because of sexuality and nudity in relation to incentives and rewards.,Sex related to Incentives,Active,https://en.wikipedia.org/wiki/Singles:_Flirt_Up_Your_Life,//upload.wikimedia.org/wikipedia/en/thumb/b/b4/Singles_Flirt_Up_Your_Life.jpg/252px-Singles_Flirt_Up_Your_Life.jpg,"Singles: Flirt Up Your Life is a video game developed by Rotobee and published by German company Deep Silver in 2004.It is very similar to The Sims in that the player is responsible for characters who have to be taken care of, such as by ordering them to eat, sleep, go to work, etc.The game is available for sale via download from the company's website, with payment required to continue playing after the one-hour time limit expires.The CD-ROM version sold in the USA censors any nudity throughout the game.",Rotobee,Deep Silver,Simulation,http://www.singles-the-game.com/
Soldier of Fortune III: Payback - Australia,Soldier of Fortune III: Payback,Soldier of Fortune,Australia,"Banned because of high impact violence involving graphic depictions of dismemberment.
Activision has since modified the game to receive an MA15+ rating.",Graphic Violence and Cruelty,Censored Version Released,https://en.wikipedia.org/wiki/Soldier_of_Fortune:_Payback,//upload.wikimedia.org/wikipedia/en/d/d7/Soldier_of_Fortune_Payback_Game_Cover.jpg,"Soldier of Fortune: Payback is the third installment of the Soldier of Fortune game series. Unlike the previous two Soldier of Fortune games, which were developed by Raven Software utilizing the Quake 2 and Quake 3 engines, Payback was developed by Cauldron HQ, developed with Cauldron's in-house CloakNT engine, used in their previous first person shooter game, Chaser. This game is the first game of the series released for the Xbox 360 and PlayStation 3. The game was released on 14 November 2007.",Cauldron,Activision,First-person shooter,
Soldier of Fortune III: Payback - Germany,Soldier of Fortune III: Payback,Soldier of Fortune,Germany,"Banned due to high levels of gore (decapitations, dismemberments, and excessive blood-letting)",Graphic Violence and Cruelty,Active,https://en.wikipedia.org/wiki/Soldier_of_Fortune:_Payback,//upload.wikimedia.org/wikipedia/en/d/d7/Soldier_of_Fortune_Payback_Game_Cover.jpg,"Soldier of Fortune: Payback is the third installment of the Soldier of Fortune game series. Unlike the previous two Soldier of Fortune games, which were developed by Raven Software utilizing the Quake 2 and Quake 3 engines, Payback was developed by Cauldron HQ, developed with Cauldron's in-house CloakNT engine, used in their previous first person shooter game, Chaser. This game is the first game of the series released for the Xbox 360 and PlayStation 3. The game was released on 14 November 2007.",Cauldron,Activision,First-person shooter,
Sonic Blast Man - United States,Sonic Blast Man,Sonic Blast Man,United States,Recalled and banned (due to federal law prohibiting resale of recalled items) from American arcades due to safety issues surrounding the game's punching bag controller,Safety Issues,Active,https://en.wikipedia.org/wiki/Sonic_Blast_Man,//upload.wikimedia.org/wikipedia/en/b/b4/Sonic_Blast_Man_Poster.png,"Sonic Blastman (ソニックブラストマン) is a video game franchise by Taito starred by the titular superhero, Sonic Blastman. The game originally started as an arcade game, but eventually made its way to the Super NES, with much different gameplay. Both versions received a sequel.",Taito Corporation,Taito,Beat 'em up,
South Park: The Stick of Truth - Australia,South Park: The Stick of Truth,South Park,Australia,"Banned due to a scene of sexual violence involving minors.
A version was released replacing said scene with a title card.",Sexual Violence|Sex and Youth,Censored Version Released,https://en.wikipedia.org/wiki/South_Park:_The_Stick_of_Truth,//upload.wikimedia.org/wikipedia/en/f/f3/SouthParkTheStickOfTruth.jpg,"South Park: The Stick of Truth is a 2014 role-playing video game developed by Obsidian Entertainment in collaboration with South Park Digital Studios, and released by Ubisoft for the PlayStation 3 and Xbox 360 video game consoles, and Microsoft Windows. Based on the American adult animated television series South Park, The Stick of Truth follows The New Kid, who has moved to the eponymous town, and becomes involved in an epic role-play fantasy war involving humans, wizards, and elves, fighting for control of the all-powerful Stick of Truth. Their game quickly escalates out of control, bringing them into conflict with aliens, Nazi zombies, and gnomes, and threatening the entire town with destruction.Development began in 2009 after South Park creators Trey Parker and Matt Stone approached Obsidian about making a role-playing game designed to look exactly like the TV series. The pair remained involved throughout the game's production, writing its script, consulting on the design, and voicing many of the characters, as they do on the show. The Stick of Truth's production was turbulent, seeing it move release dates multiple times, from its initial date in March 2013, to its eventual release in March 2014, and a change in publisher, surviving the bankruptcy of original publisher THQ. The game's rights were purchased by Ubisoft in early 2013.The game was subject to censorship in some regions, based on content including abortions and Nazi imagery; Parker and Stone replaced the scenes with detailed explanations of what occurs in each scene. The Stick of Truth was released to generally positive reviews, which praised the comedic script, visual style, and faithfulness to the source material. It received criticism for a lack of challenge in combat, and technical issues that slowed or impeded progress.",South Park|Obsidian Entertainment,Ubisoft,Role-playing,http://www.stickoftruth.com/
Spec Ops XI: The Line - United Arab Emirates,Spec Ops XI: The Line,Spec Ops,United Arab Emirates,"Banned likely due to the game's fictional depiction of the U.A.E.'s real-life city of Dubai in a state of ravage and destruction. Unlike other banned games, the NMC had extended their focus for this title going far as to issue the TRA to block the game's official website and subsequently stop the title's distribution throughout the rest of the GCC, as well as Jordan, and Lebanon. Local retailers, such as Geekay Games, are not even able to sell the game via their online shops to U.A.E. residents. Digital distribution platform Steam does not offer the game in the region, although that is likely the publisher's decision. It is currently unknown whether the game would be available via PSN's official Middle Eastern hub.",Ideological and/or Religious Reasons,Active,https://en.wikipedia.org/wiki/Spec_Ops:_The_Line,//upload.wikimedia.org/wikipedia/en/thumb/5/57/Spec_Ops_The_Line_cover.png/250px-Spec_Ops_The_Line_cover.png,"Spec Ops: The Line is a 2012 third-person shooter video game developed by Yager Development and published by 2K Games. It was released on 26 June 2012 in North America and 29 June 2012 in Europe for Microsoft Windows, and the Xbox 360 and PlayStation 3 consoles. It is the eleventh title in the Spec Ops series, and the first entry since Spec Ops: Airborne Commando in 2002.In Spec Ops: The Line, the player controls Captain Martin Walker, who is sent into a post-catastrophe Dubai with an elite Delta Force team on a reconnaissance mission, where they find dead American soldiers. Upon the finding, Walker declares that the team's mission has changed, and that they will search Dubai for survivors. An online multiplayer mode, developed by Darkside Game Studios, is included with the game, allowing players to engage in both co-operative and competitive gameplay.The writers stated that the premise of the game is influenced by various novellas, including Joseph Conrad's Heart of Darkness, with Konrad replacing Kurtz. Video game critics gave Spec Ops: The Line generally positive reviews. Praise focused on its narrative and themes, while criticism was targeted particularly at the online multiplayer mode and generic third person gameplay. Spec Ops: The Line also won, and was nominated for, several industry awards, including Best Narrative at Machinima's Inside Gaming Awards",Yager Development,2K Games|Digital Tribe Games,Third-person shooter,http://www.specopstheline.com/
State of Decay - Australia,State of Decay,State of Decay,Australia,Banned due to drug use related to incentives and rewards.,Drug related to Incentives,Active,https://en.wikipedia.org/wiki/State_of_Decay_(video_game),//upload.wikimedia.org/wikipedia/en/7/7f/State_of_decay_logo.jpg,"State of Decay is a third person open world stealth zombie-survival horror video game, developed by Undead Labs and published by Microsoft Studios. It was first released for the Xbox 360 on June 5, 2013. A Windows version was released on September 20, 2013 via Steam's Early Access, with an official release following on November 5, 2013.",Undead Labs,Microsoft Studios,Survival|Horror|Stealth,http://undeadlabs.com/about-state-of-decay
Syndicate - Australia,Syndicate,Syndicate,Australia,Banned for high impact violence including depictions of frequent mutilations.,Graphic Violence and Cruelty,Active,https://en.wikipedia.org/wiki/Syndicate_(2012_video_game),//upload.wikimedia.org/wikipedia/en/thumb/a/ae/Syndicate_coverart.jpg/250px-Syndicate_coverart.jpg,"Syndicate is a first-person shooter video game developed by Starbreeze Studios, released on February 21, 2012 for Microsoft Windows, PlayStation 3 and Xbox 360 platforms. It is a reboot of the Syndicate series developed by Bullfrog Productions, changing the genre from a tactical shooter to a first-person shooter.",Starbreeze Studios,Electronic Arts,First-person shooter,http://www.ea.com/syndicate/
The Cat In The Hat - Brazil,The Cat In The Hat,The Cat In The Hat,Brazil,Banned due to a copyright claim by Discovery Communications.,Copyright Infrigment,Active,https://en.wikipedia.org/wiki/The_Cat_in_the_Hat_(film)#Video_game,//upload.wikimedia.org/wikipedia/en/thumb/d/db/Cat_in_the_hat.jpg/220px-Cat_in_the_hat.jpg,"A video game based on The Cat in the Hat film was released for PlayStation 2, Xbox, and Game Boy Advance on November 5, 2003, and PC on November 9, 2003, shortly before the film's theatrical release. A version for the Nintendo GameCube was canceled. The plot of the game is different from the movie; instead of Conrad unlocking the Cat's Crate, Larry Quinn unlocks it and steals the Lock to it. Playing as the Cat, the player must go through thirteen levels through the transformed house and chase down Larry, who is collecting the magic released from the Crate for himself, and defeat him to get the Lock (called the ""Crablock"" in-game) back and re-lock the Crate before the children's mother returns home.[59] The game received critically mixed reviews[38][39][40][42][43][44] (except for the PC version, which received negative reviews).[41][45] The video game was banned in Brazil due to copyright issues.",,Vivendi Games|Universal Interactive|Coktel Studios,,
The Darkness - Germany,The Darkness,The Darkness,Germany,Banned because of Nazi signs in bonus comic.,Ideological and/or Religious Reasons,Active,https://en.wikipedia.org/wiki/The_Darkness_(video_game),//upload.wikimedia.org/wikipedia/en/thumb/1/1c/Darkness_cover.jpg/256px-Darkness_cover.jpg,"The Darkness is a first-person shooter psychological horror video game developed by Starbreeze Studios and published by 2K Games for the PlayStation 3 and Xbox 360. It was released on June 2007 in North America and Europe. The game is based on the comic book of the same title. A sequel, titled The Darkness II was released on February 2012.",Starbreeze Studios,2K Games,First-person shooter,http://www.2kgames.com/thedarkness/
The Darkness - Singapore,The Darkness,The Darkness,Singapore,Banned because of excessive violence. The ban was later lifted for the PlayStation 3 version.,Graphic Violence and Cruelty,Active,https://en.wikipedia.org/wiki/The_Darkness_(video_game),//upload.wikimedia.org/wikipedia/en/thumb/1/1c/Darkness_cover.jpg/256px-Darkness_cover.jpg,"The Darkness is a first-person shooter psychological horror video game developed by Starbreeze Studios and published by 2K Games for the PlayStation 3 and Xbox 360. It was released on June 2007 in North America and Europe. The game is based on the comic book of the same title. A sequel, titled The Darkness II was released on February 2012.",Starbreeze Studios,2K Games,First-person shooter,http://www.2kgames.com/thedarkness/
The Getaway - Australia,The Getaway,The Getaway,Australia,"Originally released uncut with an MA15+, it was later resubmitted and banned due to a scene of high impact torture.
A censored version omitting this scene was later released with an MA15+.",Graphic Violence and Cruelty,Censored Version Released,https://en.wikipedia.org/wiki/The_Getaway_(video_game),//upload.wikimedia.org/wikipedia/en/6/63/The_Getaway_PS2.jpg,"The Getaway is an action-adventure open world video game developed by Team Soho and published by Sony Computer Entertainment Europe for the PlayStation 2 in 2002. The Getaway is the first in the series and is said to have been inspired by British gangland films Get Carter and Snatch. Initially, the release of the game was to coincide with the launch of the PlayStation 2 in 2000, but was delayed by 27 months due to the difficulty of re-creating large areas of London in high resolution.The game focuses on two characters each with their own plot settings, being a police officer in service with the Flying Squad, Detective Constable Frank Carter and an ex-bank robber, Mark Hammond with both plots running parallel and intersecting before concluding in the finale of the game. A sequel entitled The Getaway: Black Monday was released in 2004.",Team Soho,SCEE|SCEA|Capcom,Action|Adventure,http://thegetaway.playstation.com/
