Acquisitions ID,Acquired Company,Acquiring Company,Year of acquisition announcement,Deal announced on,Price,Status,Terms,Acquisition Profile,News,News Link
Symantec acquired MessageLabs in 2008,MessageLabs,Symantec,2008,9/10/2008,"$695,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/8a61236f0cb1d3fa9c42c609b1fc62fd,Symantec acquired MessageLabs,http://www.thealarmclock.com/mt/archives/2008/10/symantec_pays_6.html
Symantec acquired Mi5 Networks in 2009,Mi5 Networks,Symantec,2009,20/03/2009,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/4c78d6e823f1cbd876fe41cb29626280,Symantec acquired Mi5 Networks,http://news.cnet.com/8301-1009_3-10223697-83.html
Symantec acquired Nukona in 2012,Nukona,Symantec,2012,20/03/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/50531faeb496b2907436352f5a75ae33,"Symantec to Acquire Nukona to Help Businesses Embrace ""Bring Your Own Device"" Movement | FreshNews.com",http://www.freshnews.com/news/625996/symantec-acquire-nukona-help-businesses-embrace-bring-your-own-device-movement-
Symantec acquired PasswordBank in 2013,PasswordBank,Symantec,2013,18/07/2013,Undisclosed Amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/129faccf55685035d3d3784f47d9f0fd,,
Symantec acquired PC Tools in 2008,PC Tools,Symantec,2008,18/08/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/50c763c42847f86626ddb1e576904a77,,
Symantec acquired PGP Corporation in 2010,PGP Corporation,Symantec,2010,29/04/2010,"$300,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/db97bad694ca106b466244caa17ec5e0,MarketWatch.com,http://www.marketwatch.com/story/symantec-to-offer-broadest-data-protection-capabilities-with-acquisition-of-pgp-corporation-and-guardianedge-2010-04-29/rescue?SourceUrl=http%3A%2F%2Fwww.marketwatch.com%2Fstory%2Fsymantec-to-offer-broadest-data-protection
Symantec acquired Recourse Technologies in 2002,Recourse Technologies,Symantec,2002,1/08/2002,"$135,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/d08e41b5e37e77cd336094f41a09329b,Symantec to Acquire Recourse Technologies,http://www.symantec.com/press/2002/n020717a.html
Symantec acquired SwapDrive in 2008,SwapDrive,Symantec,2008,1/06/2008,"$123,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/33ece87aa1f782c4f880b699656c415f,Symantec Buys Online Backup Service SwapDrive For $123 Million | TechCrunch,http://techcrunch.com/2008/06/10/symantec-buys-online-backup-service-swapdrive-for-123-million/
Symantec acquired TurnTide in 2004,TurnTide,Symantec,2004,1/07/2004,"$28,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/2c2f44c7dff75026d8b5c1f1552b06dc,Symantec to Turn Tide on Spam - InternetNews.,http://www.internetnews.com/xSP/article.php/3380281/Symantec+to+Turn+Tide+on+Spam.htm
Symantec acquired VeriSign Authentication Services in 2010,VeriSign Authentication Services,Symantec,2010,19/05/2010,"$1,300,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/1998950e516a960d22a032f0d85e5c3f,Symantec buys authentication assets of VeriSign for $1.28B,http://venturebeat.com/2010/05/19/symantec-buys-authentication-assets-of-verisign-for-1-28b/
Symantec acquired Vontu in 2007,Vontu,Symantec,2007,5/11/2007,"$350,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/4450a844e81c96bba7f8529f11647633,Symantec to Acquire Vontu,http://www.symantec.com/about/news/release/article.jsp?prid=20071105_01
Synchronica acquired OZ Communications in 2011,OZ Communications,Synchronica,2011,1/07/2011,"$25,000,000",Complete,Cash,http://www.crunchbase.com/acquisition/a1d9a0d56f31dee7f1438d10cff692ff,Synchronica buys Nokia messaging business for US$25 million,http://www.proactiveinvestors.co.uk/companies/news/30074/synchronica-buys-nokia-messaging-business-for-us25-million-30074.html
Telligent Systems acquired Zimbra in 2013,Zimbra,Telligent Systems,2013,15/07/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/b29f056ec390c1b6b44fc0c56ac9d03c,Telligent Systems acquired Zimbra,http://www.freshnews.com/news/821099/telligent-acquires-zimbra-vmware
Teradata acquired Aprimo in 2010,Aprimo,Teradata,2010,22/12/2010,"$525,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0de65457f67a8a8ca756a67403f85980,Teradata Buys Marketing Automation Software Company Aprimo For $525M | TechCrunch,http://techcrunch.com/2010/12/22/teradata-buys-marketing-automation-software-company-aprimo-for-525m/
Teradata acquired Aster Data Systems in 2011,Aster Data Systems,Teradata,2011,3/03/2011,"$263,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/ccaaff4e63e28c16b82ce001b8c2f814,Big Pay Day For Big Data. Teradata Buys Aster Data For $263 Million | TechCrunch,http://techcrunch.com/2011/03/03/teradata-buys-aster-data-263-million/
Teradata acquired eCircle in 2012,eCircle,Teradata,2012,2/05/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/905f52148330625defc042e9c2ea6147,BetaNews,http://betanews.com/
Teradata acquired Hadapt in 2014,Hadapt,Teradata,2014,22/07/2014,Undisclosed amount,Complete,Undisclosed,http://www.crunchbase.com/acquisition/60af68e629b89b4367d758dc73682007,Teradata Acquires Revelytix Hadapt,http://www.datanami.com/2014/07/22/teradata-acquires-revelytix-hadapt/
Teradata acquired Revelytix in 2014,Revelytix,Teradata,2014,22/07/2014,Undisclosed amount,Complete,Undisclosed,http://www.crunchbase.com/acquisition/789f4f7b6a7d028d9a07a8b23680bdae,Teradata Acquires Revelytix Hadapt,http://www.datanami.com/2014/07/22/teradata-acquires-revelytix-hadapt/
Teradata acquired Think Big Analytics in 2104,Think Big Analytics,Teradata,2104,3/09/2014,Undisclosed amount,Complete,Undisclosed,http://www.crunchbase.com/acquisition/2ed59907eb98ac9c0da944abbe642d3f,"Teradata acquires Hadoop consulting firm Think Big Analytics | ZDNet, Teradata Acquires Think Big Analytics to Accelerate Growth of its Hadoop and Big Data Consulting Capability","http://www.zdnet.com/teradata-acquires-hadoop-consulting-firm-think-big-analytics-7000033220/, http://www.teradata.com/News-Releases/2014/Teradata-Acquires-Think-Big-Analytics-to-Accelerate-Growth-of-its-Hadoop-and-Big-Data-Consulting-Capability/"
Teradata acquired xkoto in 2010,xkoto,Teradata,2010,26/05/2010,Undisclosed amount,Complete,Undisclosed,http://www.crunchbase.com/acquisition/71de80db077ccfe7638fb1dd9368cbda,Teradata Buys Xkoto | Xconomy,http://www.xconomy.com/boston/2010/05/26/report-teradata-buys-xkoto/
Terremark Worldwide acquired Terremark Worldwide in 2009,Terremark Worldwide,Terremark Worldwide,2009,12/11/2009,"$11,500,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/d6725f2f69edad523662a8ed9cef974f,Terremark Worldwide acquired Terremark Worldwide,http://www.freshnews.com/news/243196/terremark-acquires-leading-data-storage-company
Toluna acquired Greenfield Online in 2009,Greenfield Online,Toluna,2009,26/06/2009,"$51,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/2ace2eaa14a1beb2f4e0250e772e3e06,Toluna buys Greenfield Online survey business for $40m | News | Research,http://www.research-live.com/news/m-and-a/toluna-buys-greenfield-online-survey-business-for-$40m/4000346.article
Tribune Company acquired Gracenote in 2013,Gracenote,Tribune Company,2013,23/12/2013,"$170,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/70a3beb68338a319b38c6760d214db42,Sony to Sell Gracenote Business to Tribune for $170 Million,http://www.bloomberg.com/news/2013-12-23/tribune-to-buy-sony-s-gracenote-music-data-unit-for-170-million.html
Twitter acquired AdGrok in 2011,AdGrok,Twitter,2011,31/05/2011,"$10,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/77963d623da8ccfca5469e34e11839ba,Twitter acquired AdGrok,http://www.ibtimes.com/twitter-said-acquire-adgrok-287203
Twitter acquired Atebits in 2010,Atebits,Twitter,2010,9/04/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/b77b165eca30d0b0a0d8a836bdba654a,Twitter for iPhone | Twitter Blogs,https://blog.twitter.com/2010/twitter-iphone-0
Twitter acquired BackType in 2011,BackType,Twitter,2011,5/07/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/5a343e16a95718ee523b56c1429753ee,Twitter Acquires Social Analytics Platform BackType | TechCrunch,http://techcrunch.com/2011/07/05/twitter-acquires-social-analytics-startup-backtype/
Twitter acquired Bagcheck in 2011,Bagcheck,Twitter,2011,8/08/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/83a9485f028476c8366a99ae876b6fc5,Twitter Acquires List Sharing And Discovery Platform Bagcheck Sam Pullara Joins Engineering Team | TechCrunch,http://techcrunch.com/2011/08/08/twitter-acquires-sharing-and-discovery-platform-bagcheck/
Twitter acquired Bluefin Labs in 2013,Bluefin Labs,Twitter,2013,4/02/2013,"$80,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/c22a54c707837e5a938ccca5fbac97e4,Twitter acquired Bluefin Labs,http://bostinno.streetwise.co/2013/03/04/how-twitter-came-to-boston-the-story-behind-two-very-different-acquisitions/
Twitter acquired Cabana in 2012,Cabana,Twitter,2012,18/10/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/b8bf2515cdaebdda0db86be2dcd3a609,FinSMEs | Twitter Acquires Cabana,http://www.finsmes.com/2012/10/twitter-acquires-cabana.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
Twitter acquired CardSpring in 2014,CardSpring,Twitter,2014,17/07/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/c7a726e438ef2dd69928d284d105ca1e,Twitter Acquires CardSpring To Power In-Tweet Commerce And Offers | TechCrunch,http://techcrunch.com/2014/07/17/twitter-cardspring/
Twitter acquired Cloudhopper in 2010,Cloudhopper,Twitter,2010,22/04/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/1cac37e8b9a82f263a1012bc9d60f383,Twitter Buys Cloudhopper To Bolster Its SMS Service | TechCrunch,http://techcrunch.com/2010/04/23/twitter-buys-cloudhopper-to-bolster-its-sms-service/
Twitter acquired Clutch.io in 2012,Clutch.io,Twitter,2012,13/08/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/c1cbbc19b0cf2250182444aa9c70f3cb,Twitter Strengthens Its Mobile Platform: Buys A/B App Tester Clutch.io Shutting Down Service In November | TechCrunch,http://techcrunch.com/2012/08/13/twitter-strengthens-its-mobile-platform-buys-ab-app-tester-clutch-io-shutting-down-service-in-november/
Twitter acquired Cover Lockscreen in 2014,Cover Lockscreen,Twitter,2014,7/04/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f7513253e5e7b3b05c76a309cc1ee0ca,Twitter Acquires Android Lockscreen App Cover Moves Deeper Into Mobile Services | TechCrunch,http://techcrunch.com/2014/04/07/twitter-acquires-android-lockscreen-app-cover-moves-deeper-into-mobile-services/
Twitter acquired Crashlytics in 2013,Crashlytics,Twitter,2013,28/01/2013,"$100,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0a1c0bfd0f2a7cde437d975571767835,Twitter's Boston Acquisitions: Crashlytics Tops $100M Bluefin Labs Close Behind | Xconomy,http://www.xconomy.com/boston/2013/02/05/twitters-boston-acquisitions-crashlytics-tops-100m-bluefin-labs-close-behind/
Twitter acquired Dabble DB in 2010,Dabble DB,Twitter,2010,10/06/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f3d1a27d1eaf9a2002d541f1bf555792,,
Twitter acquired Dasient in 2012,Dasient,Twitter,2012,24/01/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0239024c0081a335e67589bf7f16fd1a,Twitter Just Acquired A Huge Anti-Spam Startup,http://www.businessinsider.com/twitter-dasient-2012-1
Twitter acquired Fluther in 2010,Fluther,Twitter,2010,21/12/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a12cfc18b7c2e3d1512b773df28c7b0a,"Q: Why Did Twitter Acqhire Fluther? A: ""Search Is Mature"" Social Q&A Is Still ""Wide Open"" | TechCrunch",http://techcrunch.com/2010/12/21/fluther-twitter/
Twitter acquired Gnip in 2014,Gnip,Twitter,2014,11/08/2014,"$134,000,000",Pending,"Cash, Stock",http://www.crunchbase.com/acquisition/9952c726fea05b0f0ff5cc26bfce8423,Twitter Paid $134 Million for Gnip,http://recode.net/2014/08/11/twitter-paid-134-million-for-gnip/
Twitter acquired Hotspots.io in 2012,Hotspots.io,Twitter,2012,17/04/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/2e8fffadeae8d3744997e6481e52c5ff,Twitter Acquires Social Analytics Startup Hotspots.io | TechCrunch,http://techcrunch.com/2012/04/16/twitter-acquires-hotspots-io/#comment-box
Twitter acquired Julpan in 2011,Julpan,Twitter,2011,21/09/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/37d92686a87706d5697278a1a07799bb,Twitter acquired Julpan,http://techcrunch.com/2011/09/21/twitter-julpan/
Twitter acquired Lucky Sort in 2013,Lucky Sort,Twitter,2013,13/05/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/65c5090af56f350c01af12f4f43ee928,Twitter Acquires Data-Mining Startup Lucky Sort,http://pevc.dowjones.com/article?an=DJFVW00020130513e95dqj94v&from=alert&pid=32&ReturnUrl=http%3a%2f%2fpevc.dowjones.com%3a80%2farticle%3fan%3dDJFVW00020130513e95dqj94v%26from%3dalert%26pid%3d32
Twitter acquired Marakana in 2013,Marakana,Twitter,2013,13/08/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/5ba701bb38a1299e127c09430cc5f1e3,Twitter Buys Open Source Training Company Marakana To Power New “Twitter University” For Engineers | TechCrunch,http://techcrunch.com/2013/08/13/twitter-buys-open-source-training-company-markana-to-power-new-twitter-university-for-engineers/
Twitter acquired Mesagraph in 2014,Mesagraph,Twitter,2014,31/03/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e5b75b1273a3365bfad6eca707fd0c6f,Twitter Buys Frances Mesagraph And UKs SecondSync To Ramp Up Social TV Efforts In Europe | TechCrunch,http://techcrunch.com/2014/03/31/twitter-buys-frances-mesagraph-to-ramp-up-social-tv-work-in-euroupe/
Twitter acquired Mitro in 2014,Mitro,Twitter,2014,31/07/2014,Undisclosed amount,Pending,Undisclosed,http://www.crunchbase.com/acquisition/35498cd95b58eeb4f88d4e6c3f74529e,Twitter Acquires Password Security Startup Mitro Open Sources Its Product | TechCrunch,http://techcrunch.com/2014/07/31/twitter-mitro/
Twitter acquired Mixer Labs in 2009,Mixer Labs,Twitter,2009,23/12/2009,"$5,200,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0daa7e6885f8a6f6d42912ef04d1e340,Twitter acquired Mixer Labs,http://www.techcrunch.com/2009/12/23/twitter-acquires-mixer-labs/
Twitter acquired MoPub in 2013,MoPub,Twitter,2013,9/09/2013,"$350,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/5bc7904be4ea5f7d65ceb4f786a74dd5,Twitter Buys MoPub For $350M To Up The Ante In Mobile Advertising | TechCrunch,http://techcrunch.com/2013/09/09/twitter-said-to-acquire-mopub/
Twitter acquired Namo Media in 2014,Namo Media,Twitter,2014,5/06/2014,"$50,000,000",Pending,Undisclosed,http://www.crunchbase.com/acquisition/9242c50a0af42eb18287760d7135794b,Twitter Buys Mobile Native Ad Startup Namo Media For Around $50M | TechCrunch,http://techcrunch.com/2014/06/05/twitter-buys-namo-media-to-expand-its-native-ads-offering/?ncid=rss
Twitter acquired Posterous in 2012,Posterous,Twitter,2012,12/03/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/9022f3081e2fd112a844d48818984579,,
Twitter acquired SecondSync in 2014,SecondSync,Twitter,2014,31/03/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/fc69ecad74b6faada9c7046c35977284,Twitter Buys Frances Mesagraph And UKs SecondSync To Ramp Up Social TV Efforts In Europe | TechCrunch,http://techcrunch.com/2014/03/31/twitter-buys-frances-mesagraph-to-ramp-up-social-tv-work-in-euroupe/
Twitter acquired Smallthought Systems in 2010,Smallthought Systems,Twitter,2010,10/06/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/295963b9da5f8314840eb06d5f7c239a,Twitter acquired Smallthought Systems,http://paidcontent.org/article/419-twitter-buys-analytics-startup-smallthought-systems/
Twitter acquired SnappyTV in 2014,SnappyTV,Twitter,2014,19/06/2014,Undisclosed amount,Pending,Undisclosed,http://www.crunchbase.com/acquisition/f2231b2a0aa32ebaa0e326b20a10e15b,Twitter Acquires SnappyTV To Expand Offerings For Live Media Partners | TechCrunch,http://techcrunch.com/2014/06/19/twitter-acquires-snappytv-to-expand-offerings-for-live-media-partners/
Twitter acquired Spindle in 2013,Spindle,Twitter,2013,19/06/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/bc808c09c30549bc1e0909574bee0f2e,Twitter Acquires Local Discovery Startup Spindle Will End Spindle Service | TechCrunch,http://techcrunch.com/2013/06/19/twitter-acquires-local-discovery-startup-spindle-will-end-spindle-service/
Twitter acquired Summify in 2012,Summify,Twitter,2012,19/01/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/95062cbffcbe9d81e20c73b80ffb5f88,Twitter Acquires Shuts Down Social News Startup Summify | TechCrunch,http://techcrunch.com/2012/01/19/twitter-acquires-summify/
Twitter acquired Summize in 2008,Summize,Twitter,2008,15/07/2008,"$15,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/a3faf570ad94c5721e6613406d4d7342,Twitter Buys Summize For About $15M: Gets Search - And Maybe A Business Model,http://www.businessinsider.com/2008/7/twitter-buys-summize-for-about-15m-stock-and-cash
Twitter acquired TapCommerce in 2014,TapCommerce,Twitter,2014,30/06/2014,"$100,000,000",Complete,Undisclosed,http://www.crunchbase.com/acquisition/f5447250a2c6209994e0e8f98a7684d6,Twitter Confirms Acquisition Of Mobile Ad Retargeting Startup TapCommerce | TechCrunch,http://techcrunch.com/2014/06/30/twitter-acquires-tapcommerce/
Twitter acquired Trendrr in 2013,Trendrr,Twitter,2013,28/08/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/adbd70428e23d2459b8fc7e0ccb2d08f,With Trendrr Acquisition Twitter Continues To Beef Up Its Social TV Efforts | TechCrunch,http://techcrunch.com/2013/08/28/twitter-continues-to-beef-up-its-social-tv-efforts-with-trendrr-acquisition/
Twitter acquired TweetDeck in 2011,TweetDeck,Twitter,2011,2/05/2011,"$40,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/c038b8180cc06c08512e62791571b957,Twitter To Buy TweetDeck For $40 Million – $50 Million | TechCrunch,http://techcrunch.com/2011/05/02/twitter-to-buy-tweetdeck-for-40-million-50-million/
Twitter acquired Ubalo in 2013,Ubalo,Twitter,2013,9/05/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/c73e4cd2a6967ff3df04473c9ef1eb4a,Twitter Acquires Palo Alto-Based Scalable Computing Startup Ubalo | TechCrunch,http://techcrunch.com/2013/05/09/twitter-acquires-palo-alto-based-scalable-computing-startup-ubalo/
Twitter acquired Values of n in 2008,Values of n,Twitter,2008,24/11/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/077a35e737f1f952445e11fa361e417e,Twitter acquired Values of n,http://www.valuesofn.com/blog/2008/11/fork-in-road.html
Twitter acquired Vine in 2012,Vine,Twitter,2012,9/10/2012,"$30,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/eaeb610cc79df4b31644bb7981abea9a,Jack Dorsey Still Has Pull at Twitter. Just Ask the Vine Guys.,http://allthingsd.com/20121025/jack-dorsey-still-has-pull-at-twitter-just-ask-the-vine-guys/
Twitter acquired Whisper Systems in 2011,Whisper Systems,Twitter,2011,28/11/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/b6b099c286caa33a1327d3e86e615316,Twitter acquires Android security startup Whisper Systems,http://venturebeat.com/2011/11/28/twitter-buys-whisper-systems/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+Venturebeat_deals+%28VentureBeat+%C2%BB+Deals+%26+More%29
Verizon Communications acquired Alltel in 2008,Alltel,Verizon Communications,2008,5/06/2008,"$28,100,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7dc8b0602a075a11626733e3847010dc,Verizon Communications acquired Alltel,http://www.marketwatch.com/story/verizon-to-acquire-alltel-in-281-billion-deal
Verizon Communications acquired CloudSwitch in 2011,CloudSwitch,Verizon Communications,2011,25/08/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/b6c55bc04908b63254a7e952ff77a122,Verizon acquires enterprise services provider CloudSwitch,http://venturebeat.com/2011/08/25/verizon-acquires-enterprise-services-provider-cloudswitch/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+Venturebeat_deals+%28VentureBeat+%C2%BB+Deals+%26+More%29
Verizon Communications acquired EdgeCast Networks in 2013,EdgeCast Networks,Verizon Communications,2013,9/12/2013,"$350,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/01e6f6c930af384bd12cc948891d0828,Verizon Confirms EdgeCast Acquisition Adding Over 6K Customers To Its Content Delivery Business | TechCrunch,http://techcrunch.com/2013/12/09/verizon-confirms-edgecast/
Verizon Communications acquired Hughes Telematics in 2012,Hughes Telematics,Verizon Communications,2012,1/06/2012,"$612,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/c9f30ef0736300b9cda40222a9f79279,UPDATE 1-Verizon to buy Hughes Telematics for $612 million,http://www.reuters.com/article/2012/06/01/verizon-acquisition-idUSL4E8H168520120601
Verizon Communications acquired MCI in 2005,MCI,Verizon Communications,2005,14/02/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/5e49cc868aedff68e341b22ecdc1045b,,
Verizon Communications acquired Terremark Worldwide in 2011,Terremark Worldwide,Verizon Communications,2011,3/07/1905,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e3f2ff5705cf9efa2ef156a6c15acdbb,Login - Hoover's,https://subscriber.hoovers.com/H/login/login.html
Verizon Communications acquired UpLynk in 2013,UpLynk,Verizon Communications,2013,13/11/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d7fb828a7ae01f6a17499d65684722d9,Verizon Digital Media Buys upLynk - Analyst Blog,http://www.nasdaq.com/article/verizon-digital-media-buys-uplynk-analyst-blog-cm300702#.UoTsYcRHNnQ.twitter
Vodafone acquired Cable&Wireless Worldwide in 2012,Cable&Wireless Worldwide,Vodafone,2012,23/04/2012,"$1,700,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/2a83808435892e09e99b50c377d8b5e3,Vodafone Buys Cable & Wireless For $1.7B Gives Mobile Carrier Bigger Window On Enterprise Broadband | TechCrunch,http://techcrunch.com/2012/04/22/vodafone-buys-cable-wireless-for-1-7b-gears-up-for-enterprise-broadband/
Vodafone acquired Complete Network Technology in 2011,Complete Network Technology,Vodafone,2011,1/04/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/15b6f383f5eb0a544e85c7426fac2323,Acquisitions,http://www.vodafone.ie/medium-large-business/why-vodafone/acquisitions/
Vodafone acquired Ghana Telecommunications in 2008,Ghana Telecommunications,Vodafone,2008,3/07/2008,"$900,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/dbf59e0731fbfb0e11cc761b6e4e7a3c,Vodafone acquires 70 pct stake in Ghana Telecom,http://www.reuters.com/article/2008/07/03/us-vodafone-ghana-idUSL0358252520080703
Vodafone acquired Hellas Online in 2014,Hellas Online,Vodafone,2014,22/08/2014,"$94,000,000",Pending,Cash,http://www.crunchbase.com/acquisition/d986ccf2136332de040e2f382a997280,Vodafone to acquire Greek operator HOL for EUR 73 mln,http://www.telecompaper.com/news/vodafone-to-acquire-greek-operator-hol-for-eur-73-mln--1032634?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+telecompaper%2FuLYl+%28Telecompaper+Headlines%29
Vodafone acquired Kabel Deutschland in 2013,Kabel Deutschland,Vodafone,2013,24/06/2013,"$10,100,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/47618ccd73f4640ccb6ffcee08aec23a,Vodafone Launches $10.1 Billion Takeover Bid for German Cable TV Operator,http://www.cellular-news.com/story/60631.php?s=tw
Vodafone acquired ONO in 2014,ONO,Vodafone,2014,17/03/2014,"$10,000,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/aa10e30ba2c29ceb6501a495d63b36f0,Vodafone buys Ono for $10B to offer mobile fixed-line and TV bundles in Spain,http://gigaom.com/2014/03/17/vodafone-buys-ono-for-10b-to-offer-mobile-fixed-line-and-tv-bundles-in-spain/
Vodafone acquired Unified Communications in 2009,Unified Communications,Vodafone,2009,16/01/2009,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/101492b82634e9b79aa868de32be16ac,,
Vodafone acquired Wayfinder in 2008,Wayfinder,Vodafone,2008,8/12/2008,"$31,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/4fe598f6c13b6ccf9282ee43f17f88c2,Vodafone Acquires Sweden's WayFinder For €24 Million | TechCrunch,http://techcrunch.com/2008/12/08/vodafone-acquires-swedens-wayfinder-for-e24-million/
Vodafone acquired ZYB in 2008,ZYB,Vodafone,2008,16/05/2008,"$40,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/4a2935bdd8cb5a8df438b78888e05c4b,Danish Mobile Social Network ZYB Acquired By Vodafone For €31.5 million | TechCrunch,http://techcrunch.com/2008/05/16/danish-mobile-social-network-zyb-acquired-by-vodafone-for-e315-million/
Yahoo acquired Luminate in 2014,Luminate,Yahoo,2014,7/09/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/2ec9fc61aba0489d12eddc97439abcde,Yahoo Acquires- Shuts Down Luminate- An Interactive Image Platform | TechCrunch,http://techcrunch.com/2014/09/05/yahoo-acquires-shuts-down-luminate-an-interactive-image-platform/
Yahoo! acquired 3721 Internet Assistant in 2004,3721 Internet Assistant,Yahoo,2004,1/01/2004,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/63f66551424cebc370590d4328dafab3,,
Yahoo! acquired 5to1 in 2011,5to1,Yahoo,2011,1/05/2011,"$30,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/323241e34feef5e6afb4bd980a2cc807,Yahoo To Acquire Advertising Platform 5:1 | TechCrunch,http://techcrunch.com/2011/05/11/yahoo-to-acquire-advertising-platform-51/
