ID,Traded Currencies,Percentage of Market,Source,Volume (17 Oct. '14),Price,Volume (%)
BTER - LottoShares / Bitcoin,"LottoShares, Bitcoin",0.00%,BTER,$1,$0.00,100.00 %
Counterparty DEX - LTBcoin / Bitcoin,"LTBcoin, Bitcoin",0.00%,Counterparty DEX,$0,$0.00,0.00 %
Melotic - LTBcoin / Bitcoin,"LTBcoin, Bitcoin",0.00%,Melotic,$0,$0.00,0.00 %
Poloniex - LTBcoin / Bitcoin,"LTBcoin, Bitcoin",0.00%,Poloniex,$9,$0.00,100.00 %
Cryptsy - Luckycoin / Bitcoin,"Luckycoin, Bitcoin",0.00%,Cryptsy,$31,$0.00,89.15 %
Cryptsy - Luckycoin / Ripple,"Luckycoin, Ripple",0.00%,Cryptsy,$4,$0.00,10.85 %
Cryptsy - Lycancoin / Bitcoin,"Lycancoin, Bitcoin",0.00%,Cryptsy,$6,$0.00,100.00 %
C-CEX - Magi / Bitcoin,"Magi, Bitcoin",0.00%,C-CEX,$1,$0.01,0.99 %
Cryptoine - Magi / Bitcoin,"Magi, Bitcoin",0.00%,Cryptoine,$80,$0.02,99.01 %
SwissCEX - Magicoin / Bitcoin,"Magicoin, Bitcoin",0.00%,SwissCEX,$13,$0.00,100.00 %
MasterXchange - MaidSafeCoin / Bitcoin,"MaidSafeCoin, Bitcoin",0.03%,MasterXchange,"$9,521",$0.02,97.84 %
Poloniex - MaidSafeCoin / Bitcoin,"MaidSafeCoin, Bitcoin",0.03%,Poloniex,$210,$0.02,2.16 %
Poloniex - MaidSafeCoin / Monero,"MaidSafeCoin, Monero",0.03%,Poloniex,$0,$2.89,0.00 %
Poloniex - Maieuticoin / Bitcoin,"Maieuticoin, Bitcoin",0.00%,Poloniex,$1,$26.73,100.00 %
AllCoin - MammothCoin / Bitcoin,"MammothCoin, Bitcoin",0.00%,AllCoin,$18,$0.00,1.70 %
Bittrex - MammothCoin / Bitcoin,"MammothCoin, Bitcoin",0.00%,Bittrex,"$1,049",$0.00,98.30 %
SwissCEX - Marinecoin / Bitcoin,"Marinecoin, Bitcoin",0.00%,SwissCEX,$2,$0.02,100.00 %
Poloniex - Marscoin / Bitcoin,"Marscoin, Bitcoin",0.00%,Poloniex,$0,$0.00,0.00 %
Bittrex - MaryJane / Bitcoin,"MaryJane, Bitcoin",0.45%,Bittrex,"$152,138",$0.01,97.70 %
Bleutrade - MaryJane / Bitcoin,"MaryJane, Bitcoin",0.45%,Bleutrade,$344,$0.01,0.22 %
C-CEX - MaryJane / Bitcoin,"MaryJane, Bitcoin",0.45%,C-CEX,"$3,245",$0.01,2.08 %
BTER - Mastercoin / Bitcoin,"Mastercoin, Bitcoin",0.00%,BTER,$15,$3.44,0.90 %
Mastercoin DEX - Mastercoin / Bitcoin,"Mastercoin, Bitcoin",0.00%,Mastercoin DEX,$0,$3.82,0.02 %
MasterXchange - Mastercoin / Bitcoin,"Mastercoin, Bitcoin",0.00%,MasterXchange,"$1,661",$3.73,99.07 %
Poloniex - Mastercoin / Bitcoin,"Mastercoin, Bitcoin",0.00%,Poloniex,$0,$3.65,0.00 %
Bittrex - MaxCoin / Bitcoin,"MaxCoin, Bitcoin",0.04%,Bittrex,"$10,140",$0.02,78.20 %
BTER - MaxCoin / Bitcoin,"MaxCoin, Bitcoin",0.04%,BTER,$216,$0.02,1.66 %
Coinbroker - MaxCoin / Bitcoin,"MaxCoin, Bitcoin",0.04%,Coinbroker,$0,$0.02,0.00 %
Coins-E - MaxCoin / Bitcoin,"MaxCoin, Bitcoin",0.04%,Coins-E,$0,$0.02,0.00 %
Cryptsy - MaxCoin / Bitcoin,"MaxCoin, Bitcoin",0.04%,Cryptsy,$589,$0.02,4.55 %
mcxNOW - MaxCoin / Bitcoin,"MaxCoin, Bitcoin",0.04%,mcxNOW,"$1,058",$0.02,8.16 %
SwissCEX - MaxCoin / Bitcoin,"MaxCoin, Bitcoin",0.04%,SwissCEX,$0,$0.03,0.00 %
Bittylicious - MaxCoin / British Pound,"MaxCoin, British Pound",0.04%,Bittylicious,$704,$0.02,5.43 %
BTER - MaxCoin / Chinese Yuan,"MaxCoin, Chinese Yuan",0.04%,BTER,$200,$0.02,1.54 %
Cryptsy - MaxCoin / Litecoin,"MaxCoin, Litecoin",0.04%,Cryptsy,$60,$0.02,0.46 %
Cryptsy - MazaCoin / Bitcoin,"MazaCoin, Bitcoin",0.00%,Cryptsy,$70,$0.00,100.00 %
BTER - Megacoin / Bitcoin,"Megacoin, Bitcoin",0.00%,BTER,$4,$0.03,0.34 %
Coins-E - Megacoin / Bitcoin,"Megacoin, Bitcoin",0.00%,Coins-E,$0,$0.02,0.00 %
Cryptsy - Megacoin / Bitcoin,"Megacoin, Bitcoin",0.00%,Cryptsy,$372,$0.03,28.47 %
BTC - Megacoin / Chinese Yuan,"Megacoin, Chinese Yuan",0.00%,BTC,$792,$0.03,60.64 %
BTER - Megacoin / Chinese Yuan,"Megacoin, Chinese Yuan",0.00%,BTER,$134,$0.03,10.27 %
Cryptsy - Megacoin / Litecoin,"Megacoin, Litecoin",0.00%,Cryptsy,$4,$0.02,0.28 %
Cryptsy - Memecoin / Litecoin,"Memecoin, Litecoin",0.00%,Cryptsy,$3,$0.00,100.00 %
BTER - MemoryCoin / Bitcoin,"MemoryCoin, Bitcoin",0.00%,BTER,$126,$0.00,16.84 %
Poloniex - MemoryCoin / Bitcoin,"MemoryCoin, Bitcoin",0.00%,Poloniex,$0,$0.01,0.00 %
BTER - MemoryCoin / Chinese Yuan,"MemoryCoin, Chinese Yuan",0.00%,BTER,$621,$0.00,83.16 %
BTER - MGW / Bitcoin,"MGW, Bitcoin",0.00%,BTER,$0,$0.19,0.00 %
Nxt Asset Exchange - MGW / Nxt,"MGW, Nxt",0.00%,Nxt Asset Exchange,$81,$0.10,100.00 %
Bittrex - MidasCoin / Bitcoin,"MidasCoin, Bitcoin",0.00%,Bittrex,$69,$0.00,100.00 %
Cryptex - MileyCyrusCoin / Bitcoin,"MileyCyrusCoin, Bitcoin",0.00%,Cryptex,$0,$0.00,100.00 %
Atomic Trade - Mincoin / Bitcoin,"Mincoin, Bitcoin",0.00%,Atomic Trade,$0,$0.01,0.00 %
Cryptsy - Mincoin / Bitcoin,"Mincoin, Bitcoin",0.00%,Cryptsy,$10,$0.01,7.87 %
mcxNOW - Mincoin / Bitcoin,"Mincoin, Bitcoin",0.00%,mcxNOW,$120,$0.01,92.13 %
AllCoin - Minerals / Bitcoin,"Minerals, Bitcoin",0.00%,AllCoin,$4,$0.00,7.89 %
Bittrex - Minerals / Bitcoin,"Minerals, Bitcoin",0.00%,Bittrex,$27,$0.00,54.61 %
Coins-E - Minerals / Bitcoin,"Minerals, Bitcoin",0.00%,Coins-E,$0,$0.02,0.00 %
Cryptsy - Minerals / Bitcoin,"Minerals, Bitcoin",0.00%,Cryptsy,$19,$0.00,37.50 %
Bleutrade - Mintcoin / Bitcoin,"Mintcoin, Bitcoin",0.00%,Bleutrade,$0,$0.00,0.13 %
BTER - Mintcoin / Bitcoin,"Mintcoin, Bitcoin",0.00%,BTER,$2,$0.00,1.63 %
Cryptsy - Mintcoin / Bitcoin,"Mintcoin, Bitcoin",0.00%,Cryptsy,$49,$0.00,45.20 %
Poloniex - Mintcoin / Bitcoin,"Mintcoin, Bitcoin",0.00%,Poloniex,$37,$0.00,33.84 %
Vault of Satoshi - Mintcoin / Canadian Dollars,"Mintcoin, Canadian Dollars",0.00%,Vault of Satoshi,$0,$0.00,0.00 %
BTER - Mintcoin / Chinese Yuan,"Mintcoin, Chinese Yuan",0.00%,BTER,$20,$0.00,18.09 %
Bleutrade - Mintcoin / Dogecoin,"Mintcoin, Dogecoin",0.00%,Bleutrade,$0,$0.00,0.01 %
Cryptsy - Mintcoin / Ripple,"Mintcoin, Ripple",0.00%,Cryptsy,$1,$0.00,1.10 %
AllCoin - MonaCoin / Bitcoin,"MonaCoin, Bitcoin",0.01%,AllCoin,"$2,568",$0.05,81.84 %
Bittrex - MonaCoin / Bitcoin,"MonaCoin, Bitcoin",0.01%,Bittrex,$137,$0.05,4.35 %
Mona Tore - MonaCoin / Bitcoin,"MonaCoin, Bitcoin",0.01%,Mona Tore,$388,$0.05,12.38 %
Ybex - MonaCoin / Bitcoin,"MonaCoin, Bitcoin",0.01%,Ybex,$31,$0.04,0.99 %
Mona Tore - MonaCoin / Litecoin,"MonaCoin, Litecoin",0.01%,Mona Tore,$12,$0.06,0.38 %
Mona Tore - MonaCoin / Primecoin,"MonaCoin, Primecoin",0.01%,Mona Tore,$2,$0.07,0.05 %
Bittrex - Monero / Bitcoin,"Monero, Bitcoin",0.21%,Bittrex,$820,$0.93,1.12 %
BTER - Monero / Bitcoin,"Monero, Bitcoin",0.21%,BTER,$442,$0.92,0.60 %
Coin-Swap - Monero / Bitcoin,"Monero, Bitcoin",0.21%,Coin-Swap,$0,$1.15,0.00 %
HitBTC - Monero / Bitcoin,"Monero, Bitcoin",0.21%,HitBTC,"$33,528",$0.98,45.68 %
Melotic - Monero / Bitcoin,"Monero, Bitcoin",0.21%,Melotic,$499,$0.92,0.68 %
Poloniex - Monero / Bitcoin,"Monero, Bitcoin",0.21%,Poloniex,"$37,980",$0.97,51.74 %
Bittrex - Monero / BlackCoin,"Monero, BlackCoin",0.21%,Bittrex,$0,$0.82,0.00 %
BTER - Monero / Chinese Yuan,"Monero, Chinese Yuan",0.21%,BTER,$134,$0.90,0.18 %
Poloniex - Moneta / Monero,"Moneta, Monero",0.00%,Poloniex,$0,$0.00,100.00 %
Poloniex - MonetaVerde / Bitcoin,"MonetaVerde, Bitcoin",0.00%,Poloniex,$28,$0.00,100.00 %
Poloniex - Monocle / Bitcoin,"Monocle, Bitcoin",0.00%,Poloniex,$13,$0.00,100.00 %
Bleutrade - Mooncoin / Dogecoin,"Mooncoin, Dogecoin",0.00%,Bleutrade,$0,$0.00,0.00 %
SwissCEX - Mooncoin / Dogecoin,"Mooncoin, Dogecoin",0.00%,SwissCEX,$2,$0.00,0.14 %
Bleutrade - Mooncoin / Litecoin,"Mooncoin, Litecoin",0.00%,Bleutrade,$0,$0.00,0.02 %
Cryptsy - Mooncoin / Litecoin,"Mooncoin, Litecoin",0.00%,Cryptsy,"$1,240",$0.00,99.65 %
SwissCEX - Mooncoin / Litecoin,"Mooncoin, Litecoin",0.00%,SwissCEX,$2,$0.00,0.15 %
Cryptsy - Mooncoin / Ripple,"Mooncoin, Ripple",0.00%,Cryptsy,$0,$0.00,0.03 %
C-CEX - Motocoin / Bitcoin,"Motocoin, Bitcoin",0.00%,C-CEX,$1,$0.00,100.00 %
Bittrex - MozzShare / Bitcoin,"MozzShare, Bitcoin",0.01%,Bittrex,$119,$0.01,6.88 %
C-CEX - MozzShare / Bitcoin,"MozzShare, Bitcoin",0.01%,C-CEX,"$1,614",$0.01,93.12 %
AllCoin - MtGoxCoin / Bitcoin,"MtGoxCoin, Bitcoin",0.00%,AllCoin,$0,$0.00,0.00 %
Bittrex - MugatuCoin / Bitcoin,"MugatuCoin, Bitcoin",0.00%,Bittrex,$83,$0.00,100.00 %
AllCoin - MultiWalletCoin / Bitcoin,"MultiWalletCoin, Bitcoin",0.00%,AllCoin,$39,$0.00,3.02 %
Bittrex - MultiWalletCoin / Bitcoin,"MultiWalletCoin, Bitcoin",0.00%,Bittrex,"$1,248",$0.00,96.98 %
Cryptsy - Murraycoin / Bitcoin,"Murraycoin, Bitcoin",0.00%,Cryptsy,$40,$0.00,100.00 %
AllCoin - Myriadcoin / Bitcoin,"Myriadcoin, Bitcoin",0.00%,AllCoin,$0,$0.00,0.00 %
Atomic Trade - Myriadcoin / Bitcoin,"Myriadcoin, Bitcoin",0.00%,Atomic Trade,$0,$0.00,0.00 %
Bittrex - Myriadcoin / Bitcoin,"Myriadcoin, Bitcoin",0.00%,Bittrex,$427,$0.00,34.94 %
Cryptsy - Myriadcoin / Bitcoin,"Myriadcoin, Bitcoin",0.00%,Cryptsy,$693,$0.00,56.73 %
Poloniex - Myriadcoin / Bitcoin,"Myriadcoin, Bitcoin",0.00%,Poloniex,$101,$0.00,8.25 %
SwissCEX - Myriadcoin / Bitcoin,"Myriadcoin, Bitcoin",0.00%,SwissCEX,$1,$0.00,0.08 %
BTC-E - Namecoin / Bitcoin,"Namecoin, Bitcoin",0.27%,BTC-E,"$20,767",$1.03,22.10 %
BTER - Namecoin / Bitcoin,"Namecoin, Bitcoin",0.27%,BTER,"$1,367",$0.98,1.45 %
CEX.IO - Namecoin / Bitcoin,"Namecoin, Bitcoin",0.27%,CEX.IO,"$33,886",$1.03,36.06 %
Cryptsy - Namecoin / Bitcoin,"Namecoin, Bitcoin",0.27%,Cryptsy,$221,$1.02,0.23 %
Kraken - Namecoin / Bitcoin,"Namecoin, Bitcoin",0.27%,Kraken,$89,$1.01,0.09 %
Poloniex - Namecoin / Bitcoin,"Namecoin, Bitcoin",0.27%,Poloniex,$27,$0.96,0.03 %
useCryptos - Namecoin / Bitcoin,"Namecoin, Bitcoin",0.27%,useCryptos,$22,$1.11,0.02 %
Vircurex - Namecoin / Bitcoin,"Namecoin, Bitcoin",0.27%,Vircurex,$10,$1.05,0.01 %
Cryptsy - Namecoin / Ripple,"Namecoin, Ripple",0.27%,Cryptsy,$6,$0.88,0.01 %
BTC-E - Namecoin / US Dollar,"Namecoin, US Dollar",0.27%,BTC-E,"$37,570",$1.02,39.98 %
Coins-E - NanoToken / Bitcoin,"NanoToken, Bitcoin",0.00%,Coins-E,$0,$0.00,0.00 %
Cryptsy - NanoToken / Bitcoin,"NanoToken, Bitcoin",0.00%,Cryptsy,$0,$0.00,0.00 %
BTC - Nas / Bitcoin,"Nas, Bitcoin",0.00%,BTC,$8,$0.00,49.87 %
BTER - Nas / Bitcoin,"Nas, Bitcoin",0.00%,BTER,$8,$0.00,49.40 %
Poloniex - Nas / Bitcoin,"Nas, Bitcoin",0.00%,Poloniex,$0,$0.00,0.73 %
Bittrex - NautilusCoin / Bitcoin,"NautilusCoin, Bitcoin",0.01%,Bittrex,"$1,502",$0.05,77.60 %
Cryptsy - NautilusCoin / Bitcoin,"NautilusCoin, Bitcoin",0.01%,Cryptsy,$344,$0.05,17.77 %
Poloniex - NautilusCoin / Bitcoin,"NautilusCoin, Bitcoin",0.01%,Poloniex,$85,$0.05,4.41 %
useCryptos - NautilusCoin / Bitcoin,"NautilusCoin, Bitcoin",0.01%,useCryptos,$4,$0.05,0.22 %
Bittrex - Navajo / Bitcoin,"Navajo, Bitcoin",0.00%,Bittrex,$51,$0.00,70.33 %
BTER - Navajo / Bitcoin,"Navajo, Bitcoin",0.00%,BTER,$8,$0.00,11.11 %
Cryptsy - Navajo / Bitcoin,"Navajo, Bitcoin",0.00%,Cryptsy,$13,$0.00,18.56 %
Poloniex - Navajo / Bitcoin,"Navajo, Bitcoin",0.00%,Poloniex,$0,$0.00,0.00 %
Nxt Asset Exchange - NEMstake / Nxt,"NEMstake, Nxt",0.02%,Nxt Asset Exchange,"$7,456",$810.46,100.00 %
BTER - Neocoin / Bitcoin,"Neocoin, Bitcoin",0.00%,BTER,$14,$0.00,42.57 %
Cryptsy - Neocoin / Bitcoin,"Neocoin, Bitcoin",0.00%,Cryptsy,$19,$0.00,57.43 %
Bittrex - NeosCoin / Bitcoin,"NeosCoin, Bitcoin",0.00%,Bittrex,"$1,284",$0.03,77.53 %
Poloniex - NeosCoin / Bitcoin,"NeosCoin, Bitcoin",0.00%,Poloniex,$372,$0.03,22.47 %
Bittrex - NetCoin / Bitcoin,"NetCoin, Bitcoin",0.00%,Bittrex,$14,$0.00,13.22 %
BTER - NetCoin / Bitcoin,"NetCoin, Bitcoin",0.00%,BTER,$43,$0.00,40.94 %
Coins-E - NetCoin / Bitcoin,"NetCoin, Bitcoin",0.00%,Coins-E,$0,$0.00,0.00 %
Cryptex - NetCoin / Bitcoin,"NetCoin, Bitcoin",0.00%,Cryptex,$0,$0.00,0.19 %
Cryptsy - NetCoin / Bitcoin,"NetCoin, Bitcoin",0.00%,Cryptsy,$45,$0.00,42.45 %
BTER - NetCoin / Chinese Yuan,"NetCoin, Chinese Yuan",0.00%,BTER,$2,$0.00,1.55 %
BTER - NetCoin / Litecoin,"NetCoin, Litecoin",0.00%,BTER,$0,$0.00,0.00 %
Cryptex - NetCoin / Litecoin,"NetCoin, Litecoin",0.00%,Cryptex,$0,$0.00,0.01 %
Cryptsy - NetCoin / Litecoin,"NetCoin, Litecoin",0.00%,Cryptsy,$1,$0.00,0.52 %
Cryptsy - NetCoin / Ripple,"NetCoin, Ripple",0.00%,Cryptsy,$1,$0.00,1.11 %
AllCoin - Neutrino / Bitcoin,"Neutrino, Bitcoin",0.00%,AllCoin,$3,$0.00,8.83 %
Bittrex - Neutrino / Bitcoin,"Neutrino, Bitcoin",0.00%,Bittrex,$29,$0.00,91.17 %
Bittrex - New Universal Dollar / Bitcoin,"New Universal Dollar, Bitcoin",0.00%,Bittrex,$29,$0.00,100.00 %
C-CEX - NewWorldOrderCoin / Bitcoin,"NewWorldOrderCoin, Bitcoin",0.00%,C-CEX,$0,$0.00,100.00 %
Bleutrade - NewYorkCoin / Bitcoin,"NewYorkCoin, Bitcoin",0.00%,Bleutrade,$0,$0.00,0.00 %
Bleutrade - NewYorkCoin / Dogecoin,"NewYorkCoin, Dogecoin",0.00%,Bleutrade,$4,$0.00,92.28 %
Bleutrade - NewYorkCoin / Litecoin,"NewYorkCoin, Litecoin",0.00%,Bleutrade,$0,$0.00,0.54 %
SwissCEX - NewYorkCoin / Litecoin,"NewYorkCoin, Litecoin",0.00%,SwissCEX,$0,$0.00,7.18 %
Poloniex - NeXT Horizon / Bitcoin,"NeXT Horizon, Bitcoin",0.01%,Poloniex,"$2,575",$0.00,100.00 %
BTER - NFDCoin / Bitcoin,"NFDCoin, Bitcoin",0.00%,BTER,$40,$0.00,44.55 %
BTER - NFDCoin / Litecoin,"NFDCoin, Litecoin",0.00%,BTER,$50,$0.00,55.45 %
Cryptsy - Nibble / Bitcoin,"Nibble, Bitcoin",0.00%,Cryptsy,$35,$0.00,100.00 %
Bittrex - Nimbus / Bitcoin,"Nimbus, Bitcoin",0.00%,Bittrex,$77,$0.00,80.76 %
Bleutrade - Nimbus / Bitcoin,"Nimbus, Bitcoin",0.00%,Bleutrade,$0,$0.00,0.10 %
Cryptsy - Nimbus / Bitcoin,"Nimbus, Bitcoin",0.00%,Cryptsy,$18,$0.00,19.14 %
AllCoin - Noahcoin / Bitcoin,"Noahcoin, Bitcoin",0.00%,AllCoin,$179,$0.00,100.00 %
AllCoin - NobleCoin / Bitcoin,"NobleCoin, Bitcoin",0.00%,AllCoin,$6,$0.00,2.90 %
Bittrex - NobleCoin / Bitcoin,"NobleCoin, Bitcoin",0.00%,Bittrex,$163,$0.00,77.96 %
Cryptsy - NobleCoin / Bitcoin,"NobleCoin, Bitcoin",0.00%,Cryptsy,$16,$0.00,7.66 %
Poloniex - NobleCoin / Bitcoin,"NobleCoin, Bitcoin",0.00%,Poloniex,$24,$0.00,11.47 %
SwissCEX - NobleCoin / Bitcoin,"NobleCoin, Bitcoin",0.00%,SwissCEX,$0,$0.00,0.01 %
Vault of Satoshi - NobleCoin / Canadian Dollars,"NobleCoin, Canadian Dollars",0.00%,Vault of Satoshi,$0,$0.00,0.00 %
BTER - Node / Bitcoin,"Node, Bitcoin",0.00%,BTER,$889,$0.00,100.00 %
Coins-E - Noirbits / Bitcoin,"Noirbits, Bitcoin",0.00%,Coins-E,$0,$0.00,0.00 %
Cryptsy - Noirbits / Bitcoin,"Noirbits, Bitcoin",0.00%,Cryptsy,$0,$0.00,100.00 %
BTC - NoirShares / Bitcoin,"NoirShares, Bitcoin",0.00%,BTC,$35,$0.01,77.61 %
Cryptsy - NoirShares / Bitcoin,"NoirShares, Bitcoin",0.00%,Cryptsy,$8,$0.01,17.68 %
Poloniex - NoirShares / Bitcoin,"NoirShares, Bitcoin",0.00%,Poloniex,$2,$0.01,4.71 %
BTC-E - Novacoin / Bitcoin,"Novacoin, Bitcoin",0.02%,BTC-E,"$2,206",$0.91,39.83 %
Coinbroker - Novacoin / Bitcoin,"Novacoin, Bitcoin",0.02%,Coinbroker,$1,$0.91,0.01 %
Coins-E - Novacoin / Bitcoin,"Novacoin, Bitcoin",0.02%,Coins-E,$0,$1.36,0.00 %
Cryptex - Novacoin / Bitcoin,"Novacoin, Bitcoin",0.02%,Cryptex,$0,$0.94,0.00 %
Cryptsy - Novacoin / Bitcoin,"Novacoin, Bitcoin",0.02%,Cryptsy,$195,$0.91,3.52 %
Vircurex - Novacoin / Bitcoin,"Novacoin, Bitcoin",0.02%,Vircurex,$0,$0.63,0.00 %
Vault of Satoshi - Novacoin / Canadian Dollars,"Novacoin, Canadian Dollars",0.02%,Vault of Satoshi,$0,$0,0.00 %
BTC-E - Novacoin / US Dollar,"Novacoin, US Dollar",0.02%,BTC-E,"$3,137",$0.89,56.64 %
BTER - NTX / Bitcoin,"NTX, Bitcoin",0.00%,BTER,$98,$0.00,99.53 %
Poloniex - NTX / Bitcoin,"NTX, Bitcoin",0.00%,Poloniex,$0,$0.00,0.47 %
AllCoin - NuBits / Bitcoin,"NuBits, Bitcoin",2.00%,AllCoin,$138,$1.00,0.02 %
BTER - NuBits / Bitcoin,"NuBits, Bitcoin",2.00%,BTER,"$99,124",$1.00,14.30 %
CCEDK - NuBits / Bitcoin,"NuBits, Bitcoin",2.00%,CCEDK,"$41,900",$1.01,6.04 %
Poloniex - NuBits / Bitcoin,"NuBits, Bitcoin",2.00%,Poloniex,$0,$0.48,0.00 %
CCEDK - NuBits / Euro,"NuBits, Euro",2.00%,CCEDK,$241,$1.00,0.03 %
CCEDK - NuBits / Peercoin,"NuBits, Peercoin",2.00%,CCEDK,"$551,932",$1.01,79.61 %
Bittrex - Nxt / Bitcoin,"Nxt, Bitcoin",0.09%,Bittrex,$253,$0.02,0.82 %
BTC - Nxt / Bitcoin,"Nxt, Bitcoin",0.09%,BTC,"$1,081",$0.02,3.49 %
BTER - Nxt / Bitcoin,"Nxt, Bitcoin",0.09%,BTER,"$15,931",$0.02,51.52 %
Cryptsy - Nxt / Bitcoin,"Nxt, Bitcoin",0.09%,Cryptsy,"$2,920",$0.02,9.45 %
DGEX - Nxt / Bitcoin,"Nxt, Bitcoin",0.09%,DGEX,$434,$0.03,1.40 %
HitBTC - Nxt / Bitcoin,"Nxt, Bitcoin",0.09%,HitBTC,"$4,975",$0.02,16.09 %
Poloniex - Nxt / Bitcoin,"Nxt, Bitcoin",0.09%,Poloniex,"$1,940",$0.02,6.27 %
BTC - Nxt / Chinese Yuan,"Nxt, Chinese Yuan",0.09%,BTC,"$2,277",$0.02,7.37 %
BTER - Nxt / Chinese Yuan,"Nxt, Chinese Yuan",0.09%,BTER,$377,$0.02,1.22 %
CCEDK - Nxt / Euro,"Nxt, Euro",0.09%,CCEDK,$300,$0.02,0.97 %
Poloniex - NXTInspect / Bitcoin,"NXTInspect, Bitcoin",0.00%,Poloniex,$0,$0.10,0.02 %
Nxt Asset Exchange - NXTInspect / Nxt,"NXTInspect, Nxt",0.00%,Nxt Asset Exchange,$165,$0.09,99.98 %
Nxt Asset Exchange - NXTprivacy / Nxt,"NXTprivacy, Nxt",0.00%,Nxt Asset Exchange,$56,$0.56,100.00 %
BTER - Nxttycoin / Bitcoin,"Nxttycoin, Bitcoin",0.01%,BTER,"$1,227",$0.00,62.14 %
BTER - Nxttycoin / Chinese Yuan,"Nxttycoin, Chinese Yuan",0.01%,BTER,$95,$0.00,4.80 %
Nxt Asset Exchange - Nxttycoin / Nxt,"Nxttycoin, Nxt",0.01%,Nxt Asset Exchange,$653,$0.00,33.05 %
Nxt Asset Exchange - NXTventure / Nxt,"NXTventure, Nxt",0.00%,Nxt Asset Exchange,$532,$2.52,100.00 %
Cryptsy - Nyancoin / Bitcoin,"Nyancoin, Bitcoin",0.00%,Cryptsy,$1,$0.00,16.01 %
SwissCEX - Nyancoin / Bitcoin,"Nyancoin, Bitcoin",0.00%,SwissCEX,$0,$0.00,2.37 %
SwissCEX - Nyancoin / Dogecoin,"Nyancoin, Dogecoin",0.00%,SwissCEX,$0,$0.00,0.00 %
Cryptsy - Nyancoin / Litecoin,"Nyancoin, Litecoin",0.00%,Cryptsy,$6,$0.00,81.59 %
SwissCEX - Nyancoin / Litecoin,"Nyancoin, Litecoin",0.00%,SwissCEX,$0,$0.00,0.03 %
Bittrex - OctoCoin / Bitcoin,"OctoCoin, Bitcoin",0.00%,Bittrex,$54,$0.00,100.00 %
Bittrex - Opal / Bitcoin,"Opal, Bitcoin",0.00%,Bittrex,$739,$0.00,94.15 %
C-CEX - Opal / Bitcoin,"Opal, Bitcoin",0.00%,C-CEX,$4,$0.00,0.50 %
Coin-Swap - Opal / Bitcoin,"Opal, Bitcoin",0.00%,Coin-Swap,$4,$0.00,0.48 %
Cryptsy - Opal / Bitcoin,"Opal, Bitcoin",0.00%,Cryptsy,$38,$0.00,4.87 %
AllCoin - OPECCoin / Bitcoin,"OPECCoin, Bitcoin",0.00%,AllCoin,$0,$0.00,0.00 %
Cryptsy - OpenSourcecoin / Bitcoin,"OpenSourcecoin, Bitcoin",0.00%,Cryptsy,$18,$0.00,100.00 %
Bittrex - OrangeCoin / Bitcoin,"OrangeCoin, Bitcoin",0.00%,Bittrex,$10,$0.00,100.00 %
AllCoin - Orbitcoin / Bitcoin,"Orbitcoin, Bitcoin",0.00%,AllCoin,$0,$0.02,0.00 %
Coins-E - Orbitcoin / Bitcoin,"Orbitcoin, Bitcoin",0.00%,Coins-E,$0,$0.02,0.00 %
Crypto-Trade - Orbitcoin / Bitcoin,"Orbitcoin, Bitcoin",0.00%,Crypto-Trade,$1,$0.01,0.29 %
Cryptsy - Orbitcoin / Bitcoin,"Orbitcoin, Bitcoin",0.00%,Cryptsy,$49,$0.02,10.15 %
useCryptos - Orbitcoin / Bitcoin,"Orbitcoin, Bitcoin",0.00%,useCryptos,$1,$0.02,0.25 %
useCryptos - Orbitcoin / Euro,"Orbitcoin, Euro",0.00%,useCryptos,$433,$0.04,89.27 %
Crypto-Trade - Orbitcoin / US Dollar,"Orbitcoin, US Dollar",0.00%,Crypto-Trade,$0,$0.03,0.00 %
useCryptos - Orbitcoin / US Dollar,"Orbitcoin, US Dollar",0.00%,useCryptos,$0,$0.04,0.04 %
Comkort - ORObit / Bitcoin,"ORObit, Bitcoin",0.00%,Comkort,$0,$0.00,100.00 %
C-CEX - OrthoCoin / Bitcoin,"OrthoCoin, Bitcoin",0.00%,C-CEX,$0,$0.00,100.00 %
Bittrex - Pandacoin / Bitcoin,"Pandacoin, Bitcoin",PND,Bittrex,"$5,507",$0.00,76.96 %
BX Thailand - Pandacoin / Bitcoin,"Pandacoin, Bitcoin",PND,BX Thailand,"$1,024",$0.00,14.31 %
SwissCEX - Pandacoin / Bitcoin,"Pandacoin, Bitcoin",PND,SwissCEX,$180,$0.00,2.51 %
useCryptos - Pandacoin / Bitcoin,"Pandacoin, Bitcoin",PND,useCryptos,$409,$0.00,5.72 %
Bleutrade - Pandacoin / Dogecoin,"Pandacoin, Dogecoin",PND,Bleutrade,$9,$0.00,0.13 %
SwissCEX - Pandacoin / Dogecoin,"Pandacoin, Dogecoin",PND,SwissCEX,$16,$0.00,0.22 %
Bleutrade - Pandacoin / Litecoin,"Pandacoin, Litecoin",PND,Bleutrade,$0,$0.00,0.00 %
SwissCEX - Pandacoin / Litecoin,"Pandacoin, Litecoin",PND,SwissCEX,$11,$0.00,0.15 %
useCryptos - Pandacoin / Litecoin,"Pandacoin, Litecoin",PND,useCryptos,$0,$0.00,0.00 %
BTER - Particle / Bitcoin,"Particle, Bitcoin",0.00%,BTER,$21,$0.00,100.00 %
