Name,Image,Type,Status,Symbol,Platform,Market Capitalization,Price,Available suppy,Volume (17 Oct. '14),More Information,Profile
PayProCoin,https://coinmarketcap.com/static/img/coins/16x16/payprocoin.png,Cryptocurrency,Minable,PRO,,"$3,944",$0.00,"60,205,000",$818,http://www.payprocoin.com,https://coinmarketcap.com/currencies/payprocoin/
Peercoin,https://coinmarketcap.com/static/img/coins/16x16/peercoin.png,Cryptocurrency,Minable,PPC,,"$22,407,133",$1.03,"21,814,435","$123,915",http://www.peercoin.net,https://coinmarketcap.com/currencies/peercoin/
PLNcoin,https://coinmarketcap.com/static/img/coins/16x16/plncoin.png,Cryptocurrency,"Minable, Premined",PLNC,,"$5,342",$0.00,"11,003,168",Low,http://www.plncoin.org/,https://coinmarketcap.com/currencies/plncoin/
TakCoin,https://coinmarketcap.com/static/img/coins/16x16/takcoin.png,Cryptocurrency,Minable,TAK,,"$1,949",$0.00,"169,950,240",$11,http://www.projecttak.com/,https://coinmarketcap.com/currencies/takcoin/
Quarkbar,https://coinmarketcap.com/static/img/coins/16x16/quarkbar.png,Cryptocurrency,Minable,QB,,"$12,496",$0.00,"11,673,116",$34,http://www.quarkbar.net/,https://coinmarketcap.com/currencies/quarkbar/
RainbowCoin,https://coinmarketcap.com/static/img/coins/16x16/rainbowcoin.png,Cryptocurrency,Minable,LGBT,,"$11,021",$0.00,"998,544,887",Unknown,http://www.rainbowcoin.info/,https://coinmarketcap.com/currencies/rainbowcoin/
ReddCoin,https://coinmarketcap.com/static/img/coins/16x16/reddcoin.png,Cryptocurrency,Minable,RDD,,"$1,434,690",$0.00,"27,355,037,508","$4,413",http://www.reddcoin.com/,https://coinmarketcap.com/currencies/reddcoin/
RonPaulCoin,https://coinmarketcap.com/static/img/coins/16x16/ronpaulcoin.png,Cryptocurrency,Minable,RPC,,"$5,022",$0.04,"138,263",$30,http://www.ronpaulcoin.com/,https://coinmarketcap.com/currencies/ronpaulcoin/
RotoCoin,https://coinmarketcap.com/static/img/coins/16x16/rotocoin.png,Cryptocurrency,Minable,RT2,,$461,$0.01,"65,194",Low,http://www.roto2.me/,https://coinmarketcap.com/currencies/rotocoin/
Rubycoin,https://coinmarketcap.com/static/img/coins/16x16/rubycoin.png,Cryptocurrency,Minable,RBY,,"$50,038",$0.00,"22,474,900",$45,http://www.rubycoin.org/,https://coinmarketcap.com/currencies/rubycoin/
MaidSafeCoin,https://coinmarketcap.com/static/img/coins/16x16/maidsafecoin.png,Asset,,,Mastercoin,"$9,185,864",$0.02,"452,552,412","$9,741",http://www.safecoin.io/,https://coinmarketcap.com/assets/maidsafecoin/
SambaCoin,https://coinmarketcap.com/static/img/coins/16x16/sambacoin.png,Cryptocurrency,Minable,SMB,,$958,$0.00,"125,246,270",Low,http://www.sambacoin.info/,https://coinmarketcap.com/currencies/sambacoin/
Sexcoin,https://coinmarketcap.com/static/img/coins/16x16/sexcoin.png,Cryptocurrency,Minable,SXC,,"$45,549",$0.00,"82,504,151",$24,http://www.sexcoin.info/,https://coinmarketcap.com/currencies/sexcoin/
SHACoin,https://coinmarketcap.com/static/img/coins/16x16/shacoin.png,Cryptocurrency,Minable,SHA,,"$4,058",$0.00,"353,841,668",Low,http://www.shacoin2.com/,https://coinmarketcap.com/currencies/shacoin/
ShopX,https://coinmarketcap.com/static/img/coins/16x16/shopx.png,Cryptocurrency,,SHOPX,,"$1,343",$0.00,"364,526",Low,http://www.shopcoinx.com,https://coinmarketcap.com/currencies/shopx/
Silkcoin,https://coinmarketcap.com/static/img/coins/16x16/silkcoin.png,Cryptocurrency,Minable,SILK,,"$49,774",$0.00,"43,273,996",$23,http://www.silkcoin.io,https://coinmarketcap.com/currencies/silkcoin/
Skeincoin,https://coinmarketcap.com/static/img/coins/16x16/skeincoin.png,Cryptocurrency,Minable,SKC,,Unknown,$0.00,Unknown,Low,http://www.skeincoin.org/,https://coinmarketcap.com/currencies/skeincoin/
SmartCoin,https://coinmarketcap.com/static/img/coins/16x16/smartcoin.png,Cryptocurrency,Minable,SMC,,"$11,443",$0.00,"15,753,430",Low,http://www.smartcoin.me/,https://coinmarketcap.com/currencies/smartcoin/
StarCoin,https://coinmarketcap.com/static/img/coins/16x16/starcoin.png,Cryptocurrency,Minable,STR,,Unknown,$0.00,Unknown,$13,http://www.starcoin.info/,https://coinmarketcap.com/currencies/starcoin/
SuperCoin,https://coinmarketcap.com/static/img/coins/16x16/supercoin.png,Cryptocurrency,Minable,SUPER,,"$28,218",$0.00,"14,739,465",$80,http://www.super-coin.net/,https://coinmarketcap.com/currencies/supercoin/
Sync,https://coinmarketcap.com/static/img/coins/16x16/sync.png,Cryptocurrency,,SYNC,,"$262,335",$225.28,"1,164","$1,105",http://www.synclub.net/,https://coinmarketcap.com/currencies/sync/
TacoCoin,https://coinmarketcap.com/static/img/coins/16x16/tacocoin.png,Cryptocurrency,Minable,TCO,,"$1,129",$0.00,"48,637,906",Low,http://www.tacocoin.net,https://coinmarketcap.com/currencies/tacocoin/
Talkcoin,https://coinmarketcap.com/static/img/coins/16x16/talkcoin.png,Cryptocurrency,Minable,TAC,,"$3,480",$0.00,"11,668,899",$263,http://www.talkcoin.org/,https://coinmarketcap.com/currencies/talkcoin/
TeslaCoin,https://coinmarketcap.com/static/img/coins/16x16/teslacoin.png,Cryptocurrency,Minable,TES,,"$28,072",$0.00,"60,552,166",$157,http://www.teslacoins.com/,https://coinmarketcap.com/currencies/teslacoin/
AsiaCoin,https://coinmarketcap.com/static/img/coins/16x16/asiacoin.png,Cryptocurrency,Minable,AC,,"$85,585",$0.00,"191,654,469",Low,http://www.thecoin.asia/,https://coinmarketcap.com/currencies/asiacoin/
Pandacoin (PANDA),https://coinmarketcap.com/static/img/coins/16x16/pandacoin-panda.png,Cryptocurrency,Minable,PANDA,,$578,$0.00,"10,756,978,203",Unknown,http://www.thepandacoin.com/,https://coinmarketcap.com/currencies/pandacoin-panda/
ShibeCoin,https://coinmarketcap.com/static/img/coins/16x16/shibecoin.png,Cryptocurrency,,SHIBE,,"$8,732",$0.00,"301,430,060",Low,http://www.theshibecoin.com/,https://coinmarketcap.com/currencies/shibecoin/
Titcoin,https://coinmarketcap.com/static/img/coins/16x16/titcoin.png,Cryptocurrency,Minable,TIT,,"$8,640",$0.00,"5,367,002",$203,http://www.titcoins.biz,https://coinmarketcap.com/currencies/titcoin/
Triangles,https://coinmarketcap.com/static/img/coins/16x16/triangles.png,Cryptocurrency,Minable,TRI,,"$9,347",$0.19,"49,493",$40,http://www.triangles.club,https://coinmarketcap.com/currencies/triangles/
Umbrella-LTC,https://coinmarketcap.com/static/img/coins/16x16/umbrella-ltc.png,Cryptocurrency,,ULTC,,"$58,091",$0.18,"330,260","$1,998",http://www.umbrella.holdings,https://coinmarketcap.com/currencies/umbrella-ltc/
Unattainium,https://coinmarketcap.com/static/img/coins/16x16/unattainium.png,Cryptocurrency,Minable,UNAT,,$842,$0.03,"25,929",Low,http://www.unattainium.org,https://coinmarketcap.com/currencies/unattainium/
UnbreakableCoin,https://coinmarketcap.com/static/img/coins/16x16/unbreakablecoin.png,Cryptocurrency,Minable,UNB,,"$8,395",$0.01,"1,632,650",$13,http://www.unbreakablecoin.com/,https://coinmarketcap.com/currencies/unbreakablecoin/
UseCoin,https://coinmarketcap.com/static/img/coins/16x16/usecoin.png,Cryptocurrency,Minable,USE,,Unknown,$0.00,Unknown,Unknown,http://www.usecoin.info,https://coinmarketcap.com/currencies/usecoin/
eUtopium,https://coinmarketcap.com/static/img/coins/16x16/eutopium.png,Cryptocurrency,Minable,UPM,,"$2,385",$0.01,"420,570",Low,http://www.utopiaco.in,https://coinmarketcap.com/currencies/eutopium/
VeriCoin,https://coinmarketcap.com/static/img/coins/16x16/vericoin.png,Cryptocurrency,Minable,VRC,,"$912,147",$0.03,"26,883,278","$8,573",http://www.vericoin.info/,https://coinmarketcap.com/currencies/vericoin/
Virtacoin,https://coinmarketcap.com/static/img/coins/16x16/virtacoin.png,Cryptocurrency,Minable,VTA,,"$54,556",$0.00,"9,440,193,752",$20,http://www.virtacoin.com,https://coinmarketcap.com/currencies/virtacoin/
VootCoin,https://coinmarketcap.com/static/img/coins/16x16/vootcoin.png,Cryptocurrency,Minable,VOOT,,"$28,722",$0.00,"69,053,221","$2,097",http://www.vootcoin.net/,https://coinmarketcap.com/currencies/vootcoin/
WankCoin,https://coinmarketcap.com/static/img/coins/16x16/wankcoin.png,Cryptocurrency,Minable,WKC,,"$79,511",$0.03,"2,957,600",$687,http://www.wankcoin.com/,https://coinmarketcap.com/currencies/wankcoin/
ProsperCoin,https://coinmarketcap.com/static/img/coins/16x16/prospercoin.png,Cryptocurrency,Minable,PRC,,"$3,127",$0.00,"907,770",$314,http://www.weuseprc.com/,https://coinmarketcap.com/currencies/prospercoin/
Plankton,https://coinmarketcap.com/static/img/coins/16x16/plankton.png,Cryptocurrency,,FOOD,,"$5,050",$0.00,"1,000,514,920",$42,http://www.whalepod.org,https://coinmarketcap.com/currencies/plankton/
WorldCoin,https://coinmarketcap.com/static/img/coins/16x16/worldcoin.png,Cryptocurrency,Minable,WDC,,"$758,450",$0.01,"66,038,879","$5,495",http://www.worldcoinalliance.net,https://coinmarketcap.com/currencies/worldcoin/
WeAreSatoshi,https://coinmarketcap.com/static/img/coins/16x16/wearesatoshi.png,Cryptocurrency,Minable,WSX,,"$6,129",$0.00,"22,574,263",$62,http://www.wsx.co.in,https://coinmarketcap.com/currencies/wearesatoshi/
XCurrency,https://coinmarketcap.com/static/img/coins/16x16/xcurrency.png,Cryptocurrency,,XC,,"$2,388,584",$0.43,"5,549,724","$19,917",http://www.x11coin.org/,https://coinmarketcap.com/currencies/xcurrency/
Bitcoin Plus,https://coinmarketcap.com/static/img/coins/16x16/bitcoin-plus.png,Cryptocurrency,,XBC,,"$50,619",$0.91,"55,350",$643,http://www.xbcplus.com/,https://coinmarketcap.com/currencies/bitcoin-plus/
XenCoin,https://coinmarketcap.com/static/img/coins/16x16/xencoin.png,Cryptocurrency,Minable,XNC,,Unknown,$0.00,Unknown,Low,http://www.xencoin.com,https://coinmarketcap.com/currencies/xencoin/
Yacoin,https://coinmarketcap.com/static/img/coins/16x16/yacoin.png,Cryptocurrency,Minable,YAC,,"$32,088",$0.00,"29,211,692",$204,http://www.yacoin.org,https://coinmarketcap.com/currencies/yacoin/
YbCoin,https://coinmarketcap.com/static/img/coins/16x16/ybcoin.png,Cryptocurrency,Minable,YBC,,"$960,889",$0.45,"2,155,218","$12,777",http://www.ybcoin.org/,https://coinmarketcap.com/currencies/ybcoin/
YellowCoin,https://coinmarketcap.com/static/img/coins/16x16/yellowcoin.png,Cryptocurrency,,YC,,"$30,979",$0.00,"42,231,334",Low,http://www.yellow-coin.com/,https://coinmarketcap.com/currencies/yellowcoin/
ZcCoin,https://coinmarketcap.com/static/img/coins/16x16/zccoin.png,Cryptocurrency,Minable,ZCC,,"$161,678",$0.01,"17,352,849","$3,095",http://www.zccoin.org,https://coinmarketcap.com/currencies/zccoin/
Zedcoin,https://coinmarketcap.com/static/img/coins/16x16/zedcoin.png,Cryptocurrency,Minable,ZED,,"$13,735",$0.00,"11,262,360",Low,http://www.zedcoins.com/,https://coinmarketcap.com/currencies/zedcoin/
Zeitcoin,https://coinmarketcap.com/static/img/coins/16x16/zeitcoin.png,Cryptocurrency,Minable,ZEIT,,"$64,957",$0.00,"27,150,028,368",$105,http://www.zeit-coin.com/,https://coinmarketcap.com/currencies/zeitcoin/
XCash,https://coinmarketcap.com/static/img/coins/16x16/xcash.png,Cryptocurrency,,XCASH,,"$100,058",$0.04,"2,435,681","$1,630",http://xcash.blockexplorer.cc/chain/XCASH,https://coinmarketcap.com/currencies/xcash/
ClearingHouse,https://coinmarketcap.com/static/img/coins/16x16/clearinghouse.png,Cryptocurrency,,XCH,,"$134,576",$0.00,"103,836,197",$402,http://xch.blockscan.com,https://coinmarketcap.com/currencies/clearinghouse/
Xuro,https://coinmarketcap.com/static/img/coins/16x16/xuro.png,Cryptocurrency,,XURO,,$824,$0.00,"4,228,149",$20,http://xuro.pw/,https://coinmarketcap.com/currencies/xuro/
XXXcoin,https://coinmarketcap.com/static/img/coins/16x16/xxxcoin.png,Cryptocurrency,,XXX,,"$12,776",$0.00,"36,539,266",$306,http://xxxcoin.info,https://coinmarketcap.com/currencies/xxxcoin/
Zetacoin,https://coinmarketcap.com/static/img/coins/16x16/zetacoin.png,Cryptocurrency,Minable,ZET,,"$1,258,706",$0.01,"161,028,775","$1,602",http://zetacoin.cc/,https://coinmarketcap.com/currencies/zetacoin/
ZimStake,https://coinmarketcap.com/static/img/coins/16x16/zimstake.png,Cryptocurrency,,ZS,,"$1,633",$0.00,"3,914,607",Low,http://zimstake.us/,https://coinmarketcap.com/currencies/zimstake/
Anoncoin,https://coinmarketcap.com/static/img/coins/16x16/anoncoin.png,Cryptocurrency,Minable,ANC,,"$1,408,723",$1.07,"1,320,079","$24,835",https://anoncoin.net/,https://coinmarketcap.com/currencies/anoncoin/
Aricoin,https://coinmarketcap.com/static/img/coins/16x16/aricoin.png,Cryptocurrency,Minable,ARI,,"$50,405",$0.00,"94,173,778",$84,https://aricoin.org/,https://coinmarketcap.com/currencies/aricoin/
Bitcoin,https://coinmarketcap.com/static/img/coins/16x16/bitcoin.png,Cryptocurrency,Minable,BTC,,"$5,120,094,344",$382.31,"13,392,450","$27,154,900",https://bitcoin.org/,https://coinmarketcap.com/currencies/bitcoin/
Bottlecaps,https://coinmarketcap.com/static/img/coins/16x16/bottlecaps.png,Cryptocurrency,Minable,CAP,,"$86,276",$0.01,"6,838,448",$229,https://bitcointalk.org/index.php?topic=241445.0,https://coinmarketcap.com/currencies/bottlecaps/
CAIx,https://coinmarketcap.com/static/img/coins/16x16/caix.png,Cryptocurrency,,CAIx,,"$30,930",$0.02,"1,618,027",Low,https://bitcointalk.org/index.php?topic=513613.0,https://coinmarketcap.com/currencies/caix/
Unobtanium,https://coinmarketcap.com/static/img/coins/16x16/unobtanium.png,Cryptocurrency,Minable,UNO,,"$506,024",$2.64,"191,858",$939,https://bitcointalk.org/index.php?topic=527500.0,https://coinmarketcap.com/currencies/unobtanium/
VirtualCoin,https://coinmarketcap.com/static/img/coins/16x16/virtualcoin.png,Cryptocurrency,Minable,VC,,$629,$0.00,"1,117,567",Unknown,https://bitcointalk.org/index.php?topic=557946,https://coinmarketcap.com/currencies/virtualcoin/
Bitstar,https://coinmarketcap.com/static/img/coins/16x16/bitstar.png,Cryptocurrency,Minable,BITS,,"$121,717",$0.01,"16,274,142",$94,https://bitcointalk.org/index.php?topic=574652.0,https://coinmarketcap.com/currencies/bitstar/
GoodCoin,https://coinmarketcap.com/static/img/coins/16x16/goodcoin.png,Cryptocurrency,"Minable, Premined",GOOD,,$360,$0.00,"7,848,777",Low,https://bitcointalk.org/index.php?topic=578963.0,https://coinmarketcap.com/currencies/goodcoin/
Diamond,https://coinmarketcap.com/static/img/coins/16x16/diamond.png,Cryptocurrency,Minable,DMD,,"$120,650",$0.19,"631,181","$1,800",https://bitcointalk.org/index.php?topic=580725.0,https://coinmarketcap.com/currencies/diamond/
Kumacoin,https://coinmarketcap.com/static/img/coins/16x16/kumacoin.png,Cryptocurrency,Minable,KUMA,,"$10,239",$0.00,"167,390,163",Low,https://bitcointalk.org/index.php?topic=585772.0,https://coinmarketcap.com/currencies/kumacoin/
CarpeDiemCoin,https://coinmarketcap.com/static/img/coins/16x16/carpediemcoin.png,Cryptocurrency,Minable,DIEM,,"$34,010",$0.00,"21,643,530,660",$21,https://bitcointalk.org/index.php?topic=588310.0,https://coinmarketcap.com/currencies/carpediemcoin/
BoostCoin,https://coinmarketcap.com/static/img/coins/16x16/boostcoin.png,Cryptocurrency,Minable,BOST,,"$130,020",$0.01,"11,719,011","$1,825",https://bitcointalk.org/index.php?topic=601965.0,https://coinmarketcap.com/currencies/boostcoin/
Spots,https://coinmarketcap.com/static/img/coins/16x16/spots.png,Cryptocurrency,Minable,SPT,,"$4,488",$0.00,"11,977,482",Low,https://bitcointalk.org/index.php?topic=615513.0,https://coinmarketcap.com/currencies/spots/
Dirac,https://coinmarketcap.com/static/img/coins/16x16/dirac.png,Cryptocurrency,Minable,XDQ,,"$47,913",$0.13,"375,894",$270,https://bitcointalk.org/index.php?topic=616288.0,https://coinmarketcap.com/currencies/dirac/
Clams,https://coinmarketcap.com/static/img/coins/16x16/clams.png,Cryptocurrency,,CLAM,,Unknown,$0.26,Unknown,$55,https://bitcointalk.org/index.php?topic=623147.0,https://coinmarketcap.com/currencies/clams/
FIMKrypto,https://coinmarketcap.com/static/img/coins/16x16/fimkrypto.png,Cryptocurrency,,FIMK,,"$333,865",$0.00,"388,404,998",$145,https://bitcointalk.org/index.php?topic=633304.0,https://coinmarketcap.com/currencies/fimkrypto/
New Universal Dollar,https://coinmarketcap.com/static/img/coins/16x16/new-universal-dollar.png,Cryptocurrency,Minable,NUD,,Unknown,$0.00,Unknown,$29,https://bitcointalk.org/index.php?topic=640933.0,https://coinmarketcap.com/currencies/new-universal-dollar/
Minerals,https://coinmarketcap.com/static/img/coins/16x16/minerals.png,Cryptocurrency,,MIN,,"$9,959",$0.00,"27,008,857",$50,https://bitcointalk.org/index.php?topic=641057.0,https://coinmarketcap.com/currencies/minerals/
Glyph,https://coinmarketcap.com/static/img/coins/16x16/glyph.png,Cryptocurrency,Minable,GLYPH,,"$4,456",$0.00,"1,935,941",$12,https://bitcointalk.org/index.php?topic=644141.0,https://coinmarketcap.com/currencies/glyph/
CoCoCoin,https://coinmarketcap.com/static/img/coins/16x16/cococoin.png,Cryptocurrency,,COCO,,$977,$0.00,"1,145,647",$27,https://bitcointalk.org/index.php?topic=646781.0,https://coinmarketcap.com/currencies/cococoin/
Wavecoin,https://coinmarketcap.com/static/img/coins/16x16/wavecoin.png,Cryptocurrency,Minable,WVS,,$412,$0.00,"728,360",Low,https://bitcointalk.org/index.php?topic=653969.0,https://coinmarketcap.com/currencies/wavecoin/
Shinycoin,https://coinmarketcap.com/static/img/coins/16x16/shinycoin.png,Cryptocurrency,Minable,SHC,,"$82,644",$0.01,"9,953,651",Low,https://bitcointalk.org/index.php?topic=655789.0,https://coinmarketcap.com/currencies/shinycoin/
Bitmark,https://coinmarketcap.com/static/img/coins/16x16/bitmark.png,Cryptocurrency,Minable,BTM,,"$375,130",$0.42,"901,300","$1,679",https://bitcointalk.org/index.php?topic=660544.0,https://coinmarketcap.com/currencies/bitmark/
Veilcoin,https://coinmarketcap.com/static/img/coins/16x16/veilcoin.png,Cryptocurrency,Minable,VEIL,,$532,$0.00,"1,661,342",Unknown,https://bitcointalk.org/index.php?topic=660863.0,https://coinmarketcap.com/currencies/veilcoin/
SSVCoin,https://coinmarketcap.com/static/img/coins/16x16/ssvcoin.png,Cryptocurrency,Minable,SSV,,Unknown,$0.00,Unknown,$102,https://bitcointalk.org/index.php?topic=661043.0,https://coinmarketcap.com/currencies/ssvcoin/
Techcoin,https://coinmarketcap.com/static/img/coins/16x16/techcoin.png,Cryptocurrency,Minable,TECH,,"$7,310",$0.04,"187,456",$28,https://bitcointalk.org/index.php?topic=663990.0,https://coinmarketcap.com/currencies/techcoin/
ROXcoin,https://coinmarketcap.com/static/img/coins/16x16/roxcoin.png,Cryptocurrency,,ROX,,"$26,774",$0.00,"5,939,986",$43,https://bitcointalk.org/index.php?topic=668876.0,https://coinmarketcap.com/currencies/roxcoin/
Firecoin,https://coinmarketcap.com/static/img/coins/16x16/firecoin.png,Cryptocurrency,,FIRE,,"$2,156",$0.02,"97,603",$202,https://bitcointalk.org/index.php?topic=669757.0,https://coinmarketcap.com/currencies/firecoin/
PseudoCash,https://coinmarketcap.com/static/img/coins/16x16/pseudocoin.png,Cryptocurrency,,PSEUD,,"$6,566",$0.00,"2,187,892",$50,https://bitcointalk.org/index.php?topic=676343.0,https://coinmarketcap.com/currencies/pseudocoin/
TorCoin,https://coinmarketcap.com/static/img/coins/16x16/torcoin.png,Cryptocurrency,,TOR,,"$5,705",$0.00,"1,518,988",Low,https://bitcointalk.org/index.php?topic=677434.0,https://coinmarketcap.com/currencies/torcoin/
Aegis,https://coinmarketcap.com/static/img/coins/16x16/aegis.png,Cryptocurrency,,AGS,,Unknown,$0.00,Unknown,Low,https://bitcointalk.org/index.php?topic=679580.0,https://coinmarketcap.com/currencies/aegis/
Navajo,https://coinmarketcap.com/static/img/coins/16x16/navajo.png,Cryptocurrency,,NAV,,"$49,212",$0.00,"57,142,815",$72,https://bitcointalk.org/index.php?topic=679791.0,https://coinmarketcap.com/currencies/navajo/
ShieldCoin,https://coinmarketcap.com/static/img/coins/16x16/shieldcoin.png,Cryptocurrency,,SHLD,,"$8,271",$0.01,"1,086,561",Low,https://bitcointalk.org/index.php?topic=681570.0,https://coinmarketcap.com/currencies/shieldcoin/
RevoCoin,https://coinmarketcap.com/static/img/coins/16x16/revocoin.png,Cryptocurrency,,RVC,,Unknown,$0.00,Unknown,Unknown,https://bitcointalk.org/index.php?topic=683567.0,https://coinmarketcap.com/currencies/revocoin/
N5coin,https://coinmarketcap.com/static/img/coins/16x16/n5coin.png,Cryptocurrency,,N5X,,$373,$0.00,"792,193",Unknown,https://bitcointalk.org/index.php?topic=684024.0,https://coinmarketcap.com/currencies/n5coin/
Instant,https://coinmarketcap.com/static/img/coins/16x16/instant.png,Cryptocurrency,Minable,BTI,,$538,$0.01,"101,298",$559,https://bitcointalk.org/index.php?topic=693243.0,https://coinmarketcap.com/currencies/instant/
LottoShares,https://coinmarketcap.com/static/img/coins/16x16/lottoshares.png,Cryptocurrency,Minable,LTS,,"$17,467",$0.00,"40,076,558",Low,https://bitcointalk.org/index.php?topic=694341.0,https://coinmarketcap.com/currencies/lottoshares/
KeyCoin,https://coinmarketcap.com/static/img/coins/16x16/keycoin.png,Cryptocurrency,,KEY,,"$28,816",$0.03,"915,703",$258,https://bitcointalk.org/index.php?topic=695457.0,https://coinmarketcap.com/currencies/keycoin/
ARCoin,https://coinmarketcap.com/static/img/coins/16x16/arcoin.png,Cryptocurrency,,AR,,"$29,767",$0.06,"518,686",Low,https://bitcointalk.org/index.php?topic=696243.0,https://coinmarketcap.com/currencies/arcoin/
GROUPCoin,https://coinmarketcap.com/static/img/coins/16x16/groupcoin.png,Cryptocurrency,,GPC,,"$2,845",$0.00,"10,016,192",$368,https://bitcointalk.org/index.php?topic=703610.0,https://coinmarketcap.com/currencies/groupcoin/
RawCoin,https://coinmarketcap.com/static/img/coins/16x16/rawcoin.png,Cryptocurrency,,RAW,,"$7,002",$0.00,"5,777,447",$138,https://bitcointalk.org/index.php?topic=708461.0,https://coinmarketcap.com/currencies/rawcoin/
QuidCoin,https://coinmarketcap.com/static/img/coins/16x16/quidcoin.png,Cryptocurrency,,QUID,,$635,$0.00,"4,610,278",$89,https://bitcointalk.org/index.php?topic=714582.0,https://coinmarketcap.com/currencies/quidcoin/
RootCoin,https://coinmarketcap.com/static/img/coins/16x16/rootcoin.png,Cryptocurrency,Minable,ROOT,,"$45,894",$0.02,"1,905,156",$600,https://bitcointalk.org/index.php?topic=714793.0,https://coinmarketcap.com/currencies/rootcoin/
GraniteCoin,https://coinmarketcap.com/static/img/coins/16x16/granitecoin.png,Cryptocurrency,Minable,GRN,,$936,$0.00,"6,441,300",Low,https://bitcointalk.org/index.php?topic=718939,https://coinmarketcap.com/currencies/granitecoin/
DoSCoin,https://coinmarketcap.com/static/img/coins/16x16/doscoin.png,Cryptocurrency,Minable,DOS,,"$2,140",$0.00,"186,567,747",Low,https://bitcointalk.org/index.php?topic=720001.0,https://coinmarketcap.com/currencies/doscoin/
SonicScrewdriver,https://coinmarketcap.com/static/img/coins/16x16/sonicscrewdriver.png,Cryptocurrency,,SSD,,"$133,187",$0.01,"21,413,349","$3,791",https://bitcointalk.org/index.php?topic=730844,https://coinmarketcap.com/currencies/sonicscrewdriver/
Burst,https://coinmarketcap.com/static/img/coins/16x16/burst.png,Cryptocurrency,Minable,BURST,,"$79,208",$0.00,"184,065,490",$897,https://bitcointalk.org/index.php?topic=731923.0,https://coinmarketcap.com/currencies/burst/
BlackToken,https://coinmarketcap.com/static/img/coins/16x16/blacktoken.png,Cryptocurrency,,BLKT,,"$1,527",$0.00,"1,137,881",Low,https://bitcointalk.org/index.php?topic=734339.0,https://coinmarketcap.com/currencies/blacktoken/
DoubleEagle,https://coinmarketcap.com/static/img/coins/16x16/doubleeagle.png,Cryptocurrency,,XDE,,"$3,194",$31.94,100,Unknown,https://bitcointalk.org/index.php?topic=736702.0,https://coinmarketcap.com/currencies/doubleeagle/
Joincoin,https://coinmarketcap.com/static/img/coins/16x16/joincoin.png,Cryptocurrency,Minable,J,,Unknown,$0.00,Unknown,Low,https://bitcointalk.org/index.php?topic=737405.0,https://coinmarketcap.com/currencies/joincoin/
Moneta,https://coinmarketcap.com/static/img/coins/16x16/moneta.png,Cryptocurrency,,MNTA,,"$1,050",$0.00,"16,689,324",Low,https://bitcointalk.org/index.php?topic=737548.0,https://coinmarketcap.com/currencies/moneta/
Axron,https://coinmarketcap.com/static/img/coins/16x16/axron.png,Cryptocurrency,,AXR,,$691,$0.00,"1,075,900",$282,https://bitcointalk.org/index.php?topic=738534.0,https://coinmarketcap.com/currencies/axron/
Halcyon,https://coinmarketcap.com/static/img/coins/16x16/halcyon.png,Cryptocurrency,,HAL,,"$25,912",$0.02,"1,624,619",$790,https://bitcointalk.org/index.php?topic=741728.0,https://coinmarketcap.com/currencies/halcyon/
NewWorldOrderCoin,https://coinmarketcap.com/static/img/coins/16x16/newworldordercoin.png,Cryptocurrency,Minable,NWO,,"$3,021",$0.00,"1,120,976",Low,https://bitcointalk.org/index.php?topic=764660.0,https://coinmarketcap.com/currencies/newworldordercoin/
DarkToken,https://coinmarketcap.com/static/img/coins/16x16/darktoken.png,Cryptocurrency,,DT,,Unknown,$0.00,Unknown,$60,https://bitcointalk.org/index.php?topic=785420.0,https://coinmarketcap.com/currencies/darktoken/
NuBits,https://coinmarketcap.com/static/img/coins/16x16/nubits.png,Cryptocurrency,,NBT,,"$6,345,269",$1.01,"6,280,455","$693,341",https://blockexplorer.nu/,https://coinmarketcap.com/currencies/nubits/
ARCHcoin,https://coinmarketcap.com/static/img/coins/16x16/archcoin.png,Cryptocurrency,Minable,ARCH,,"$421,186",$0.03,"16,188,521","$21,467",https://chainz.cryptoid.info/arch/,https://coinmarketcap.com/currencies/archcoin/
DigitalPrice,https://coinmarketcap.com/static/img/coins/16x16/digitalprice.png,Cryptocurrency,Minable,DP,,"$5,750",$0.04,"155,062",$331,https://chainz.cryptoid.info/dp/,https://coinmarketcap.com/currencies/digitalprice/
ExclusiveCoin,https://coinmarketcap.com/static/img/coins/16x16/exclusivecoin.png,Cryptocurrency,Minable,EXCL,,"$13,389",$0.00,"6,826,730",$64,https://chainz.cryptoid.info/excl/,https://coinmarketcap.com/currencies/exclusivecoin/
Flexiblecoin,https://coinmarketcap.com/static/img/coins/16x16/flexiblecoin.png,Cryptocurrency,,FLEX,,"$3,918",$0.00,"113,870,604",$32,https://chainz.cryptoid.info/flex/,https://coinmarketcap.com/currencies/flexiblecoin/
MaryJane,https://coinmarketcap.com/static/img/coins/16x16/maryjane.png,Cryptocurrency,,MARYJ,,"$152,883",$0.01,"15,316,019","$155,968",https://chainz.cryptoid.info/maryj/,https://coinmarketcap.com/currencies/maryjane/
Ruble,https://coinmarketcap.com/static/img/coins/16x16/ruble.png,Cryptocurrency,Minable,RUBLE,,"$5,015",$0.00,"1,644,043",$200,https://chainz.cryptoid.info/ruble/,https://coinmarketcap.com/currencies/ruble/
