Name,Brand,Decade,Image.src,Find more here
Spode Christmas Tree Pattern China Photo (1968),Spode,1960,http://file.vintageadbrowser.com/cdnrp9h6wqbg9x.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s
John Hudson Moore’s Sportsman Grooming Essentials – Just the ticket for his Christmas (1945),Sportsman,1940,http://file.vintageadbrowser.com/ee8rclykdn6vev.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/4
Slater Hotels Comic Christmas – Where’s Santa (1949),Statler Hotels,1940,http://file.vintageadbrowser.com/e65sierxfcpj1s.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/10
Statler Hotels Christmas Santa Claus (1952),Statler Hotels,1950,http://file.vintageadbrowser.com/jhz6rknss4diqd.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/8
Statler Hotels Holiday Comic – Hotel Pennsylvania (1948),Statler Hotels,1940,http://file.vintageadbrowser.com/vc8tcaxn09h9uk.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/10
Steinway Christmas – Franz Gruber (1948),Steinway,1940,http://file.vintageadbrowser.com/ptyh1o8yqwuudj.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/9
Steinway Christmas – J.S. Bach (1948),Steinway,1940,http://file.vintageadbrowser.com/teokojnr2ni9fw.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/12
Steuben Glass Crystal for Christmas (10) Photos (1962),Steuben,1960,http://file.vintageadbrowser.com/67k0z717aa30v9.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s/3
"Streit ""Slumber"" Chair, Xmas (1950)",Streit,1950,http://file.vintageadbrowser.com/o6f0ruvd7wjl94.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/8
Stromberg-Carlson Company’s Television – It’s really Christmas family style (1953),Stromberg-Carlson,1950,http://file.vintageadbrowser.com/ahcgxm3au3f0ir.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/7
"Stromberg-Carlson Television’s ""Emperor"" – ""This Christmas we’re really on top of the World!"" (1949)",Stromberg-Carlson,1940,http://file.vintageadbrowser.com/fdoonchk8z1eu0.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/10
Sunbeam Assorted Appliances Christmas Santa (1948),Sunbeam,1940,http://file.vintageadbrowser.com/xg3fscyie9itc5.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/16
Swift’s Premium Christmas Ham (1949),Swift,1940,http://file.vintageadbrowser.com/k5ie3cgfl1l3tt.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/7
Swiss Federation of Watch Manufactures Christmas – Gift of Time (1949),Swiss Federation of Watch Manufactures,1940,http://file.vintageadbrowser.com/oalisewk3fe9gd.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/16
Swiss Federation of Watch Manufactures Christmas – Santa should know (1949),Swiss Federation of Watch Manufactures,1940,http://file.vintageadbrowser.com/q0ziyxjcsfwmb3.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/15
Swiss Federation of Watch Manufactures Christmas – The Thrill (1948),Swiss Federation of Watch Manufactures,1940,http://file.vintageadbrowser.com/70j810vtfox0cm.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/9
"Swiss Federation Watch Manufacturers, Austin Briggs (1948)",Swiss Federation of Watch Manufactures,1940,http://file.vintageadbrowser.com/l7hpz89xomrl3b.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s
Tanqueray Gin Bottles Christmas Tree (1983),Tanqueray,1980,http://file.vintageadbrowser.com/x1e4rwvngn67tf.jpg,http://www.vintageadbrowser.com/xmas-ads-1980s
Great English Christmas Tree Tanqueray Gin (1976),Tanqueray,1970,http://file.vintageadbrowser.com/p7ri8jtwcs289d.jpg,http://www.vintageadbrowser.com/xmas-ads-1970s
Tanqueray Gin Bottle Christmas Tree Car Roof (1989),Tanqueray,1980,http://file.vintageadbrowser.com/0vfqok35a0u2h0.jpg,http://www.vintageadbrowser.com/xmas-ads-1980s
Tareyton Cigarette Santa Man Black Eye Fight (1963),Tareyton,1960,http://file.vintageadbrowser.com/tkh0vqnh85l4f0.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s/2
Texaco Toy Service Station Christmas Gift Idea (1960),Texaco,1960,http://file.vintageadbrowser.com/gsoahhlr7uqmic.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s/3
Textron Christmas White Clothing (1946),Textron,1940,http://file.vintageadbrowser.com/q7wln1yh4k48y7.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/16
The Etude Music Magazine – December (1932),The Etude Music Magazine,1930,http://file.vintageadbrowser.com/14mbtvn4490mel.jpg,http://www.vintageadbrowser.com/xmas-ads-1930s/2
"""The New Yorker"" Magazine Christmas Promo (1986)",The New Yorker,1980,http://file.vintageadbrowser.com/es7l9i9bog1yyf.jpg,http://www.vintageadbrowser.com/xmas-ads-1980s
Constantin Alajalov Xmas Store New Yorker Cover (1949),The New Yorker,1940,http://file.vintageadbrowser.com/xfwumu9htlrg34.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/2
Tia Maria Coffee Liqueur Christmas Promo (1986),Tia Maria,1980,http://file.vintageadbrowser.com/vga10kyxv6lelv.jpg,http://www.vintageadbrowser.com/xmas-ads-1980s
Tiffany & Co. Jewelry Photo Christmas Gifts (1985),Tiffany,1980,http://file.vintageadbrowser.com/2g2ovx4a3m8yei.jpg,http://www.vintageadbrowser.com/xmas-ads-1980s
Exhibition Christmas Table Settings Tiffany Co (1965),Tiffany,1960,http://file.vintageadbrowser.com/tppawxzxmdyswm.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s/2
Time Magazine Christmas Subscription – Santa Says Hurry (1949),TIME Magazine,1940,http://file.vintageadbrowser.com/a1ml4w68ce9jon.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/15
Time Magazine Christmas Subscription By Airmail (1940),TIME Magazine,1940,http://file.vintageadbrowser.com/ct5k8g4f1cjt4z.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/12
Time Magazine Subscription – Santa Claus – Sold (1948),TIME Magazine,1940,http://file.vintageadbrowser.com/sgy52b4peroi22.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/11
Time Magazine Subscription Holiday (1948),TIME Magazine,1940,http://file.vintageadbrowser.com/wnwicv7ciz7p5v.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/2
Diane Keaton on Time Holiday Magazine (1977),TIME Magazine,1970,http://file.vintageadbrowser.com/c27z1doyotl2mt.jpg,http://www.vintageadbrowser.com/xmas-ads-1970s/2
Timken Detroit Axles 1900 Boston Horse Car Xmas (1951),Timken Detroit Axles,1950,http://file.vintageadbrowser.com/g074muqwjyff65.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/3
Trans World Airline’s Skyliner – The flight before Christmas (1951),Trans World Airline,1950,http://file.vintageadbrowser.com/qw60xmeuy9ead2.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/5
Trans-Canada Air Line’s Canada – Home To Canada For Christmas (1947),Trans-Canada Air Line,1940,http://file.vintageadbrowser.com/5c9gw9kvm0ibag.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/5
Trav-Ler Radio Corporation’s Various – on christmas morning... Travel With Trav-Ler (1947),Trav-Ler,1940,http://file.vintageadbrowser.com/w1f72ex2csaau5.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/2
"Trifari, Jewels for Christmas (1949)",Trifari,1940,http://file.vintageadbrowser.com/6lmn0blmj3wtzv.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s
US Savings Bond Christmas (1949),"U.S, Savings Bond",1940,http://file.vintageadbrowser.com/uv23n4dcz83a6g.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/6
"U. S. Treas. Dept., War Advertising Council’s War Bonds – What’s the word you think most of at Christmas? (1943)",U.S. Department of Treasury,1940,http://file.vintageadbrowser.com/0ogatmq3sa22op.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/11
Underwood Typewriters Christmas Old (1937),Underwood,1930,http://file.vintageadbrowser.com/jrfl6tic34fb6n.jpg,http://www.vintageadbrowser.com/xmas-ads-1930s
United Airlines Hawaii For Christmas Wife (1968),United Airlines Hawaii,1960,http://file.vintageadbrowser.com/8ge5bbo22gveht.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s/3
United Gas Christmas – Invite to Winter in the Sun (1940),United Gas,1940,http://file.vintageadbrowser.com/ia3hsfavvqwz7d.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/13
Wahl Eversharp & Wahl Pen – For Christmas (1924),Wahl Eversharp & Wah,1920,http://file.vintageadbrowser.com/n0v27tm9dpdptp.jpg,http://www.vintageadbrowser.com/xmas-ads-1920s/3
"J Walker Red, Christmas Box (1939)",Johnnie Walker,1930,http://file.vintageadbrowser.com/yu7ubrran0wiqf.jpg,http://www.vintageadbrowser.com/xmas-ads-1930s/3
J. Walter Thompson Company’s Jewelry and Silver – Christmas Gifts,J. Walter,1920,http://file.vintageadbrowser.com/h3gg07djbq24gm.jpg,http://www.vintageadbrowser.com/xmas-ads-1920s/2
Perfect Christmas Tree Johnnie Walker Scotch (1979),Johnnie Walker,1970,http://file.vintageadbrowser.com/eopjlv4wu6adgh.jpg,http://www.vintageadbrowser.com/xmas-ads-1970s
Walkers Deluxe Bourbon Xmas (1964),Johnnie Walker,1960,http://file.vintageadbrowser.com/rk7seub9q939yb.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s/3
Hiram Walkers Holiday – 2 Pages (1949),Johnnie Walker,1940,http://file.vintageadbrowser.com/5xb4oylwltqscr.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/7
Wamsutta Mills Bed Sheet Santa Claus (1955),Wamsutta Mills,1950,http://file.vintageadbrowser.com/t3jmw70wzqfp0d.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/6
John Wanamaker’s Wanamaker Christmas Pudding – And now let Yuletide bring you all good cheese (1905),Wanamaker,1900,http://file.vintageadbrowser.com/j4ghyl32ksx1js.jpg,http://www.vintageadbrowser.com/xmas-ads-1900s/2
Wards Montgomery Ward Christmas (1969),Ward,1960,http://file.vintageadbrowser.com/49f1hx4h6ngul6.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s/4
Webster Electric Company’s Telehome – 1947...the First Telehome Christmas (1947),Webster Electric,1940,http://file.vintageadbrowser.com/ghcvmwin5m66f3.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/14
Webster Electric’s Ekotape Recorder – For Christmas! Give This Treasure-trove of Entertainment (1956),Webster Electric,1950,http://file.vintageadbrowser.com/dnaei982em4mvb.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/5
Wedgwood Christmas Plate Break Mold (1971),Wedgwood,1970,http://file.vintageadbrowser.com/9uzj9tem67mn1x.jpg,http://www.vintageadbrowser.com/xmas-ads-1970s/2
West Ben Appliances Christmas shopping early (1952),West Ben Appliances,1950,http://file.vintageadbrowser.com/3rl260neyo96u7.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/7
Merry Christmas Westclox Electric Clock (1949),Westclox Electric,1940,http://file.vintageadbrowser.com/gp240vfmwtn9aj.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/6
Western Union Christmas – Santa Claus – Sold (1948),Western Union,1940,http://file.vintageadbrowser.com/izrc0w1peldecx.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/11
Western Union Christmas – Smartest People (1949),Western Union,1940,http://file.vintageadbrowser.com/535mr1f91pjh8i.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/14
Westinghouse Sun Lamp Suntan X-mas (1952),Westinghouse Electric,1950,http://file.vintageadbrowser.com/p4dd9ucmz45cpe.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/5
Westinghou (1946),Westinghouse Electric,1940,http://file.vintageadbrowser.com/wr2vlg2sam6xxi.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/17
"Westinghouse Christmas Lights, Florian Kraner (1950)",Westinghouse Electric,1950,http://file.vintageadbrowser.com/3nmlte6nnqi4ob.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/8
Westinghouse Electric Corporation’s Portable Radio – Just in time for Christmas New Westinghouse Personal Portable (1952),Westinghouse Electric,1950,http://file.vintageadbrowser.com/37exv5dzxzzhue.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/6
Westinghouse Electric Corporation’s Radio Phonograph – 4 ways to delight your family this Christmas... (1946),Westinghouse Electric,1940,http://file.vintageadbrowser.com/amuubcmo2qvgsf.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/5
Westinghouse Electric Corporation’s Various – 3 Gifts to make a Merrier Christmas by Westinghouse (1947),Westinghouse Electric,1940,http://file.vintageadbrowser.com/h878rrsbrrmk0x.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/4
Westinghouse Electric Corporation’s Various – Take a Westinghouse Radio Home for Christmas (1953),Westinghouse Electric,1950,http://file.vintageadbrowser.com/5346nu9x6p49a1.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/10
This Christmas Whitmans Chocolates (1929),Whitman’s,1920,http://file.vintageadbrowser.com/90atz2qo2e3lkq.jpg,http://www.vintageadbrowser.com/xmas-ads-1920s/2
Christmas Santa Whitman’s Assorted Chocolate (1954),Whitman’s,1950,http://file.vintageadbrowser.com/2ftdh5s16fldhj.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/9
Christmas Santa Whitman’s Chocolate 3 Box Photo (1950),Whitman’s,1950,http://file.vintageadbrowser.com/0mqqtdamqj0jti.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/4
Whitman’s Chocolates Christmas – Sold (1935),Whitman’s,1930,http://file.vintageadbrowser.com/kgx9seuqh1eyvd.jpg,http://www.vintageadbrowser.com/xmas-ads-1930s
Whitman’s Chocolates Christmas without Whitman’s (1940),Whitman’s,1940,http://file.vintageadbrowser.com/4xxbjz623yzfht.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/11
"Whitman’s, Sweets Father Christmas Santa Claus, USA (1920)",Whitman’s,1920,http://file.vintageadbrowser.com/yexkkv71ubfx38.jpg,http://www.vintageadbrowser.com/xmas-ads-1920s
Wilcox-Gay Corporation’s Recordio – Christmas...lives forever in the hearts of children and in your Recordio album... (1947),Wilcox-Gay,1940,http://file.vintageadbrowser.com/n14yzu6mjm12zy.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s
"Willys-overland Six Color Ad ""This Christmas... (1925)",Willys-Overland Six,1920,http://file.vintageadbrowser.com/otpcklijwoaf5r.jpg,http://www.vintageadbrowser.com/xmas-ads-1920s
1977,Woolco,1970,http://file.vintageadbrowser.com/yhkx1ve4ybmsmj.jpg,http://www.vintageadbrowser.com/xmas-ads-1970s
"The Works Progress Administration in Ohio presents the Federal Theatre for youth in ""A Christmas Carol"". (1936)",Works Progress Administration,1930,http://file.vintageadbrowser.com/s73fas0abd8j70.jpg,http://www.vintageadbrowser.com/xmas-ads-1930s
"Old , Wrisley, Christmas Gifts (1944)",Wrisley,1940,http://file.vintageadbrowser.com/lqv47pg2h0keua.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/7
Wyler Incaflex Watches Christmas (1947),Wyler Incaflex,1940,http://file.vintageadbrowser.com/czzrvv9g40jv7h.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/2
Bond Street Yardley Romantic Christmas White Fur (1948),Yardley,1940,http://file.vintageadbrowser.com/lrd0hdzeta24ug.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/11
"Yardley’s ""Be a Christmas Angel. Give fragrant gifts by (1951)",Yardley,1950,http://file.vintageadbrowser.com/vsq29mglxakr5z.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/10
Zenith Radio Corporation’s various – For Your Merriest Christmas...Thrills You Can Give Only With A Zenith (1946),Zenith,1940,http://file.vintageadbrowser.com/l1z9zld387xg7o.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/7
Zippo Cigarette Lighter Christmas Gift Santa (1954),Zippo,1950,http://file.vintageadbrowser.com/p1dmtdtrhi0btm.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/2
Zippo Lighters Christmas Gifts (1949),Zippo,1940,http://file.vintageadbrowser.com/90l9ahh33kl7k1.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/16
1927,Other,1920,http://file.vintageadbrowser.com/5gkqciuy7s0aqn.jpg,http://www.vintageadbrowser.com/xmas-ads-1920s/2
1973,Other,1970,http://file.vintageadbrowser.com/xozbtmg7en09vj.jpg,http://www.vintageadbrowser.com/xmas-ads-1970s
’55 Lionel Train Santa Christmas American Mutual Ins (1955),Other,1950,http://file.vintageadbrowser.com/0323cckyafs9fb.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/9
1916 (1),Other,1910,http://file.vintageadbrowser.com/83wjjfaw1p3exv.jpg,http://www.vintageadbrowser.com/xmas-ads-1910s
1940 (2),Other,1940,http://file.vintageadbrowser.com/w8uy6q3t3gppqe.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/7
Cookie Recipes – Holiday Magazine Article (1957),Other,1950,http://file.vintageadbrowser.com/x8cq9sziekbs8o.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/2
Drifted Snow Flour Christmas Cookies Recipes (1940),Other,1940,http://file.vintageadbrowser.com/zc0lmdodntdqxe.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/10
Jungle Bell Rock Sheet Music (1957),Other,1950,http://file.vintageadbrowser.com/q3qpwgjtyibhn8.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/9
Keith Haring Art Special Olympics Christmas Rec (1987),Other,1980,http://file.vintageadbrowser.com/b5p97d3b2ougco.jpg,http://www.vintageadbrowser.com/xmas-ads-1980s/2
King Radio’s Various – Of all Christmas gifts this is... The KING radio (1927),Other,1920,http://file.vintageadbrowser.com/gjyb57fnafztsa.jpg,http://www.vintageadbrowser.com/xmas-ads-1920s
Liberty Mutual Christmas – It’s Santa Claus (1948),Other,1940,http://file.vintageadbrowser.com/w8o2ocanaumzy3.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/16
Life Savers Christmas Album (1949),Other,1940,http://file.vintageadbrowser.com/1741qgxxdkn03d.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/8
NA’s War Bonds – Christmas Sock of 1943 (1944),Other,1940,http://file.vintageadbrowser.com/qjtpnz5z6pp2cw.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/6
Open before Christmas! here’s why: there’s so much going on in NBC BIG COLOR TV... every night,Other,1950,http://file.vintageadbrowser.com/0xjwhwmq9h1kbu.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/4
Party Punch Recipes – Holiday Magazine Article (1957),Other,1950,http://file.vintageadbrowser.com/awxgsv4ivrpifm.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/4
Quality Goods Mfrs Assoc Toys Christmas 9-Page (1955),Other,1950,http://file.vintageadbrowser.com/xq6knzbw4tz2zu.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/7
Railway Clerk Vol. 44 No.12 (1945),Other,1940,http://file.vintageadbrowser.com/o96k3wm3k5u25u.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/2
Railway Clerk Vol. 45 No.12 (1946),Other,1940,http://file.vintageadbrowser.com/efc511n9nj2fz6.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/6
Rca Victor Victrola (1906),Other,1900,http://file.vintageadbrowser.com/2iubw5x9uw0bp0.jpg,http://www.vintageadbrowser.com/xmas-ads-1900s/2
Santa Claus Tanning Florida Christmas Travel (1964),Other,1960,http://file.vintageadbrowser.com/iw0o5qezbka24k.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s/3
Santa Fe System Line’s Arizona and Southern California – Give your family the Sun for Christmas (1949),Other,1940,http://file.vintageadbrowser.com/cnnvhc03pd7k7j.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/7
Santa Message Give Washing Machine to Wife All (1952),Other,1950,http://file.vintageadbrowser.com/9ow53wkfazh86m.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/7
Scuba Divers Christmas Shoppers Guide (1978),Other,1970,http://file.vintageadbrowser.com/mrv7r2oa21cp5p.jpg,http://www.vintageadbrowser.com/xmas-ads-1970s/2
"Shelby ""He’s Dreaming of a Bike Christmas"" (1947)",Shelby,1940,http://file.vintageadbrowser.com/an52k362z0ui7o.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/3
US propaganda,Other,1910,http://file.vintageadbrowser.com/3ca3ykpno7egww.jpg,http://www.vintageadbrowser.com/xmas-ads-1910s
USA Christmas Seals Fight Emphysema Tuberculosis (1969),Other,1960,http://file.vintageadbrowser.com/e513jeim67fihq.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s
Various – Christmas Chimes (1901),Other,1900,http://file.vintageadbrowser.com/yjuu6j4cpeeuq1.jpg,http://www.vintageadbrowser.com/xmas-ads-1900s
White Christmas Sheet Music by Irving Berlin (1942),Other,1940,http://file.vintageadbrowser.com/jvj7yx812inb9k.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/3
Woody Herman Christmas Music (1943),Other,1940,http://file.vintageadbrowser.com/4dz2nos5fgybn0.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s
