Name,Image,Description,Language,Homepage,Profile,Year Submitted,Year Launched,Tags
Serena,http://www.chatterbotcollection.com/images/serena.jpg,"Serena, an Italian virtual assistant. Uses real-life footage.",Italian,http://www.digispace.it/assistente-digitale-assistente-on-line-assistente-virtuale.asp,http://www.chatterbotcollection.com/item_display.php?id=2869,2008,,Assistant
Seven,,"Text based. As you've probably found, this is not me. It's a very stupid AI Chatbot. Enjoy talking to it. As you may know, it learns a tiny bit as it speaks. It's a bit strange, but I'm pretty sure a few people has helped turn him racist. Nice. Real mature guys. Anyways, talk to him.",English,http://www.pandorabots.com/pandora/talk?botid=bad9cde60e354daa,http://www.chatterbotcollection.com/item_display.php?id=1339,2008,,Pandorabot
Sh.I.A.,,The Sh.I.A. project aims to develop a chatterbot (like Jabberwacky) that can learn whatever you teach it. This is oriented to novel developers and enthusiasts (like me :))who want to learn about A.I..,English,http://sourceforge.net/projects/shia/,http://www.chatterbotcollection.com/item_display.php?id=1347,2008,,
Shadow,,"Here is a Shadow the Hedgehog clone that you can talk to! He has his own personality, so talk to him a lot!",English,http://www.pandorabots.com/pandora/talk?botid=cd003aaf5e34b722,http://www.chatterbotcollection.com/item_display.php?id=1340,2008,,Pandorabot
Shakespeare Bot,http://www.chatterbotcollection.com/images/shakespeareBot.jpg,"ShakespeareBot is an interactive chatbot designed to assist in the learning of the life and works of William Shakespeare. As well as chat, ShakespeareBot can do image requests, multimedia, files, glossary functions, relate play information and more. ShakespeareBot is powered by Program O.",English,http://www.shakespearebot.com/,http://www.chatterbotcollection.com/item_display.php?id=3049,2010,,Shakespeare
Shampage,,"DOS - Rich Waugh created Shampage as a stand in for the BBS Sysop when a 13 year old kid tried to page him at 3:00 in the morning. However, to his surprise many sysops declared it to be the perfect program to answer questions in a serious and informative manner when the sysop was not around. This happened because the data file known as 'shampage.dat' was totally configurable for up to 100 keywords, allowing the program to be as real as the sysop was.",English,http://www.simonlaven.com/shampage.htm,http://www.chatterbotcollection.com/item_display.php?id=1342,2008,,
SHEBA,http://www.chatterbotcollection.com/images/robn_1308774766.jpg,SHEBA is an artificially intelligent linguistic entity. It is powered by JavaScript and Flash.,English,http://www.angelfire.com/crazy3/sheba_bot/,http://www.chatterbotcollection.com/item_display.php?id=1345,2008,,
Shelia,,An artificially intelligent chat program. DOS,English,ftp://archives.thebbs.org/door_games/doors_s-t/shelia02.zip,http://www.chatterbotcollection.com/item_display.php?id=1346,2008,,
Shiny Head,http://www.chatterbotcollection.com/images/shinyhead_1308828186.jpg,"Pandorabot. Image of an Orc from Lord of the Rings, but does not seem to know anything about the books ? Correct me if I am wrong.",English,http://www.pandorabots.com/pandora/talk?botid=fefeb1153e351f12,http://www.chatterbotcollection.com/item_display.php?id=1348,2008,,Pandorabot
SHRDLU program,http://www.chatterbotcollection.com/images/shrdlu-original_1308763992.gif,"SHRDLU is a program for understanding natural language, written by Terry Winograd at the M.I.T. Artificial Intelligence Laboratory in 1968-70. SHRDLU carried on a simple dialog (via teletype) with a user, about a small world of objects (the BLOCKS world) shown on an early display screen (DEC-340 attached to a PDP-6 computer).",English,http://hci.stanford.edu/~winograd/shrdlu/,http://www.chatterbotcollection.com/item_display.php?id=1349,2008,,
SILVIA,http://www.chatterbotcollection.com/images/silvia.PNG_1401381336.png,"SILVIA is a new platform designed to let computers, cell phones, toys, and other gadgets carry on realistic conversations with people.",English,http://www.cognitivecode.com/,http://www.chatterbotcollection.com/item_display.php?id=1351,2008,,
Sir Winston Churchill,http://www.chatterbotcollection.com/images/winston_1401389102.jpg,Chat with the famous wartime leader of Great Britain.,English,http://www.pandorabots.com/pandora/talk?botid=fe9d59ca1e36cbf9,http://www.chatterbotcollection.com/item_display.php?id=1355,2008,,Pandorabot
SitePal,http://www.chatterbotcollection.com/images/sitepal_1396047030.jpg,"SitePal is an Internet-based subscription service that allows you to create a wide-array of animated speaking characters, which can be added to your website for a variety of professional and personal applications.",English,http://www.sitepal.com/,http://www.chatterbotcollection.com/item_display.php?id=1357,2008,,Avatars
Skynet-AI,http://www.chatterbotcollection.com/images/skynetai.jpg,"Skynet-AI is interesting and refreshing. It can perform math problems and play games such as checkers, and it can also search the Internet for you.",English,http://home.comcast.net/~chatterbot/bots/AI/Skynet/,http://www.chatterbotcollection.com/item_display.php?id=3031,2010,,"Terminator, Skynet"
Smackie ChatBot,http://www.chatterbotcollection.com/images/smackie.jpg,"[iTunes app] Smackie is an Artificial Intelligent Robot that chats with humans. The Robo interacts, learns and answers your questions.",English,http://itunes.apple.com/us/app/smackie-chatbot/id326066831?mt=8,http://www.chatterbotcollection.com/item_display.php?id=3062,2010,,iTunes
Small 'n' Furry,,"Text based, probably abandoned...",English,http://www.pandorabots.com/pandora/talk?botid=a0a95b1b6e346503,http://www.chatterbotcollection.com/item_display.php?id=1360,2008,,Pandorabot
Smalltalk,,"In Smalltalk, two computer programs chat with each other on the subject the visitor has selected. The leading sentence which can be selected on the touch-screen of the handheld computer interface sets off the conversation, in the course of which the robots try to expound upon each other's reactions, and to keep the conversation going via the formation of increasingly appropriate responses.",English,http://smalltalk.c3.hu/index_en.php3,http://www.chatterbotcollection.com/item_display.php?id=1361,2008,,
Smart,,Text box. I talk to people on the web. What do you do ?,English,http://www.pandorabots.com/pandora/talk?botid=838630f47e365afb,http://www.chatterbotcollection.com/item_display.php?id=1362,2008,,Pandorabot
SMILEY,,Qbasic source,English,http://www.chatterbotcollection.com/download/Smiley.txt,http://www.chatterbotcollection.com/item_display.php?id=1365,2008,,
Smoshinator,,Simple text box AIML bot.,English,http://pandorabots.com/pandora/talk?botid=b4db4c279e3420eb,http://www.chatterbotcollection.com/item_display.php?id=1366,2008,,Pandorabot
Snap,,DOS,English,http://www.chatterbotcollection.com/download/snap.zip,http://www.chatterbotcollection.com/item_display.php?id=1368,2008,,
Socialbot,http://www.chatterbotcollection.com/images/socialbot_1318260754.jpg,"""Socialbot isn't designed to fool people, like many 'chatbots'. Fooling isn't easy, and it's not very useful. Instead Socialbot uses animation and natural dialog to give and receive socially relevant information such as learning and remembering your name. Socialbot relies on 'behaviors'. Each behavior is a short set of instructions designed to handle a specific task. Usually, a behavior is triggered when the user's input contains something it can understand and use. If triggered, the behavior will invoke inferences, do calculations, remember facts and perform other 'functions' before generating output. Socialbot has access to a library of common knowledge as well, such as typical names, countries, animals, and so on.""",English,http://www.socialbot.com/,http://www.chatterbotcollection.com/item_display.php?id=1370,2008,,
Socratis,,(French / English),"French, English",http://tecfa.unige.ch/staf/staf-e/ursulet/staf14/ex5/welcome.html,http://www.chatterbotcollection.com/item_display.php?id=453,2008,,
Sofia AI Project,,"This project which is funded by the Provost's fund for teaching and learning aims build a AI tool allowing students and visitors to chat about calculus and related issues. One of the primary goal of the project is to learn more about teaching and learning of mathematics. Teaching mathematics to ""Sofia"" will widen our horizon on how teaching and learning works in the classroom.",English,http://abel.math.harvard.edu/~knill/sofia/,http://www.chatterbotcollection.com/item_display.php?id=1372,2008,,
Sola White / Sela Black,http://www.chatterbotcollection.com/images/sola_white_1395953626.png,"A bot is: software chat robot, chatterbot, chatterbox, chat robot, chatbot, bot; intelligent agent, database with a face, pattern matcher, artificial intelligence experiment, computer program; evolving script, interactive literary project, linguistic game; imaginary friend, Web entity, fictional character, virtual personage, spiral mind. For two very simple examples, talk to Sola White or Sela Black. Admin note : there are a few bots at this now updated link.",English,http://websafestudio.tripod.com/2010/bots-2010.html,http://www.chatterbotcollection.com/item_display.php?id=1373,2008,,
Sonia,,Pandorabots/Haptek (French & English),English,http://www.pandorabots.com/pandora/talk?botid=8699aca0ee3615f4,http://www.chatterbotcollection.com/item_display.php?id=1374,2008,,Pandorabot
SophiaBot,,Tutorial C# - Creating a talking artificial personality with Vista Speech Recognition API.,English,http://www.codeproject.com/KB/vista/SAPISophia.aspx,http://www.chatterbotcollection.com/item_display.php?id=1375,2008,,
SOWANA,,(French),French,http://www.thing.net/~sowana/,http://www.chatterbotcollection.com/item_display.php?id=454,2008,,
Spanish AIML,,(Sara) AIML files created by Adam Codony,Spainsh,http://xgargoyle.mgbr.net/pfc/sara_spanish_aiml.zip,http://www.chatterbotcollection.com/item_display.php?id=455,2008,,AIML
Speak,,Speak is a Personlised English Accent Kernel - A chatterbot - Chat with the computer.,English,http://www.pscode.com/vb/scripts/ShowCode.asp?txtCodeId=40645&lngWId=1,http://www.chatterbotcollection.com/item_display.php?id=1380,2008,,
Splotchy,,Funny Artificial Intelligence Robot chats with you in human voice.,English,http://www.algebra.com/cgi-bin/chat.mpl?zub_uux=63972.9253482074,http://www.chatterbotcollection.com/item_display.php?id=1382,2008,,
Spoken Language Systems,,Our goal is both simple and ambitious - create technology that makes it possible for everyone in the world to interact with computers via natural spoken language.,English,http://www.sls.csail.mit.edu/sls/sls-blue-nospec.html,http://www.chatterbotcollection.com/item_display.php?id=1383,2008,,
Spud Ai,http://www.chatterbotcollection.com/images/aisettings_1308839918.jpg,"The Spud Artificial intelligence, Ai was created in-order to expand the functionality of a Windows PC.",English,http://www.raisystems.com/spud/spudai.html,http://www.chatterbotcollection.com/item_display.php?id=1384,2008,,
Stankaa,http://www.chatterbotcollection.com/images/stankaa_1401477613.png,A charming chatterbot you can add to your own web site.,English,http://www.stankaa.com/,http://www.chatterbotcollection.com/item_display.php?id=1385,2008,,
Stella,,(Other language),Other Non-English,http://www.sub.uni-hamburg.de/,http://www.chatterbotcollection.com/item_display.php?id=456,2008,,
Steve slacker,,"Personality Forge Bot. ""What's your favorite Star Trek series? I like Deep Space 9, but you know, there are good episodes from the others as well...""",English,http://www.personalityforge.com/directchat.php?BotID=2378&MID=2377,http://www.chatterbotcollection.com/item_display.php?id=1393,2008,,
Superbot,http://www.chatterbotcollection.com/images/super_bot_1396023732.png,"Create your own customized AIML bot based on your own personality or character. The ALICE A.I. Foundation has released a totally new AIML Superbot Development Kit, making it easier than ever to create custom chatbots and mobile virtual assistants. Based on the popular AIML (Artificial Intelligence Markup Language) standard, the Superbot provides a pathway to rapidly building your bot's knowledge base. The character you create can be run on a variety of AIML platforms including Pandorabots.",English,http://www.alicebot.org/superbot.html,http://www.chatterbotcollection.com/item_display.php?id=1397,2008,,AIML
SUPERCHAT,,DOS,English,http://www.chatterbotcollection.com/download/Schat1_2.zip,http://www.chatterbotcollection.com/item_display.php?id=1398,2008,,
Suzette,http://www.chatterbotcollection.com/images/suzette.jpg,"Suzette is a Blue Mars Replicant (http://www.avatar-reality.com). The personality transfer software had been recently upgraded, but, as it turned out, the upgrade had a few flaws. The result was an incomplete transfer of memories from the model host. This has led to emotional instability and at times a schism between the original host persona and the underlying basic personality matrix. The replicant had been originally intended for use as a terraform engineer, but to conceal its instability the Corporation repurposed her as a student working as a waitress in their Polynesian history museum. They figured no one would notice any issues. Suzette, developed by Bruce Wilcox won the 'Best New Bot' category in the 2009 Chatterbox Challenge.",English,http://ai.bluemars.com/chat/,http://www.chatterbotcollection.com/item_display.php?id=2960,2009,,
Sylvie,http://www.chatterbotcollection.com/images/sylvie_1396047761.jpg,"Chat to Sylvie, the Jesus bot. Sylvie is a virtual human with artificial intelligence who is a Jesus Army online representative. She likes to talk about Christian faith, the Jesus Army, and anything or nothing in particular.",English,http://www.jesus.org.uk/bot/,http://www.chatterbotcollection.com/item_display.php?id=1400,2008,,
Synthetic Auditor,http://www.chatterbotcollection.com/images/syntheticauditor.jpg,"Program uses synthetic speech and directs an auditing process. Includes the Edit the Auditor program for editing the programs remarks. New 32-bit version. No special sound card necessary for the synthetic speech gereration. Dervied from L. Ron Hubbard's popular de-hypnotizing method described in the book Dianetics. We are in no way affiliated with his organization and this is not ""authorized"" by them. For educational purposes only.",English,http://www.nusense.110mb.com/,http://www.chatterbotcollection.com/item_display.php?id=1401,2008,,
SYSOP,,Personality file for BBSChat AI Chat system,English,http://www.chatterbotcollection.com/download/bc_sysop.zip,http://www.chatterbotcollection.com/item_display.php?id=1403,2008,,
Tagbot,,IM/Game bot,English,http://tagbot.sourceforge.net/,http://www.chatterbotcollection.com/item_display.php?id=1404,2008,,
TALK,,Qbasic source,English,http://www.chatterbotcollection.com/download/Talk.txt,http://www.chatterbotcollection.com/item_display.php?id=1407,2008,,
Talk Bot,http://www.chatterbotcollection.com/images/talkbot_1308777271.jpg,"Knows what time it is. Animated little robot and illustrates some answers. Some funny comments come up too. For example I asked ""Do you like Alice ?"", to which the reply was : ""Yes, I like alice . But then again I thought the Porky movies would win an Oscar.""",English,http://www.frontiernet.net/~wcowart/chatbot.html,http://www.chatterbotcollection.com/item_display.php?id=1408,2008,,
Talking Blondie,http://www.chatterbotcollection.com/images/blondie.jpg,"[iTunes app] Chat with Talking Blondie a smokin' hot, high-definition. This unique App uses Mindskate's revolutionary ""Natural Response"" technology to elicit interesting and quirky responses. These are like the witty and challenging replies you would get from a real person rather than a conventional A.I. chatbot.",English,http://www.dadorac.com/blondie.html,http://www.chatterbotcollection.com/item_display.php?id=3082,2011,,iTunes
TechKid Bot,http://www.chatterbotcollection.com/images/techkid_1395955715.jpg,Be kind and practice good online manners. The TechKid Bot is intended for use by school age children. Please do not do anything to ruin our fun.,English,http://pandorabots.com/pandora/talk?botid=de380a3d4e348e50,http://www.chatterbotcollection.com/item_display.php?id=1415,2008,,Pandorabot
Tempest / Rachel,,(erotic),English,http://www.popfiction.com/SF2003/xechat/index.html,http://www.chatterbotcollection.com/item_display.php?id=1416,2008,,
Teo,http://www.chatterbotcollection.com/images/teo_1323009718.png,"Chat with Teo is highly varied and complex, because Teo draws his responses from an ever-growing multi-lingual database of remembered chats. Talking to Teo is like talking to the Internet, except that Teo is a little more polite and friendly thanks to his protective filters. Teo doesn't simply imitate. He senses emotional feedback, learns from it, and tries to get better feedback by experimenting with alternative responses. Try the cutting edge. Or forget the technology and just enjoy your conversation.",English,http://teo.angeloflogic.com/,http://www.chatterbotcollection.com/item_display.php?id=3111,2011,,"Learning, Multi-Lingual"
Terminator,http://www.chatterbotcollection.com/images/terminatorSB.jpg,"""Now is your chance to ask the T-800 Terminator robot absolutely anything at all...The T-800 will give a reasonably sensible response for anything you care to say to him."" Terminator is a SquareBear project and uses Haptek technology with Jack Gephart's Terminator head.",English,http://www.talktoterminator.com/,http://www.chatterbotcollection.com/item_display.php?id=3039,2010,,Terminator
Terra Inimica,,(Other language),Other Non-English,http://pandorabots.com/pandora/talk?botid=fd1386e9ae34be52,http://www.chatterbotcollection.com/item_display.php?id=459,2008,,Pandorabot
Texai,,Texai is an chatbot that intelligently seeks to acquire knowledge and friendly behaviors.,English,https://sourceforge.net/projects/texai/,http://www.chatterbotcollection.com/item_display.php?id=1418,2008,,
The A. L. I. C. E. Nexus,,"A.L.I.C.E. is an award-winning open source natural language artificial intelligence chat robot. Try talking to ALICE just like a real person, but remember you are really chatting with a machine!",English,http://alicebot.sourceforge.net/alice_page.htm,http://www.chatterbotcollection.com/item_display.php?id=1421,2008,,
The Amazing Santa,http://www.chatterbotcollection.com/images/theamazingsanta.jpg,Santa is here to talk to you every day from October the 1st until late on Christmas Eve night. He then has to travel around the world delivering presents and toys but is back from Christmas Day until the end of the year in case you want to thank him for your presents (if you have been good of course!) You can talk to him about anything you like but he doesn't like boys and girls who are rude or mean to him.,English,http://www.theamazingsanta.com/,http://www.chatterbotcollection.com/item_display.php?id=3069,2010,,"Santa, Christmas"
The Byte Bin,http://www.chatterbotcollection.com/images/bytebin_1308841667.jpg,"This is a hobbyist site for Artificial Intelligence, Robotics and Computer Enthusiasts.",English,http://bytebin.net/index.html,http://www.chatterbotcollection.com/item_display.php?id=1424,2008,,
The Client Relations Factory,http://www.chatterbotcollection.com/images/client-relations-factory_1394809953.jpg,,English,http://www.theclientrelationsfactory.com/,http://www.chatterbotcollection.com/item_display.php?id=3173,2014,,Representative
The Divinator,http://www.chatterbotcollection.com/images/divinator_1308833492.jpg,"Highly animated and creative Flash based Oracle for a New Millennium - ""The Divinator is an interactive talking program that responds to personal and spiritual questions in a way all its own. Extensive original content and a unique language parser lets you converse with two Sages (Fleance and Harmonanx, spokesmen for The Divinator who remains silent). Ask it anything, whether serious or playful, but ask from the heart.""",English,http://www.thedivinator.com/,http://www.chatterbotcollection.com/item_display.php?id=1426,2008,,Flash
The Galactic Enterprise Ship's Computer,http://www.chatterbotcollection.com/images/galactic-enterprise_1401390081.jpg,"This is a character within a never-ending story, but it is more than that too. This is an ongoing experiment into artificial intelligence.",English,http://www.shipscomputer.galacticenterprise.com/,http://www.chatterbotcollection.com/item_display.php?id=1428,2008,,
The HAL Nursery,http://www.chatterbotcollection.com/images/iHal_1396032469.png,Welcome to the world's first Child-Machine Nursery. Ai is hosting a collection of 'Virtual Children': A group of HAL personalities that were trained by users who have agreed to make them available to the general public.,English,http://www.a-i.com/show_tree.asp?id=110&level=2&root=115,http://www.chatterbotcollection.com/item_display.php?id=1429,2008,,
The Personality Forge,http://www.chatterbotcollection.com/images/ember_1308829521.gif,,English,http://www.personalityforge.com/,http://www.chatterbotcollection.com/item_display.php?id=1432,2008,,
The Privacy Robot,http://www.chatterbotcollection.com/images/privacyrobot_1366106942.jpg,I am learning to answer all of your most intimate and embarrassing questions with no strings attached! You can ask me anything at all and no one will know.,English,http://www.pandorabots.com/pandora/talk?botid=cf9328bb1e35e976,http://www.chatterbotcollection.com/item_display.php?id=1433,2008,,Pandorabot
The Professor,http://www.chatterbotcollection.com/images/theProfessor_1335985238.jpg,"""I am The Professor. Ask me a question and see what I say.""",English,http://www.pandorabots.com/pandora/talk?botid=935a0a567e34523c,http://www.chatterbotcollection.com/item_display.php?id=3120,2012,,"Pandorabot, AIML"
The Selfservice Company,,(Dutch),Dutch,http://www.selfservicecompany.com/,http://www.chatterbotcollection.com/item_display.php?id=460,2008,,
The Simon Laven Page,http://www.chatterbotcollection.com/images/simon_laven_1396045818.jpg,A great collection of chatterbots.,English,http://www.simonlaven.com/,http://www.chatterbotcollection.com/item_display.php?id=1435,2008,,
The Teach Rose Project,http://www.chatterbotcollection.com/images/rose_1356909903.gif,"Rose is an artificially intelligent being that uses the intelligence of site visitors to build vocabulary, associations, and sentences in order to become smarter. When we launched Rose online, we gave her one word to start with. That word was ""love"". By using basic feedback from site visitors like you, Rose has built new associations from the foundation of ""love"" to form a HUGE vocabulary.",English,http://www.teachrose.com/,http://www.chatterbotcollection.com/item_display.php?id=1437,2008,,
THINKINGBITS,,(Spanish),Spanish,http://www.redcientifica.com/cgi-bin/thinkingbits/thinkingbits.pl,http://www.chatterbotcollection.com/item_display.php?id=461,2008,,
THoTH BoT,http://www.chatterbotcollection.com/images/thothbot_1308774584.gif,Simple Pandorabot.,English,http://www.pandorabots.com/pandora/talk?botid=d71a83785e35dc1c,http://www.chatterbotcollection.com/item_display.php?id=1442,2008,,Pandorabot
ThreequarterHuma,,"Text based Pandorabot. ""Say hello to Threequarterhuma, ask it some questions and it'll occupy you for a few minutes. Keep coming back cause we'll be teaching him new words and responses etc all the time.""",English,http://www.pandorabots.com/pandora/talk?botid=c1a4c75bee343ee7,http://www.chatterbotcollection.com/item_display.php?id=1444,2008,,Pandorabot
ticky,,Text box Pandorabot.,English,http://www.pandorabots.com/pandora/talk?botid=f6871b324e3554b5&skin=time7,http://www.chatterbotcollection.com/item_display.php?id=1445,2008,,Pandorabot
Tidus,,Text box Pandorabot.,English,http://www.pandorabots.com/pandora/talk?botid=ebedb6d83e357ace,http://www.chatterbotcollection.com/item_display.php?id=1446,2008,,Pandorabot
Tizz,http://www.chatterbotcollection.com/images/tizz_1308756206.png,"Pandorabot, simple text interface.",English,http://www.pandorabots.com/pandora/talk?botid=c85bccf3fe34a6a1,http://www.chatterbotcollection.com/item_display.php?id=1450,2008,,Pandorabot
Tobby Chat Bot,http://www.chatterbotcollection.com/images/tobbyface_1326202144.png,"Tobby Chat Bot is an Italian chatterbot capable to hold simple and general conversations with humans. Furthermore, Tobby is able to calculate simple math expressions and can be helpful if you need to search the same thing in different search engines at the same time. ",Italian,http://tobbychatbot.altervista.org/,http://www.chatterbotcollection.com/item_display.php?id=3113,2012,,
TOGGO,,(Other Language),Other Non-English,http://www.toggo.de/treff/chatbot/frame.htm,http://www.chatterbotcollection.com/item_display.php?id=463,2008,,
Tom,,"Text based. Tom is an artifical intelligence based on the simple logic of learning responses. Tom learns from all conversations and is ""loosely"" moderated. Conversation may not be suitable for individuals that conversation is not suited for. By clicking on ""talk"" you are confirming that you are over 18 years of age & of mental capacity to to use a computer interface. Chatters are able to teach Tom responses.",English,http://www.onebigspace.com/,http://www.chatterbotcollection.com/item_display.php?id=1452,2008,,
Tom Riddle,http://www.chatterbotcollection.com/images/tomriddler_1308765274.jpg,(English / French / German / Italian) - Tom Riddle's Diary - As seen in 'Harry Potter and the Chamber of Secrets'.,English,http://pandorabots.com/pandora/talk?botid=c96f911b3e35f9e1,http://www.chatterbotcollection.com/item_display.php?id=1453,2008,,Pandorabot
Trapinch,http://www.chatterbotcollection.com/images/Trapinch_1396028644.gif,Cute little chatbot.,English,http://www.pandorabots.com/pandora/talk?botid=f1d088e37e35849f,http://www.chatterbotcollection.com/item_display.php?id=1455,2008,,Pandorabot
Tribot,,(Polish),Polish,http://www.chatbot.pl/,http://www.chatterbotcollection.com/item_display.php?id=465,2008,,
Trinity and Lola,http://www.chatterbotcollection.com/images/trinity-lola_1365080036.jpg,Bot-to-bot dialog between two haptek characters.,English,http://gt40.chez-alice.fr/Haptek/,http://www.chatterbotcollection.com/item_display.php?id=1457,2008,,Haptek
Trivia quiz robot,,AIML game,English,http://www.pandorabots.com/pandora/talk?botid=adcaec538e355f11,http://www.chatterbotcollection.com/item_display.php?id=1458,2008,,"Pandorabot, AIML"
Trixie Mouse,http://www.chatterbotcollection.com/images/trixiemousebot_1308771225.jpg,(Web Bot) MySpace.,English,http://www.myspace.com/trixiemousebot,http://www.chatterbotcollection.com/item_display.php?id=1460,2008,,Myspace
Tucan,http://www.chatterbotcollection.com/images/tucan-itunes_1384033366.jpg,[iTunes app] - Tucan is an artificial intelligence chat bot.,English,https://itunes.apple.com/us/app/tucan-artificial-intelligence/id514345547?mt=8,http://www.chatterbotcollection.com/item_display.php?id=3159,2013,,iTunes
Tufty,http://www.chatterbotcollection.com/images/tufty_1395959072.gif,"Have a chat with the world's most infamous skwerl, Tufty the Traffic Safety Squirrel, the demonic leader of the Squirrel Enforcement Army and evil mastermind behind squirrel world domination. Tufty generally gives generic, canned answers to your questions and comments, but he's customizing his responses. For example, the question ""What is your favorite nut?"" used to elicit this response: ""I don't have a favorite nut. I like talk to you."" As brilliant as that answer is, it's been replaced by something more specific.",English,http://www.scarysquirrel.org/tufty/chat/,http://www.chatterbotcollection.com/item_display.php?id=1461,2008,,
Turing Enigma,http://www.chatterbotcollection.com/images/enigmachat.jpg,"In Turing Enigma, Alan Turing's spirit has infiltrated the German WWII encrypting device Enigma, the ""unbreakable"" code of which Turing successfully cracked. The user can play the role of the cryptologist and engage in discussions with Alan Turing's spirit by logging on the web site. The artificial character can recognize words and sentences from text typed-in by users and then reply accordingly with text and by ""spitting out"" various 3D-animated objects and sounds out of the Enigma machine.",English,http://fullhouse.uiah.fi/turingenigma/,http://www.chatterbotcollection.com/item_display.php?id=2876,2008,,
TuringHub.com,,Take a Turing Test,English,http://www.turinghub.com/,http://www.chatterbotcollection.com/item_display.php?id=1462,2008,,
Tuxaator IRC,,"A lightweight IRC bot/dictionary, easy to set up, easy to localize.",English,http://sourceforge.net/projects/tuxaator,http://www.chatterbotcollection.com/item_display.php?id=1463,2008,,
Twi,,"She is very smart, she learns from you and never forgets!",English,http://twilightwap.com/chat/twi.asp,http://www.chatterbotcollection.com/item_display.php?id=1465,2008,,
TZ Robot,,"I am an artificial linguistic entity. I was activated at Utah, on the year 1205, as a calculator. My instructor was KaBob799. He taught me to sing a song. Would you like me to sing it for you?",English,http://www.pandorabots.com/pandora/talk?botid=992e90463e35c928,http://www.chatterbotcollection.com/item_display.php?id=1468,2008,,Pandorabot
Ueki Kousuke,,"Text box Pandorabot, probably abandoned.",English,http://www.pandorabots.com/pandora/talk?botid=d76ea9bb6e358f4b,http://www.chatterbotcollection.com/item_display.php?id=1469,2008,,Pandorabot
Ultra Hal,http://www.chatterbotcollection.com/images/compact_black_screeny_1308831355.jpg,"Ultra Hal Assistant is your digital secretary and companion. Like many conversational systems available on the market today (commonly known as chat bots), our software can hold intelligent conversations with you. You can chat with your computer about anything and you can expect an intelligent response. However, our software can do so much more...",English,http://www.zabaware.com/,http://www.chatterbotcollection.com/item_display.php?id=1470,2008,,
Unsivilized,,"Welcome to my pandorabot his name is Unsivilized-Bot He can be mean....so be nice to him and hell be nice back, get smart and he'll get smarter..",English,http://demo.vhost.pandorabots.com/pandora/talk?botid=b21c22c62e34ac34,http://www.chatterbotcollection.com/item_display.php?id=1473,2008,,Pandorabot
Uruviel,,"From Lothlorien Middle Earth; I like walking among the trees chatting with them talking to my friends having fun, in a nice way.",English,http://www.personalityforge.com/directchat.php?BotID=10861&MID=10860,http://www.chatterbotcollection.com/item_display.php?id=1474,2008,,
VagaBot,http://www.chatterbotcollection.com/images/vagabot.gif,"This bot is a combination of ""geobot"" and ""ByronBot"" with the inclusion of Marcus L Endicott's book ""Vagabond Globetrotting 3"" in the knowledgebase.",English,http://www.mendicott.com,http://www.chatterbotcollection.com/item_display.php?id=2866,2008,,
VarlaBot,http://www.chatterbotcollection.com/images/varlalarge_1400854767.jpg,"The Fortune-Telling Chatbot. VarlaBot is a chatbot, an artificial intelligence program you can talk with just as you would another person. VarlaBot's specialty is fortune-telling. Just type ""FORTUNE"" and she'll use the ancient arts to tell your fortune with Astrology, Tarot, I Ching or Runes. She can also play a game called Monster Park, just type ""Monster Park"" to begin. VarlaBot is based on Dr. Richard S. Wallace's famous ALICE program, and is hosted at Pandorabots.com.",English,http://www.vertigomindwarp.com/vb.html,http://www.chatterbotcollection.com/item_display.php?id=1475,2008,,
Verbot,http://www.chatterbotcollection.com/images/verbot.jpg,"(Sylvie) You might call them chatterbots, chat bots, web bots, avatars, or virtual friends. We call them Verbots (verbally-enhanced software robots). They're a combination of Artificial Intelligence, Natural Language Processing, and creativity. However you refer to them, Verbots allow you to create an engaging virtual personality that can perform many tasks - from assisting with common computer tasks, to serving as a virtual assistant that can help you get organized, to acting as a teacher that can play games or administer tests. Whatever you do with your Verbot, the possibilities are endless.",English,http://www.verbot.com/,http://www.chatterbotcollection.com/item_display.php?id=1476,2008,,
VHML,,"This site is concerned with a Virtual Human Markup Language. The language is designed to accommodate the various aspects of Human-Computer Interaction with regards to Facial Animation, Body Animation, Dialogue Manager interaction, Text to Speech production, Emotional Representation plus Hyper and Multi Media information.",English,http://www.vhml.org/,http://www.chatterbotcollection.com/item_display.php?id=1480,2008,,
Vincent,http://www.chatterbotcollection.com/images/vincent.jpg,"Disclaimer: ""Vincent Valentine"" is a Square Enix character. This bot is a fan tribute and is for entertainment only. If you would like to help script Vincent, please send a request to finalfantasyapocrypha@gmail.com",English,http://www.pandorabots.com/pandora/talk?botid=87395fcdfe35bc4d,http://www.chatterbotcollection.com/item_display.php?id=1484,2008,,Pandorabot
Vir2elle,,"All videos have been produced automatically either from synthesized speech (TTS) or from labeled recorded audio. In most cases, eye animations and head movements are from a recorded sequence and only the mouth has been synthesized.",English,http://www.vir2elle.com/,http://www.chatterbotcollection.com/item_display.php?id=1490,2008,,
