Document Name,Company,Document Type,Year,Country Codes,Tags,Target System,Product,Document Page,Download Link,Spy FIles Release
IT Intrusion Training Program: FINTRAINING (1),Gamma,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/gamma/290_it-intrusion-training-program-fintraining.html,https://wikileaks.org/spyfiles/files/0/290_GAMMA-201110-FinTraining.pdf,Spy Files 2
IT Intrusion Training Program: FINTRAINING (2),Gamma,Video,2011,,,,,https://wikileaks.org/spyfiles/docs/gamma/302_it-intrusion-training-program-fintraining.html,https://wikileaks.org/spyfiles/files/0/302_GAMMA-201110-FinTraining.mp4,Spy Files 2
IT-INTUSION FINFISHER INTRODUCTION,"Elaman, Gamma",Brochure,2008,,,,,https://wikileaks.org/spyfiles/docs/elaman-gamma/310_it-intusion-finfisher-introduction.html,https://wikileaks.org/spyfiles/files/0/310_ELAMAN-IT_INTRUSION_FINFISHER_INTRODUCTION_V02-08.pdf,Spy Files 2
Remote Monitoring & Infection Solutions: FINFLY ISP (1),Gamma,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/gamma/297_remote-monitoring-and-infection-solutions-finfly-isp.html,https://wikileaks.org/spyfiles/files/0/297_GAMMA-201110-FinFly_ISP.pdf,Spy Files 2
Remote Monitoring & Infection Solutions: FINFLY ISP (2),Gamma,Video,2011,,,,,https://wikileaks.org/spyfiles/docs/gamma/309_remote-monitoring-and-infection-solutions-finfly-isp.html,https://wikileaks.org/spyfiles/files/0/309_GAMMA-201110-FinFly_ISP.mp4,Spy Files 2
Remote Monitoring & Infection Solutions: FINFLY LAN (1),Gamma,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/gamma/295_remote-monitoring-and-infection-solutions-finfly-lan.html,https://wikileaks.org/spyfiles/files/0/295_GAMMA-201110-FinFly_LAN.pdf,Spy Files 2
Remote Monitoring & Infection Solutions: FINFLY LAN (2),Gamma,Video,2011,,,,,https://wikileaks.org/spyfiles/docs/gamma/307_remote-monitoring-and-infection-solutions-finfly-lan.html,https://wikileaks.org/spyfiles/files/0/307_GAMMA-201110-FinFly_LAN.mp4,Spy Files 2
Remote Monitoring & Infection Solutions: FINFLY USB,Gamma,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/gamma/294_remote-monitoring-and-infection-solutions-finfly-usb.html,https://wikileaks.org/spyfiles/files/0/294_GAMMA-201110-FinFly_USB.pdf,Spy Files 2
Remote Monitoring & Infection Solutions: FINFLY WEB (1),Gamma,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/gamma/296_remote-monitoring-and-infection-solutions-finfly-web.html,https://wikileaks.org/spyfiles/files/0/296_GAMMA-201110-FinFly_Web.pdf,Spy Files 2
Remote Monitoring & Infection Solutions: FINFLY WEB (2),Gamma,Video,2011,,,,,https://wikileaks.org/spyfiles/docs/gamma/308_remote-monitoring-and-infection-solutions-finfly-web.html,https://wikileaks.org/spyfiles/files/0/308_GAMMA-201110-FinFly_Web.mp4,Spy Files 2
Remote Monitoring & Infection Solutions: FINSPY (1),Gamma,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/gamma/289_remote-monitoring-and-infection-solutions-finspy.html,https://wikileaks.org/spyfiles/files/0/289_GAMMA-201110-FinSpy.pdf,Spy Files 2
Remote Monitoring & Infection Solutions: FINSPY (2),Gamma,Video,2011,,,,,https://wikileaks.org/spyfiles/docs/gamma/301_remote-monitoring-and-infection-solutions-finspy.html,https://wikileaks.org/spyfiles/files/0/301_GAMMA-201110-FinSpy.mp4,Spy Files 2
Remote Monitoring & Infection Solutions: FINSPY MOBILE (1),Gamma,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/gamma/291_remote-monitoring-and-infection-solutions-finspy-mobile.html,https://wikileaks.org/spyfiles/files/0/291_GAMMA-201110-FinSpy_Mobile.pdf,Spy Files 2
Remote Monitoring & Infection Solutions: FINSPY MOBILE (2),Gamma,Video,2011,,,,,https://wikileaks.org/spyfiles/docs/gamma/303_remote-monitoring-and-infection-solutions-finspy-mobile.html,https://wikileaks.org/spyfiles/files/0/303_GAMMA-201110-FinSpy_Mobile.mp4,Spy Files 2
Tactical IT Intrusion Portfolio: FINFIREWIRE (1),Gamma,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/gamma/293_tactical-it-intrusion-portfolio-finfirewire.html,https://wikileaks.org/spyfiles/files/0/293_GAMMA-201110-FinFireWire.pdf,Spy Files 2
Tactical IT Intrusion Portfolio: FINFIREWIRE (2),Gamma,Video,2011,,,,,https://wikileaks.org/spyfiles/docs/gamma/305_tactical-it-intrusion-portfolio-finfirewire.html,https://wikileaks.org/spyfiles/files/0/305_GAMMA-201110-FinFireWire.mp4,Spy Files 2
Tactical IT Intrusion Portfolio: FININTRUSION KIT (1),Gamma,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/gamma/288_tactical-it-intrusion-portfolio-finintrusion-kit.html,https://wikileaks.org/spyfiles/files/0/288_GAMMA-201110-FinIntrusion_Kit.pdf,Spy Files 2
Tactical IT Intrusion Portfolio: FININTRUSION KIT (2),Gamma,Video,2011,,,,,https://wikileaks.org/spyfiles/docs/gamma/300_tactical-it-intrusion-portfolio-finintrusion-kit.html,https://wikileaks.org/spyfiles/files/0/300_GAMMA-201110-FinIntrusion_kit.mp4,Spy Files 2
Tactical IT Intrusion Portfolio: FINUSB SUITE (1),Gamma,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/gamma/292_tactical-it-intrusion-portfolio-finusb-suite.html,https://wikileaks.org/spyfiles/files/0/292_GAMMA-201110-FinUSB_Suite.pdf,Spy Files 2
Tactical IT Intrusion Portfolio: FINUSB SUITE (2),Gamma,Video,2011,,,,,https://wikileaks.org/spyfiles/docs/gamma/304_tactical-it-intrusion-portfolio-finusb-suite.html,https://wikileaks.org/spyfiles/files/0/304_GAMMA-201110-FinUSB_Suite.mp4,Spy Files 2
Tactical IT Intrusion Portfolio: FINUSB SUITE (3),Gamma,Video,2011,,,,,https://wikileaks.org/spyfiles/docs/gamma/306_tactical-it-intrusion-portfolio-finusb-suite.html,https://wikileaks.org/spyfiles/files/0/306_GAMMA-201110-FinFly_USB.mp4,Spy Files 2
10 GigaBit Fiber Taps,Net Optics,Brochure,unspecified,United States,,,,https://wikileaks.org/spyfiles/docs/NETOPTICS_10GigaFibe_en.html,www.wikileaks.org/spyfiles/docs/NETOPTICS-10GigaFibe-en.pdf,Spy Files 3
10/100 Port Aggregator Tap,Net Optics,Brochure,unspecified,United States,,,,https://wikileaks.org/spyfiles/docs/NETOPTICS_10100Port_en.html,www.wikileaks.org/spyfiles/docs/NETOPTICS-10100Port-en.pdf,Spy Files 3
10/100/1000 Tap Network Link,Net Optics,Brochure,unspecified,"United States, France",,,,https://wikileaks.org/spyfiles/docs/NETOPTICS_101001000_en.html,www.wikileaks.org/spyfiles/docs/NETOPTICS-101001000-en.pdf,Spy Files 3
10/100BaseT Tap,Net Optics,Brochure,unspecified,United States,,,,https://wikileaks.org/spyfiles/docs/NETOPTICS_10100BTap_en.html,www.wikileaks.org/spyfiles/docs/NETOPTICS-10100BTap-en.pdf,Spy Files 3
1U Modular Rackmount Surveillance Simplified,Packet Forensics,Brochure,2011,United States,"Packet Forensics, Internet Monitoring, Lawful Interception, Data Retention, VoIP, COMINT, Hardware",,,https://wikileaks.org/spyfiles/docs/PACKETFORENSICS_2011_1UModuRack_en.html,www.wikileaks.org/spyfiles/docs/PACKETFORENSICS-2011-1UModuRack-en.pdf,Spy Files 3
2 Mercure,Okham Solutions,Brochure,2011,France,"Mass Monitoring, Analysis Software, Traffic Data Processing, Software",,,https://wikileaks.org/spyfiles/docs/OCKHAM_2011_2Merc_en.html,www.wikileaks.org/spyfiles/docs/OCKHAM-2011-2Merc-en.pdf,Spy Files 3
4x1 GigaBit Copper In-Line Regeneration Tap,Net Optics,Brochure,unspecified,United States,,,,https://wikileaks.org/spyfiles/docs/NETOPTICS_4x1GigaCopp_en.html,www.wikileaks.org/spyfiles/docs/NETOPTICS-4x1GigaCopp-en.pdf,Spy Files 3
"5-Series Small Devices, Big Opportunities",Packet Forensics,Brochure,2011,United States,"Packet Forensics, SIGINT, Tactical Internet Monitoring",,,https://wikileaks.org/spyfiles/docs/PACKETFORENSICS_2011_5SeriSmal_en.html,www.wikileaks.org/spyfiles/docs/PACKETFORENSICS-2011-5SeriSmal-en.pdf,Spy Files 3
A30 Excellence in Telephone Interception Systems,AMECS,Brochure,2011,France,"Analysis Software, Deep Packet Inspection, Mass Monitoring, Monitoring Centre, Software, Hardware",Phone Network,,https://wikileaks.org/spyfiles/docs/AMECS_2011_A30Excein_en.html,www.wikileaks.org/spyfiles/docs/AMECS-2011-A30Excein-en.pdf,Spy Files 3
Aappro Security and defence: Company Brochure,Aappro,Brochure,2011,United Kingdom,"Covert Surveillance Devices, Tactical Gsm Interception, Tactical Interception Devices",GSM,,https://wikileaks.org/spyfiles/docs/AAPPRO_2011_AappSecuand_en.html,www.wikileaks.org/spyfiles/docs/AAPPRO-2011-AappSecuand-en.pdf,Spy Files 3
About BrightPlanet,BrightPlanet,Catalogue,2011,United States,"Analysis Software, Software",,,https://wikileaks.org/spyfiles/docs/BRIGHTPLANET_2011_AbouBrig_en.html,www.wikileaks.org/spyfiles/docs/BRIGHTPLANET-2011-AbouBrig-en.pdf,Spy Files 3
Advanced Cyber Infrastructure Protection,Cassidian,Brochure,2011,Germany,"Deep Packet Inspection, Internet Monitoring",,,https://wikileaks.org/spyfiles/docs/CASSIDIANEADS_2011_AdvaCybeInfr_en.html,www.wikileaks.org/spyfiles/docs/CASSIDIANEADS-2011-AdvaCybeInfr-en.pdf,Spy Files 3
Advertisement System InPoint SMS,NeoSoft,Data Sheet,unspecified,Switzerland,Tactical Gsm Interception,,,https://wikileaks.org/spyfiles/docs/NEOSOFT_AdveSystInPo_en.html,www.wikileaks.org/spyfiles/docs/NEOSOFT-AdveSystInPo-en.pdf,Spy Files 3
An Introduction to Morpho Face Investigate Pilot,Safran,Brochure,2011,France,"Facial Recognition, CCTV, Software",,,https://wikileaks.org/spyfiles/docs/SAFRAN_2011_AnIntrto_en.html,www.wikileaks.org/spyfiles/docs/SAFRAN-2011-AnIntrto-en.pdf,Spy Files 3
An overview of FTS products & services,Forensic Telecommunications Services,Brochure,2011,United Kingdom,"Forensic Telecommunications Services, Forensics, Cell Phone Forensics, COMINT, Sms Monitoring, Sim Card Forensics, Monitoring, Iridium Monitoring, Tactical Gsm Interception, Service",,,https://wikileaks.org/spyfiles/docs/FORENSICTELECOMMUNICATIONS_2011_Anoverof_en.html,www.wikileaks.org/spyfiles/docs/FORENSICTELECOMMUNICATIONS-2011-Anoverof-en.pdf,Spy Files 3
Analyst´s Notebook - Esri Edition Foundation Module,i2 Group,Brochure,2011,United States,"Social Network Analysis, Semantic Analysis, Analysis Software, Software",,,https://wikileaks.org/spyfiles/docs/I2GROUP_2011_AnalsNote_en.html,www.wikileaks.org/spyfiles/docs/I2GROUP-2011-AnalsNote-en.pdf,Spy Files 3
Analyst´s Notebook 8,i2 Group,Brochure,2010,United States,"Analysis Software, Software",,,https://wikileaks.org/spyfiles/docs/I2GROUP_2010_AnalsNote_en.html,www.wikileaks.org/spyfiles/docs/I2GROUP-2010-AnalsNote-en.pdf,Spy Files 3
ARES Systeme d´interception de Bandes C/L Thuraya,Rheinmental Defence,Brochure,unspecified,Germany,Tactical Satellite Interception,,,https://wikileaks.org/spyfiles/docs/RHEINMETALLDEFENCE_ARESSystd_fr.html,www.wikileaks.org/spyfiles/docs/RHEINMETALLDEFENCE-ARESSystd-fr.pdf,Spy Files 3
Argos Thuraya Interception L-Band System,Rheinmental Defence,Brochure,unspecified,Germany,,,,https://wikileaks.org/spyfiles/docs/RHEINMETALLDEFENCE_ArgoThurInte_en.html,www.wikileaks.org/spyfiles/docs/RHEINMETALLDEFENCE-ArgoThurInte-en.pdf,Spy Files 3
Artemis - Systeme d´Interception de bandes L/L Thuraya,Rheinmental Defence,Brochure,unspecified,Germany,Tactical Satellite Interception,,,https://wikileaks.org/spyfiles/docs/RHEINMETALLDEFENCE_ArteSystd_fr.html,www.wikileaks.org/spyfiles/docs/RHEINMETALLDEFENCE-ArteSystd-fr.pdf,Spy Files 3
ATIS Presentation,ATIS Uher,Presentation,unspecified,"Germany, Tunisia",Monitoring Centre,,,https://wikileaks.org/spyfiles/docs/ATISUHER_ATISPres_en.html,www.wikileaks.org/spyfiles/docs/ATISUHER-ATISPres-en.pdf,Spy Files 3
Audioscope - Audio Capturing and Recording System,Cobham,Brochure,2011,Denmark,"Recognition, Covert Surveillance Devices, Audio Forensics, Tactical Interception Devices",,,https://wikileaks.org/spyfiles/docs/COBHAM_2011_AudiAudiCapt_en.html,www.wikileaks.org/spyfiles/docs/COBHAM-2011-AudiAudiCapt-en.pdf,Spy Files 3
Automated Data Retention for Telcommunication Service Providers,Utimaco,Brochure,2010,"Germany, United Kingdom",Data Retention,"Phone Network, Mobile Phone Network",,https://wikileaks.org/spyfiles/docs/UTIMACO_2010_AutoDataRete_en.html,www.wikileaks.org/spyfiles/docs/UTIMACO-2010-AutoDataRete-en.pdf,Spy Files 3
Automatic Speaker Identification System (ASIS),Agnitio,Brochure,2011,United Kingdom,"Audio Forensics, Biometrics, Speaker Identification, Strategic Interception",Phone Network,,https://wikileaks.org/spyfiles/docs/AGNITIO_2011_AutoSpeaIden_en.html,www.wikileaks.org/spyfiles/docs/AGNITIO-2011-AutoSpeaIden-en.pdf,Spy Files 3
Batvox export 1:1 voice biometric tool,Agnitio,Brochure,2011,Spain,"Speaker Identification, Audio Forensics",Phone Network,,https://wikileaks.org/spyfiles/docs/AGNITIO_2011_Batvexpo1_en.html,www.wikileaks.org/spyfiles/docs/AGNITIO-2011-Batvexpo1-en.pdf,Spy Files 3
Beowulf II Board Audio Recorder,Cobham,Data Sheet,2011,Denmark,,,,https://wikileaks.org/spyfiles/docs/COBHAM_2011_BeowIIBoar_en.html,www.wikileaks.org/spyfiles/docs/COBHAM-2011-BeowIIBoar-en.pdf,Spy Files 3
Beowulf II Bubble Gum Covert ìdrop and walk audio recorder,Cobham,Data Sheet,2011,Denmark,"Covert Surveillance Devices, Tactical Interception Devices",,,https://wikileaks.org/spyfiles/docs/COBHAM_2011_BeowIIBubb_en.html,www.wikileaks.org/spyfiles/docs/COBHAM-2011-BeowIIBubb-en.pdf,Spy Files 3
Beowulf II Solid state stand alone recorder,Cobham,Data Sheet,2011,Denmark,"Covert Surveillance Devices, Tactical Interception Devices, Hardware",,,https://wikileaks.org/spyfiles/docs/COBHAM_2011_BeowIISoli_en.html,www.wikileaks.org/spyfiles/docs/COBHAM-2011-BeowIISoli-en.pdf,Spy Files 3
Bifrost Wireless HIgh Speed USB Modem for Freja Video records,Cobham,Data Sheet,2011,Denmark,"Covert Surveillance Devices, CCTV, Tactical Interception Devices, Covert Surveillance Devices",,,https://wikileaks.org/spyfiles/docs/COBHAM_2011_BifrWireHIgh_en.html,www.wikileaks.org/spyfiles/docs/COBHAM-2011-BifrWireHIgh-en.pdf,Spy Files 3
Biometric Speaker Spotting System (BS3),Agnitio,Brochure,2011,Spain,"COMINT, Audio Forensics, Speech Recognition, Speaker Identification, Strategic Interception",Phone Network,,https://wikileaks.org/spyfiles/docs/AGNITIO_2011_BiomSpeaSpot_en.html,www.wikileaks.org/spyfiles/docs/AGNITIO-2011-BiomSpeaSpot-en.pdf,Spy Files 3
Biometrics,Ernst & Young,Brochure,2011,United Kingdom,"Biometrics, Service",,,https://wikileaks.org/spyfiles/docs/ERNSTYOUNG_2011_Biom_en.html,www.wikileaks.org/spyfiles/docs/ERNSTYOUNG-2011-Biom-en.pdf,Spy Files 3
BONGO monitoring system,NETI,Brochure,2011,Hungary,"Lawful Interception, Strategic Interception, VoIP, COMINT, Network Recording, Traffic Data Processing, Monitoring Centre, Hardware",,,https://wikileaks.org/spyfiles/docs/NETI_2011_BONGmonisyst_en.html,www.wikileaks.org/spyfiles/docs/NETI-2011-BONGmonisyst-en.pdf,Spy Files 3
Brochure Security & Policing Exhibition - UK Innovation for Global Security,ADS UKTI Defence & Secuity Organisation,Brochure,2012,United Kingdom,,,,https://wikileaks.org/spyfiles/docs/ADSUKTI_2012_BrocSecuPoli_en.html,www.wikileaks.org/spyfiles/docs/ADSUKTI-2012-BrocSecuPoli-en.pdf,Spy Files 3
BS3 Strategic - Biometric Speaker Spotting System: Strategic Edition,Agnitio,Brochure,2011,Spain,"Mass Monitoring, Audio Forensics, VoIP, COMINT, Speaker Identification, Speech Recognition, Strategic Interception",Phone Network,,https://wikileaks.org/spyfiles/docs/AGNITIO_2011_BS3StraBiom_en.html,www.wikileaks.org/spyfiles/docs/AGNITIO-2011-BS3StraBiom-en.pdf,Spy Files 3
Building your OSINT Capabililty,Kapow Software,Brochure,2011,"United Kingdom, United States","Social Network Analysis, Mass Monitoring, Analysis Software","Twitter, Facebook",,https://wikileaks.org/spyfiles/docs/KAPOWSOFTWARE_2011_BuilyourOSIN_en.html,www.wikileaks.org/spyfiles/docs/KAPOWSOFTWARE-2011-BuilyourOSIN-en.pdf,Spy Files 3
CAPsure 256 Element Square Microphone Array,Cobham,Data Sheet,2011,Denmark,Audio Forensics,,,https://wikileaks.org/spyfiles/docs/COBHAM_2011_CAPs256Elem_en.html,www.wikileaks.org/spyfiles/docs/COBHAM-2011-CAPs256Elem-en.pdf,Spy Files 3
Case History,Expert System,Brochure,unspecified,"United States, Italy",Semantic Analysis,,,https://wikileaks.org/spyfiles/docs/EXPERTSYSTEM_CaseHist_en.html,www.wikileaks.org/spyfiles/docs/EXPERTSYSTEM-CaseHist-en.pdf,Spy Files 3
Case history eni,Expert System,Brochure,unspecified,"United States, Italy",Semantic Analysis,,,https://wikileaks.org/spyfiles/docs/EXPERTSYSTEM_Casehisteni_en.html,www.wikileaks.org/spyfiles/docs/EXPERTSYSTEM-Casehisteni-en.pdf,Spy Files 3
Case Study: COsmOs,Expert System,Brochure,unspecified,"United States, Italy","Audio Forensics, Speaker Identification, Speech Recognition, Semantic Analysis",,,https://wikileaks.org/spyfiles/docs/EXPERTSYSTEM_CaseStudCOsm_en.html,www.wikileaks.org/spyfiles/docs/EXPERTSYSTEM-CaseStudCOsm-en.pdf,Spy Files 3
Case study: Network Intelligence for Lawful Interception,Qosmos,Brochure,2011,"France, United States, Singapore","Lawful Interception, Mass Monitoring, Gbps, P2P, Network Recording, Deep Packet Inspection, VoIP, COMINT","E-mail, Instant Messaging",,https://wikileaks.org/spyfiles/docs/QOSMOS_2011_CasestudNetw_en.html,www.wikileaks.org/spyfiles/docs/QOSMOS-2011-CasestudNetw-en.pdf,Spy Files 3
Catalogue of Tactical Communications and Surveillance Product Short Form,Cobham,Catalogue,2011,Denmark,"Covert Surveillance Devices, Audio Forensics, Tactical Interception Devices, Location Tracking",,,https://wikileaks.org/spyfiles/docs/COBHAM_2011_CataofTact_en.html,www.wikileaks.org/spyfiles/docs/COBHAM-2011-CataofTact-en.pdf,Spy Files 3
Catalogue Security & Policing Exhibition,ADS UKTI Defence & Secuity Organisation,Catalogue,2012,United Kingdom,,,,https://wikileaks.org/spyfiles/docs/ADSUKTI_2012_CataSecuPoli_en.html,www.wikileaks.org/spyfiles/docs/ADSUKTI-2012-CataSecuPoli-en.pdf,Spy Files 3
Cell phone detection systems,Berkeley Varitronics Systems,Brochure,2011,United States,"SIGINT, Cell Phone Detection",,,https://wikileaks.org/spyfiles/docs/BERKELEYVARITRONICS_2011_Cellphondete_en.html,www.wikileaks.org/spyfiles/docs/BERKELEYVARITRONICS-2011-Cellphondete-en.pdf,Spy Files 3
CellNet Drop 2 Interception System,Ericsson,Training Material,2000,Sweden,Monitoring Centre,,,https://wikileaks.org/spyfiles/docs/ERICSSON_2000_CellDrop2_en.html,www.wikileaks.org/spyfiles/docs/ERICSSON-2000-CellDrop2-en.pdf,Spy Files 3
Cellphone detector Wolfhound,Berkeley Varitronics Systems,Brochure,2011,United States,"SIGINT, Cell Phone Detection",,,https://wikileaks.org/spyfiles/docs/BERKELEYVARITRONICS_2011_CelldeteWolf_en.html,www.wikileaks.org/spyfiles/docs/BERKELEYVARITRONICS-2011-CelldeteWolf-en.pdf,Spy Files 3
Centuare,Elektron,Brochure,unspecified,France,"Lawful Interception, Location Tracking",,,https://wikileaks.org/spyfiles/docs/ELEKTRON_Cent_fr.html,www.wikileaks.org/spyfiles/docs/ELEKTRON-Cent-fr.pdf,Spy Files 3
CIGOTO SEE From search to knowing,Expert System,Video,unspecified,"United States, Italy",Semantic Analysis,,,https://wikileaks.org/spyfiles/docs/EXPERTSYSTEM_CIGOSEEFrom_en.html,www.wikileaks.org/spyfiles/docs/EXPERTSYSTEM-CIGOSEEFrom-en.mp4,Spy Files 3
Cogito Answers,Expert System,Brochure,unspecified,"United States, Italy","Audio Forensics, Speaker Identification, Speech Recognition, Semantic Analysis",,,https://wikileaks.org/spyfiles/docs/EXPERTSYSTEM_CogiAnsw_en.html,www.wikileaks.org/spyfiles/docs/EXPERTSYSTEM-CogiAnsw-en.pdf,Spy Files 3
Cogito Categorizer Cogito Discover,Expert System,Brochure,unspecified,"United States, Italy","Audio Forensics, Speaker Identification, Speech Recognition, Semantic Analysis",,,https://wikileaks.org/spyfiles/docs/EXPERTSYSTEM_CogiCateCogi_en.html,www.wikileaks.org/spyfiles/docs/EXPERTSYSTEM-CogiCateCogi-en.pdf,Spy Files 3
COGITO Intelligence Platform,Expert System,Brochure,unspecified,"United States, Italy","Semantic Analysis, Text Mining",,,https://wikileaks.org/spyfiles/docs/EXPERTSYSTEM_COGIIntePlat_en.html,www.wikileaks.org/spyfiles/docs/EXPERTSYSTEM-COGIIntePlat-en.pdf,Spy Files 3
Cogito Mapping Concepts,Expert System,Video,unspecified,"United States, Italy","Analysis Software, Location Tracking, Semantic Analysis",,,https://wikileaks.org/spyfiles/docs/EXPERTSYSTEM_CogiMappConc_en.html,www.wikileaks.org/spyfiles/docs/EXPERTSYSTEM-CogiMappConc-en.mp4,Spy Files 3
Cogito Monitor,Expert System,Brochure,unspecified,"United States, Italy","Audio Forensics, Speaker Identification, Speech Recognition, Text Mining, Semantic Analysis",,,https://wikileaks.org/spyfiles/docs/EXPERTSYSTEM_CogiMoni_en.html,www.wikileaks.org/spyfiles/docs/EXPERTSYSTEM-CogiMoni-en.pdf,Spy Files 3
Cogito Monitor Voice of the Customer,Expert System,Video,unspecified,"United States, Italy",Semantic Analysis,,,https://wikileaks.org/spyfiles/docs/EXPERTSYSTEM_CogiMoniVoic_en.html,www.wikileaks.org/spyfiles/docs/EXPERTSYSTEM-CogiMoniVoic-en.mp4,Spy Files 3
Cogito Search Explore Engine,Expert System,Brochure,unspecified,"United States, Italy","Audio Forensics, Speaker Identification, Speech Recognition, Semantic Analysis",,,https://wikileaks.org/spyfiles/docs/EXPERTSYSTEM_CogiSearExpl_en.html,www.wikileaks.org/spyfiles/docs/EXPERTSYSTEM-CogiSearExpl-en.pdf,Spy Files 3
COGITO SEE Finding out who did what,Expert System,Video,unspecified,"United States, Italy",Semantic Analysis,,,https://wikileaks.org/spyfiles/docs/EXPERTSYSTEM_COGISEEFind_en.html,www.wikileaks.org/spyfiles/docs/EXPERTSYSTEM-COGISEEFind-en.mp4,Spy Files 3
COGITO Semantic Technology,Expert System,Video,unspecified,"United States, Italy",Semantic Analysis,,,https://wikileaks.org/spyfiles/docs/EXPERTSYSTEM_COGISemaTech_en.html,www.wikileaks.org/spyfiles/docs/EXPERTSYSTEM-COGISemaTech-en.mp4,Spy Files 3
COGITO Twitter Semantic Search,Expert System,Video,unspecified,"United States, Italy",Semantic Analysis,Twitter,,https://wikileaks.org/spyfiles/docs/EXPERTSYSTEM_COGITwitSema_en.html,www.wikileaks.org/spyfiles/docs/EXPERTSYSTEM-COGITwitSema-en.mp4,Spy Files 3
COGITO Understanding Words,Expert System,Video,unspecified,"United States, Italy",Semantic Analysis,,,https://wikileaks.org/spyfiles/docs/EXPERTSYSTEM_COGIUndeWord_en.html,www.wikileaks.org/spyfiles/docs/EXPERTSYSTEM-COGIUndeWord-en.mp4,Spy Files 3
Cogito: Solutions for Semantic Publishing,Expert System,Brochure,unspecified,"United States, Italy",Semantic Analysis,,,https://wikileaks.org/spyfiles/docs/EXPERTSYSTEM_CogiSolufor_en.html,www.wikileaks.org/spyfiles/docs/EXPERTSYSTEM-CogiSolufor-en.pdf,Spy Files 3
"Combatting the Taliban in Central Helmand, Afghanistan",i2 Group,Brochure,2010,United States,Analysis Software,,,https://wikileaks.org/spyfiles/docs/I2GROUP_2010_CombtheTali_en.html,www.wikileaks.org/spyfiles/docs/I2GROUP-2010-CombtheTali-en.pdf,Spy Files 3
COMINT Technology,Innov Telek IZT,Presentation,2011,Germany,COMINT,,,https://wikileaks.org/spyfiles/docs/INNOVTELEK_2011_COMITech_en.html,www.wikileaks.org/spyfiles/docs/INNOVTELEK-2011-COMITech-en.pdf,Spy Files 3
CommsAudit Corporate Overview,CommsAudit,Brochure,2011,United Kingdom,SIGINT,,,https://wikileaks.org/spyfiles/docs/COMMSAUDIT_2011_CommCorpOver_en.html,www.wikileaks.org/spyfiles/docs/COMMSAUDIT-2011-CommCorpOver-en.pdf,Spy Files 3
Completing the Investigative Solution Surveillance Simplified,Packet Forensics,Brochure,2011,United States,"Packet Forensics, Internet Monitoring, Lawful Interception, Mass Monitoring, Deep Packet Inspection, Hundreds Of Probes, Network Recording, Traffic Data Processing, VoIP, COMINT, Tactical Internet Monitoring, Data Retention","Instant Messaging, Gmail, E-mail, Hotmail",,https://wikileaks.org/spyfiles/docs/PACKETFORENSICS_2011_ComptheInve_en.html,www.wikileaks.org/spyfiles/docs/PACKETFORENSICS-2011-ComptheInve-en.pdf,Spy Files 3
Construiere une plateform d´access pour la surveillance,Net Optics,Presentation,unspecified,"United States, France",,,,https://wikileaks.org/spyfiles/docs/NETOPTICS_Consuneplat_fr.html,www.wikileaks.org/spyfiles/docs/NETOPTICS-Consuneplat-fr.pdf,Spy Files 3
Corporate Brochure,Expert System,Brochure,unspecified,"United States, Italy","Semantic Analysis, Audio Forensics, Analysis Software, Speech Recognition, Speaker Identification",,,https://wikileaks.org/spyfiles/docs/EXPERTSYSTEM_CorpBroc_en.html,www.wikileaks.org/spyfiles/docs/EXPERTSYSTEM-CorpBroc-en.pdf,Spy Files 3
Corporate Overview Advanced Surveillance,Digital Barriers,Brochure,2011,"United Kingdom, France, United States, United Arab Emirates, Singapore","Covert Surveillance Devices, Tactical Interception Devices",,,https://wikileaks.org/spyfiles/docs/DIGITALBARRIERS_2011_CorpOverAdva_en.html,www.wikileaks.org/spyfiles/docs/DIGITALBARRIERS-2011-CorpOverAdva-en.pdf,Spy Files 3
"Countering Thread Surveillance, Interception, Detection, Forensics, CyberSecurity",Roke Manor Research,Brochure,2011,United Kingdom,"Lawful Interception, COMINT, Image Recognition, Internet Monitoring, Tactical Interception Devices",,,https://wikileaks.org/spyfiles/docs/ROKEMANOR_2011_CounThreSurv_en.html,www.wikileaks.org/spyfiles/docs/ROKEMANOR-2011-CounThreSurv-en.pdf,Spy Files 3
CYBELS CYBer Expertise for Leading Security,Thales,Brochure,2010,France,Analysis Software,,,https://wikileaks.org/spyfiles/docs/THALES_2010_CYBECYBeExpe_en.html,www.wikileaks.org/spyfiles/docs/THALES-2010-CYBECYBeExpe-en.pdf,Spy Files 3
Cyber,i2 Group,Brochure,2010,United States,Analysis Software,,,https://wikileaks.org/spyfiles/docs/I2GROUP_2010_Cybe_en.html,www.wikileaks.org/spyfiles/docs/I2GROUP-2010-Cybe-en.pdf,Spy Files 3
