ID,Service Provider,Year,Period,Country,User Data Requests,Number of Requests where some data was disclosed (content or non content),Percentage of Requests where some data was disclosed (content or non content),Users/Accounts Specified
"United States - CloudFlare, 2013 (2nd half)",CloudFlare,2013,2013 (2nd half),United States,25,14,56,20.5
"Panama - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Panama,15,15,100,18
"Malta - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Malta,21,19,90,24
"Ecuador - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Ecuador,26,22,85,37
"Hong Kong - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Hong Kong,25,22,88,326
"Ireland - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Ireland,35,22,63,36
"United Kingdom - Twitter, 2013 (2nd half)",Twitter,2013,2013 (2nd half),United Kingdom,56,24,43,117
"Norway - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Norway,37,27,73,51
"Israel - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Israel,43,28,65,68
"Czech Republic - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Czech Republic,74,29,39,88
"New Zealand - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),New Zealand,36,30,83,37
"Poland - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Poland,220,34,15,192
"Finland - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Finland,47,34,72,79
"United States - LinkedIn, 2013 (2nd half)",LinkedIn,2013,2013 (2nd half),United States,56,34,61,90
"Denmark - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Denmark,58,36,62,65
"Luxembourg - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Luxembourg,47,36,77,91
"Peru - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Peru,37,36,97,130
"Canada - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Canada,47,37,79,121
"Portugal - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Portugal,148,37,25,175
"Czech Republic - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Czech Republic,44,40,91,79
"Netherlands - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Netherlands,53,40,75,63
"Poland - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Poland,52,44,85,100
"Switzerland - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Switzerland,72,44,61,162
"Ireland - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Ireland,58,45,78,81
"Malta - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Malta,54,45,83,60
"Hungary - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Hungary,56,47,84,68
"Sweden - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Sweden,89,47,53,109
"Japan - Twitter, 2013 (2nd half)",Twitter,2013,2013 (2nd half),Japan,213,49,23,253
"Malta - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Malta,81,50,62,127
"Argentina - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Argentina,278,51,18,414
"Costa Rica - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Costa Rica,66,52,79,78
"Mexico - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Mexico,81,52,64,120
"Denmark - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Denmark,70,53,76,83
"New Zealand - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),New Zealand,80,56,70,104
"Greece - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Greece,115,58,50,148
"Pakistan - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Pakistan,126,60,48,163
"Singapore - Yahoo, 2013 (2nd half)",Yahoo,2013,2013 (2nd half),Singapore,126,61,48,196
"Argentina - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Argentina,123,63,51,264
"Chile - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Chile,141,63,45,199
"Israel - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Israel,129,66,51,140
"Japan - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Japan,111,67,60,134
"Mexico - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Mexico,125,67,54,212
"Thailand - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Thailand,83,67,81,97
"Turkey - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Turkey,129,73,57,353
"Switzerland - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Switzerland,111,74,67,174
"South Korea - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),South Korea,105,81,77,137
"Canada - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Canada,174,87,50,217
"Norway - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Norway,107,89,83,385
"Colombia - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Colombia,114,97,85,202
"Singapore - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Singapore,106,99,93,144
"United States - Dropbox, 2013 (2nd half)",Dropbox,2013,2013 (2nd half),United States,138.5,99,71,286.5
"Singapore - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Singapore,141,100,71,142
"Belgium - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Belgium,154,100,65,196
"Mexico - Yahoo, 2013 (2nd half)",Yahoo,2013,2013 (2nd half),Mexico,164,108,66,267
"South Korea - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),South Korea,353,109,31,619
"Poland - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Poland,502,115,23,740
"Belgium - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Belgium,162,118,73,206
"Portugal - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Portugal,283,127,45,347
"Hong Kong - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Hong Kong,347,128,37,356
"Taiwan - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Taiwan,193,138,72,266
"Chile - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Chile,230,148,64,334
"Spain - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Spain,404,160,40,811
"Brazil - Yahoo, 2013 (2nd half)",Yahoo,2013,2013 (2nd half),Brazil,326,163,50,393
"United States - Tumblr, 2013 (2nd half)",Tumblr,2013,2013 (2nd half),United States,203.5,170.5,84,
"Chile - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Chile,218,181,83,345
"Sweden - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Sweden,236,188,80,478
"Argentina - Yahoo, 2013 (2nd half)",Yahoo,2013,2013 (2nd half),Argentina,276,202,73,346
"Netherlands - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Netherlands,338,242,72,1551
"Taiwan - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Taiwan,439,268,61,580
"Hong Kong - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Hong Kong,344,281,82,343
"Belgium - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Belgium,378,287,76,520
"Spain - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Spain,545,289,53,761
"Hong Kong - Yahoo, 2013 (2nd half)",Yahoo,2013,2013 (2nd half),Hong Kong,545,303,56,545
"India - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),India,416,313,75,683
"Portugal - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Portugal,372,322,87,483
"Australia - Yahoo, 2013 (2nd half)",Yahoo,2013,2013 (2nd half),Australia,608,326,54,683
"Japan - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Japan,459,363,79,571
"Argentina - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Argentina,439,368,84,822
"Italy - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Italy,896,376,42,1084
"Brazil - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Brazil,"1,165",394,34,"1,651"
"Australia - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Australia,603,395,66,640
"Mexico - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Mexico,471,401,85,761
"Spain - Yahoo, 2013 (2nd half)",Yahoo,2013,2013 (2nd half),Spain,529,439,83,555
"Taiwan - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Taiwan,568,459,81,1169
"Singapore - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Singapore,755,513,68,847
"Brazil - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Brazil,1085,532,49,1471
"Australia - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Australia,780,546,70,944
"France - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),France,"1,661",563,34,"1,845"
"United States - Twitter, 2013 (2nd half)",Twitter,2013,2013 (2nd half),United States,833,575,69,1323
"India - Yahoo, 2013 (2nd half)",Yahoo,2013,2013 (2nd half),India,"1,078",584,54,"2,337"
"Spain - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Spain,769,612,80,1238
"Germany - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Germany,"1,687",639,38,"1,950"
"Italy - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Italy,933,703,75,1240
"Italy - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Italy,"1,699",892,53,"2,613"
"United Kingdom - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),United Kingdom,1397,964,69,3142
"Australia - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Australia,1281,1052,82,1419
"Germany - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Germany,2660,1064,40,3255
"United Kingdom - Yahoo, 2013 (2nd half)",Yahoo,2013,2013 (2nd half),United Kingdom,"1,687","1,096",65,"2,488"
"Brazil - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Brazil,1494,1154,77,2360
"France - Yahoo, 2013 (2nd half)",Yahoo,2013,2013 (2nd half),France,"1,697","1,238",73,"2,049"
"United Kingdom - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),United Kingdom,"1,906","1,359",71,"2,277"
"France - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),France,2750,1403,51,3378
"Italy - Yahoo, 2013 (2nd half)",Yahoo,2013,2013 (2nd half),Italy,"1,909","1,471",77,"2,150"
"India - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),India,2513,1659,66,4401
"India - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),India,"3,598","1,927",54,"4,711"
"Germany - Yahoo, 2013 (2nd half)",Yahoo,2013,2013 (2nd half),Germany,"3,186","2,153",68,"4,164"
"Taiwan - Yahoo, 2013 (2nd half)",Yahoo,2013,2013 (2nd half),Taiwan,"2,661","2,497",94,"4,466"
"United Kingdom - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),United Kingdom,4213,3317,79,7276
"France - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),France,4627,3616,78,6956
"Turkey - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Turkey,5330,4076,76,6071
"Germany - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Germany,5204,4157,80,8895
"United States - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),United States,5652,4458,79,12979
"United States - Yahoo, 2013 (2nd half)",Yahoo,2013,2013 (2nd half),United States,"6,587","5,444",83,"11,795"
"United States - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),United States,10574,8745,83,18254
"United States - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),United States,"12,598","10,207",81,"18,715"
"Australia - Telstra, 2013 (2nd half)",Telstra,2013,2013 (2nd half),Australia,"40,644",,,
"Australia - Verizon, 2013 (2nd half)",Verizon,2013,2013 (2nd half),Australia,14.5,,,
"Austria - Verizon, 2013 (2nd half)",Verizon,2013,2013 (2nd half),Austria,4,,,
"Belgium - Verizon, 2013 (2nd half)",Verizon,2013,2013 (2nd half),Belgium,236.5,,,
"France - Verizon, 2013 (2nd half)",Verizon,2013,2013 (2nd half),France,673.5,,,
"Germany - LeaseWeb, 2013 (2nd half)",LeaseWeb,2013,2013 (2nd half),Germany,293,,,
"Germany - Verizon, 2013 (2nd half)",Verizon,2013,2013 (2nd half),Germany,1498,,,
"Italy - Verizon, 2013 (2nd half)",Verizon,2013,2013 (2nd half),Italy,6.5,,,
"Japan - Verizon, 2013 (2nd half)",Verizon,2013,2013 (2nd half),Japan,7,,,
"Netherlands - LeaseWeb, 2013 (2nd half)",LeaseWeb,2013,2013 (2nd half),Netherlands,47,,,
"Netherlands - Verizon, 2013 (2nd half)",Verizon,2013,2013 (2nd half),Netherlands,32.5,,,
"Switzerland - Verizon, 2013 (2nd half)",Verizon,2013,2013 (2nd half),Switzerland,30,,,
"Taiwan - Verizon, 2013 (2nd half)",Verizon,2013,2013 (2nd half),Taiwan,0.5,,,
"United Kingdom - Verizon, 2013 (2nd half)",Verizon,2013,2013 (2nd half),United Kingdom,193,,,
"United States - AT&T, 2013 (2nd half)",AT&T,2013,2013 (2nd half),United States,150908,,,
"United States - Comcast, 2013 (2nd half)",Comcast,2013,2013 (2nd half),United States,12829.5,,,
"United States - LeaseWeb, 2013 (2nd half)",LeaseWeb,2013,2013 (2nd half),United States,10,,,
"United States - Verizon, 2013 (2nd half)",Verizon,2013,2013 (2nd half),United States,160772.5,,,
