Car,Car Name,Image,Manufacturer,Model Year,Serial umber,Date Auctioned,Auction House,Locale,Original Price,Adjusted Price,Wikipedia Profile,Description
Maserati A6G/2000 Spyder 1955 2101,Maserati A6G/2000 Spyder,http://files.conceptcarz.com/img/Maserati/54_Maserati_A6G_2000_Zagato_Spyder_DV-06-Q_04.jpg,Maserati,1955,2101,21/11/2013,"RM Auctions, Sotheby's","ew York City, ew York, United States","$4,455,000","$4,510,369",http://en.wikipedia.org/wiki/Maserati_A6,"Maserati A6 (1947–1956) were various cars made by Maserati of Italy, named for Alfieri Maserati (one of the Maserati brothers, founders of Maserati) and for the straight-six engine."
Maserati Tipo 61 1960 2470,Maserati Tipo 61,http://www.sportscardigest.com/wp-content/uploads/1960-Maserati-Tipo-61-Birdcage.jpg,Maserati,1960,2470,1/05/2010,RM Auctions,"Monte Carlo, Monaco","$3,343,648","$3,616,120",http://en.wikipedia.org/wiki/Maserati_Birdcage,"The Maserati Tipo 61 (commonly referred to as the Maserati Birdcage) is a sportsracing car of the early 1960s. The car was produced between 1959 and 1961 by Maserati for racing in sports car events including the 24 Hours of Le Mans endurance classic. It used an intricate tubular space framechassis, containing about 200 chro-molysteel tubes welded together, hence the nickname ""Birdcage"". This method of construction provided a more rigid and, at the same time, lighter chassis than other sports cars of the time. By recessing the windscreen base into the bodywork, Maserati was able to reduce the effect of new Le Mans rules demanding a tall windscreen. The Camoradi team became famous racing the Tipo 61's but, despite being very competitive, the Birdcage was somewhat unreliable and occasionally retired from races due to problems with the drivetrain."
McLaren F1 1995 062,McLaren F1,"http://aussieexotics.com/forum/dlattach/attach,44026/image/photo/mcf1-front_jpg/for-sale/1995-mclaren-f1-062-silver-7704.0.html",McLaren,1995,062,15/08/2010,Gooding & Company,"Pebble Beach, California, United States","$3,250,000","$3,514,841",http://en.wikipedia.org/wiki/McLaren_F1,"The McLaren F1 is a sports car designed and manufactured by McLaren Automotive. Originally a concept conceived by Gordon Murray, he convinced Ron Dennis to back the project and engaged Peter Stevens to design the exterior and interior of the car. On 31 March 1998, it set the record for the world's fastest production car, reaching 231 mph (372 km/h) with the rev limiter enabled, and 243 mph (391 km/h) with the rev limiter removed."
McLaren F1 1997 065,McLaren F1,http://www.supercars.net/gallery/119513/1942/819764.jpg,McLaren,1997,065,29/10/2008,RM Auctions,"London, United Kingdom","$4,058,120","$4,445,115",http://en.wikipedia.org/wiki/McLaren_F1,"The McLaren F1 is a sports car designed and manufactured by McLaren Automotive. Originally a concept conceived by Gordon Murray, he convinced Ron Dennis to back the project and engaged Peter Stevens to design the exterior and interior of the car. On 31 March 1998, it set the record for the world's fastest production car, reaching 231 mph (372 km/h) with the rev limiter enabled, and 243 mph (391 km/h) with the rev limiter removed."
McLaren F1 1997 066,McLaren F1,http://images.conceptcarz.com/imgxra/McLaren/97_McLaren-F1-DV-13-GCP-01.jpg,McLaren,1997,066,17/08/2013,Gooding & Company,"Pebble Beach, California, United States","$8,470,000","$8,575,270",http://en.wikipedia.org/wiki/McLaren_F1,"The McLaren F1 is a sports car designed and manufactured by McLaren Automotive. Originally a concept conceived by Gordon Murray, he convinced Ron Dennis to back the project and engaged Peter Stevens to design the exterior and interior of the car. On 31 March 1998, it set the record for the world's fastest production car, reaching 231 mph (372 km/h) with the rev limiter enabled, and 243 mph (391 km/h) with the rev limiter removed."
McLaren F1 GTR Longtail 1997 21R,McLaren F1 GTR Longtail,http://www.wallpaperup.com/uploads/wallpapers/2013/08/13/133236/54bd21e2d2e7d053e5eb854dbeaa3ace.jpg,McLaren,1997,21R,18/01/2014,Gooding & Company,"Scottsdale, Arizona, United States","$5,280,000","$5,280,000",http://en.wikipedia.org/wiki/McLaren_F1_GTR,"The McLaren F1 GTR was a racing variant of the McLaren F1 sports car first produced in 1995 for grand touring style racing, such as the BPR Global GT Series, FIA GT Championship, JGTC, and British GT Championship. It is most famous for its overall victory at the 1995 24 Hours of Le Mans where it beat out faster purpose-built prototypes. McLaren F1 GTRs raced internationally until 2005 when the final race chassis was retired."
McLaren M16C 1974 M16C-5,McLaren M16C,http://files.conceptcarz.com/img/McLaren/74_McLaren_M16C_DV-06-AI_0INT-01.jpg,McLaren,1974,M16C-5,17/08/2013,RM Auctions,"Monterey, California, United States","$3,520,000","$3,563,749",http://en.wikipedia.org/wiki/McLaren,"McLaren Racing Limited, trading as McLaren Mercedes, is a British Formula One team based in Woking, Surrey, England, in the United Kingdom. McLaren is best known as a Formula One constructor but has also competed and won in the Indianapolis 500 and Canadian-American Challenge Cup (Can-Am). The team is the second oldest active team (after Ferrari) and one of the most successful teams in Formula One, having won 182 races, 12 drivers' championships and 8 constructors' championships."
Mercedes-Benz 300SL 1955 5500208,Mercedes-Benz 300SL,http://www.sportscarmarket.com/media/k2/items/cache/2976bbb58d7e9716d2c87368d0a5f200_XL.jpg,Mercedes-Benz,1955,5500208,20/01/2012,Gooding & Company,"Scottsdale, Arizona, United States","$4,620,000","$4,745,897",http://en.wikipedia.org/wiki/Mercedes-Benz_300SL,"The Mercedes-Benz 300SL was the first iteration of the SL-Class grand tourer convertibles and fastest production car of its day. Internally numbered W198, it was introduced in 1954 as a two-seat sports car with distinctive gull-wing doors and later offered as an open roadster."
Mercedes-Benz 38/250 SSK 1929 36045,Mercedes-Benz 38/250 SSK,https://images1.bonhams.com/image?src=Images/live/2004-08/03/6675367-29-1.jpg&width=640&height=480&halign=l0&valign=t0&autosizefit=1,Mercedes-Benz,1929,36045,3/09/2004,Bonhams,"Goodwood, Sussex, United Kingdom","$7,443,070","$9,293,347",http://en.wikipedia.org/wiki/Mercedes-Benz_SSK,"The Mercedes-Benz SSK is a roadster built by German automobile manufacturerMercedes-Benz between 1928 and 1932. Its name is an abbreviation of Super Sport Kurz, German for ""Super Sport Short"", as it was a short wheelbase development of the earlier Mercedes-Benz S. The SSK's extreme performance and numerous competitive successes made it one of the most highly regarded sports cars of its era."
Mercedes-Benz 500K Roadster 1935 105380,Mercedes-Benz 500K Roadster,http://autooftheday.files.wordpress.com/2012/05/105380.jpg,Mercedes-Benz,1935,105380,20/08/2011,RM Auctions,"Monterey, California, United States","$3,767,500","$3,949,744",http://en.wikipedia.org/wiki/Mercedes-Benz_500K,"The Mercedes 500K (type W29) is a grand touring car built by Mercedes-Benz between 1934 and 1936. First exhibited at the 1934 Berlin Motor Show, it carried the factory designation W29. Distinguished from the 500sedan by the ""K"" for Kompressor (German for supercharger) only fitted to these performance cars, it succeeded the Mercedes-Benz 380 introduced just the previous year. It offered both a larger, more powerful engine and more opulent coachwork to meet customers' demands for greater luxury and performance."
Mercedes-Benz 540K Special Roadster 1936 130949,Mercedes-Benz 540K Special Roadster,http://images.conceptcarz.com/imgxra/Mercedes-Benz/1936_Mercedes-Benz_540K_Special_Rdstr-057.jpg,Mercedes-Benz,1936,130949,19/08/2012,Goodings & Company,"Pebble Beach, California, United States","$11,770,000","$12,090,736",http://en.wikipedia.org/wiki/Mercedes-Benz_540K,Mercedes-Benz 540K (type W24) is a car which was fabricated by the German firm Mercedes-Benz from 1935 to 1940.
Mercedes-Benz 540K Special Roadster 1937 4086,Mercedes-Benz 540K Special Roadster,http://www.artvalue.com/image.aspx?PHOTO_ID=1669504,Mercedes-Benz,1937,4086,31/10/2007,"RM Auctions, Sotheby's","London, United Kingdom","$8,252,201","$9,385,869",http://en.wikipedia.org/wiki/Mercedes-Benz_540K,Mercedes-Benz 540K (type W24) is a car which was fabricated by the German firm Mercedes-Benz from 1935 to 1940.
Mercedes-Benz 540K Special Roadster 1939 408383,Mercedes-Benz 540K Special Roadster,http://files.conceptcarz.com/img/Mercedes-Benz/39-Mercedes-540K_Spezial-Rdstr-DV-11-RMM-01.jpg,Mercedes-Benz,1939,408383,16/08/2013,RM Auctions,"Monterey, California, United States","$7,480,000","$7,572,966",http://en.wikipedia.org/wiki/Mercedes-Benz_540K,Mercedes-Benz 540K (type W24) is a car which was fabricated by the German firm Mercedes-Benz from 1935 to 1940.
Mercedes-Benz 540K Spezial Coupe 1936 130944,Mercedes-Benz 540K Spezial Coupe,http://www.sportscardigest.com/wp-content/uploads/P1020475-236-Mercedes-Benz-1936-540K-Special-Coupe-130944_SCD_900.jpg,Mercedes-Benz,1936,130944,20/08/2011,RM Auctions,"Monterey, California, United States","$3,080,000","$3,228,988",http://en.wikipedia.org/wiki/Mercedes-Benz_540K,Mercedes-Benz 540K (type W24) is a car which was fabricated by the German firm Mercedes-Benz from 1935 to 1940.
Mercedes-Benz 540K Spezial Roadster 1937 154140,Mercedes-Benz 540K Spezial Roadster,http://www.supercars.net/gallery/119513/2364/916465.jpg,Mercedes-Benz,1937,154140,20/08/2011,RM Auctions,"Monterey, California, United States","$9,680,000","$10,148,249",http://en.wikipedia.org/wiki/Mercedes-Benz_540K,Mercedes-Benz 540K (type W24) is a car which was fabricated by the German firm Mercedes-Benz from 1935 to 1940.
Mercedes-Benz 540K Spezial Roadster 1939 408383,Mercedes-Benz 540K Spezial Roadster,http://images.conceptcarz.com/imgxra/Mercedes-Benz/39-Mercedes-540K_Special-DV-12-PBC_i01.jpg,Mercedes-Benz,1939,408383,20/08/2011,RM Auctions,"Monterey, California, United States","$4,620,000","$4,843,482",http://en.wikipedia.org/wiki/Mercedes-Benz_540K,Mercedes-Benz 540K (type W24) is a car which was fabricated by the German firm Mercedes-Benz from 1935 to 1940.
Mercedes-Benz 680S Torpedo Roadster 1928 35949,Mercedes-Benz 680S Torpedo Roadster,http://www.supercars.net/gallery/4224/3004/1069783-1024.jpg,Mercedes-Benz,1928,35949,17/08/2013,RM Auctions,"Monterey, California, United States","$8,250,000","$8,352,536",http://en.wikipedia.org/wiki/Mercedes-Benz,"Mercedes-Benz (German pronunciation:[mɛʁˈt͡seːdəs ˈbɛnt͡s]) is a German automobile manufacturer, a multinational division of the German manufacturer Daimler AG. The brand is used for luxury automobiles, buses, coaches, and trucks. The headquarters of Mercedes-Benz is in Stuttgart, Baden-Württemberg, Germany."
Mercedes-Benz SSK Roadster 1929 36045,Mercedes-Benz SSK Roadster,http://funkidsmovie.com/images/335918-barker-mercedes-benz-ssk-roadster-1929.jpg,Mercedes-Benz,1929,36045,10/02/2003,Artcurial,"Paris, France","$3,329,087","$4,267,952",http://en.wikipedia.org/wiki/Mercedes-Benz_SSK,"The Mercedes-Benz SSK is a roadster built by German automobile manufacturerMercedes-Benz between 1928 and 1932. Its name is an abbreviation of Super Sport Kurz, German for ""Super Sport Short"", as it was a short wheelbase development of the earlier Mercedes-Benz S. The SSK's extreme performance and numerous competitive successes made it one of the most highly regarded sports cars of its era."
Mercedes-Benz W196 1954 196 010 00006/54,Mercedes-Benz W196,http://www.rushlane.com/wp-content/uploads/2013/07/1954-Mercedes-Benz-W196-R-2.jpg,Mercedes-Benz,1954,196 010 00006/54,12/07/2013,Bonhams,"Goodwood, West Sussex, United Kingdom","$29,600,000","$29,967,886",http://en.wikipedia.org/wiki/Mercedes-Benz_W196,"The Mercedes-Benz W196 was the Mercedes-BenzFormula One entry in the 1954 and 1955Formula One seasons, winning 9 of 12 races entered in the hands of Juan Manuel Fangio and Stirling Moss."
Oldsmobile F-88 1954 E54S003701,Oldsmobile F-88,http://s.hswstatic.com/gif/1954-oldsmobile-f88-5.jpg,General Motors,1954,E54S003701,29/01/2005,Barrett-Jackson,"Scottsdale, Arizona, United States","$3,240,000","$3,912,401",http://en.wikipedia.org/wiki/Oldsmobile,"Oldsmobile was a brand of Americanautomobiles produced for most of its existence by General Motors. Olds Motor Vehicle Co. was founded by Ransom E. Olds in 1897. In its 107-year history, it produced 35.2 million cars, including at least 14 million built at its Lansing, Michigan factory. When it was phased out in 2004, Oldsmobile was the oldest surviving American automobile marque, and one of the oldest in the world, after Daimler, Peugeot and Tatra. The closing of the Oldsmobile division presaged a larger consolidation of GM brands and discontinuation of models during the company's 2009 bankruptcy reorganization."
Oldsmobile Limited Five-Passenger Touring 1912 64626,Oldsmobile Limited Five-Passenger Touring,http://most-expensive.com/wp-content/uploads/2013/06/1912-Oldsmobile-Limited-Five-Passenger-Touring.jpg,General Motors,1912,64626,25/02/2012,RM Auctions,"Boca Raton, Florida","$3,300,000","$3,389,926",http://en.wikipedia.org/wiki/Oldsmobile,"Oldsmobile was a brand of Americanautomobiles produced for most of its existence by General Motors. Olds Motor Vehicle Co. was founded by Ransom E. Olds in 1897. In its 107-year history, it produced 35.2 million cars, including at least 14 million built at its Lansing, Michigan factory. When it was phased out in 2004, Oldsmobile was the oldest surviving American automobile marque, and one of the oldest in the world, after Daimler, Peugeot and Tatra. The closing of the Oldsmobile division presaged a larger consolidation of GM brands and discontinuation of models during the company's 2009 bankruptcy reorganization."
Packard Twelve Runabout Speedster 1934 902052,Packard Twelve Runabout Speedster,http://files.conceptcarz.com/img/Packard/34_Packard-1106_Sport-Cpe-DV-10-PBC_dt018.jpg,Packard Motor,1934,902052,20/01/2006,RM Auctions,"Scottsdale, Arizona, United States","$3,190,000","$3,731,847",http://en.wikipedia.org/wiki/Packard,"Packard was an American luxury automobile marque built by the Packard Motor Car Company of Detroit, Michigan, and later by the Studebaker-Packard Corporation of South Bend, Indiana. The first Packard automobiles were produced in 1899, and the last in 1958."
Pontiac Bonneville Special 1954 50175932,Pontiac Bonneville Special,http://barrettjackson.com/staging/carlist/items/Fullsize/Cars/15463/15463_Front_3-4_Web.jpg,Packard Motor,1954,50175932,21/01/2006,Barrett-Jackson,"Scottsdale, Arizona, United States","$3,024,000","$3,537,651",http://en.wikipedia.org/wiki/Pontiac_Bonneville_Special,"The Pontiac Bonneville Special is a purpose-built concept car unveiled at the General Motors Motorama in 1954, the first 2-seater sports car Pontiac ever produced. Designed by renowned designer Harley J. Earl and hand built by Homer C. LaGassey Jr. and Paul Gilland, the ""Special"" is an experimental car, a two door, grand touring sport coupé that incorporated innovative breakthrough styling like an all-plexicanopy with gull-wing panels on a sleek fiberglass body. The name ""Bonneville"" was inspired by a trip by Earl to Bonneville Salt Flats in Utah while observing speed trials there. It was in fact the first car at GM to have been named after it, and would become Pontiac's top end performance platform for 47 years."
Porsche 550/1500 RS Spyder 1955 550-0062,Porsche 550/1500 RS Spyder,http://allcarcentral.com/porsche/Porsche_550_Spyder_sn-550-0062_1955_Gooding_Co_2012.jpg,Porsche,1955,550-0062,9/03/2012,Goodings & Co.,"Amelia Island, Florida, United States","$3,685,000","$3,785,417",http://en.wikipedia.org/wiki/Porsche_550,The Porsche 550 was a sports car produced by Porsche from 1953-1956.
Porsche 911 Carrera RSR Turbo 2.14 1974 911 460 9016 (R9),Porsche 911 Carrera RSR Turbo 2.14,http://www.sportscardigest.com/wp-content/uploads/1974_Porsche_RSR-Turbo_Carrera_3.14_02.jpg,Porsche,1974,911 460 9016 (R9),9/03/2012,Goodings & Co.,"Amelia Island, Florida, United States","$3,245,000","$3,333,427",http://en.wikipedia.org/wiki/Porsche_911_classic,"The original Porsche 911 (pronounced nine eleven, German: eunelfer) was a luxurysports car made by PorscheAG of Stuttgart, Germany. The famous, distinctive, and durable design was introduced in autumn 1963 and built through 1989. It was succeeded by a modified version, internally referred to as Porsche 964 but still sold as Porsche 911, as are current models."
Porsche 917 Interserie Spyder 1970 917 026,Porsche 917 Interserie Spyder,http://www.supercars.net/carpics/4979/1970_Porsche_917InterserieSpyder1_small.jpg,Porsche,1970,917 026,12/08/2010,Bonhams,"Carmel, California, United States","$3,967,000","$4,290,268",http://en.wikipedia.org/wiki/Porsche_917,"The Porsche 917 is a race car that gave Porsche its first overall wins at the 24 Hours of Le Mans in 1970 and 1971. Powered by the Type 912 flat-12 engine of 4.5, 4.9, or 5 litres, the 917/30 Can Am variant was capable of a 0-62 mph (100 km/h) time of 2.3 seconds, 0–124 mph (200 km/h) in 5.3 seconds, and a top speed of up to 240 mph (390 km/h). This is not, however, representative of the majority of 917s. The highest official speed ever clocked for a 917 at Le Mans is 362 km/h or 224.4 mph."
Porsche 917/10 1972 917/10 003,Porsche 917/10,http://cdn05.motorsportretro.com/wp-content/uploads/2012/06/1972-Porsche-LM-917-10-Spyder-5.jpg,Porsche,1972,917/10 003,18/08/2012,Mecum,"Monterey, California, United States","$5,830,000","$5,988,869",http://en.wikipedia.org/wiki/Porsche_917,"The Porsche 917 is a race car that gave Porsche its first overall wins at the 24 Hours of Le Mans in 1970 and 1971. Powered by the Type 912 flat-12 engine of 4.5, 4.9, or 5 litres, the 917/30 Can Am variant was capable of a 0-62 mph (100 km/h) time of 2.3 seconds, 0–124 mph (200 km/h) in 5.3 seconds, and a top speed of up to 240 mph (390 km/h). This is not, however, representative of the majority of 917s. The highest official speed ever clocked for a 917 at Le Mans is 362 km/h or 224.4 mph."
Porsche 917/30 1973 917/30 004,Porsche 917/30,http://files.conceptcarz.com/img/Porsche/Porsche-917-30-004_DV-10-RA_e06.jpg,Porsche,1973,917/30 004,9/03/2012,Goodings & Co.,"Amelia Island, Florida, United States","$4,400,000","$4,519,901",http://en.wikipedia.org/wiki/Porsche_917,"The Porsche 917 is a race car that gave Porsche its first overall wins at the 24 Hours of Le Mans in 1970 and 1971. Powered by the Type 912 flat-12 engine of 4.5, 4.9, or 5 litres, the 917/30 Can Am variant was capable of a 0-62 mph (100 km/h) time of 2.3 seconds, 0–124 mph (200 km/h) in 5.3 seconds, and a top speed of up to 240 mph (390 km/h). This is not, however, representative of the majority of 917s. The highest official speed ever clocked for a 917 at Le Mans is 362 km/h or 224.4 mph."
Porsche 956 1982 956-004,Porsche 956,http://www.supercars.net/gallery/119513/3057/1077593-3096.jpg,Porsche,1982,956-004,5/02/2014,RM Auctions,"Paris, France","$3,148,622","$3,148,622",http://en.wikipedia.org/wiki/Porsche_956,"The Porsche 956 was a Group Csports-prototype racing car designed by orbert Singer and built by Porsche in 1982 for the FIAWorld Sportscar Championship. It was later upgraded to the 956B in 1984. Driven by Stefan Bellof in 1983, this car holds the all-time record for the fastest vehicle ever to lap the famed ürburgring in the ordschleife (""orth Loop"") configuration, completing the 20.81 km (12.93 mi) circuit in 6:11.13."
Porsche RS60 1960 718-060,Porsche RS60,http://files.conceptcarz.com/img/Porsche/60_Porsche_RS_60_Spyder_BY_05_MDB_011.jpg,Porsche,1960,718-060,18/08/2012,Goodings & Company,"Pebble Beach, California, United States","$3,465,000","$3,559,422",http://en.wikipedia.org/wiki/Porsche_718,The Porsche 718 is an open-cockpit racing car built by Porsche between 1957 and 1962.
Rolls-Royce 10 hp Two-Seater 1904 20154,Rolls-Royce 10 hp Two-Seater,http://www.rrec.org.uk/Cars/The_Early_Cars_1904-1906/images/20154d.jpg,Rolls-Royce,1904,20154,3/12/2007,Bonhams,"London, United Kingdom","$7,254,290","$8,250,867",http://en.wikipedia.org/wiki/Rolls-Royce_10_hp,"The Rolls-Royce 10 hp was the first car to be produced as a result of an agreement of 23 December 1904 between Charles Rolls and Henry Royce, and badged as a Rolls-Royce. The 10 hp was produced by Royce's company, Royce Ltd., at its factory in Trafford Park, Manchester, and was sold exclusively by Rolls' motor dealership, C.S.Rolls & Co., at a price of GBP395. The 10 hp was exhibited at the Paris Salon in December 1904, along with 15 hp and 20 hp cars and engine for the 30 hp models."
Shelby Cobra 427 Super Snake 1966 CSX 3015,Shelby Cobra 427 Super Snake,http://images.blog.autoshopper.com/680_22shelby_M_m.jpg,AC Cars,1966,CSX 3015,21/01/2007,Barrett-Jackson,"Scottsdale, Arizona, United States","$5,500,000","$6,255,577",http://en.wikipedia.org/wiki/AC_Cobra,"The AC Cobra, sold as the Ford/Shelby AC Cobra in the United States and often known colloquially as the Shelby Cobra in that country, is an American-engined British sports car produced intermittently since 1962."
Shelby Daytona Cobra Coupe 1965 CSX2601,Shelby Daytona Cobra Coupe,http://www.auto-power-girl.com/high-resolution-wallpapers/iconic-1965-shelby-daytona-cobra-coupe-csx2601/iconic-1965-shelby-daytona-cobra-coupe-csx2601-2009-4.jpg,AC Cars,1965,CSX2601,15/08/2009,Mecum Auctions,"Monterey, California, United States","$7,685,000","$8,447,897",http://en.wikipedia.org/wiki/Shelby_Daytona,"The Shelby Daytona Coupe (also referred to as the Shelby Daytona Cobra Coupe) was a coupé based loosely on the AC Cobraroadster chassis and drive-train. It was built for auto racing, specifically to take on Ferrari and its 250 GTO in the GT class. Just six Shelby Daytona Coupes were built between 1964 and 1965, as Shelby was reassigned to the Ford GT40 project to compete at the 24 hours of Le Mans, again to beat Ferrari in the highest level prototype class. With the Shelby Daytona, Shelby became the first American constructor to win a title on the international scene at the FIAWorld Sportscar Championship in 1965."
Talbot-Lago Lago Special Teardrop Coupe 1938 90034,Talbot-Lago Lago Special Teardrop Coupe,http://www.coachbuild.com/gallery/d/49476-3/Figoni_Falaschi_Talbot-Lago_T150C_Teardrop_Coupe_90034_1938_01.jpg,Talbot-Lago,1938,90034,20/08/2005,RM Auctions,"Monterey, California, United States","$3,685,000","$4,449,752",http://en.wikipedia.org/wiki/Talbot-Lago,"Talbot-Lago was a French automobile manufacturer based in Suresnes, Hauts de Seine, outside of Paris."
Talbot-Lago T150-C SS 1938 90111,Talbot-Lago T150-C SS,http://www.sothebys.com/content/dam/sothebys-pages/blogs/sothebysatauction/2013/10/Talbot_Full-blog.jpg,Talbot-Lago,1938,90111,21/11/2013,"RM Auctions, Sotheby's","ew York City, ew York, United States","$7,150,000","$7,238,864",http://en.wikipedia.org/wiki/Talbot-Lago,"Talbot-Lago was a French automobile manufacturer based in Suresnes, Hauts de Seine, outside of Paris."
Talbot-Lago T150C Lago Speciale Teardrop Coupe 1938 90034,Talbot-Lago T150C Lago Speciale Teardrop Coupe,http://www.coachbuild.com/gallery/d/49476-3/Figoni_Falaschi_Talbot-Lago_T150C_Teardrop_Coupe_90034_1938_01.jpg,Talbot-Lago,1938,90034,14/08/2010,RM Auctions,"Monterey, California, United States","$4,608,500","$4,984,044",http://en.wikipedia.org/wiki/Talbot-Lago,"Talbot-Lago was a French automobile manufacturer based in Suresnes, Hauts de Seine, outside of Paris."
Talbot-Lago T150C SS Teardrop Coupé 1938 90112,Talbot-Lago T150C SS Teardrop Coupé,http://www.sportscardigest.com/wp-content/uploads/1938-Talbot-Lago-T150C-SS-Teardrop-Coupe.jpg,Talbot-Lago,1938,90112,21/05/2011,RM Auctions,"Tivoli, Lazio, Italy","$4,475,072","$4,691,544",http://en.wikipedia.org/wiki/Talbot-Lago,"Talbot-Lago was a French automobile manufacturer based in Suresnes, Hauts de Seine, outside of Paris."
Talbot-Lago T150C SS Teardrop coupe 1939 90120,Talbot-Lago T150C SS Teardrop coupe,http://upload.wikimedia.org/wikipedia/commons/7/7f/1937_Talbot_Lago_T150_SS_Figoni_%26_Falaschi_Teardrop_Coupe_p4.JPG,Talbot-Lago,1939,90120,14/08/2008,Bonhams,"Carmel, California, United States","$4,847,000","$5,309,226",http://en.wikipedia.org/wiki/Talbot-Lago,"Talbot-Lago was a French automobile manufacturer based in Suresnes, Hauts de Seine, outside of Paris."
