ID,Country,Male,Female,Female-to-Male Ratio,Rank,Sub-Index,Main Index
Oman - Health Life Expectancy,Oman,67,65,1.03,101,Health Life Expectancy,Health and Survival
Tunisia - Health Life Expectancy,Tunisia,67,65,1.03,101,Health Life Expectancy,Health and Survival
Peru - Health Life Expectancy,Peru,68,66,1.03,105,Health Life Expectancy,Health and Survival
China - Health Life Expectancy,China,69,67,1.03,106,Health Life Expectancy,Health and Survival
Malta - Health Life Expectancy,Malta,72,70,1.03,107,Health Life Expectancy,Health and Survival
Netherlands - Health Life Expectancy,Netherlands,72,70,1.03,107,Health Life Expectancy,Health and Survival
Norway - Health Life Expectancy,Norway,72,70,1.03,107,Health Life Expectancy,Health and Survival
United Kingdom - Health Life Expectancy,United Kingdom,72,70,1.03,107,Health Life Expectancy,Health and Survival
Canada - Health Life Expectancy,Canada,73,71,1.03,111,Health Life Expectancy,Health and Survival
Israel - Health Life Expectancy,Israel,73,71,1.03,111,Health Life Expectancy,Health and Survival
New Zealand - Health Life Expectancy,New Zealand,73,71,1.03,111,Health Life Expectancy,Health and Survival
Sweden - Health Life Expectancy,Sweden,73,71,1.03,111,Health Life Expectancy,Health and Survival
Chad - Health Life Expectancy,Chad,44,43,1.02,115,Health Life Expectancy,Health and Survival
Côte d'Ivoire - Health Life Expectancy,Côte d'Ivoire,46,45,1.02,116,Health Life Expectancy,Health and Survival
Mozambique - Health Life Expectancy,Mozambique,46,45,1.02,116,Health Life Expectancy,Health and Survival
Nigeria - Health Life Expectancy,Nigeria,47,46,1.02,118,Health Life Expectancy,Health and Survival
Guinea - Health Life Expectancy,Guinea,50,49,1.02,119,Health Life Expectancy,Health and Survival
Uganda - Health Life Expectancy,Uganda,50,49,1.02,119,Health Life Expectancy,Health and Survival
Burkina Faso - Health Life Expectancy,Burkina Faso,51,50,1.02,121,Health Life Expectancy,Health and Survival
Malawi - Health Life Expectancy,Malawi,51,50,1.02,121,Health Life Expectancy,Health and Survival
Botswana - Health Life Expectancy,Botswana,53,52,1.02,123,Health Life Expectancy,Health and Survival
Liberia - Health Life Expectancy,Liberia,53,52,1.02,123,Health Life Expectancy,Health and Survival
Ghana - Health Life Expectancy,Ghana,54,53,1.02,125,Health Life Expectancy,Health and Survival
Yemen - Health Life Expectancy,Yemen,55,54,1.02,126,Health Life Expectancy,Health and Survival
Rwanda - Health Life Expectancy,Rwanda,56,55,1.02,127,Health Life Expectancy,Health and Survival
Pakistan - Health Life Expectancy,Pakistan,57,56,1.02,128,Health Life Expectancy,Health and Survival
Bhutan - Health Life Expectancy,Bhutan,59,58,1.02,129,Health Life Expectancy,Health and Survival
Tajikistan - Health Life Expectancy,Tajikistan,60,59,1.02,130,Health Life Expectancy,Health and Survival
Bangladesh - Health Life Expectancy,Bangladesh,61,60,1.02,131,Health Life Expectancy,Health and Survival
Morocco - Health Life Expectancy,Morocco,61,60,1.02,131,Health Life Expectancy,Health and Survival
Algeria - Health Life Expectancy,Algeria,63,62,1.02,133,Health Life Expectancy,Health and Survival
Jordan - Health Life Expectancy,Jordan,65,64,1.02,134,Health Life Expectancy,Health and Survival
Maldives - Health Life Expectancy,Maldives,67,66,1.02,135,Health Life Expectancy,Health and Survival
Brunei Darussalam - Health Life Expectancy,Brunei Darussalam,69,68,1.01,136,Health Life Expectancy,Health and Survival
Iceland - Health Life Expectancy,Iceland,73,72,1.01,137,Health Life Expectancy,Health and Survival
Bahrain - Health Life Expectancy,Bahrain,66,66,1,138,Health Life Expectancy,Health and Survival
United Arab Emirates - Health Life Expectancy,United Arab Emirates,66,66,1,138,Health Life Expectancy,Health and Survival
Kuwait - Health Life Expectancy,Kuwait,67,68,0.99,140,Health Life Expectancy,Health and Survival
Mali - Health Life Expectancy,Mali,48,49,0.98,141,Health Life Expectancy,Health and Survival
Qatar - Health Life Expectancy,Qatar,66,68,0.97,142,Health Life Expectancy,Health and Survival
Rwanda - Women in Parliament,Rwanda,64,36,1.76,1,Women in Parliament,Political Empowerment
Cuba - Women in Parliament,Cuba,49,51,0.96,2,Women in Parliament,Political Empowerment
Sweden - Women in Parliament,Sweden,45,55,0.82,3,Women in Parliament,Political Empowerment
South Africa - Women in Parliament,South Africa,45,55,0.81,4,Women in Parliament,Political Empowerment
Senegal - Women in Parliament,Senegal,43,57,0.76,5,Women in Parliament,Political Empowerment
Finland - Women in Parliament,Finland,43,58,0.74,6,Women in Parliament,Political Empowerment
Nicaragua - Women in Parliament,Nicaragua,42,58,0.74,7,Women in Parliament,Political Empowerment
Ecuador - Women in Parliament,Ecuador,42,58,0.71,8,Women in Parliament,Political Empowerment
Belgium - Women in Parliament,Belgium,41,59,0.7,9,Women in Parliament,Political Empowerment
Spain - Women in Parliament,Spain,40,60,0.66,10,Women in Parliament,Political Empowerment
Iceland - Women in Parliament,Iceland,40,60,0.66,11,Women in Parliament,Political Empowerment
Norway - Women in Parliament,Norway,40,60,0.66,12,Women in Parliament,Political Empowerment
Mozambique - Women in Parliament,Mozambique,39,61,0.64,13,Women in Parliament,Political Empowerment
Denmark - Women in Parliament,Denmark,39,61,0.64,14,Women in Parliament,Political Empowerment
Netherlands - Women in Parliament,Netherlands,39,61,0.63,15,Women in Parliament,Political Empowerment
Mexico - Women in Parliament,Mexico,37,63,0.6,16,Women in Parliament,Political Empowerment
Angola - Women in Parliament,Angola,37,63,0.58,17,Women in Parliament,Political Empowerment
Argentina - Women in Parliament,Argentina,37,63,0.58,18,Women in Parliament,Political Empowerment
Germany - Women in Parliament,Germany,36,64,0.57,19,Women in Parliament,Political Empowerment
Tanzania - Women in Parliament,Tanzania,36,64,0.56,20,Women in Parliament,Political Empowerment
Uganda - Women in Parliament,Uganda,35,65,0.54,21,Women in Parliament,Political Empowerment
Serbia - Women in Parliament,Serbia,34,66,0.52,22,Women in Parliament,Political Empowerment
New Zealand - Women in Parliament,New Zealand,34,66,0.51,23,Women in Parliament,Political Empowerment
Costa Rica - Women in Parliament,Costa Rica,33,67,0.5,24,Women in Parliament,Political Empowerment
Slovenia - Women in Parliament,Slovenia,33,67,0.5,24,Women in Parliament,Political Empowerment
"Macedonia, FYR - Women in Parliament","Macedonia, FYR",33,67,0.48,26,Women in Parliament,Political Empowerment
Austria - Women in Parliament,Austria,32,68,0.48,27,Women in Parliament,Political Empowerment
Algeria - Women in Parliament,Algeria,32,68,0.46,28,Women in Parliament,Political Empowerment
Zimbabwe - Women in Parliament,Zimbabwe,31,69,0.46,29,Women in Parliament,Political Empowerment
Italy - Women in Parliament,Italy,31,69,0.46,30,Women in Parliament,Political Empowerment
Guyana - Women in Parliament,Guyana,31,69,0.46,31,Women in Parliament,Political Empowerment
Portugal - Women in Parliament,Portugal,31,69,0.46,32,Women in Parliament,Political Empowerment
Switzerland - Women in Parliament,Switzerland,31,69,0.45,33,Women in Parliament,Political Empowerment
Burundi - Women in Parliament,Burundi,30,70,0.44,34,Women in Parliament,Political Empowerment
Nepal - Women in Parliament,Nepal,30,70,0.43,35,Women in Parliament,Political Empowerment
Trinidad and Tobago - Women in Parliament,Trinidad and Tobago,29,71,0.4,36,Women in Parliament,Political Empowerment
Luxembourg - Women in Parliament,Luxembourg,28,72,0.4,37,Women in Parliament,Political Empowerment
Tunisia - Women in Parliament,Tunisia,28,72,0.39,38,Women in Parliament,Political Empowerment
Ethiopia - Women in Parliament,Ethiopia,28,72,0.38,39,Women in Parliament,Political Empowerment
El Salvador - Women in Parliament,El Salvador,27,73,0.38,40,Women in Parliament,Political Empowerment
Philippines - Women in Parliament,Philippines,27,73,0.38,41,Women in Parliament,Political Empowerment
Lesotho - Women in Parliament,Lesotho,27,73,0.36,42,Women in Parliament,Political Empowerment
Belarus - Women in Parliament,Belarus,27,73,0.36,43,Women in Parliament,Political Empowerment
France - Women in Parliament,France,26,74,0.35,44,Women in Parliament,Political Empowerment
Australia - Women in Parliament,Australia,26,74,0.35,45,Women in Parliament,Political Empowerment
Honduras - Women in Parliament,Honduras,26,74,0.35,46,Women in Parliament,Political Empowerment
Namibia - Women in Parliament,Namibia,26,74,0.34,47,Women in Parliament,Political Empowerment
Bolivia - Women in Parliament,Bolivia,25,75,0.34,48,Women in Parliament,Political Empowerment
Singapore - Women in Parliament,Singapore,25,75,0.34,49,Women in Parliament,Political Empowerment
Kazakhstan - Women in Parliament,Kazakhstan,25,75,0.34,50,Women in Parliament,Political Empowerment
Mauritania - Women in Parliament,Mauritania,25,75,0.34,51,Women in Parliament,Political Empowerment
Canada - Women in Parliament,Canada,25,75,0.33,52,Women in Parliament,Political Empowerment
Lao PDR - Women in Parliament,Lao PDR,25,75,0.33,53,Women in Parliament,Political Empowerment
Latvia - Women in Parliament,Latvia,25,75,0.33,53,Women in Parliament,Political Empowerment
Bulgaria - Women in Parliament,Bulgaria,25,75,0.33,55,Women in Parliament,Political Empowerment
Poland - Women in Parliament,Poland,24,76,0.32,56,Women in Parliament,Political Empowerment
Vietnam - Women in Parliament,Vietnam,24,76,0.32,57,Women in Parliament,Political Empowerment
Lithuania - Women in Parliament,Lithuania,24,76,0.32,58,Women in Parliament,Political Empowerment
Croatia - Women in Parliament,Croatia,24,76,0.31,59,Women in Parliament,Political Empowerment
China - Women in Parliament,China,23,77,0.31,60,Women in Parliament,Political Empowerment
Kyrgyz Republic - Women in Parliament,Kyrgyz Republic,23,77,0.3,61,Women in Parliament,Political Empowerment
Madagascar - Women in Parliament,Madagascar,23,77,0.3,62,Women in Parliament,Political Empowerment
United Kingdom - Women in Parliament,United Kingdom,23,77,0.29,63,Women in Parliament,Political Empowerment
Israel - Women in Parliament,Israel,23,78,0.29,64,Women in Parliament,Political Empowerment
Peru - Women in Parliament,Peru,22,78,0.29,65,Women in Parliament,Political Empowerment
Malawi - Women in Parliament,Malawi,22,78,0.29,66,Women in Parliament,Political Empowerment
Guinea - Women in Parliament,Guinea,22,78,0.28,67,Women in Parliament,Political Empowerment
Greece - Women in Parliament,Greece,21,79,0.27,68,Women in Parliament,Political Empowerment
Cape Verde - Women in Parliament,Cape Verde,21,79,0.26,69,Women in Parliament,Political Empowerment
Dominican Republic - Women in Parliament,Dominican Republic,21,79,0.26,70,Women in Parliament,Political Empowerment
Pakistan - Women in Parliament,Pakistan,21,79,0.26,71,Women in Parliament,Political Empowerment
Cambodia - Women in Parliament,Cambodia,20,80,0.26,72,Women in Parliament,Political Empowerment
Albania - Women in Parliament,Albania,20,80,0.25,73,Women in Parliament,Political Empowerment
Saudi Arabia - Women in Parliament,Saudi Arabia,20,80,0.25,74,Women in Parliament,Political Empowerment
Bangladesh - Women in Parliament,Bangladesh,20,80,0.25,75,Women in Parliament,Political Empowerment
Czech Republic - Women in Parliament,Czech Republic,20,81,0.24,76,Women in Parliament,Political Empowerment
Kenya - Women in Parliament,Kenya,19,81,0.24,77,Women in Parliament,Political Empowerment
Estonia - Women in Parliament,Estonia,19,81,0.23,78,Women in Parliament,Political Empowerment
Burkina Faso - Women in Parliament,Burkina Faso,19,81,0.23,79,Women in Parliament,Political Empowerment
Mauritius - Women in Parliament,Mauritius,19,81,0.23,80,Women in Parliament,Political Empowerment
Moldova - Women in Parliament,Moldova,19,81,0.23,81,Women in Parliament,Political Empowerment
Slovak Republic - Women in Parliament,Slovak Republic,19,81,0.23,82,Women in Parliament,Political Empowerment
United States - Women in Parliament,United States,18,82,0.22,83,Women in Parliament,Political Empowerment
United Arab Emirates - Women in Parliament,United Arab Emirates,18,83,0.21,84,Women in Parliament,Political Empowerment
Venezuela - Women in Parliament,Venezuela,17,83,0.2,85,Women in Parliament,Political Empowerment
Morocco - Women in Parliament,Morocco,17,83,0.2,86,Women in Parliament,Political Empowerment
Indonesia - Women in Parliament,Indonesia,17,83,0.2,87,Women in Parliament,Political Empowerment
Barbados - Women in Parliament,Barbados,17,83,0.2,88,Women in Parliament,Political Empowerment
Tajikistan - Women in Parliament,Tajikistan,16,84,0.19,89,Women in Parliament,Political Empowerment
Chile - Women in Parliament,Chile,16,84,0.19,90,Women in Parliament,Political Empowerment
"Korea, Rep. - Women in Parliament","Korea, Rep.",16,84,0.19,91,Women in Parliament,Political Empowerment
Ireland - Women in Parliament,Ireland,16,84,0.19,92,Women in Parliament,Political Empowerment
Azerbaijan - Women in Parliament,Azerbaijan,16,84,0.18,93,Women in Parliament,Political Empowerment
Paraguay - Women in Parliament,Paraguay,15,85,0.18,94,Women in Parliament,Political Empowerment
Chad - Women in Parliament,Chad,15,85,0.18,95,Women in Parliament,Political Empowerment
Mongolia - Women in Parliament,Mongolia,15,85,0.17,96,Women in Parliament,Political Empowerment
Montenegro - Women in Parliament,Montenegro,15,85,0.17,97,Women in Parliament,Political Empowerment
Turkey - Women in Parliament,Turkey,14,86,0.17,98,Women in Parliament,Political Empowerment
Malta - Women in Parliament,Malta,14,86,0.17,99,Women in Parliament,Political Empowerment
Russian Federation - Women in Parliament,Russian Federation,14,86,0.16,100,Women in Parliament,Political Empowerment
Romania - Women in Parliament,Romania,14,86,0.16,101,Women in Parliament,Political Empowerment
Guatemala - Women in Parliament,Guatemala,13,87,0.15,102,Women in Parliament,Political Empowerment
Bahamas - Women in Parliament,Bahamas,13,87,0.15,103,Women in Parliament,Political Empowerment
Uruguay - Women in Parliament,Uruguay,13,87,0.15,104,Women in Parliament,Political Empowerment
Jamaica - Women in Parliament,Jamaica,13,87,0.15,105,Women in Parliament,Political Empowerment
Cyprus - Women in Parliament,Cyprus,13,88,0.14,106,Women in Parliament,Political Empowerment
Georgia - Women in Parliament,Georgia,12,88,0.14,107,Women in Parliament,Political Empowerment
Jordan - Women in Parliament,Jordan,12,88,0.14,107,Women in Parliament,Political Empowerment
Syria - Women in Parliament,Syria,12,88,0.14,107,Women in Parliament,Political Empowerment
Suriname - Women in Parliament,Suriname,12,88,0.13,110,Women in Parliament,Political Empowerment
India - Women in Parliament,India,11,89,0.13,111,Women in Parliament,Political Empowerment
Liberia - Women in Parliament,Liberia,11,89,0.12,112,Women in Parliament,Political Empowerment
Ghana - Women in Parliament,Ghana,11,89,0.12,113,Women in Parliament,Political Empowerment
Zambia - Women in Parliament,Zambia,11,89,0.12,114,Women in Parliament,Political Empowerment
Armenia - Women in Parliament,Armenia,11,89,0.12,115,Women in Parliament,Political Empowerment
Malaysia - Women in Parliament,Malaysia,10,90,0.12,116,Women in Parliament,Political Empowerment
Bahrain - Women in Parliament,Bahrain,10,90,0.11,117,Women in Parliament,Political Empowerment
Ukraine - Women in Parliament,Ukraine,10,90,0.11,118,Women in Parliament,Political Empowerment
Hungary - Women in Parliament,Hungary,10,90,0.11,119,Women in Parliament,Political Empowerment
Botswana - Women in Parliament,Botswana,10,90,0.11,120,Women in Parliament,Political Empowerment
Mali - Women in Parliament,Mali,10,90,0.11,120,Women in Parliament,Political Empowerment
Côte d'Ivoire - Women in Parliament,Côte d'Ivoire,9,91,0.1,122,Women in Parliament,Political Empowerment
Brazil - Women in Parliament,Brazil,9,91,0.09,123,Women in Parliament,Political Empowerment
Bhutan - Women in Parliament,Bhutan,9,91,0.09,124,Women in Parliament,Political Empowerment
Panama - Women in Parliament,Panama,8,92,0.09,125,Women in Parliament,Political Empowerment
Japan - Women in Parliament,Japan,8,92,0.09,126,Women in Parliament,Political Empowerment
Nigeria - Women in Parliament,Nigeria,7,93,0.07,127,Women in Parliament,Political Empowerment
Swaziland - Women in Parliament,Swaziland,6,94,0.07,128,Women in Parliament,Political Empowerment
Maldives - Women in Parliament,Maldives,6,94,0.06,129,Women in Parliament,Political Empowerment
Sri Lanka - Women in Parliament,Sri Lanka,6,94,0.06,130,Women in Parliament,Political Empowerment
Belize - Women in Parliament,Belize,3,97,0.03,131,Women in Parliament,Political Empowerment
Lebanon - Women in Parliament,Lebanon,3,97,0.03,131,Women in Parliament,Political Empowerment
"Iran, Islamic Rep. - Women in Parliament","Iran, Islamic Rep.",3,97,0.03,133,Women in Parliament,Political Empowerment
Kuwait - Women in Parliament,Kuwait,3,97,0.03,134,Women in Parliament,Political Empowerment
Oman - Women in Parliament,Oman,1,99,0.01,135,Women in Parliament,Political Empowerment
Yemen - Women in Parliament,Yemen,0,100,0,136,Women in Parliament,Political Empowerment
Qatar - Women in Parliament,Qatar,0,100,0,137,Women in Parliament,Political Empowerment
Brunei Darussalam - Women in Parliament,Brunei Darussalam,—,—,—,—,Women in Parliament,Political Empowerment
Colombia - Women in Parliament,Colombia,—,—,—,—,Women in Parliament,Political Empowerment
Egypt - Women in Parliament,Egypt,—,—,—,—,Women in Parliament,Political Empowerment
Fiji - Women in Parliament,Fiji,—,—,—,—,Women in Parliament,Political Empowerment
Thailand - Women in Parliament,Thailand,—,—,—,—,Women in Parliament,Political Empowerment
Nicaragua - Women in Ministerial Positions,Nicaragua,57,43,1.33,1,Women in Ministerial Positions,Political Empowerment
Sweden - Women in Ministerial Positions,Sweden,57,43,1.3,2,Women in Ministerial Positions,Political Empowerment
Finland - Women in Ministerial Positions,Finland,50,50,1,3,Women in Ministerial Positions,Political Empowerment
France - Women in Ministerial Positions,France,49,51,0.95,4,Women in Ministerial Positions,Political Empowerment
Cape Verde - Women in Ministerial Positions,Cape Verde,47,53,0.89,5,Women in Ministerial Positions,Political Empowerment
Norway - Women in Ministerial Positions,Norway,47,53,0.89,5,Women in Ministerial Positions,Political Empowerment
Netherlands - Women in Ministerial Positions,Netherlands,47,53,0.88,7,Women in Ministerial Positions,Political Empowerment
Denmark - Women in Ministerial Positions,Denmark,45,55,0.83,8,Women in Ministerial Positions,Political Empowerment
Peru - Women in Ministerial Positions,Peru,44,56,0.8,9,Women in Ministerial Positions,Political Empowerment
Switzerland - Women in Ministerial Positions,Switzerland,43,57,0.75,10,Women in Ministerial Positions,Political Empowerment
Belgium - Women in Ministerial Positions,Belgium,42,58,0.71,11,Women in Ministerial Positions,Political Empowerment
Bulgaria - Women in Ministerial Positions,Bulgaria,41,59,0.7,12,Women in Ministerial Positions,Political Empowerment
Rwanda - Women in Ministerial Positions,Rwanda,39,61,0.65,13,Women in Ministerial Positions,Political Empowerment
Chile - Women in Ministerial Positions,Chile,39,61,0.64,14,Women in Ministerial Positions,Political Empowerment
Iceland - Women in Ministerial Positions,Iceland,38,63,0.6,15,Women in Ministerial Positions,Political Empowerment
South Africa - Women in Ministerial Positions,South Africa,37,63,0.59,16,Women in Ministerial Positions,Political Empowerment
Tanzania - Women in Ministerial Positions,Tanzania,37,63,0.58,17,Women in Ministerial Positions,Political Empowerment
Burundi - Women in Ministerial Positions,Burundi,36,64,0.57,18,Women in Ministerial Positions,Political Empowerment
Bolivia - Women in Ministerial Positions,Bolivia,33,67,0.5,19,Women in Ministerial Positions,Political Empowerment
Germany - Women in Ministerial Positions,Germany,33,67,0.5,19,Women in Ministerial Positions,Political Empowerment
Kenya - Women in Ministerial Positions,Kenya,33,67,0.5,19,Women in Ministerial Positions,Political Empowerment
Uganda - Women in Ministerial Positions,Uganda,32,68,0.47,22,Women in Ministerial Positions,Political Empowerment
Canada - Women in Ministerial Positions,Canada,32,68,0.47,23,Women in Ministerial Positions,Political Empowerment
Malawi - Women in Ministerial Positions,Malawi,32,68,0.47,23,Women in Ministerial Positions,Political Empowerment
United States - Women in Ministerial Positions,United States,32,68,0.47,25,Women in Ministerial Positions,Political Empowerment
Panama - Women in Ministerial Positions,Panama,32,68,0.46,26,Women in Ministerial Positions,Political Empowerment
Colombia - Women in Ministerial Positions,Colombia,31,69,0.45,27,Women in Ministerial Positions,Political Empowerment
Madagascar - Women in Ministerial Positions,Madagascar,31,69,0.45,27,Women in Ministerial Positions,Political Empowerment
Austria - Women in Ministerial Positions,Austria,31,69,0.44,29,Women in Ministerial Positions,Political Empowerment
Latvia - Women in Ministerial Positions,Latvia,31,69,0.44,29,Women in Ministerial Positions,Political Empowerment
Spain - Women in Ministerial Positions,Spain,31,69,0.44,29,Women in Ministerial Positions,Political Empowerment
Albania - Women in Ministerial Positions,Albania,30,70,0.43,32,Women in Ministerial Positions,Political Empowerment
Italy - Women in Ministerial Positions,Italy,30,70,0.43,32,Women in Ministerial Positions,Political Empowerment
New Zealand - Women in Ministerial Positions,New Zealand,30,70,0.42,34,Women in Ministerial Positions,Political Empowerment
Mozambique - Women in Ministerial Positions,Mozambique,29,71,0.4,35,Women in Ministerial Positions,Political Empowerment
Guyana - Women in Ministerial Positions,Guyana,28,72,0.38,36,Women in Ministerial Positions,Political Empowerment
Moldova - Women in Ministerial Positions,Moldova,28,72,0.38,36,Women in Ministerial Positions,Political Empowerment
Guatemala - Women in Ministerial Positions,Guatemala,27,73,0.36,38,Women in Ministerial Positions,Political Empowerment
Luxembourg - Women in Ministerial Positions,Luxembourg,27,73,0.36,38,Women in Ministerial Positions,Political Empowerment
Swaziland - Women in Ministerial Positions,Swaziland,26,74,0.36,40,Women in Ministerial Positions,Political Empowerment
Brazil - Women in Ministerial Positions,Brazil,26,74,0.34,41,Women in Ministerial Positions,Political Empowerment
Costa Rica - Women in Ministerial Positions,Costa Rica,25,75,0.33,42,Women in Ministerial Positions,Political Empowerment
Nigeria - Women in Ministerial Positions,Nigeria,25,75,0.33,42,Women in Ministerial Positions,Political Empowerment
Paraguay - Women in Ministerial Positions,Paraguay,25,75,0.33,42,Women in Ministerial Positions,Political Empowerment
Cuba - Women in Ministerial Positions,Cuba,23,77,0.29,45,Women in Ministerial Positions,Political Empowerment
Ghana - Women in Ministerial Positions,Ghana,23,78,0.29,46,Women in Ministerial Positions,Political Empowerment
Ecuador - Women in Ministerial Positions,Ecuador,22,78,0.29,47,Women in Ministerial Positions,Political Empowerment
Romania - Women in Ministerial Positions,Romania,22,78,0.29,47,Women in Ministerial Positions,Political Empowerment
Lesotho - Women in Ministerial Positions,Lesotho,22,78,0.28,49,Women in Ministerial Positions,Political Empowerment
Namibia - Women in Ministerial Positions,Namibia,22,78,0.28,49,Women in Ministerial Positions,Political Empowerment
Portugal - Women in Ministerial Positions,Portugal,21,79,0.27,51,Women in Ministerial Positions,Political Empowerment
Georgia - Women in Ministerial Positions,Georgia,21,79,0.27,52,Women in Ministerial Positions,Political Empowerment
Liberia - Women in Ministerial Positions,Liberia,21,79,0.27,52,Women in Ministerial Positions,Political Empowerment
Croatia - Women in Ministerial Positions,Croatia,20,80,0.25,54,Women in Ministerial Positions,Political Empowerment
Jamaica - Women in Ministerial Positions,Jamaica,20,80,0.25,54,Women in Ministerial Positions,Political Empowerment
Kazakhstan - Women in Ministerial Positions,Kazakhstan,20,80,0.25,54,Women in Ministerial Positions,Political Empowerment
Angola - Women in Ministerial Positions,Angola,19,81,0.24,57,Women in Ministerial Positions,Political Empowerment
Bahamas - Women in Ministerial Positions,Bahamas,19,81,0.24,58,Women in Ministerial Positions,Political Empowerment
Israel - Women in Ministerial Positions,Israel,18,82,0.22,59,Women in Ministerial Positions,Political Empowerment
Slovenia - Women in Ministerial Positions,Slovenia,18,82,0.22,59,Women in Ministerial Positions,Political Empowerment
Argentina - Women in Ministerial Positions,Argentina,18,82,0.21,61,Women in Ministerial Positions,Political Empowerment
Honduras - Women in Ministerial Positions,Honduras,18,82,0.21,61,Women in Ministerial Positions,Political Empowerment
Maldives - Women in Ministerial Positions,Maldives,18,82,0.21,61,Women in Ministerial Positions,Political Empowerment
Mexico - Women in Ministerial Positions,Mexico,18,82,0.21,61,Women in Ministerial Positions,Political Empowerment
Australia - Women in Ministerial Positions,Australia,17,83,0.21,65,Women in Ministerial Positions,Political Empowerment
Estonia - Women in Ministerial Positions,Estonia,17,83,0.2,66,Women in Ministerial Positions,Political Empowerment
Mongolia - Women in Ministerial Positions,Mongolia,17,83,0.2,66,Women in Ministerial Positions,Political Empowerment
Montenegro - Women in Ministerial Positions,Montenegro,17,83,0.2,66,Women in Ministerial Positions,Political Empowerment
Poland - Women in Ministerial Positions,Poland,17,83,0.2,66,Women in Ministerial Positions,Political Empowerment
Senegal - Women in Ministerial Positions,Senegal,16,84,0.19,70,Women in Ministerial Positions,Political Empowerment
Venezuela - Women in Ministerial Positions,Venezuela,16,84,0.19,70,Women in Ministerial Positions,Political Empowerment
Dominican Republic - Women in Ministerial Positions,Dominican Republic,16,84,0.19,72,Women in Ministerial Positions,Political Empowerment
Philippines - Women in Ministerial Positions,Philippines,16,84,0.19,72,Women in Ministerial Positions,Political Empowerment
Morocco - Women in Ministerial Positions,Morocco,16,84,0.19,74,Women in Ministerial Positions,Political Empowerment
Côte d'Ivoire - Women in Ministerial Positions,Côte d'Ivoire,16,84,0.19,75,Women in Ministerial Positions,Political Empowerment
United Kingdom - Women in Ministerial Positions,United Kingdom,16,84,0.19,75,Women in Ministerial Positions,Political Empowerment
United Arab Emirates - Women in Ministerial Positions,United Arab Emirates,15,85,0.18,77,Women in Ministerial Positions,Political Empowerment
Chad - Women in Ministerial Positions,Chad,15,85,0.18,78,Women in Ministerial Positions,Political Empowerment
Zambia - Women in Ministerial Positions,Zambia,15,85,0.18,79,Women in Ministerial Positions,Political Empowerment
Bahrain - Women in Ministerial Positions,Bahrain,15,85,0.17,80,Women in Ministerial Positions,Political Empowerment
Guinea - Women in Ministerial Positions,Guinea,15,85,0.17,81,Women in Ministerial Positions,Political Empowerment
Ireland - Women in Ministerial Positions,Ireland,14,86,0.17,82,Women in Ministerial Positions,Political Empowerment
Kyrgyz Republic - Women in Ministerial Positions,Kyrgyz Republic,14,86,0.17,82,Women in Ministerial Positions,Political Empowerment
Malta - Women in Ministerial Positions,Malta,14,86,0.17,82,Women in Ministerial Positions,Political Empowerment
Ukraine - Women in Ministerial Positions,Ukraine,14,86,0.17,82,Women in Ministerial Positions,Political Empowerment
Uruguay - Women in Ministerial Positions,Uruguay,14,86,0.17,82,Women in Ministerial Positions,Political Empowerment
Burkina Faso - Women in Ministerial Positions,Burkina Faso,14,86,0.16,87,Women in Ministerial Positions,Political Empowerment
Belize - Women in Ministerial Positions,Belize,13,87,0.15,88,Women in Ministerial Positions,Political Empowerment
Ethiopia - Women in Ministerial Positions,Ethiopia,13,87,0.15,89,Women in Ministerial Positions,Political Empowerment
Mauritania - Women in Ministerial Positions,Mauritania,13,87,0.15,89,Women in Ministerial Positions,Political Empowerment
Botswana - Women in Ministerial Positions,Botswana,13,88,0.14,91,Women in Ministerial Positions,Political Empowerment
Algeria - Women in Ministerial Positions,Algeria,12,88,0.14,92,Women in Ministerial Positions,Political Empowerment
Mali - Women in Ministerial Positions,Mali,12,88,0.14,92,Women in Ministerial Positions,Political Empowerment
Barbados - Women in Ministerial Positions,Barbados,12,88,0.13,94,Women in Ministerial Positions,Political Empowerment
Indonesia - Women in Ministerial Positions,Indonesia,12,88,0.13,94,Women in Ministerial Positions,Political Empowerment
"Korea, Rep. - Women in Ministerial Positions","Korea, Rep.",12,88,0.13,94,Women in Ministerial Positions,Political Empowerment
Lao PDR - Women in Ministerial Positions,Lao PDR,12,88,0.13,97,Women in Ministerial Positions,Political Empowerment
Armenia - Women in Ministerial Positions,Armenia,11,89,0.13,98,Women in Ministerial Positions,Political Empowerment
Hungary - Women in Ministerial Positions,Hungary,11,89,0.13,98,Women in Ministerial Positions,Political Empowerment
Japan - Women in Ministerial Positions,Japan,11,89,0.13,98,Women in Ministerial Positions,Political Empowerment
Jordan - Women in Ministerial Positions,Jordan,11,89,0.13,98,Women in Ministerial Positions,Political Empowerment
Tajikistan - Women in Ministerial Positions,Tajikistan,11,89,0.13,98,Women in Ministerial Positions,Political Empowerment
Zimbabwe - Women in Ministerial Positions,Zimbabwe,11,89,0.13,98,Women in Ministerial Positions,Political Empowerment
Egypt - Women in Ministerial Positions,Egypt,10,90,0.12,104,Women in Ministerial Positions,Political Empowerment
Bhutan - Women in Ministerial Positions,Bhutan,10,90,0.11,105,Women in Ministerial Positions,Political Empowerment
