ID Number,Department,Contracting Agency,Year Contract Signed,Year Contract Effective,Current Contract Value,Major Program,Vendor,Vendor DBA,Date Contract Signed,Date Contract Effective,Current Completion Date,Amount Obligated,Base and all options value,Extent Competed,Reason Not Competed,Purchase Card Payment Method,Type of Contract Pricing,Place of Manufacture,CCR Exception Type,Reason for Modification,Product/Service Description,Requirement Description,Place of Performance,Place of Performance - City,Place of Performance - State,Award / IDV,Award Type,Location of Vendo,Location of Vendor - City,Location of Vendor - State,Small Business?,Small Disadvantaged Business?,Historically Underutilized Business Zone?,Sheltered Workshop?,Women Owned Business?,Veteran Owned Business?,Service Related Disabled Veteran Owned Business?,Minority Owned Business?,Minority Institution?,Black American Owned Business?,Historic Black College Or University?,Native American Owned Business?,Hispanic American Owned Business?,Asian Pacific American Owned Business?,Asian Indian Owned Business?,Subcontinent Asian (Asian-Indian) American Owned Business?,Eight?,Local Government?,Hospital?,Nonprofit Organization?,Educational Institution?,Federal Government?,State Government?,Tribal Government?
Contract ID n. 206,Department Of The Interior,Bureau Of Ocean Energy Management,2012,2012,"259,694.00",,DNV Columbus,,11/3/2010,11/3/2010,2/28/2011,"259,694.00","259,694.00",Full And Open Competition,,No,Time and Materials,Not A Manufactured End Product,,Supplemental Agreement For Work Within Scope,Other Professional Services,Additional Supplies And Services For Pod Flushing Effort,"New Orleans, Louisiana, United States",New Orleans,Louisiana,Award,Purchase Order,"Dublin, Ohio, United States",Dublin,Ohio,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 728,Department Of Homeland Security,U.S. Coast Guard,2012,2012,"90,000.00",,Dor-Mor,,5/23/2010,5/23/2010,6/11/2010,"90,000.00","90,000.00",Not Competed,Urgency,No,Fixed Price,U.S.,,,Marine Hardware And Hull Items,70 Lbs Anchor,"Claremont, New Hampshire, United States",Claremont,New Hampshire,Award,Purchase Order,"Claremont, New Hampshire, United States",Claremont,New Hampshire,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 49,Department Of Labor,Office Of The Assistant Secretary For Admin And Management,2012,2012,"39,873.75",,Draeger Safety,,7/9/2010,7/8/2010,7/14/2010,"39,873.75","39,873.75",Full And Open Competition,,No,Fixed Price,U.S.,,,Laboratory Equipment And Supplies,Supplies Needed For Gulf Oil Spill,"Cincinnati, Ohio, United States",Cincinnati,Ohio,Award,Delivery Order,"Pittsburgh, Pennsylvania, United States",Pittsburgh,Pennsylvania,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 52,Department Of Labor,Office Of The Assistant Secretary For Admin And Management,2012,2012,"40,561.71",,Draeger Safety,,6/18/2010,6/15/2010,7/9/2010,"40,561.71","40,561.71",Full And Open Competition,,No,Fixed Price,U.S.,,,Laboratory Equipment And Supplies,Supplies For Repair/calibration Of Equipment,"Cincinnati, Ohio, United States",Cincinnati,Ohio,Award,Delivery Order,"Pittsburgh, Pennsylvania, United States",Pittsburgh,Pennsylvania,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 54,Department Of Labor,Office Of The Assistant Secretary For Admin And Management,2012,2012,"-26,701.48",,Draeger Safety,,4/20/2011,4/20/2011,4/20/2011,"-26,701.48","-26,701.48",Full And Open Competition,,No,Fixed Price,U.S.,,Funding Only Action,Laboratory Equipment And Supplies,Amendment To Cover Deobligation Of Funds Not Used,"Cincinnati, Ohio, United States",Cincinnati,Ohio,Award,Delivery Order,"Pittsburgh, Pennsylvania, United States",Pittsburgh,Pennsylvania,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1315,Department Of Commerce,National Oceanic And Atmospheric Administration,2012,2012,"3,328.00",,Dt Marine Products,,6/11/2010,6/11/2010,6/13/2010,"3,328.00","3,328.00",Competed Under Sap,,No,Fixed Price,U.S.,,,Winches Hoists Cranes & Derricks,Repair Ctd/side Scan Winch On Noaa Ship Thomas Jefferson,"Houston, Texas, United States",Houston,Texas,Award,Purchase Order,"Katy, Texas, United States",Katy,Texas,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 46,Small Business Administration,Small Business Administration,2012,2012,"75,000.00",,Dun & Bradstreet,,5/26/2010,5/26/2010,12/2/2014,"75,000.00","75,000.00",Full And Open Competition,,No,Fixed Price,,,Funding Only Action,Credit Reporting Services,Dun & Bradstreet Base & 4 Option Year Contract,"Washington, District Of Columbia, United States",Washington,District Of Columbia,Award,Delivery Order,"Arlington, Virginia, United States",Arlington,Virginia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 484,Department Of The Interior,U.S. Fish And Wildlife Service,2012,2012,"-19,063.72",,E-volve Partners,,7/9/2012,7/9/2012,7/9/2012,"-19,063.72","-19,063.72",Full And Open Competition,,Yes,Fixed Price,U.S.,,Other Administrative Action,Passenger Motor Vehicles,Gsa Vehicles (2) Nola,"New Orleans, Louisiana, United States",New Orleans,Louisiana,Award,Delivery Order,"Anaheim, California, United States",Anaheim,California,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 485,Department Of The Interior,U.S. Fish And Wildlife Service,2012,2012,"7,200.00",,E-volve Partners,,6/6/2011,6/6/2011,8/4/2011,"7,200.00","7,200.00",Full And Open Competition,,No,Fixed Price,U.S.,,,Passenger Motor Vehicles,2 Rental Suv's,"New Orleans, Louisiana, United States",New Orleans,Louisiana,Award,Delivery Order,"Anaheim, California, United States",Anaheim,California,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 486,Department Of The Interior,U.S. Fish And Wildlife Service,2012,2012,"5,232.00",,E-volve Partners,,9/15/2011,9/15/2011,12/2/2011,"5,232.00","5,232.00",Full And Open Competition,,No,Fixed Price,U.S.,,Funding Only Action,Passenger Motor Vehicles,Extension Of Rental Cars.,"New Orleans, Louisiana, United States",New Orleans,Louisiana,Award,Delivery Order,"Anaheim, California, United States",Anaheim,California,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1377,Department Of Commerce,National Oceanic And Atmospheric Administration,2012,2012,"1,858,596.00",,"EA Engineering, Science, And Technology",,6/29/2011,6/29/2011,6/28/2012,"1,858,596.00","1,858,596.00",Full And Open Competition After Exclusion Of Sources,,No,Fixed Price,Not A Manufactured End Product,,,Other Envir Svc/stud/sup,Support Of A Programmatic Environmental Impact Statement (peis) For Restoration Planning For The Gulf Of Mexico Deepwater Horizon Oil Spill,"Hunt Valley, Maryland, United States",Hunt Valley,Maryland,Award,Delivery Order,"Hunt Valley, Maryland, United States",Hunt Valley,Maryland,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 608,Department Of Homeland Security,U.S. Coast Guard,2012,2012,"15,000.00",,Eagle Hydraulics,,6/2/2010,6/2/2010,6/16/2010,"15,000.00","15,000.00",Not Competed,Urgency,No,Fixed Price,U.S.,,,Winches Hoists Cranes & Derricks,Casrep; Deepwater Horizon Oil Spill Response; Winch Repair,"Kodiak, Alaska, United States",Kodiak,Alaska,Award,Purchase Order,"Auburn, Washington, United States",Auburn,Washington,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1300,Department Of Commerce,National Oceanic And Atmospheric Administration,2012,2012,"240,000.00",,Earth Resources Technology,,9/13/2010,9/13/2010,4/22/2012,"240,000.00",0.00,,,No,Time and Materials,,,Funding Only Action,Other Professional Services,Technical And Professional Services Support For The Nmfs,"Laurel, Maryland, United States",Laurel,Maryland,Award,Delivery Order,"Annapolis Junction, Maryland, United States",Annapolis Junction,Maryland,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1092,Department Of Commerce,National Oceanic And Atmospheric Administration,2012,2012,"201,997.57",,Earth Resources Technology,,7/29/2010,7/29/2010,8/31/2011,"201,997.57",0.00,Competed Under Sap,,No,Time and Materials,Not A Manufactured End Product,,,Other Professional Services,Administrative And Management Support Services For Noaa/nos,"Annapolis Junction, Maryland, United States",Annapolis Junction,Maryland,Award,BPA Call,"Annapolis Junction, Maryland, United States",Annapolis Junction,Maryland,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1295,Department Of Commerce,National Oceanic And Atmospheric Administration,2012,2012,"22,941.10",,Earth Resources Technology,,6/10/2010,6/10/2010,10/31/2010,"22,941.10",0.00,Competed Under Sap,,No,Fixed Price,Not A Manufactured End Product,,,Other Professional Services,Mobis Support For Noaa/nos Deepwater Horizon Spill Work Efforts,"Annapolis Junction, Maryland, United States",Annapolis Junction,Maryland,Award,BPA Call,"Annapolis Junction, Maryland, United States",Annapolis Junction,Maryland,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1296,Department Of Commerce,National Oceanic And Atmospheric Administration,2012,2012,"330,557.93",,Earth Resources Technology,,7/30/2010,7/30/2010,1/31/2011,"330,557.93",0.00,Competed Under Sap,,No,Time and Materials,Not A Manufactured End Product,,,Other Professional Services,"Management, Budgetary And Planning Support Services For Noaa/nos","Annapolis Junction, Maryland, United States",Annapolis Junction,Maryland,Award,BPA Call,"Annapolis Junction, Maryland, United States",Annapolis Junction,Maryland,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1091,Department Of Commerce,National Oceanic And Atmospheric Administration,2012,2012,"324,829.38",,Earth Resources Technology,,9/1/2010,9/1/2010,9/30/2011,"324,829.38",0.00,Competed Under Sap,,No,Fixed Price,Not A Manufactured End Product,,,Other Professional Services,It Support Services For Noaa,"Laurel, Maryland, United States",Laurel,Maryland,Award,BPA Call,"Jessup, Maryland, United States",Jessup,Maryland,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1297,Department Of Commerce,National Oceanic And Atmospheric Administration,2012,2012,"1,679,996.88",,Earth Resources Technology,,8/17/2010,8/17/2010,9/30/2012,"1,679,996.88",0.00,Competed Under Sap,,No,Time and Materials,Not A Manufactured End Product,,,Other Professional Services,It Supoport For Noaa's Office Of Coast Survey And Its Deepwater Horizon Activities,"Laurel, Maryland, United States",Laurel,Maryland,Award,BPA Call,"Jessup, Maryland, United States",Jessup,Maryland,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1343,Department Of Commerce,National Oceanic And Atmospheric Administration,2012,2012,"5,287.37",,Earth Resources Technology,,8/13/2013,8/13/2013,10/31/2013,"5,287.37","5,287.37",Full And Open Competition After Exclusion Of Sources,,Yes,Fixed Price,Not A Manufactured End Product,,,Support- Professional: Personal Services Contracts,Igf::ot::igf  Iroar Professional Services,"Laurel, Maryland, United States",Laurel,Maryland,Award,Delivery Order,"Laurel, Maryland, United States",Laurel,Maryland,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1357,Department Of Commerce,National Oceanic And Atmospheric Administration,2012,2012,"536,292.00",,Earth Resources Technology,,2/19/2013,2/1/2013,8/27/2017,"536,292.00",0.00,Full And Open Competition After Exclusion Of Sources,,No,Time and Materials,Not A Manufactured End Product,,Change Order,Support- Professional: Other,"Igf::cl::igf Modification For Various Changes To Task Order0004 For Noaa National Marine Fisheries Service, Offie Of Habitat Conservation, Restoration Center, Deep Water Horizon Oil Spill Activities","Laurel, Maryland, United States",Laurel,Maryland,Award,Delivery Order,"Laurel, Maryland, United States",Laurel,Maryland,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1358,Department Of Commerce,National Oceanic And Atmospheric Administration,2012,2012,"520,853.00",,Earth Resources Technology,,6/20/2013,6/20/2013,8/27/2017,"520,853.00",0.00,Full And Open Competition After Exclusion Of Sources,,No,Time and Materials,Not A Manufactured End Product,,Change Order,Support- Professional: Other,Igf::cl::igf  Increase Funding For The Support Services Task Order For Deepwater Horizon Oil Spill For The Rc,"Laurel, Maryland, United States",Laurel,Maryland,Award,Delivery Order,"Laurel, Maryland, United States",Laurel,Maryland,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1359,Department Of Commerce,National Oceanic And Atmospheric Administration,2012,2012,"192,040.00",,Earth Resources Technology,,7/25/2013,7/25/2013,8/27/2017,"192,040.00",0.00,Full And Open Competition After Exclusion Of Sources,,No,Time and Materials,Not A Manufactured End Product,,Change Order,Support- Professional: Other,"Igf::cl::igf  To Add Funding For Support Services, Restoration Center, Deep Water Horizon Project, Silver Spring, Md","Laurel, Maryland, United States",Laurel,Maryland,Award,Delivery Order,"Laurel, Maryland, United States",Laurel,Maryland,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1360,Department Of Commerce,National Oceanic And Atmospheric Administration,2012,2012,"-562,229.65",,Earth Resources Technology,,8/16/2013,8/16/2013,8/27/2017,"-562,229.65",0.00,Full And Open Competition After Exclusion Of Sources,,No,Time and Materials,Not A Manufactured End Product,,Change Order,Support- Professional: Other,Igf::ct::igf,"Laurel, Maryland, United States",Laurel,Maryland,Award,Delivery Order,"Laurel, Maryland, United States",Laurel,Maryland,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1289,Department Of Commerce,National Oceanic And Atmospheric Administration,2012,2012,"56,600.00",,Earth Resources Technology,,8/4/2010,8/4/2010,4/30/2011,"56,600.00",0.00,Competitive Delivery Order,,No,Time and Materials,,,Funding Only Action,Other Professional Services,"Deepwater Horizon Oil Spill Response Effort -- Flower Gardens Sanctuary, Texas","Silver Spring, Maryland, United States",Silver Spring,Maryland,Award,Delivery Order,"Annapolis Junction, Maryland, United States",Annapolis Junction,Maryland,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Contract ID n. 803,Environmental Protection Agency,Environmental Protection Agency,2012,2012,"-18,400.00",,Eastern Research Group,,10/15/2010,10/15/2010,12/31/2010,"-18,400.00","-18,400.00",Full And Open Competition,,No,Fixed Price,Not A Manufactured End Product,,Other Administrative Action,Scientific Data Studies,Sampling,"Lexington, Massachusetts, United States",Lexington,Massachusetts,Award,Delivery Order,"Lexington, Massachusetts, United States",Lexington,Massachusetts,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 804,Environmental Protection Agency,Environmental Protection Agency,2012,2012,"281,002.00",,Eastern Research Group,,7/29/2010,7/29/2010,12/31/2010,"281,002.00","281,002.00",Full And Open Competition,,No,Fixed Price,Not A Manufactured End Product,,Funding Only Action,Scientific Data Studies,Additional Sampling For Gulf Oil Spill,"Lexington, Massachusetts, United States",Lexington,Massachusetts,Award,Delivery Order,"Lexington, Massachusetts, United States",Lexington,Massachusetts,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 815,Environmental Protection Agency,Environmental Protection Agency,2012,2012,"62,622.00",,Eastern Research Group,,5/20/2010,5/20/2010,8/31/2010,"62,622.00","62,622.00",Full And Open Competition,,No,Fixed Price,Not A Manufactured End Product,,Funding Only Action,Scientific Data Studies,Bp Analsys,"Lexington, Massachusetts, United States",Lexington,Massachusetts,Award,Delivery Order,"Lexington, Massachusetts, United States",Lexington,Massachusetts,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 816,Environmental Protection Agency,Environmental Protection Agency,2012,2012,"86,215.00",,Eastern Research Group,,9/22/2010,9/22/2010,12/31/2010,"86,215.00","86,215.00",Full And Open Competition,,No,Fixed Price,Not A Manufactured End Product,,Funding Only Action,Scientific Data Studies,"Sampling  Region 4, Gulf Oil Spill","Lexington, Massachusetts, United States",Lexington,Massachusetts,Award,Delivery Order,"Lexington, Massachusetts, United States",Lexington,Massachusetts,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 824,Environmental Protection Agency,Environmental Protection Agency,2012,2012,"86,310.00",,Eastern Research Group,,7/13/2010,7/13/2010,12/31/2010,"86,310.00","86,310.00",Full And Open Competition,,No,Fixed Price,Not A Manufactured End Product,,Funding Only Action,Scientific Data Studies,Sample Analsys - Gulf Oil Spill,"Lexington, Massachusetts, United States",Lexington,Massachusetts,Award,Delivery Order,"Lexington, Massachusetts, United States",Lexington,Massachusetts,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 825,Environmental Protection Agency,Environmental Protection Agency,2012,2012,"20,874.00",,Eastern Research Group,,5/14/2010,5/14/2010,8/31/2010,"20,874.00","20,874.00",Full And Open Competition,,No,Fixed Price,Not A Manufactured End Product,,,Scientific Data Studies,Region 4 - Oil Spill Analsys,"Lexington, Massachusetts, United States",Lexington,Massachusetts,Award,Delivery Order,"Lexington, Massachusetts, United States",Lexington,Massachusetts,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 948,Department Of Defense,Department Of The Army,2012,2012,"78,226.16",,Ecm Cdd Joint Venture,,6/11/2010,6/11/2010,12/31/2011,"78,226.16","78,226.16",Full And Open Competition,,No,Fixed Price,Not A Manufactured End Product,,,A/E Services (incl Landscaping Interior),"Task Order 137 For 07-d-0067, Qar Services For Oil Spill Dredging Operations","Venice, Louisiana, United States",Venice,Louisiana,Award,Delivery Order,"Metairie, Louisiana, United States",Metairie,Louisiana,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
Contract ID n. 193,Department Of The Interior,Bureau Of Ocean Energy Management,2012,2012,"12,884.00",,Economic Analysis,,9/17/2010,9/17/2010,11/30/2010,"12,884.00","12,884.00",Not Competed Under Sap,Sap Non-competition,Yes,Fixed Price,Not A Manufactured End Product,,Supplemental Agreement For Work Within Scope,Gas (basic),"Pace Of Leasing Contract
Additional Computer Runs","Wakefield, Rhode Island, United States",Wakefield,Rhode Island,Award,Purchase Order,"Wakefield, Rhode Island, United States",Wakefield,Rhode Island,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 899,Department Of Defense,Department Of The Navy,2012,2012,"13,750.00",,Eleison Group,,8/29/2010,7/30/2010,8/29/2010,"13,750.00","13,750.00",Not Competed,Urgency,Yes,Fixed Price,Not A Manufactured End Product,,,Other Professional Services,Town Hall Meeting Support,"Washington, District Of Columbia, United States",Washington,District Of Columbia,Award,Purchase Order,"Arlington, Virginia, United States",Arlington,Virginia,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 138,Department Of The Interior,"Office Of Policy, Budget And Administration",2012,2012,"17,800.00",,Elmer P. Danenberger III,,8/5/2010,8/5/2010,8/15/2010,"17,800.00","17,800.00",Not Competed,Urgency,No,Labor Hours,Not A Manufactured End Product,,,Technical Assistance,"Utilizing His Knowledge, Expertise, Training, And Experience, The Contractor Will Read, Analyze, And Provide Independent Peer Review Of The Draft Report Which Will Contain Analyses And Recommendations Developed By The Teams.  As A Result Of That Review, The Contractor Will Provide Comments, Suggestions, Advice, And Recommendations For Improving The Report And Achieving The Objectives In The Secretarial Order As Quoted Above.  

An Introductory Meeting With The Safety Oversight Board Is Scheduled To Take Place On Friday, August 6th  In Room 6616 At The Department Of The Interior.  The Contractor Is Requested To Be Present At And Participate In This Meeting.  During That Meeting The Board And The Contractor Will Share Initial Impressions Of The Draft Report And The Board Will Solicit The Initial Views Of The Contractor Regarding Areas In Need Of Additional Analysis, Refinement And Improvement As Well As Views About The Viability, Responsiveness, And Effectiveness Of The Recommendations.  The Board And The Contractor Will Also Discuss Scheduling And Logistics For The Week Ahead.  During The Weekend Of Saturday And Sunday, August 7th 驴 8th, The Board And The Contractor Will Meet At The Main Interior Building (room 6616) For The Purpose Of Further Reviewing The Draft Report.  
   
During The Week Of August 9th, The Board Will Meet At The Atrium Building, U.S. Department Of The Interior, 381 Elden Street, 2nd Floor Conference Room, Herndon, Virginia 20170 To Continue Its Discussions And Review And To Begin Editing Of The Draft Report.  Currently, The Board Anticipates Being Able To Circulate The Draft Report To Other Members Of The Secretary驴s Senior Leadership Time On Thursday, August 12th In Order To Solicit Their Views And Comments.  As A Result Of That Review, Subsequent Discussions With The Board And The Contractor Will Result In Further Editing And Refinement As The Week Continues.  While The Contractor Will Not Be Required To Be Physically Present As The Final Work Of The Board Continues During The Weekend Of August 14th-15th, The Board Requests That The Contractor Be Available By Telephone To Respond To Requests For Information And Input As Necessary.

Dates: 
1.	The Introductory Meeting Will Be Held On August 6, 2010 @1:00 P.M.
2.	Board Meetings At Which The Contractor Will Be Present Will Occur On August 6th - 8th, At The Department Of The Interior, 1849 C Street, N.W., Room 6616, Washington, D.C. 20240, And From August 9th -  August 13th, U.S. Department Of The Interior, 381 Elden Street, 2nd Floor Conference Room, Herndon, Virginia 20170.  Telephonic Availability Of The Contractor Is Requested On August 14th 驴 15th. 
2. Travel: Is Required For August 6th 驴 13th.
3. The Government Will Provide The Draft Safety Report Material To The Reviewer As Soon As It Is Available. 
","Herndon, Virginia, United States",Herndon,Virginia,Award,Purchase Order,"Reston, Virginia, United States",Reston,Virginia,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 137,Department Of The Interior,"Office Of Policy, Budget And Administration",2012,2012,"24,800.00",,Elmer P. Danenberger III,,5/19/2010,5/19/2010,6/30/2010,"24,800.00","24,800.00",Not Competed,Urgency,No,Labor Hours,Not A Manufactured End Product,,,Technical Assistance,"Task 1:  The Reviewer Shall Review And Provide An Independent Peer Review Of The Draft Safety Report Currently Being Prepared By The Outer Continental Shelf (ocs) Safety Board. The Summary Peer Review Will Include The Reviewer Reading The Report And Providing Comments, Findings And Recommendations For Achieving The Objectives Of The 30 Day Report.  An Introduction Meeting To Discuss Logistics Will Be Held Prior To The Government Distributing The Materials.

驴	Include Comments, Findings And Recommendations For Achieving The Objectives Of The 30 Day Report.

Task 2:  In Addition To The Peer Review Report, The Reviewer Shall Provide Advice, Review Recommendations, Provide And/or Shape Potential Recommendations, Conduct Expert Interviews And Help With Implementation Of The Proposed Rules.  The Source Document List Below Will Be Provided To The Reviewer As Reference Material.  

","Reston, Virginia, United States",Reston,Virginia,Award,Purchase Order,"Reston, Virginia, United States",Reston,Virginia,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 745,Department Of Homeland Security,U.S. Coast Guard,2012,2012,"2,009,560.00",,Emergency Management Services,,7/9/2010,7/9/2010,8/1/2010,"2,009,560.00","2,009,560.00",Not Competed,Urgency,No,Time and Materials,Not A Manufactured End Product,,Supplemental Agreement For Work Within Scope,Oil Spill Response,Modification To Add Additional Supplies And Services In Response To The Deepwater Horizon Incident.,"Houma, Louisiana, United States",Houma,Louisiana,Award,Delivery Order,"Culpeper, Virginia, United States",Culpeper,Virginia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 746,Department Of Homeland Security,U.S. Coast Guard,2012,2012,"2,536,743.00",,Emergency Management Services,,7/28/2010,7/28/2010,9/1/2010,"2,536,743.00","2,536,743.00",Not Competed,Urgency,No,Time and Materials,Not A Manufactured End Product,,Supplemental Agreement For Work Within Scope,Oil Spill Response,Modification To Add Additional Supplies Ans Services In Response To Deepwater Horizon Incident.,"Houma, Louisiana, United States",Houma,Louisiana,Award,Delivery Order,"Culpeper, Virginia, United States",Culpeper,Virginia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 747,Department Of Homeland Security,U.S. Coast Guard,2012,2012,"250,170.00",,Emergency Management Services,,5/12/2010,5/12/2010,8/1/2010,"250,170.00","250,170.00",Not Competed,Urgency,No,Time and Materials,Not A Manufactured End Product,,Supplemental Agreement For Work Within Scope,Oil Spill Response,Modification To Add Additional Supplies And Services In Response To Deepwater Horizon Incident.,"Houma, Louisiana, United States",Houma,Louisiana,Award,Delivery Order,"Culpeper, Virginia, United States",Culpeper,Virginia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 748,Department Of Homeland Security,U.S. Coast Guard,2012,2012,"946,184.00",,Emergency Management Services,,6/9/2010,6/9/2010,8/1/2010,"946,184.00","946,184.00",Not Competed,Urgency,No,Time and Materials,Not A Manufactured End Product,,Supplemental Agreement For Work Within Scope,Oil Spill Response,Modification To Add Additional Supplies And Services In Response To Deepwater Horizon Incident.,"Houma, Louisiana, United States",Houma,Louisiana,Award,Delivery Order,"Culpeper, Virginia, United States",Culpeper,Virginia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 749,Department Of Homeland Security,U.S. Coast Guard,2012,2012,"242,186.00",,Emergency Management Services,,6/1/2010,6/1/2010,8/1/2010,"242,186.00","242,186.00",Not Competed,Urgency,No,Time and Materials,Not A Manufactured End Product,,Supplemental Agreement For Work Within Scope,Oil Spill Response,Modification To Add Additional Supplies And Services In Response To Deepwater Horizon Incident.,"Houma, Louisiana, United States",Houma,Louisiana,Award,Delivery Order,"Culpeper, Virginia, United States",Culpeper,Virginia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 750,Department Of Homeland Security,U.S. Coast Guard,2012,2012,"212,000.00",,Emergency Management Services,,5/3/2010,5/1/2010,6/1/2010,"212,000.00","212,000.00",Not Competed,Urgency,No,Time and Materials,Not A Manufactured End Product,,,Oil Spill Response,To Provide Services In Response To Deepwater Horizon Oil Spill Incident.,"Houma, Louisiana, United States",Houma,Louisiana,Award,Delivery Order,"Culpeper, Virginia, United States",Culpeper,Virginia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 751,Department Of Homeland Security,U.S. Coast Guard,2012,2012,"352,764.00",,Emergency Management Services,,5/18/2010,5/18/2010,8/1/2010,"352,764.00","352,764.00",Not Competed,Urgency,No,Time and Materials,Not A Manufactured End Product,,Supplemental Agreement For Work Within Scope,Oil Spill Response,Modification To Add Additional Supplies And Services In Response To Deepwater Horizon Incident.,"Houma, Louisiana, United States",Houma,Louisiana,Award,Delivery Order,"Culpeper, Virginia, United States",Culpeper,Virginia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
