ID,Date,Month,Narration,Actual or Attempted Attack?,Type of Attack,Status of Vessel,Name of Vessel(s),Type of Vessel(s),Category of Vessel(s),Flag of Vessel,Gross register tonnage,IMO,"Time  (local, unless specified)",Coordinates,Area,Location of Incident,Country of Incident,Year,Ref,*DELETE Name of Ship SPLITType/Flag/Grt/ SPLITIMO Number,Position
Pine 2 - 23/11/2013,23/11/2013,November,Three robbers armed with knives boarded an anchored ship. The robbers entered the engine room through the boiler platform located on the poop deck. One of the robbers took hostage the motor man while the remaining two robbers stole engine spares and escaped. Port Authorities were informed.,Actual Attack,Boarded,Anchored,Pine 2,General Cargo,Cargo,Panama,22998,9438353,03:30,"S05°59',E106°55'",South Asia (Excluding Malacca Straits),"Tanjung Priok, Indonesia",Indonesia,2013,104,Pine 2 SPLITGeneral Cargo SPLITPanama SPLIT22998 SPLIT9438353,"05:59S – SPLIT106:55E, SPLITTg. Priok SPLITAnchorage, SPLITIndonesia"
Pioneer Express - 07/10/2013,07/10/2013,October,"Five robbers boarded an anchored tanker during STS operations via the poop deck and were noticed attempting to enter the accommodation. Alarm raised and crew mustered. Upon hearing the alarm, the robbers made threatening gestures to the crew, jumped overboard and escaped in their unlit boat with an orange superstructure. The mooring master and the other STS vessel was informed. Detailed search on both vessels indicated that the robbers have boarded both vessels. Port control informed.",Actual Attack,Boarded,Anchored,Pioneer Express,Product Tanker,Tanker,Panama,26938,9380104,03:45,"N01°05',E103°28'",South Asia (Excluding Malacca Straits),"Karimun, Indonesia",Indonesia,2013,82,Pioneer Express SPLITProduct Tanker SPLITPanama SPLIT26938 SPLIT9380104,"01:05N – SPLIT103:28E, SPLITKarimun SPLITTranshipment SPLITAnchorage, SPLITIndonesia"
PKFB (U2) 1532 - 07/05/2013,07/05/2013,May,A fishing vessel while carrying out fishing activities was attacked and hijacked by the pirates and sailed into Indonesian territorial waters.  On 25 May 2013 the Indonesian Marine Police detained the fishing vessel.,Actual Attack,Hijacked,Steaming,PKFB (U2) 1532,Fishing Vessel,Fishing Vessel,Malaysia,,,23:00,Malacca Straits,South East Asia (Malacca Straits),Malacca Straits,Malacca Straits,2013,1,PKFB (U2) 1532 SPLITFishing Vessel SPLITMalaysia SPLIT- SPLIT-,Malacca Straits
Port Hainan - 10/10/2013,10/10/2013,October,"Five robbers armed with long knives boarded the ship at anchor. One crew was held hostage while they broke into a storage and took some ship’s stores. OOW alerted, alarm raised and crew proceeded towards forecastle. On seeing alert crew, the robbers jumped overboard and escaped. No injuries to crew.",Actual Attack,Boarded,Anchored,Port Hainan,Bulk Carrier,Cargo,Hong Kong,33036,9456422,03:15,"S00°15'3"",E117°41'3""",South Asia (Excluding Malacca Straits),"Samarinda, Indonesia",Indonesia,2013,84,Port Hainan SPLITBulk Carrier SPLITHong Kong SPLIT33036 SPLIT9456422,"00:15.3S –  SPLIT117:41.3E, Muara SPLITBerau Anchorage, SPLITSamarinda, SPLITIndonesia"
Port Hainan - 23/08/2014,23/08/2014,August,Robbers boarded the berthed ship unnoticed and escaped with ship’s properties. Chief Officer found the deck store lockers burgled and reported the incident.,Actual Attack,Boarded,Berthed,Port Hainan,Bulk Carrier,Cargo,Hong Kong,33036,9456422,07:00,"S06°05',E106°53'",South Asia (Excluding Malacca Straits),"Jakarta, Indonesia",Indonesia,2014,81,Port Hainan Bulk Carrier Hong Kong 33036 9456422,"06:05S – 106:53E, Berth 114, Jakarta Port, Indonesia"
Prem Mala - 18/04/2014,18/04/2014,April,"Three robbers in a small boat approached and attempted to board an anchored tanker. Duty crew on routine rounds noticed the robbers and informed bridge who raised the alarm and crew mustered. Upon hearing the alarm, the robbers aborted the attempted boarding and escaped in their boat. Port Control informed.",Attempted Attack,Attempted,Anchored,Prem Mala,Tanker,Tanker,India,28522,9209972,03:55,"N09°53'3"",E076°08'5""",Indian Sub Continent,"Karimun, Indonesia",Indonesia,2014,1,Prem Mala Tanker India 28522 9209972,"09:53.3N – 076:08.5E, Kochi Anchorage, India"
Priceless Seas - 18/08/2014,18/08/2014,August,"While underway, the ship noticed four skiffs at a distance of 1.5nm. A possible mother vessel was sighted at a distance of around 4nm. As the skiffs approached the ship, the Master raised the alarm, increased speed, commenced evasive manoeuvres and non-essential crew mustered near the citadel. At a distance of around 0.5nm, the onboard-armed security team noticed a ladder and six armed persons onboard. They raised their weapons resulting in the skiffs aborting the approach and moving away.",Attempted Attack,Attempted,Steaming,Priceless Seas,Bulk Carrier,Cargo,Liberia,24196,9590618,10:30 UTC,"N12°52'6"",E043°14'2""",Africa (Gulf of Aden / Red Sea),"Bab El Mandeb Strait, Red Sea",Red Sea,2014,7,Priceless Seas Bulk Carrier Liberia 24196 9590618,"12:52.6N – 043:14.2E, Bab El Mandeb Strait, Red Sea"
Prime Express - 01/05/2014,01/05/2014,May,"Alert crew on board a drifting tanker noticed three pirates armed with knives boarding. Alarm raised, all crew mustered. Seeing the alerted crew the pirates retreated empty handed.",Actual Attack,Boarded,Steaming,Prime Express,Product Tanker,Tanker,Panama,28725,9459242,05:30,"N01°29'38"",E104°47'45""",South Asia (Excluding Malacca Straits),"Bintan Island, Indonesia",Indonesia,2014,33,Prime Express Product Tanker Panama 28725 9459242,"01:29.38N – 104:47.45E, Around 20nm NE of Pulau Bintan, Indonesia"
Prime Lady - 06/03/2014,06/03/2014,March,Seven pirates in a speedboat approached the drifting vessel and hijacked it. They took the crew as hostage and used the vessel as a mother vessel to look for other vessels to hijack. After around 20 hours when no suitable vessel was found the pirates stole the crew and ship’s properties and escaped. Some crew were beaten up during the hijack.,Actual Attack,Hijacked,Steaming,Prime Lady,Supply Ship,Supply Vessel,Nigeria,1924,8112524,19:12,"N04°11',E005°44'",Africa (Excluding Somalia / Gulf of Aden / Red Sea),"Brass, Nigeria",Nigeria,2014,10,Prime Lady Supply Ship Nigeria 1924 8112524,"04:11N – 005:44E, Around 30nm WxS of Brass, Nigeria"
Prime Serene - 19/12/2013,19/12/2013,December,"Alert crew on board an anchored tanker noticed a speedboat approaching at high speed. Alarm sounded and ship search light directed towards the boat, which had come alongside. Seeing alerted crew the speedboat moved away.",Attempted Attack,Attempted,Anchored,Prime Serene,Chemical Tanker,Tanker,Vietnam,4159,9205512,04:00,"N01°19',E104°16'",South Asia (Excluding Malacca Straits),Malaysia,Malaysia,2013,11,Prime Serene SPLITChemical Tanker SPLITVietnam SPLIT4159 SPLIT9205512,"01:19N – SPLIT104:16E, SPLITMalaysia"
Princes Park - 12/03/2013,12/03/2013,March,"Robbers boarded the tanker, stole ship’s stores and escaped unnoticed.",Actual Attack,Boarded,Anchored,Princes Park,Chemical Tanker,Tanker,Liberia,11690,9339351,12:00,"N03°56'4"",E098°44'8""",South Asia (Excluding Malacca Straits),"Belawan, Indonesia",Indonesia,2013,18,Princes Park SPLITChemical Tanker SPLITLiberia SPLIT11690 SPLIT9339351,"03:56.4N – SPLIT098:44.8E, SPLITBelawan SPLITAnchorage, SPLITIndonesia"
Princes Park - 23/03/2013,23/03/2013,March,Five robbers armed with long knives in a small boat boarded the tanker from STBD quarter using a rope. The watchman was tied up with ropes. He was found lying down with his hands tied up when the forward watchman went to replace him. The duty officer was immediately informed. The alarm was raised and all crew mustered at poop deck. A small wooden boat was seen leaving the tanker. Upon investigation it was found that nothing had been stolen.,Actual Attack,Boarded,Anchored,Princes Park,Chemical Tanker,Tanker,Liberia,11690,9339351,02:00,"N01°42',E101°28'",South Asia (Excluding Malacca Straits),"Dumai, Indonesia",Indonesia,2013,21,Princes Park SPLITChemical Tanker SPLITLiberia SPLIT11690 SPLIT9339351,"01:42N – SPLIT101:28E, Dumai SPLITAnchorage, SPLITIndonesia"
Princes Park - 27/10/2013,27/10/2013,October,"Three skiffs approached an anchored tanker from the aft, forward and mid-ship. From the aft skiff, three robbers boarded the tanker and stole ship’s properties. Alert crew noticed the robbers and raised the alarm resulting in the robbers escaping. Port Authority was informed.",Actual Attack,Boarded,Anchored,Princes Park,Chemical Tanker,Tanker,Liberia,11690,9339351,14:15,"N03°56',E098°45'",South Asia (Excluding Malacca Straits),"Belawan, Indonesia",Indonesia,2013,94,Princes Park SPLITChemical Tanker SPLITLiberia SPLIT11690 SPLIT9339351,"03:56N – SPLIT098:45E, SPLITBelawan Outer SPLITAnchorage, SPLITIndonesia"
Progress - 10/02/2014,10/02/2014,February,Robbers boarded an anchored tanker unnoticed and escaped with ship’s properties. Port Control informed.,Actual Attack,Hijacked,Anchored,Progress,LPG Tanker,Tanker,Singapore,47266,9387750,4:00-5:00,"N17°37',E083°24'",Indian Sub Continent,"Visakhapatnam, India",India,2014,2,Progress LPG Tanker Singapore 47266 9387750,"17:37N – 083:24E, Visakhapatnam Anchorage, India"
Prosperity - 10/02/2014,10/02/2014,February,"Six robbers armed with guns and long knives in a small boat approached and boarded an anchored ship. Duty oiler noticed the robbers in the engine room and informed the D/O on the bridge. Alarm raised, ship’s whistle sounded, SSAS activated and all crew mustered on the bridge. Upon hearing the alarm, the robbers escaped. Crew searched the ship and found nothing stolen.",Actual Attack,Boarded,Anchored,Prosperity,Bulk Carrier,Cargo,Liberia,81058,9086083,03:30,"N01°21'3"",E104°41'5""",South Asia (Excluding Malacca Straits),"Bintan Island, Indonesia",Indonesia,2014,15,Prosperity Bulk Carrier Liberia 81058 9086083,"01:21.3N – 104:41.5E, Around 10nm NE of Tg. Berakit, Pulau Bintan, Indonesia"
PU 2417 - 09/06/2013,09/06/2013,June,"Six pirates armed with guns and long knives in a speedboat approached and boarded the tug underway. They took hostage all crewmembers, cut off the cables to the VHF communication system and stole crew and ship’s cash and properties. When the pirates departed, Master contacted the local authorities and then diverted to Kuantan port and lodged a report to the Malaysian authorities. All crew safe.",Actual Attack,Boarded,Steaming,PU 2417,Tug,Tug,Singapore,288,9570527,20:15,"N04°30',E103°59'",South Asia (Excluding Malacca Straits),"Kerteh, Malaysia",Malaysia,2013,43,PU 2417 SPLITTug SPLITSingapore SPLIT288 SPLIT9570527,"04:30N – SPLIT103:59E, SPLITOff Kerteh, SPLITTerengganu, SPLITMalaysia"
Pyxis Delta - 04/02/2013,04/02/2013,February,Armed persons with guns approached and fired upon an anchored tanker carrying out STS operations. The response of the on board naval security team resulted in the armed persons moving away. One crewmember died during the medical evacuation due to an injury sustained during the firing.,Attempted Attack,Fired upon,Anchored,Pyxis Delta,Chemical Tanker,Tanker,Marshall Islands,29348,9314909,00:24 UTC,"N06°19'16"",E003°24'57""",Africa (Excluding Somalia / Gulf of Aden / Red Sea),"Lagos, Nigeria",Nigeria,2013,2,Pyxis Delta SPLITChemical Tanker SPLITMarshall Islands SPLIT29348 SPLIT9314909,"06:19.16N – SPLIT003:24.57E, SPLITLagos Anchorage, SPLITNigeria"
Raina - 18/12/2013,18/12/2013,December,Robbers boarded the berthed tanker unnoticed. They broke into the ship's forward stores and escaped with ship’s property. All crew safe.,Actual Attack,Boarded,Berthed,Raina,Product Tanker,Tanker,Singapore,14320,9665308,20:45,"N03°47'5"",E098°42'6""",South Asia (Excluding Malacca Straits),"Belawan, Indonesia",Indonesia,2013,114,Raina SPLITProduct Tanker SPLITSingapore SPLIT14320 SPLIT9665308,"03:47.5N – SPLIT098:42.6E, SPLITBelawan Port, SPLITIndonesia"
Ratna Shalini - 10/06/2014,10/06/2014,June,"Two robbers boarded an anchored tanker. OOW spotted the robbers and raised the alarm. All crew mustered. Seeing the crew alertness, the robbers aborted the attempt and escaped in their fishing boat.",Actual Attack,Boarded,Anchored,Ratna Shalini,Tanker,Tanker,India,57144,9439670,06:45,"N17°37',E083°24'",Indian Sub Continent,"Visakhapatnam, India",India,2014,12,Ratna Shalini Tanker India 57144 9439670,"17:37N – 083:24E, Visakhapatnam Anchorage, India"
Red Rum - 20/02/2013,20/02/2013,February,"Engine room stores were robbed from the tanker carrying out an STS operations. The robbery was discovered upon sailing and the ship’s crew suspect the local mooring gang, which, had remained on board, the tanker during the STS operations.",Actual Attack,Boarded,Anchored,Red Rum,LPG Tanker,Tanker,Singapore,42341,9012886,21:00,"S05°34',E104°35'",South Asia (Excluding Malacca Straits),"Semangka, Indonesia",Indonesia,2013,15,Red Rum SPLITLPG Tanker SPLITSingapore SPLIT42341 SPLIT9012886,"05:34S – SPLIT104:35E, Teluk SPLITSemangka SPLITAnchorage, SPLITIndonesia"
Reference Point - 29/07/2013,29/07/2013,July,"Duty A/B on board the tanker noticed about eight robbers armed with knives boarding the tanker from the poop deck. Duty Officer was informed and alarm raised.  All crew stayed inside the accommodation until police arrived and boarded the tanker.  Together with police, a search was carried out. No robbers were found on board and that nothing had been stolen.",Actual Attack,Boarded,Anchored,Reference Point,LPG Tanker,Tanker,Panama,44490,8910720,04:12,"N01°06'3"",E104°10'9""",South Asia (Excluding Malacca Straits),"Tanjung Uban, Indonesia",Indonesia,2013,64,Reference Point SPLITLPG Tanker SPLITPanama SPLIT44490 SPLIT8910720,"01:06.3N – SPLIT104:10.9E, SPLITTanjung Uban SPLITAnchorage, SPLITIndonesia"
Reliance II - 15/09/2014,15/09/2014,September,"Duty A/B on board an anchored tanker noticed the midship-stores lock missing. Upon searching the store, he noticed that the fire hoses kept inside were missing. Incident reported to Port Control.",Actual Attack,Boarded,Anchored,Reliance II,Product Tanker,Tanker,Singapore,30032,9289764,03:40,"N22°45',E070°00'",Indian Sub Continent,"Kandla, India",India,2014,21,Reliance II Product Tanker Singapore 30032 9289764,"22:45N – 070:00E, Kandla Anchorage, India"
Renovation - 14/07/2013,14/07/2013,July,Around 20-armed pirates in a speedboat approached and boarded the vessel underway.  They stole crew personal belongings and escaped. Port Maritime Authority notified. No injury to crew nor any damage to the vessel.,Actual Attack,Boarded,Steaming,Renovation,Landing Craft,Landing Craft,Gabon,848,8026294,22:46,"S00°29',E008°51'",Africa (Excluding Somalia / Gulf of Aden / Red Sea),"Port Gentil, Gabon",Gabon,2013,28,Renovation SPLITLanding Craft SPLITGabon SPLIT848 SPLIT8026294,"00:29S – SPLIT008:51E, SPLITPort Gentil, SPLITGabon"
RHL Calliditas - 26/06/2014,26/06/2014,June,Alert crew on board an anchored ship noticed a small boat with ropes and hooks approaching from the stern. Alarm raised. Seeing crew alertness the boat aborted the boarding.,Attempted Attack,Attempted,Anchored,RHL Calliditas,Container,Cargo,Liberia,48799,9495777,02:00,"N01°24',E104°40'",South Asia (Excluding Malacca Straits),"Bintan Island, Indonesia",Indonesia,2014,8,RHL Calliditas Container Liberia 48799 9495777,"01:24N – 104:40E, Around 11nm NNE of Pulau Bintan, Indonesia"
Ridgebury John B - 04/04/2014,04/04/2014,April,Robbers boarded an anchored tanker unnoticed. They stole ship's properties and escaped unnoticed. The robbery was only noticed the next morning.,Actual Attack,Boarded,Anchored,Ridgebury John B,Tanker,Tanker,Marshall Islands,28063,9349631,1:00-4:00,"N01°25',E104°38'",South Asia (Excluding Malacca Straits),"Bintan Island, Indonesia",Indonesia,2014,26,Ridgebury John B Tanker Marshall Islands 28063 9349631,"01:25N – 104:38E, Around 12nm NNE of Pulau Bintan, Indonesia"
Rio Eider - 27/05/2013,27/05/2013,May,Around six armed persons with shotguns in a speedboat boarded the ship with pilot and unarmed security guards on board while underway. Investigations revealed container seals broken but nothing stolen.,Actual Attack,Boarded,Steaming,Rio Eider,Container,Cargo,Liberia,27059,9304746,05:10,"S02°22',W081°00'",Americas,"Guayaquil, Ecuador",Ecuador,2013,11,Rio Eider SPLITContainer SPLITLiberia SPLIT27059 SPLIT9304746,"02:22S – SPLIT081:00W SPLITEstero Salado, SPLITGuayaquil, SPLITEcuador"
RMS Baerl - 11/04/2013,11/04/2013,April,"Master on board an anchored ship noticed a boat approaching them and sent an A/B to investigate. The Master noticed that the robbers were already on board and they caught the A/B and laid him on the deck at knifepoint. Alarm raised, Master and C/O went forward to assist the A/B but the robbers threatened them and they had to retreat into the accommodation and called the security vessel and the company’s local supervisor.  The security vessel arrived and investigated but the robbers had escaped with stolen ship’s stores and properties.",Actual Attack,Boarded,Anchored,RMS Baerl,General Cargo,Cargo,Antigua and Barbuda,2136,9194311,23:30 UTC,"N08°30',W013°11'",Africa (Excluding Somalia / Gulf of Aden / Red Sea),"Freetown, Sierra Leone",Sierra Leone,2013,14,RMS Baerl SPLITGeneral Cargo SPLITAntigua and Barbuda SPLIT2136 SPLIT9194311,"08:30N – SPLIT013:11W, SPLITFreetown Inner SPLITRoads, SPLITSierra Leone"
Ronald - 10/06/2014,10/06/2014,June,"A speedboat with three unidentified persons approached and fired upon the fishing boat. One fisherman managed to jump overboard and swim away. When he returned, the boat and the other fisherman were missing.  The coast guard launched a search. The boat was located off the coast of Igat Island, Margosatubig, while the body of the missing fisherman was found off the coast of Purok Gumamela, Barangay Igat Island, Margosatubig, Zamboanga.  Local authorities are carrying out investigations.",Attempted Attack,Fired upon,Steaming,Ronald,Fishing Vessel,Fishing Vessel,Philippines,,,19:30,Philippines,South Asia (Excluding Malacca Straits),"Margosatubig, Philippines",Philippines,2014,7,Ronald Fishing Vessel Philippines - -,"Off Margosatubig, Zamboanga Del Sur, Philippines"
Rosalia D’Amato - 26/09/2013,26/09/2013,September,"Eight robbers armed with knives boarded the ship at anchor, stole ship’s stores and escaped. All crew safe.",Actual Attack,Boarded,Anchored,Rosalia D’Amato,Bulk Carrier,Cargo,Italy,40562,9225201,02:00,"Samarinda, Indonesia",South Asia (Excluding Malacca Straits),"Samarinda, Indonesia",Indonesia,2013,77,Rosalia D’Amato SPLITBulk Carrier SPLITItaly SPLIT40562 SPLIT9225201,"Samarinda SPLITAnchorage, SPLITIndonesia"
Saad 1 - 28/03/2013,28/03/2013,March,Pirates boarded and hijacked the fishing vessel and took her 20-crew members hostage. Fishing vessel was rescued on the same day. The vessel and crewmembers safe and proceeded to a safe port.,Actual Attack,Hijacked,Steaming,Saad 1,Fishing Vessel,Fishing Vessel,Iran,,,07:46 UTC,"N11°52',E051°18'",Africa (Somalia),"Caseyr, Somalia",Somalia,2013,1,Saad 1 SPLITFishing Vessel SPLITIran SPLIT- SPLIT-,"11:52N – SPLIT051:18E, 11nm SPLITWNW of Raas SPLITCaseyr, SPLITSomalia"
Safmarine Sahel - 11/02/2013,11/02/2013,February,A general cargo ship underway noticed a speedboat approaching on its port side. The ship increased speed and made evasive manoeuvres.  The speedboat came alongside and pirates attempted to board.  Due to the anti-piracy measures enforced the pirates’ aborted attempt and moved away. Weapons were fired at the ship. The crew and ship are safe and proceeded to a safe port.,Attempted Attack,Fired upon,Steaming,Safmarine Sahel,General Cargo,Cargo,Hong Kong,14859,9539365,06:35,"N04°06'68"",E006°52'57""",Africa (Excluding Somalia / Gulf of Aden / Red Sea),Nigeria,Nigeria,2013,3,Safmarine Sahel SPLITGeneral Cargo SPLITHong Kong SPLIT14859 SPLIT9539365,"04:06.68N – SPLIT006:52.57E, SPLIT13nm South of SPLITCoastline, SPLITNigeria"
Sam Hawk - 12/05/2013,12/05/2013,May,"Five robbers in a boat approached and boarded an anchored ship via the anchor chain and broke into the forward store.  The alert crew noticed the robbers, raised the alarm and proceeded towards the forecastle. Seeing the crew alertness, the robbers escaped in their boat with the stolen stores. Local agents informed.",Actual Attack,Boarded,Anchored,Sam Hawk,Bulk Carrier,Cargo,Hong Kong,31760,9637416,04:15,"S03°41',E114°27'",South Asia (Excluding Malacca Straits),"Taboneo, Indonesia",Indonesia,2013,38,Sam Hawk SPLITBulk Carrier SPLITHong Kong SPLIT31760 SPLIT9637416,"03:41S – SPLIT114:27E, SPLITTaboneo SPLITAnchorage, SPLITIndonesia"
Sam Jaguar - 16/01/2014,16/01/2014,January,"While berthed robbers boarded the ship unnoticed, stole ship's stores and escaped. Incident reported to the Port Authorities.",Actual Attack,Boarded,Berthed,Sam Jaguar,Bulk Carrier,Cargo,Hong Kong,31760,9637428,04:00,"S06°49',E039°17'",Africa (Excluding Somalia / Gulf of Aden / Red Sea),"Dar Es Salaam, Tanzania",Tanzania,2014,4,Sam Jaguar Bulk Carrier Hong Kong 31760 9637428,"06:49S – 039:17E, Berth No.3, Dar Es Salaam Port, Tanzania"
Samos - 31/03/2014,31/03/2014,March,Duty A/B on board an anchored tanker noticed four robbers on board the tanker near the stern.  He informed the D/O who raised the alarm and crew mustered. The robbers escaped empty handed upon hearing the alarm and seeing the crew alertness. MPA Singapore informed.,Actual Attack,Boarded,Anchored,Samos,Tanker,Tanker,Bahamas,56326,9486934,03:28,"N01°24'6"",E104°41'7""",South Asia (Excluding Malacca Straits),"Bintan Island, Indonesia",Indonesia,2014,23,Samos Tanker Bahamas 56326 9486934,"01:24.6N – 104:41.7E, Around 12nm NNE of Tanjung Berakit, Pulau Bintan, Indonesia"
Sampatiki - 04/09/2013,04/09/2013,September,"A speedboat approached the tanker underway with intent to board. The 2/O raised the alarm, alerted the crew and made evasive manoeuvres to prevent the boarding.  The pirates tried to board the tanker using hooks attached to a rope. The on board security team fired warning shots at the boat and the pirates retaliated by returning fire. Facing resistance, the pirates aborted the attempt to board the tanker.",Attempted Attack,Fired upon,Steaming,Sampatiki,Chemical Tanker,Tanker,Liberia,5031,9405772,15:15,"N04°11',E005°34'",Africa (Excluding Somalia / Gulf of Aden / Red Sea),"Pennington, Nigeria",Nigeria,2013,21,Sampatiki SPLITChemical Tanker SPLITLiberia SPLIT5031 SPLIT9405772,"04:11N – SPLIT005:34E, SPLIT4nm South of SPLITPennington Oil SPLITTerminal, SPLITNigeria"
Sanko Mercury - 04/07/2013,04/07/2013,July,Three robbers in a boat boarded an anchored ship at the forecastle. Alert duty crew spotted the robbers and raised the alarm resulting in the robbers escaping empty handed. Port authorities informed. All crew safe.,Actual Attack,Boarded,Anchored,Sanko Mercury,Bulk Carrier,Cargo,Liberia,30488,9401934,19:45,"S03°40'8"",E114°25'3""",South Asia (Excluding Malacca Straits),"Taboneo, Indonesia",Indonesia,2013,54,Sanko Mercury SPLITBulk Carrier SPLITLiberia SPLIT30488 SPLIT9401934,"03:40.8S – SPLIT114:25.3E, SPLITTaboneo SPLITAnchorage, SPLITIndonesia"
Sanuki - 02/12/2013,02/12/2013,December,"Robbers boarded, stole ship's property and escaped unnoticed from the drifting ship. The duty crew noticed the theft during making routine rounds.",Actual Attack,Boarded,Steaming,Sanuki,Container,Cargo,Singapore,13448,9146065,01:30,"N20°35',E107°05'",Far East,"Haiphong, Vietnam",Vietnam,2013,13,Sanuki SPLITContainer SPLITSingapore SPLIT13448 SPLIT9146065,"20:35N – SPLIT107:05E, Off SPLITNorway Island, SPLITHaiphong, SPLITVietnam"
SE Pelagica - 19/05/2013,19/05/2013,May,"Five pirates armed with AK47 rifles and a RPG approached the ship underway. Master enforced anti-piracy measures and the on board armed guards fired warning shots, when the skiff closed in to 400m from the ship, resulting in the skiff aborting and moving away. Crew and ship safe.",Attempted Attack,Attempted,Steaming,SE Pelagica,General Cargo,Cargo,Singapore,9627,9453781,05:25 UTC,"N12°12',E044°20'",Africa (Gulf of Aden / Red Sea),Gulf of Aden,Gulf of Aden,2013,3,SE Pelagica SPLITGeneral Cargo SPLITSingapore SPLIT9627 SPLIT9453781,"12:12N – SPLIT044:20E, SPLITGulf of Aden"
Sea Bay - 14/05/2014,14/05/2014,May,"Two robbers tried to board an anchored tanker. Duty lookout noticed the robbers and informed the OOW. Alarm raised and all crew mustered. Seeing the crew alertness, the robbers moved away.",Attempted Attack,Attempted,Anchored,Sea Bay,Product Tanker,Tanker,Hong Kong,60193,9439539,04:40,"N01°04'8"",E103°28'6""",South Asia (Excluding Malacca Straits),"Karimun, Indonesia",Indonesia,2014,4,Sea Bay Product Tanker Hong Kong 60193 9439539,"01:04.8N – 103:28.6E, Karimun Anchorage, Indonesia"
Sea Dias - 25/07/2014,25/07/2014,July,"Three armed robbers in a wooden boat approached and boarded an anchored ship. They took hostage duty AB and tied him up. The duty AB managed to escape and informed the OOW who raised the alarm. Sensing the alerted crew, the robbers escaped with stolen ship's properties.",Actual Attack,Boarded,Anchored,Sea Dias,Bulk Carrier,Cargo,Marshall Islands,33036,9535876,03:15,"S00°15'4"",E117°34'7""",South Asia (Excluding Malacca Straits),"Samarinda, Indonesia",Indonesia,2014,71,Sea Dias Bulk Carrier Marshall Islands 33036 9535876,"00:15.4S – 117:34.7E, Muara Berau Anchorage, Indonesia"
Sea Hermes - 30/03/2013,30/03/2013,March,"About eight to 10 armed pirates in a small craft approached a drifting tanker. Duty crew noticed the craft and informed OOW who in turn informed the Master and the duty Engr. The craft stopped for several seconds, moved towards the stern of the tanker, closed in to the starboard shipside, and then stopped underneath the lifeboat. Master raised alarm, crew mustered and flashed the lights and shouted at the craft. Seeing the crew alertness, the pirates aborted the attempted boarding and moved away while firing upon the tanker. Master sailed the tanker farther south away from the shore. Incident reported to Nigerian navy via VHF Ch. 16.",Attempted Attack,Fired upon,Steaming,Sea Hermes,Product Tanker,Tanker,Malta,28150,9279733,22:42 UTC,"N03°57'3"",E006°41'",Africa (Excluding Somalia / Gulf of Aden / Red Sea),"Port Harcourt, Nigeria",Nigeria,2013,5,Sea Hermes SPLITProduct Tanker SPLITMalta SPLIT28150 SPLIT9279733,"03:57.3N – SPLIT006:41.0E, SPLITAround 52nm SPLITSSW of Port SPLITHarcourt, SPLITNigeria"
Sea Sterling - 26/08/2014,26/08/2014,August,"A speedboat with six armed pirates approached and fired upon the tanker underway causing damage to the lifeboats and other deck structures. The onboard, Nigerian naval security team returned fire. Master sent distress signal, raised a SSAS alert, informed vessels in the vicinity via VHF and contacted a nearby Nigerian naval vessel. All crew safe.",Actual Attack,Boarded,Steaming,Sea Sterling,Product Tanker,Tanker,Nigeria,4126,9607318,17:20,"N04°14'45"",E005°13'32""",Africa (Excluding Somalia / Gulf of Aden / Red Sea),"Bayelsa, Nigeria",Nigeria,2014,21,Sea Sterling Product Tanker Nigeria 4126 9607318,"04:14.45N – 005:13.32E, Around 33nm SW of Bayelsa Coast, Nigeria"
Sea Voyager - 06/03/2014,06/03/2014,March,"Four robbers armed with knives in a speedboat boarded the tanker underway. Alarm raised and crew alerted. Seeing the alerted crew, the robbers escaped empty handed",Actual Attack,Boarded,Steaming,Sea Voyager,Tanker,Tanker,Marshall Islands,60205,9408310,05:00,"N01°11',E103°26'",South Asia (Excluding Malacca Straits),"Karimun, Indonesia",Indonesia,2014,18,Sea Voyager Tanker Marshall Islands 60205 9408310,"01:11N – 103:26E, 3nm Off Karimun Kecil, Indonesia"
Seapride - 05/05/2013,05/05/2013,May,"During STS operations, the tanker saw armed pirates on the deck of the adjacent vessel. The alarm was raised, SSAS activated and all crew mustered.  The on board Togo navy guards exchanged fire with the pirates. Later a large skiff with eight to ten armed pirates was spotted leaving the adjacent vessel and headed to the tanker.  Seeing this, the Master instructed all crewmembers to retreat into the citadel and informed the Togo Navy. The on board naval guards took the necessary action to prevent the pirates from boarding the tanker and in the meantime the Togo Navy dispatched two patrol boats to provide assistance which then escorted the tanker back to the anchorage. All crew reported safe.",Attempted Attack,Fired upon,Steaming,Seapride,Product Tanker,Tanker,Malta,29925,9629562,22:45,"N05°41'7"",E001°20'2""",Africa (Excluding Somalia / Gulf of Aden / Red Sea),"Lome, Togo",Togo,2013,12,Seapride SPLITProduct Tanker SPLITMalta SPLIT29925 SPLIT9629562,"05:41.7N – SPLIT001:20.2E, SPLITAround 27nm SPLITSSE Off Lome, SPLITTogo"
